2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05
0.8866510934695381,1.0768106575599472,1.2018423179349704,1.4460236532458624,1.5477902482151047,1.5470717200356672,1.4979645212290258,1.3954909131353201,1.188832161719339,1.0520036673819326,1.0406694479464305,1.0336543419274777,1.0257214548026878,0.9480272798094725,0.9093188349655282,0.9916374647719228,1.0210195696546964,1.0401390922723779,1.1490382006240223,1.254876203650673,1.292847858387449,1.3373695289396885,1.199422628974464,1.1253164568115772,1.07063277960628,0.9393934883676667,0.9830940970082676,0.9215652778999418,0.930232236333597,1.0589505063886853
