Region,Basin,LayerName,MonthlyMeanRainfall,LayerDate,Year,Month,Fyear,AnnualMeanRainfall,AnnualLtm,monthly_ltm,MonthlyMeanRainfallPercentileRank,AnnualMeanRainfallPercentileRank,annual_anomaly,monthly_anomaly,annual_percentage_of_ltm,monthly_percentage_of_ltm
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1246,1,2014-10-31,2014,Oct,2015,810,1412,32,0,10,-602,-31,57.4,3.1
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1247,9,2014-11-30,2014,Nov,2015,810,1412,61,17,10,-602,-52,57.4,14.8
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1248,114,2014-12-31,2014,Dec,2015,810,1412,162,47,10,-602,-48,57.4,70.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1249,331,2015-01-31,2015,Jan,2015,810,1412,300,63,10,-602,31,57.4,110.3
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1250,110,2015-02-28,2015,Feb,2015,810,1412,339,13,10,-602,-229,57.4,32.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1251,28,2015-03-31,2015,Mar,2015,810,1412,226,0,10,-602,-198,57.4,12.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1252,47,2015-04-30,2015,Apr,2015,810,1412,105,20,10,-602,-58,57.4,44.8
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1253,30,2015-05-31,2015,May,2015,810,1412,66,17,10,-602,-36,57.4,45.5
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1254,73,2015-06-30,2015,Jun,2015,810,1412,44,87,10,-602,29,57.4,165.9
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1255,9,2015-07-31,2015,Jul,2016,1036,1412,30,33,23,-376,-21,73.4,30
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1256,3,2015-08-31,2015,Aug,2016,1036,1412,23,17,23,-376,-20,73.4,13
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1257,7,2015-09-30,2015,Sep,2016,1036,1412,23,33,23,-376,-16,73.4,30.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1258,27,2015-10-31,2015,Oct,2016,1036,1412,32,67,23,-376,-5,73.4,84.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1259,35,2015-11-30,2015,Nov,2016,1036,1412,61,53,23,-376,-26,73.4,57.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1260,61,2015-12-31,2015,Dec,2016,1036,1412,162,17,23,-376,-101,73.4,37.7
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1261,149,2016-01-31,2016,Jan,2016,1036,1412,300,27,23,-376,-151,73.4,49.7
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1262,143,2016-02-29,2016,Feb,2016,1036,1412,339,23,23,-376,-196,73.4,42.2
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1263,304,2016-03-31,2016,Mar,2016,1036,1412,226,73,23,-376,78,73.4,134.5
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1264,124,2016-04-30,2016,Apr,2016,1036,1412,105,63,23,-376,19,73.4,118.1
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1265,16,2016-05-31,2016,May,2016,1036,1412,66,3,23,-376,-50,73.4,24.2
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1266,158,2016-06-30,2016,Jun,2016,1036,1412,44,97,23,-376,114,73.4,359.1
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1267,104,2016-07-31,2016,Jul,2017,2166,1412,30,93,91,754,74,153.4,346.7
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1268,28,2016-08-31,2016,Aug,2017,2166,1412,23,73,91,754,5,153.4,121.7
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1269,69,2016-09-30,2016,Sep,2017,2166,1412,23,97,91,754,46,153.4,300
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1270,37,2016-10-31,2016,Oct,2017,2166,1412,32,70,91,754,5,153.4,115.6
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1271,21,2016-11-30,2016,Nov,2017,2166,1412,61,37,91,754,-40,153.4,34.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1272,77,2016-12-31,2016,Dec,2017,2166,1412,162,23,91,754,-85,153.4,47.5
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1273,521,2017-01-31,2017,Jan,2017,2166,1412,300,83,91,754,221,153.4,173.7
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1274,78,2017-02-28,2017,Feb,2017,2166,1412,339,7,91,754,-261,153.4,23
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1275,979,2017-03-31,2017,Mar,2017,2166,1412,226,100,91,754,753,153.4,433.2
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1276,34,2017-04-30,2017,Apr,2017,2166,1412,105,7,91,754,-71,153.4,32.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1277,215,2017-05-31,2017,May,2017,2166,1412,66,97,91,754,149,153.4,325.8
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1278,3,2017-06-30,2017,Jun,2017,2166,1412,44,0,91,754,-41,153.4,6.8
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1279,1,2017-07-31,2017,Jul,2018,1063,1412,30,7,26,-349,-29,75.3,3.3
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1280,3,2017-08-31,2017,Aug,2018,1063,1412,23,17,26,-349,-20,75.3,13
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1281,0,2017-09-30,2017,Sep,2018,1063,1412,23,0,26,-349,-23,75.3,0
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1282,96,2017-10-31,2017,Oct,2018,1063,1412,32,93,26,-349,64,75.3,300
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1283,94,2017-11-30,2017,Nov,2018,1063,1412,61,77,26,-349,33,75.3,154.1
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1284,67,2017-12-31,2017,Dec,2018,1063,1412,162,20,26,-349,-95,75.3,41.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1285,67,2018-01-31,2018,Jan,2018,1063,1412,300,7,26,-349,-233,75.3,22.3
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1286,280,2018-02-28,2018,Feb,2018,1063,1412,339,50,26,-349,-59,75.3,82.6
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1287,245,2018-03-31,2018,Mar,2018,1063,1412,226,70,26,-349,19,75.3,108.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1288,185,2018-04-30,2018,Apr,2018,1063,1412,105,87,26,-349,80,75.3,176.2
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1289,17,2018-05-31,2018,May,2018,1063,1412,66,7,26,-349,-49,75.3,25.8
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1290,8,2018-06-30,2018,Jun,2018,1063,1412,44,7,26,-349,-36,75.3,18.2
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1291,3,2018-07-31,2018,Jul,2019,1647,1412,30,17,74,235,-27,116.6,10
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1292,0,2018-08-31,2018,Aug,2019,1647,1412,23,0,74,235,-23,116.6,0
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1293,7,2018-09-30,2018,Sep,2019,1647,1412,23,33,74,235,-16,116.6,30.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1294,15,2018-10-31,2018,Oct,2019,1647,1412,32,40,74,235,-17,116.6,46.9
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1295,9,2018-11-30,2018,Nov,2019,1647,1412,61,17,74,235,-52,116.6,14.8
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1296,267,2018-12-31,2018,Dec,2019,1647,1412,162,93,74,235,105,116.6,164.8
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1297,547,2019-01-31,2019,Jan,2019,1647,1412,300,87,74,235,247,116.6,182.3
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1298,405,2019-02-28,2019,Feb,2019,1647,1412,339,77,74,235,66,116.6,119.5
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1299,214,2019-03-31,2019,Mar,2019,1647,1412,226,63,74,235,-12,116.6,94.7
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1300,135,2019-04-30,2019,Apr,2019,1647,1412,105,73,74,235,30,116.6,128.6
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1301,31,2019-05-31,2019,May,2019,1647,1412,66,20,74,235,-35,116.6,47
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1302,14,2019-06-30,2019,Jun,2019,1647,1412,44,10,74,235,-30,116.6,31.8
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1303,59,2019-07-31,2019,Jul,2020,1068,1412,30,90,32,-344,29,75.6,196.7
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1304,5,2019-08-31,2019,Aug,2020,1068,1412,23,27,32,-344,-18,75.6,21.7
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1305,2,2019-09-30,2019,Sep,2020,1068,1412,23,17,32,-344,-21,75.6,8.7
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1306,24,2019-10-31,2019,Oct,2020,1068,1412,32,60,32,-344,-8,75.6,75
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1307,4,2019-11-30,2019,Nov,2020,1068,1412,61,3,32,-344,-57,75.6,6.6
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1308,114,2019-12-31,2019,Dec,2020,1068,1412,162,47,32,-344,-48,75.6,70.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1309,224,2020-01-31,2020,Jan,2020,1068,1412,300,47,32,-344,-76,75.6,74.7
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1310,305,2020-02-29,2020,Feb,2020,1068,1412,339,63,32,-344,-34,75.6,90
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1311,167,2020-03-31,2020,Mar,2020,1068,1412,226,60,32,-344,-59,75.6,73.9
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1312,34,2020-04-30,2020,Apr,2020,1068,1412,105,7,32,-344,-71,75.6,32.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1313,111,2020-05-31,2020,May,2020,1068,1412,66,83,32,-344,45,75.6,168.2
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1314,19,2020-06-30,2020,Jun,2020,1068,1412,44,30,32,-344,-25,75.6,43.2
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1327,10,2021-07-31,2021,Jul,2022,1232,1412,30,43,52,-180,-20,87.3,33.3
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1328,71,2021-08-31,2021,Aug,2022,1232,1412,23,93,52,-180,48,87.3,308.7
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1329,12,2021-09-30,2021,Sep,2022,1232,1412,23,57,52,-180,-11,87.3,52.2
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1330,24,2021-10-31,2021,Oct,2022,1232,1412,32,60,52,-180,-8,87.3,75
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1331,94,2021-11-30,2021,Nov,2022,1232,1412,61,77,52,-180,33,87.3,154.1
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1332,119,2021-12-31,2021,Dec,2022,1232,1412,162,53,52,-180,-43,87.3,73.5
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1333,193,2022-01-31,2022,Jan,2022,1232,1412,300,33,52,-180,-107,87.3,64.3
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1334,204,2022-02-28,2022,Feb,2022,1232,1412,339,30,52,-180,-135,87.3,60.2
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1335,100,2022-03-31,2022,Mar,2022,1232,1412,226,43,52,-180,-126,87.3,44.2
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1336,178,2022-04-30,2022,Apr,2022,1232,1412,105,83,52,-180,73,87.3,169.5
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1337,222,2022-05-31,2022,May,2022,1232,1412,66,100,52,-180,156,87.3,336.4
Mackay Whitsunday Isaac,Proserpine,n3_rainfall_1338,5,2022-06-30,2022,Jun,2022,1232,1412,44,3,52,-180,-39,87.3,11.4
Wet Tropics,Barron,n3_rainfall_955,18,1990-07-31,1990,Jul,1991,1688,1476,36,20,71,212,-18,114.4,50
Wet Tropics,Barron,n3_rainfall_956,0,1990-08-31,1990,Aug,1991,1688,1476,23,0,71,212,-23,114.4,0
Wet Tropics,Barron,n3_rainfall_957,55,1990-09-30,1990,Sep,1991,1688,1476,24,90,71,212,31,114.4,229.2
Wet Tropics,Barron,n3_rainfall_958,15,1990-10-31,1990,Oct,1991,1688,1476,42,13,71,212,-27,114.4,35.7
Wet Tropics,Barron,n3_rainfall_959,6,1990-11-30,1990,Nov,1991,1688,1476,65,3,71,212,-59,114.4,9.2
Wet Tropics,Barron,n3_rainfall_960,261,1990-12-31,1990,Dec,1991,1688,1476,159,83,71,212,102,114.4,164.2
Wet Tropics,Barron,n3_rainfall_961,610,1991-01-31,1991,Jan,1991,1688,1476,292,100,71,212,318,114.4,208.9
Wet Tropics,Barron,n3_rainfall_962,527,1991-02-28,1991,Feb,1991,1688,1476,338,87,71,212,189,114.4,155.9
Wet Tropics,Barron,n3_rainfall_963,46,1991-03-31,1991,Mar,1991,1688,1476,278,3,71,212,-232,114.4,16.5
Wet Tropics,Barron,n3_rainfall_964,61,1991-04-30,1991,Apr,1991,1688,1476,116,23,71,212,-55,114.4,52.6
Wet Tropics,Barron,n3_rainfall_965,68,1991-05-31,1991,May,1991,1688,1476,61,63,71,212,7,114.4,111.5
Wet Tropics,Barron,n3_rainfall_966,21,1991-06-30,1991,Jun,1991,1688,1476,42,13,71,212,-21,114.4,50
Wet Tropics,Barron,n3_rainfall_967,22,1991-07-31,1991,Jul,1992,868,1476,36,30,3,-608,-14,58.8,61.1
Wet Tropics,Barron,n3_rainfall_968,6,1991-08-31,1991,Aug,1992,868,1476,23,20,3,-608,-17,58.8,26.1
Wet Tropics,Barron,n3_rainfall_969,0,1991-09-30,1991,Sep,1992,868,1476,24,0,3,-608,-24,58.8,0
Wet Tropics,Barron,n3_rainfall_970,2,1991-10-31,1991,Oct,1992,868,1476,42,3,3,-608,-40,58.8,4.8
Wet Tropics,Barron,n3_rainfall_971,71,1991-11-30,1991,Nov,1992,868,1476,65,67,3,-608,6,58.8,109.2
Wet Tropics,Barron,n3_rainfall_972,120,1991-12-31,1991,Dec,1992,868,1476,159,47,3,-608,-39,58.8,75.5
Wet Tropics,Barron,n3_rainfall_973,115,1992-01-31,1992,Jan,1992,868,1476,292,7,3,-608,-177,58.8,39.4
Wet Tropics,Barron,n3_rainfall_974,249,1992-02-29,1992,Feb,1992,868,1476,338,43,3,-608,-89,58.8,73.7
Wet Tropics,Barron,n3_rainfall_975,91,1992-03-31,1992,Mar,1992,868,1476,278,13,3,-608,-187,58.8,32.7
Wet Tropics,Barron,n3_rainfall_976,97,1992-04-30,1992,Apr,1992,868,1476,116,50,3,-608,-19,58.8,83.6
Wet Tropics,Barron,n3_rainfall_977,87,1992-05-31,1992,May,1992,868,1476,61,77,3,-608,26,58.8,142.6
Wet Tropics,Barron,n3_rainfall_978,8,1992-06-30,1992,Jun,1992,868,1476,42,0,3,-608,-34,58.8,19
Wet Tropics,Barron,n3_rainfall_979,33,1992-07-31,1992,Jul,1993,1042,1476,36,40,10,-434,-3,70.6,91.7
Wet Tropics,Barron,n3_rainfall_980,13,1992-08-31,1992,Aug,1993,1042,1476,23,43,10,-434,-10,70.6,56.5
Wet Tropics,Barron,n3_rainfall_981,47,1992-09-30,1992,Sep,1993,1042,1476,24,77,10,-434,23,70.6,195.8
Wet Tropics,Barron,n3_rainfall_982,7,1992-10-31,1992,Oct,1993,1042,1476,42,7,10,-434,-35,70.6,16.7
Wet Tropics,Barron,n3_rainfall_983,16,1992-11-30,1992,Nov,1993,1042,1476,65,23,10,-434,-49,70.6,24.6
Wet Tropics,Barron,n3_rainfall_984,236,1992-12-31,1992,Dec,1993,1042,1476,159,80,10,-434,77,70.6,148.4
Wet Tropics,Barron,n3_rainfall_985,258,1993-01-31,1993,Jan,1993,1042,1476,292,47,10,-434,-34,70.6,88.4
Wet Tropics,Barron,n3_rainfall_986,159,1993-02-28,1993,Feb,1993,1042,1476,338,17,10,-434,-179,70.6,47
Wet Tropics,Barron,n3_rainfall_987,31,1993-03-31,1993,Mar,1993,1042,1476,278,0,10,-434,-247,70.6,11.2
Wet Tropics,Barron,n3_rainfall_988,131,1993-04-30,1993,Apr,1993,1042,1476,116,73,10,-434,15,70.6,112.9
Wet Tropics,Barron,n3_rainfall_989,67,1993-05-31,1993,May,1993,1042,1476,61,57,10,-434,6,70.6,109.8
Wet Tropics,Barron,n3_rainfall_990,44,1993-06-30,1993,Jun,1993,1042,1476,42,67,10,-434,2,70.6,104.8
Wet Tropics,Barron,n3_rainfall_991,61,1993-07-31,1993,Jul,1994,1279,1476,36,87,32,-197,25,86.7,169.4
Wet Tropics,Barron,n3_rainfall_992,30,1993-08-31,1993,Aug,1994,1279,1476,23,73,32,-197,7,86.7,130.4
Wet Tropics,Barron,n3_rainfall_993,49,1993-09-30,1993,Sep,1994,1279,1476,24,83,32,-197,25,86.7,204.2
Wet Tropics,Barron,n3_rainfall_994,19,1993-10-31,1993,Oct,1994,1279,1476,42,23,32,-197,-23,86.7,45.2
Wet Tropics,Barron,n3_rainfall_995,69,1993-11-30,1993,Nov,1994,1279,1476,65,63,32,-197,4,86.7,106.2
Wet Tropics,Barron,n3_rainfall_996,93,1993-12-31,1993,Dec,1994,1279,1476,159,40,32,-197,-66,86.7,58.5
Wet Tropics,Barron,n3_rainfall_997,300,1994-01-31,1994,Jan,1994,1279,1476,292,57,32,-197,8,86.7,102.7
Wet Tropics,Barron,n3_rainfall_998,374,1994-02-28,1994,Feb,1994,1279,1476,338,63,32,-197,36,86.7,110.7
Wet Tropics,Barron,n3_rainfall_999,93,1994-03-31,1994,Mar,1994,1279,1476,278,17,32,-197,-185,86.7,33.5
Wet Tropics,Barron,n3_rainfall_1000,119,1994-04-30,1994,Apr,1994,1279,1476,116,67,32,-197,3,86.7,102.6
Wet Tropics,Barron,n3_rainfall_1001,31,1994-05-31,1994,May,1994,1279,1476,61,20,32,-197,-30,86.7,50.8
Wet Tropics,Barron,n3_rainfall_1002,41,1994-06-30,1994,Jun,1994,1279,1476,42,57,32,-197,-1,86.7,97.6
Wet Tropics,Barron,n3_rainfall_1003,81,1994-07-31,1994,Jul,1995,1313,1476,36,100,39,-163,45,89,225
Wet Tropics,Barron,n3_rainfall_1004,31,1994-08-31,1994,Aug,1995,1313,1476,23,77,39,-163,8,89,134.8
Wet Tropics,Barron,n3_rainfall_1005,17,1994-09-30,1994,Sep,1995,1313,1476,24,53,39,-163,-7,89,70.8
Wet Tropics,Barron,n3_rainfall_1006,20,1994-10-31,1994,Oct,1995,1313,1476,42,27,39,-163,-22,89,47.6
Wet Tropics,Barron,n3_rainfall_1007,15,1994-11-30,1994,Nov,1995,1313,1476,65,20,39,-163,-50,89,23.1
Wet Tropics,Barron,n3_rainfall_1008,43,1994-12-31,1994,Dec,1995,1313,1476,159,7,39,-163,-116,89,27
Wet Tropics,Barron,n3_rainfall_1009,100,1995-01-31,1995,Jan,1995,1313,1476,292,3,39,-163,-192,89,34.2
Wet Tropics,Barron,n3_rainfall_1010,490,1995-02-28,1995,Feb,1995,1313,1476,338,77,39,-163,152,89,145
Wet Tropics,Barron,n3_rainfall_1011,378,1995-03-31,1995,Mar,1995,1313,1476,278,70,39,-163,100,89,136
Wet Tropics,Barron,n3_rainfall_1012,26,1995-04-30,1995,Apr,1995,1313,1476,116,3,39,-163,-90,89,22.4
Wet Tropics,Barron,n3_rainfall_1013,66,1995-05-31,1995,May,1995,1313,1476,61,53,39,-163,5,89,108.2
Wet Tropics,Barron,n3_rainfall_1014,46,1995-06-30,1995,Jun,1995,1313,1476,42,73,39,-163,4,89,109.5
Wet Tropics,Barron,n3_rainfall_1015,8,1995-07-31,1995,Jul,1996,1497,1476,36,10,52,21,-28,101.4,22.2
Wet Tropics,Barron,n3_rainfall_1016,142,1995-08-31,1995,Aug,1996,1497,1476,23,100,52,21,119,101.4,617.4
Wet Tropics,Barron,n3_rainfall_1017,4,1995-09-30,1995,Sep,1996,1497,1476,24,17,52,21,-20,101.4,16.7
Wet Tropics,Barron,n3_rainfall_1018,58,1995-10-31,1995,Oct,1996,1497,1476,42,87,52,21,16,101.4,138.1
Wet Tropics,Barron,n3_rainfall_1019,57,1995-11-30,1995,Nov,1996,1497,1476,65,57,52,21,-8,101.4,87.7
Wet Tropics,Barron,n3_rainfall_1020,93,1995-12-31,1995,Dec,1996,1497,1476,159,40,52,21,-66,101.4,58.5
Wet Tropics,Barron,n3_rainfall_1021,244,1996-01-31,1996,Jan,1996,1497,1476,292,40,52,21,-48,101.4,83.6
Wet Tropics,Barron,n3_rainfall_1022,172,1996-02-29,1996,Feb,1996,1497,1476,338,20,52,21,-166,101.4,50.9
Wet Tropics,Barron,n3_rainfall_1023,397,1996-03-31,1996,Mar,1996,1497,1476,278,73,52,21,119,101.4,142.8
Wet Tropics,Barron,n3_rainfall_1024,163,1996-04-30,1996,Apr,1996,1497,1476,116,83,52,21,47,101.4,140.5
Wet Tropics,Barron,n3_rainfall_1025,99,1996-05-31,1996,May,1996,1497,1476,61,87,52,21,38,101.4,162.3
Wet Tropics,Barron,n3_rainfall_1026,60,1996-06-30,1996,Jun,1996,1497,1476,42,83,52,21,18,101.4,142.9
Wet Tropics,Barron,n3_rainfall_1027,52,1996-07-31,1996,Jul,1997,1435,1476,36,70,49,-41,16,97.2,144.4
Wet Tropics,Barron,n3_rainfall_1028,4,1996-08-31,1996,Aug,1997,1435,1476,23,10,49,-41,-19,97.2,17.4
Wet Tropics,Barron,n3_rainfall_1029,7,1996-09-30,1996,Sep,1997,1435,1476,24,30,49,-41,-17,97.2,29.2
Wet Tropics,Barron,n3_rainfall_1030,136,1996-10-31,1996,Oct,1997,1435,1476,42,93,49,-41,94,97.2,323.8
Wet Tropics,Barron,n3_rainfall_1031,44,1996-11-30,1996,Nov,1997,1435,1476,65,43,49,-41,-21,97.2,67.7
Wet Tropics,Barron,n3_rainfall_1032,147,1996-12-31,1996,Dec,1997,1435,1476,159,53,49,-41,-12,97.2,92.5
Wet Tropics,Barron,n3_rainfall_1033,217,1997-01-31,1997,Jan,1997,1435,1476,292,33,49,-41,-75,97.2,74.3
Wet Tropics,Barron,n3_rainfall_1034,234,1997-02-28,1997,Feb,1997,1435,1476,338,33,49,-41,-104,97.2,69.2
Wet Tropics,Barron,n3_rainfall_1035,422,1997-03-31,1997,Mar,1997,1435,1476,278,80,49,-41,144,97.2,151.8
Wet Tropics,Barron,n3_rainfall_1036,71,1997-04-30,1997,Apr,1997,1435,1476,116,33,49,-41,-45,97.2,61.2
Wet Tropics,Barron,n3_rainfall_1037,69,1997-05-31,1997,May,1997,1435,1476,61,67,49,-41,8,97.2,113.1
Wet Tropics,Barron,n3_rainfall_1038,32,1997-06-30,1997,Jun,1997,1435,1476,42,43,49,-41,-10,97.2,76.2
Wet Tropics,Barron,n3_rainfall_1039,22,1997-07-31,1997,Jul,1998,1305,1476,36,30,36,-171,-14,88.4,61.1
Wet Tropics,Barron,n3_rainfall_1040,34,1997-08-31,1997,Aug,1998,1305,1476,23,83,36,-171,11,88.4,147.8
Wet Tropics,Barron,n3_rainfall_1041,43,1997-09-30,1997,Sep,1998,1305,1476,24,73,36,-171,19,88.4,179.2
Wet Tropics,Barron,n3_rainfall_1042,20,1997-10-31,1997,Oct,1998,1305,1476,42,27,36,-171,-22,88.4,47.6
Wet Tropics,Barron,n3_rainfall_1043,54,1997-11-30,1997,Nov,1998,1305,1476,65,53,36,-171,-11,88.4,83.1
Wet Tropics,Barron,n3_rainfall_1044,273,1997-12-31,1997,Dec,1998,1305,1476,159,87,36,-171,114,88.4,171.7
Wet Tropics,Barron,n3_rainfall_1045,368,1998-01-31,1998,Jan,1998,1305,1476,292,77,36,-171,76,88.4,126
Wet Tropics,Barron,n3_rainfall_1046,240,1998-02-28,1998,Feb,1998,1305,1476,338,40,36,-171,-98,88.4,71
Wet Tropics,Barron,n3_rainfall_1047,89,1998-03-31,1998,Mar,1998,1305,1476,278,10,36,-171,-189,88.4,32
Wet Tropics,Barron,n3_rainfall_1048,69,1998-04-30,1998,Apr,1998,1305,1476,116,27,36,-171,-47,88.4,59.5
Wet Tropics,Barron,n3_rainfall_1049,70,1998-05-31,1998,May,1998,1305,1476,61,70,36,-171,9,88.4,114.8
Wet Tropics,Barron,n3_rainfall_1050,23,1998-06-30,1998,Jun,1998,1305,1476,42,17,36,-171,-19,88.4,54.8
Wet Tropics,Barron,n3_rainfall_1051,38,1998-07-31,1998,Jul,1999,2063,1476,36,53,91,587,2,139.8,105.6
Wet Tropics,Barron,n3_rainfall_1052,36,1998-08-31,1998,Aug,1999,2063,1476,23,87,91,587,13,139.8,156.5
Wet Tropics,Barron,n3_rainfall_1053,54,1998-09-30,1998,Sep,1999,2063,1476,24,87,91,587,30,139.8,225
Wet Tropics,Barron,n3_rainfall_1054,46,1998-10-31,1998,Oct,1999,2063,1476,42,77,91,587,4,139.8,109.5
Wet Tropics,Barron,n3_rainfall_1055,164,1998-11-30,1998,Nov,1999,2063,1476,65,90,91,587,99,139.8,252.3
Wet Tropics,Barron,n3_rainfall_1056,141,1998-12-31,1998,Dec,1999,2063,1476,159,50,91,587,-18,139.8,88.7
Wet Tropics,Barron,n3_rainfall_1057,291,1999-01-31,1999,Jan,1999,2063,1476,292,53,91,587,-1,139.8,99.7
Wet Tropics,Barron,n3_rainfall_1058,617,1999-02-28,1999,Feb,1999,2063,1476,338,97,91,587,279,139.8,182.5
Wet Tropics,Barron,n3_rainfall_1059,500,1999-03-31,1999,Mar,1999,2063,1476,278,87,91,587,222,139.8,179.9
Wet Tropics,Barron,n3_rainfall_1060,120,1999-04-30,1999,Apr,1999,2063,1476,116,70,91,587,4,139.8,103.4
Wet Tropics,Barron,n3_rainfall_1061,32,1999-05-31,1999,May,1999,2063,1476,61,23,91,587,-29,139.8,52.5
Wet Tropics,Barron,n3_rainfall_1062,24,1999-06-30,1999,Jun,1999,2063,1476,42,23,91,587,-18,139.8,57.1
Wet Tropics,Barron,n3_rainfall_1063,64,1999-07-31,1999,Jul,2000,2105,1476,36,93,94,629,28,142.6,177.8
Wet Tropics,Barron,n3_rainfall_1064,38,1999-08-31,1999,Aug,2000,2105,1476,23,90,94,629,15,142.6,165.2
Wet Tropics,Barron,n3_rainfall_1065,47,1999-09-30,1999,Sep,2000,2105,1476,24,77,94,629,23,142.6,195.8
Wet Tropics,Barron,n3_rainfall_1066,25,1999-10-31,1999,Oct,2000,2105,1476,42,40,94,629,-17,142.6,59.5
Wet Tropics,Barron,n3_rainfall_1067,138,1999-11-30,1999,Nov,2000,2105,1476,65,87,94,629,73,142.6,212.3
Wet Tropics,Barron,n3_rainfall_1068,180,1999-12-31,1999,Dec,2000,2105,1476,159,63,94,629,21,142.6,113.2
Wet Tropics,Barron,n3_rainfall_1069,137,2000-01-31,2000,Jan,2000,2105,1476,292,13,94,629,-155,142.6,46.9
Wet Tropics,Barron,n3_rainfall_1070,868,2000-02-29,2000,Feb,2000,2105,1476,338,100,94,629,530,142.6,256.8
