Code,Date,FY,Indicator,Units,Values,Basin,Supplier,Region,Environment,Sub_Basin,Watercourse,Sub_Basin_Area,Sub_Basin_Proportion_of_Basin,Watercourse_Area,Watercourse_Proportion_of_Sub_Basin,Lat,Long,WQO,LOR,SF,Failure,Stat,Month,N_Months,Val_Min,Val_Twentieth,Val_Mean,Val_Median,Val_Eightieth,Val_Max,N_Samples
CB9,2021-08-24T00:00:01Z,2022,Low_DO,%.Sat,86.91,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median,Aug,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2021-08-24T00:00:01Z,2022,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median,Aug,12,0.005,0.005,0.024895833333333332,0.01875,0.04,0.09,24
CB9,2021-08-24T00:00:01Z,2022,Turbidity,NTU,9.2,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median,Aug,12,7.5,11.759999999999998,19.780434782608694,16.7,24,55.7,24
CB9,2021-09-24T00:00:01Z,2022,DIN,mg.L,0.019899999999999998,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median,Sep,12,0.0045000000000000005,0.0055400000000000015,0.04643958333333333,0.02705,0.07986000000000001,0.1774,24
CB9,2021-09-24T00:00:01Z,2022,FRP,mg.L,NA,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.02,0.001,NA,high,median,Sep,12,Inf,NA,NA,NA,NA,-Inf,24
CB9,2021-09-24T00:00:01Z,2022,High_DO,%.Sat,94.16,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median,Sep,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2021-09-24T00:00:01Z,2022,Low_DO,%.Sat,94.16,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median,Sep,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2021-09-24T00:00:01Z,2022,TP,mg.L,0.01,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median,Sep,12,0.005,0.005,0.024895833333333332,0.01875,0.04,0.09,24
CB9,2021-09-24T00:00:01Z,2022,Turbidity,NTU,33.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median,Sep,12,7.5,11.759999999999998,19.780434782608694,16.7,24,55.7,24
CB9,2021-10-20T00:00:01Z,2022,DIN,mg.L,0.00673,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median,Oct,12,0.0045000000000000005,0.0055400000000000015,0.04643958333333333,0.02705,0.07986000000000001,0.1774,24
CB9,2021-10-20T00:00:01Z,2022,FRP,mg.L,NA,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.02,0.001,NA,high,median,Oct,12,Inf,NA,NA,NA,NA,-Inf,24
CB9,2021-10-20T00:00:01Z,2022,High_DO,%.Sat,98.94,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median,Oct,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2021-10-20T00:00:01Z,2022,Low_DO,%.Sat,98.94,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median,Oct,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2021-10-20T00:00:01Z,2022,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median,Oct,12,0.005,0.005,0.024895833333333332,0.01875,0.04,0.09,24
CB9,2021-10-20T00:00:01Z,2022,Turbidity,NTU,55.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median,Oct,12,7.5,11.759999999999998,19.780434782608694,16.7,24,55.7,24
CB9,2021-11-17T00:00:01Z,2022,DIN,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median,Nov,12,0.0045000000000000005,0.0055400000000000015,0.04643958333333333,0.02705,0.07986000000000001,0.1774,24
CB9,2021-11-17T00:00:01Z,2022,FRP,mg.L,NA,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.02,0.001,NA,high,median,Nov,12,Inf,NA,NA,NA,NA,-Inf,24
CB9,2021-11-17T00:00:01Z,2022,High_DO,%.Sat,94.37,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median,Nov,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2021-11-17T00:00:01Z,2022,Low_DO,%.Sat,94.37,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median,Nov,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2021-11-17T00:00:01Z,2022,TP,mg.L,0.04,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median,Nov,12,0.005,0.005,0.024895833333333332,0.01875,0.04,0.09,24
CB9,2021-11-17T00:00:01Z,2022,Turbidity,NTU,24.4,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median,Nov,12,7.5,11.759999999999998,19.780434782608694,16.7,24,55.7,24
CB9,2021-12-16T00:00:01Z,2022,DIN,mg.L,0.05548,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median,Dec,12,0.0045000000000000005,0.0055400000000000015,0.04643958333333333,0.02705,0.07986000000000001,0.1774,24
CB9,2021-12-16T00:00:01Z,2022,FRP,mg.L,NA,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.02,0.001,NA,high,median,Dec,12,Inf,NA,NA,NA,NA,-Inf,24
CB9,2021-12-16T00:00:01Z,2022,High_DO,%.Sat,90.2,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median,Dec,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2021-12-16T00:00:01Z,2022,Low_DO,%.Sat,90.2,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median,Dec,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2021-12-16T00:00:01Z,2022,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median,Dec,12,0.005,0.005,0.024895833333333332,0.01875,0.04,0.09,24
CB9,2021-12-16T00:00:01Z,2022,Turbidity,NTU,16.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median,Dec,12,7.5,11.759999999999998,19.780434782608694,16.7,24,55.7,24
CB9,2022-01-20T00:00:01Z,2022,DIN,mg.L,0.0165,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median,Jan,12,0.0045000000000000005,0.0055400000000000015,0.04643958333333333,0.02705,0.07986000000000001,0.1774,24
CB9,2022-01-20T00:00:01Z,2022,FRP,mg.L,NA,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.02,0.001,NA,high,median,Jan,12,Inf,NA,NA,NA,NA,-Inf,24
CB9,2022-01-20T00:00:01Z,2022,High_DO,%.Sat,94.62,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median,Jan,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2022-01-20T00:00:01Z,2022,Low_DO,%.Sat,94.62,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median,Jan,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2022-01-20T00:00:01Z,2022,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median,Jan,12,0.005,0.005,0.024895833333333332,0.01875,0.04,0.09,24
CB9,2022-01-20T00:00:01Z,2022,Turbidity,NTU,17.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median,Jan,12,7.5,11.759999999999998,19.780434782608694,16.7,24,55.7,24
CB9,2022-02-14T00:00:01Z,2022,DIN,mg.L,0.005900000000000001,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median,Feb,12,0.0045000000000000005,0.0055400000000000015,0.04643958333333333,0.02705,0.07986000000000001,0.1774,24
CB9,2022-02-14T00:00:01Z,2022,FRP,mg.L,NA,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.02,0.001,NA,high,median,Feb,12,Inf,NA,NA,NA,NA,-Inf,24
CB9,2022-02-14T00:00:01Z,2022,High_DO,%.Sat,93.86,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median,Feb,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2022-02-14T00:00:01Z,2022,Low_DO,%.Sat,93.86,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median,Feb,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2022-02-14T00:00:01Z,2022,TP,mg.L,0.04,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median,Feb,12,0.005,0.005,0.024895833333333332,0.01875,0.04,0.09,24
CB9,2022-02-14T00:00:01Z,2022,Turbidity,NTU,39.6,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median,Feb,12,7.5,11.759999999999998,19.780434782608694,16.7,24,55.7,24
CB9,2022-03-15T00:00:01Z,2022,DIN,mg.L,0.0045000000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median,Mar,12,0.0045000000000000005,0.0055400000000000015,0.04643958333333333,0.02705,0.07986000000000001,0.1774,24
CB9,2022-03-15T00:00:01Z,2022,FRP,mg.L,NA,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.02,0.001,NA,high,median,Mar,12,Inf,NA,NA,NA,NA,-Inf,24
CB9,2022-03-15T00:00:01Z,2022,High_DO,%.Sat,87.99,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median,Mar,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2022-03-15T00:00:01Z,2022,Low_DO,%.Sat,87.99,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median,Mar,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2022-03-15T00:00:01Z,2022,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median,Mar,12,0.005,0.005,0.024895833333333332,0.01875,0.04,0.09,24
CB9,2022-03-15T00:00:01Z,2022,Turbidity,NTU,27.9,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median,Mar,12,7.5,11.759999999999998,19.780434782608694,16.7,24,55.7,24
CB9,2022-04-13T00:00:01Z,2022,DIN,mg.L,0.0161,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median,Apr,12,0.0045000000000000005,0.0055400000000000015,0.04643958333333333,0.02705,0.07986000000000001,0.1774,24
CB9,2022-04-13T00:00:01Z,2022,FRP,mg.L,NA,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.02,0.001,NA,high,median,Apr,12,Inf,NA,NA,NA,NA,-Inf,24
CB9,2022-04-13T00:00:01Z,2022,High_DO,%.Sat,87.22,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median,Apr,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2022-04-13T00:00:01Z,2022,Low_DO,%.Sat,87.22,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median,Apr,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2022-04-13T00:00:01Z,2022,TP,mg.L,0.02,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median,Apr,12,0.005,0.005,0.024895833333333332,0.01875,0.04,0.09,24
CB9,2022-04-13T00:00:01Z,2022,Turbidity,NTU,19.9,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median,Apr,12,7.5,11.759999999999998,19.780434782608694,16.7,24,55.7,24
CB9,2022-05-16T00:00:01Z,2022,DIN,mg.L,0.055,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median,May,12,0.0045000000000000005,0.0055400000000000015,0.04643958333333333,0.02705,0.07986000000000001,0.1774,24
CB9,2022-05-16T00:00:01Z,2022,FRP,mg.L,NA,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.02,0.001,NA,high,median,May,12,Inf,NA,NA,NA,NA,-Inf,24
CB9,2022-05-16T00:00:01Z,2022,High_DO,%.Sat,89.79,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median,May,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2022-05-16T00:00:01Z,2022,Low_DO,%.Sat,89.79,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median,May,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2022-05-16T00:00:01Z,2022,TP,mg.L,0.09,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median,May,12,0.005,0.005,0.024895833333333332,0.01875,0.04,0.09,24
CB9,2022-05-16T00:00:01Z,2022,Turbidity,NTU,14.9,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median,May,12,7.5,11.759999999999998,19.780434782608694,16.7,24,55.7,24
CB9,2022-06-13T00:00:01Z,2022,DIN,mg.L,0.028900000000000002,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median,Jun,12,0.0045000000000000005,0.0055400000000000015,0.04643958333333333,0.02705,0.07986000000000001,0.1774,24
CB9,2022-06-13T00:00:01Z,2022,FRP,mg.L,NA,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.02,0.001,NA,high,median,Jun,12,Inf,NA,NA,NA,NA,-Inf,24
CB9,2022-06-13T00:00:01Z,2022,High_DO,%.Sat,93.45,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median,Jun,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2022-06-13T00:00:01Z,2022,Low_DO,%.Sat,93.45,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median,Jun,12,75.28,88.062,93.03304347826086,93.45,95.872,122.76,24
CB9,2022-06-13T00:00:01Z,2022,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median,Jun,12,0.005,0.005,0.024895833333333332,0.01875,0.04,0.09,24
CB9,2022-06-13T00:00:01Z,2022,Turbidity,NTU,8.1,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median,Jun,12,7.5,11.759999999999998,19.780434782608694,16.7,24,55.7,24
CO1,2021-07-27T00:00:01Z,2022,DIN,mg.L,0.011,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,0.02,0.005,0.09,high,median,Jul,12,0.0035,0.006100000000000001,0.014717948717948718,0.0095,0.022800000000000008,0.067,39
CO1,2021-07-27T00:00:01Z,2022,FRP,mg.L,5e-4,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,0.02,0.001,NA,high,median,Jul,12,5e-4,5e-4,5.76923076923077e-4,5e-4,5e-4,0.002,39
CO1,2021-07-27T00:00:01Z,2022,High_DO,%.Sat,115.451351351351,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,105,0.5,120,high,median,Jul,12,7.51818181818182,69.20844444399998,82.32671379388968,89.8962962962963,98.4941772151899,115.451351351351,39
CO1,2021-07-27T00:00:01Z,2022,Low_DO,%.Sat,115.451351351351,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,85,0.5,70,low,median,Jul,12,7.51818181818182,69.20844444399998,82.32671379388968,89.8962962962963,98.4941772151899,115.451351351351,39
CO1,2021-07-27T00:00:01Z,2022,TP,mg.L,0.0025,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,0.025,0.005,0.04,high,median,Jul,12,0.0025,0.0025,0.005653846153846153,0.0025,0.008400000000000001,0.036,39
CO1,2021-07-27T00:00:01Z,2022,Turbidity,NTU,1.39513513513514,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,8,0.1,15,high,median,Jul,12,0.615641025641026,4.498841269841273,11.723318977617454,9.09333333333333,20.166896398666683,30.93015,39
CO1,2021-08-25T00:00:01Z,2022,DIN,mg.L,0.009999999999999998,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,0.02,0.005,0.09,high,median,Aug,12,0.0035,0.006100000000000001,0.014717948717948718,0.0095,0.022800000000000008,0.067,39
CO1,2021-08-25T00:00:01Z,2022,FRP,mg.L,5e-4,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,0.02,0.001,NA,high,median,Aug,12,5e-4,5e-4,5.76923076923077e-4,5e-4,5e-4,0.002,39
CO1,2021-08-25T00:00:01Z,2022,High_DO,%.Sat,77.78947368,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,105,0.5,120,high,median,Aug,12,7.51818181818182,69.20844444399998,82.32671379388968,89.8962962962963,98.4941772151899,115.451351351351,39
CO1,2021-08-25T00:00:01Z,2022,Low_DO,%.Sat,77.78947368,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,85,0.5,70,low,median,Aug,12,7.51818181818182,69.20844444399998,82.32671379388968,89.8962962962963,98.4941772151899,115.451351351351,39
CO1,2021-08-25T00:00:01Z,2022,TP,mg.L,0.0025,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,0.025,0.005,0.04,high,median,Aug,12,0.0025,0.0025,0.005653846153846153,0.0025,0.008400000000000001,0.036,39
CO1,2021-08-25T00:00:01Z,2022,Turbidity,NTU,2.194736842,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,8,0.1,15,high,median,Aug,12,0.615641025641026,4.498841269841273,11.723318977617454,9.09333333333333,20.166896398666683,30.93015,39
CO1,2021-09-20T00:00:01Z,2022,DIN,mg.L,0.0085,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,0.02,0.005,0.09,high,median,Sep,12,0.0035,0.006100000000000001,0.014717948717948718,0.0095,0.022800000000000008,0.067,39
CO1,2021-09-20T00:00:01Z,2022,FRP,mg.L,5e-4,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,0.02,0.001,NA,high,median,Sep,12,5e-4,5e-4,5.76923076923077e-4,5e-4,5e-4,0.002,39
CO1,2021-09-20T00:00:01Z,2022,High_DO,%.Sat,69.2333333333333,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,105,0.5,120,high,median,Sep,12,7.51818181818182,69.20844444399998,82.32671379388968,89.8962962962963,98.4941772151899,115.451351351351,39
CO1,2021-09-20T00:00:01Z,2022,Low_DO,%.Sat,69.2333333333333,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,85,0.5,70,low,median,Sep,12,7.51818181818182,69.20844444399998,82.32671379388968,89.8962962962963,98.4941772151899,115.451351351351,39
CO1,2021-09-20T00:00:01Z,2022,TP,mg.L,0.0025,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,0.025,0.005,0.04,high,median,Sep,12,0.0025,0.0025,0.005653846153846153,0.0025,0.008400000000000001,0.036,39
CO1,2021-09-20T00:00:01Z,2022,Turbidity,NTU,0.615641025641026,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,8,0.1,15,high,median,Sep,12,0.615641025641026,4.498841269841273,11.723318977617454,9.09333333333333,20.166896398666683,30.93015,39
CO1,2021-10-18T00:00:01Z,2022,DIN,mg.L,0.0085,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,0.02,0.005,0.09,high,median,Oct,12,0.0035,0.006100000000000001,0.014717948717948718,0.0095,0.022800000000000008,0.067,39
CO1,2021-10-18T00:00:01Z,2022,FRP,mg.L,5e-4,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,0.02,0.001,NA,high,median,Oct,12,5e-4,5e-4,5.76923076923077e-4,5e-4,5e-4,0.002,39
CO1,2021-10-18T00:00:01Z,2022,High_DO,%.Sat,62.36290323,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,105,0.5,120,high,median,Oct,12,7.51818181818182,69.20844444399998,82.32671379388968,89.8962962962963,98.4941772151899,115.451351351351,39
CO1,2021-10-18T00:00:01Z,2022,Low_DO,%.Sat,62.36290323,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,85,0.5,70,low,median,Oct,12,7.51818181818182,69.20844444399998,82.32671379388968,89.8962962962963,98.4941772151899,115.451351351351,39
CO1,2021-10-18T00:00:01Z,2022,TP,mg.L,0.0025,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,0.025,0.005,0.04,high,median,Oct,12,0.0025,0.0025,0.005653846153846153,0.0025,0.008400000000000001,0.036,39
CO1,2021-10-18T00:00:01Z,2022,Turbidity,NTU,1.976451613,Black,Ornatas,DT,Estuarine,Rollingstone Creek,Camp Oven Creek,135.2,0.2542643822992872,9.97,0.07374260355029587,-19.10497,146.48243,8,0.1,15,high,median,Oct,12,0.615641025641026,4.498841269841273,11.723318977617454,9.09333333333333,20.166896398666683,30.93015,39
