"Time","120002D","",""
"and","140.00","",""
"Date","Discharge (Cumecs)","",""
"Date and time","Point","Quality","Comments"
06:00:00 17/08/2024,      21.036,    130, 
07:00:00 17/08/2024,      20.885,    130, 
08:00:00 17/08/2024,      20.661,    130, 
09:00:00 17/08/2024,      20.661,    130, 
10:00:00 17/08/2024,      20.661,    130, 
11:00:00 17/08/2024,      20.587,    130, 
12:00:00 17/08/2024,      20.587,    130, 
13:00:00 17/08/2024,      20.145,    130, 
14:00:00 17/08/2024,      20.292,    130, 
15:00:00 17/08/2024,      20.000,    130, 
16:00:00 17/08/2024,      20.513,    130, 
17:00:00 17/08/2024,      20.365,    130, 
18:00:00 17/08/2024,      19.688,    130, 
19:00:00 17/08/2024,      20.073,    130, 
20:00:00 17/08/2024,      20.000,    130, 
21:00:00 17/08/2024,      19.875,    130, 
22:00:00 17/08/2024,      19.502,    130, 
23:00:00 17/08/2024,      19.688,    130, 
00:00:00 18/08/2024,      19.502,    130, 
01:00:00 18/08/2024,      19.257,    130, 
02:00:00 18/08/2024,      19.379,    130, 
02:25:00 18/08/2024,      18.893,    130, 
03:00:00 18/08/2024,      19.318,    130, 
04:00:00 18/08/2024,      19.074,    130, 
05:00:00 18/08/2024,      18.714,    130, 
06:00:00 18/08/2024,      18.954,    130, 
07:00:00 18/08/2024,      18.595,    130, 
08:00:00 18/08/2024,      18.300,    130, 
09:00:00 18/08/2024,      18.417,    130, 
10:00:00 18/08/2024,      18.535,    130, 
11:00:00 18/08/2024,      18.476,    130, 
12:00:00 18/08/2024,      18.241,    130, 
13:00:00 18/08/2024,      18.183,    130, 
14:00:00 18/08/2024,      18.183,    130, 
15:00:00 18/08/2024,      18.300,    130, 
16:00:00 18/08/2024,      17.950,    130, 
17:00:00 18/08/2024,      17.721,    130, 
18:00:00 18/08/2024,      17.550,    130, 
19:00:00 18/08/2024,      17.493,    130, 
20:00:00 18/08/2024,      17.324,    130, 
21:00:00 18/08/2024,      17.044,    130, 
22:00:00 18/08/2024,      17.268,    130, 
23:00:00 18/08/2024,      17.324,    130, 
00:00:00 19/08/2024,      17.044,    130, 
01:00:00 19/08/2024,      16.989,    130, 
02:00:00 19/08/2024,      16.769,    130, 
03:00:00 19/08/2024,      17.100,    130, 
04:00:00 19/08/2024,      17.156,    130, 
05:00:00 19/08/2024,      17.100,    130, 
06:00:00 19/08/2024,      16.769,    130, 
07:00:00 19/08/2024,      16.824,    130, 
08:00:00 19/08/2024,      16.824,    130, 
09:00:00 19/08/2024,      16.714,    130, 
10:00:00 19/08/2024,      16.660,    130, 
11:00:00 19/08/2024,      16.605,    130, 
12:00:00 19/08/2024,      16.497,    130, 
13:00:00 19/08/2024,      16.443,    130, 
14:00:00 19/08/2024,      16.660,    130, 
15:00:00 19/08/2024,      16.824,    130, 
16:00:00 19/08/2024,      16.605,    130, 
17:00:00 19/08/2024,      17.044,    130, 
18:00:00 19/08/2024,      16.660,    130, 
19:00:00 19/08/2024,      16.389,    130, 
20:00:00 19/08/2024,      16.281,    130, 
21:00:00 19/08/2024,      16.228,    130, 
22:00:00 19/08/2024,      15.857,    130, 
23:00:00 19/08/2024,      16.175,    130, 
00:00:00 20/08/2024,      15.753,    130, 
01:00:00 20/08/2024,      15.753,    130, 
02:00:00 20/08/2024,      15.910,    130, 
03:00:00 20/08/2024,      15.963,    130, 
04:00:00 20/08/2024,      15.910,    130, 
05:00:00 20/08/2024,      16.015,    130, 
06:00:00 20/08/2024,      15.963,    130, 
07:00:00 20/08/2024,      15.753,    130, 
08:00:00 20/08/2024,      15.910,    130, 
09:00:00 20/08/2024,      15.649,    130, 
10:00:00 20/08/2024,      15.805,    130, 
11:00:00 20/08/2024,      15.649,    130, 
12:00:00 20/08/2024,      15.753,    130, 
13:00:00 20/08/2024,      15.597,    130, 
14:00:00 20/08/2024,      15.701,    130, 
15:00:00 20/08/2024,      15.597,    130, 
16:00:00 20/08/2024,      15.442,    130, 
17:00:00 20/08/2024,      15.545,    130, 
18:00:00 20/08/2024,      15.340,    130, 
19:00:00 20/08/2024,      15.289,    130, 
20:00:00 20/08/2024,      15.289,    130, 
21:00:00 20/08/2024,      15.391,    130, 
22:00:00 20/08/2024,      14.985,    130, 
23:00:00 20/08/2024,      15.035,    130, 
00:00:00 21/08/2024,      15.289,    130, 
01:00:00 21/08/2024,      15.238,    130, 
02:00:00 21/08/2024,      15.035,    130, 
03:00:00 21/08/2024,      15.035,    130, 
04:00:00 21/08/2024,      15.035,    130, 
05:00:00 21/08/2024,      15.136,    130, 
06:00:00 21/08/2024,      14.835,    130, 
07:00:00 21/08/2024,      14.885,    130, 
08:00:00 21/08/2024,      14.985,    130, 
09:00:00 21/08/2024,      14.985,    130, 
10:00:00 21/08/2024,      15.035,    130, 
11:00:00 21/08/2024,      14.935,    130, 
12:00:00 21/08/2024,      15.136,    130, 
13:00:00 21/08/2024,      14.835,    130, 
13:30:00 21/08/2024,      15.238,    130, 
14:00:00 21/08/2024,      15.086,    130, 
15:00:00 21/08/2024,      15.136,    130, 
16:00:00 21/08/2024,      15.086,    130, 
17:00:00 21/08/2024,      14.935,    130, 
18:00:00 21/08/2024,      14.686,    130, 
19:00:00 21/08/2024,      14.736,    130, 
20:00:00 21/08/2024,      14.885,    130, 
21:00:00 21/08/2024,      14.539,    130, 
22:00:00 21/08/2024,      14.637,    130, 
23:00:00 21/08/2024,      14.490,    130, 
00:00:00 22/08/2024,      14.441,    130, 
01:00:00 22/08/2024,      14.785,    130, 
02:00:00 22/08/2024,      14.441,    130, 
03:00:00 22/08/2024,      14.588,    130, 
04:00:00 22/08/2024,      14.736,    130, 
05:00:00 22/08/2024,      14.686,    130, 
06:00:00 22/08/2024,      14.637,    130, 
07:00:00 22/08/2024,      14.441,    130, 
08:00:00 22/08/2024,      14.785,    130, 
09:00:00 22/08/2024,      14.441,    130, 
09:50:00 22/08/2024,      14.885,    130, 
10:00:00 22/08/2024,      14.785,    130, 
11:00:00 22/08/2024,      14.785,    130, 
12:00:00 22/08/2024,      14.295,    130, 
13:00:00 22/08/2024,      14.686,    130, 
14:00:00 22/08/2024,      14.295,    130, 
15:00:00 22/08/2024,      14.736,    130, 
16:00:00 22/08/2024,      14.490,    130, 
17:00:00 22/08/2024,      14.441,    130, 
18:00:00 22/08/2024,      14.344,    130, 
19:00:00 22/08/2024,      14.295,    130, 
20:00:00 22/08/2024,      14.007,    130, 
21:00:00 22/08/2024,      14.490,    130, 
22:00:00 22/08/2024,      14.344,    130, 
23:00:00 22/08/2024,      14.295,    130, 
00:00:00 23/08/2024,      14.103,    130, 
01:00:00 23/08/2024,      14.392,    130, 
02:00:00 23/08/2024,      14.007,    130, 
03:00:00 23/08/2024,      14.055,    130, 
04:00:00 23/08/2024,      14.247,    130, 
05:00:00 23/08/2024,      13.960,    130, 
06:00:00 23/08/2024,      14.103,    130, 
07:00:00 23/08/2024,      14.103,    130, 
08:00:00 23/08/2024,      14.295,    130, 
08:25:00 23/08/2024,      14.441,    130, 
09:00:00 23/08/2024,      14.247,    130, 
10:00:00 23/08/2024,      14.199,    130, 
11:00:00 23/08/2024,      14.103,    130, 
12:00:00 23/08/2024,      13.865,    130, 
13:00:00 23/08/2024,      13.865,    130, 
14:00:00 23/08/2024,      13.960,    130, 
15:00:00 23/08/2024,      13.865,    130, 
16:00:00 23/08/2024,      14.103,    130, 
17:00:00 23/08/2024,      13.865,    130, 
18:00:00 23/08/2024,      13.491,    130, 
19:00:00 23/08/2024,      13.537,    130, 
20:00:00 23/08/2024,      13.584,    130, 
21:00:00 23/08/2024,      13.630,    130, 
22:00:00 23/08/2024,      13.677,    130, 
23:00:00 23/08/2024,      13.677,    130, 
00:00:00 24/08/2024,      13.724,    130, 
01:00:00 24/08/2024,      13.724,    130, 
02:00:00 24/08/2024,      13.537,    130, 
03:00:00 24/08/2024,      13.445,    130, 
03:15:00 24/08/2024,      13.261,    130, 
04:00:00 24/08/2024,      13.399,    130, 
05:00:00 24/08/2024,      13.445,    130, 
06:00:00 24/08/2024,      13.261,    130, 
07:00:00 24/08/2024,      13.216,    130, 
08:00:00 24/08/2024,      13.216,    130, 
09:00:00 24/08/2024,      13.261,    130, 
10:00:00 24/08/2024,      13.216,    130, 
11:00:00 24/08/2024,      13.170,    130, 
12:00:00 24/08/2024,      13.307,    130, 
13:00:00 24/08/2024,      13.125,    130, 
14:00:00 24/08/2024,      13.125,    130, 
15:00:00 24/08/2024,      13.261,    130, 
16:00:00 24/08/2024,      13.125,    130, 
17:00:00 24/08/2024,      13.125,    130, 
18:00:00 24/08/2024,      12.990,    130, 
19:00:00 24/08/2024,      13.080,    130, 
20:00:00 24/08/2024,      13.080,    130, 
21:00:00 24/08/2024,      13.080,    130, 
22:00:00 24/08/2024,      12.990,    130, 
23:00:00 24/08/2024,      12.945,    130, 
00:00:00 25/08/2024,      12.990,    130, 
01:00:00 25/08/2024,      12.945,    130, 
02:00:00 25/08/2024,      12.990,    130, 
03:00:00 25/08/2024,      12.945,    130, 
04:00:00 25/08/2024,      12.900,    130, 
05:00:00 25/08/2024,      13.170,    130, 
06:00:00 25/08/2024,      12.811,    130, 
07:00:00 25/08/2024,      12.811,    130, 
08:00:00 25/08/2024,      12.634,    130, 
09:00:00 25/08/2024,      12.811,    130, 
10:00:00 25/08/2024,      12.990,    130, 
11:00:00 25/08/2024,      12.767,    130, 
12:00:00 25/08/2024,      12.767,    130, 
13:00:00 25/08/2024,      12.547,    130, 
14:00:00 25/08/2024,      12.722,    130, 
15:00:00 25/08/2024,      13.353,    130, 
15:05:00 25/08/2024,      12.811,    130, 
16:00:00 25/08/2024,      12.634,    130, 
17:00:00 25/08/2024,      12.767,    130, 
18:00:00 25/08/2024,      12.634,    130, 
19:00:00 25/08/2024,      12.590,    130, 
20:00:00 25/08/2024,      12.503,    130, 
21:00:00 25/08/2024,      12.634,    130, 
22:00:00 25/08/2024,      12.459,    130, 
23:00:00 25/08/2024,      12.722,    130, 
00:00:00 26/08/2024,      12.503,    130, 
01:00:00 26/08/2024,      12.244,    130, 
02:00:00 26/08/2024,      12.373,    130, 
03:00:00 26/08/2024,      12.373,    130, 
04:00:00 26/08/2024,      12.287,    130, 
05:00:00 26/08/2024,      12.201,    130, 
06:00:00 26/08/2024,      12.201,    130, 
07:00:00 26/08/2024,      12.158,    130, 
08:00:00 26/08/2024,      12.201,    130, 
09:00:00 26/08/2024,      12.201,    130, 
10:00:00 26/08/2024,      12.287,    130, 
11:00:00 26/08/2024,      12.031,    130, 
12:00:00 26/08/2024,      12.116,    130, 
13:00:00 26/08/2024,      12.116,    130, 
14:00:00 26/08/2024,      12.201,    130, 
15:00:00 26/08/2024,      12.116,    130, 
16:00:00 26/08/2024,      12.031,    130, 
17:00:00 26/08/2024,      12.073,    130, 
18:00:00 26/08/2024,      12.116,    130, 
19:00:00 26/08/2024,      11.779,    130, 
20:00:00 26/08/2024,      11.904,    130, 
21:00:00 26/08/2024,      11.946,    130, 
22:00:00 26/08/2024,      11.904,    130, 
23:00:00 26/08/2024,      11.779,    130, 
00:00:00 27/08/2024,      11.862,    130, 
01:00:00 27/08/2024,      11.779,    130, 
02:00:00 27/08/2024,      11.779,    130, 
03:00:00 27/08/2024,      11.862,    130, 
04:00:00 27/08/2024,      11.862,    130, 
05:00:00 27/08/2024,      11.613,    130, 
06:00:00 27/08/2024,      11.862,    130, 
07:00:00 27/08/2024,      11.904,    130, 
08:00:00 27/08/2024,      11.779,    130, 
09:00:00 27/08/2024,      11.613,    130, 
10:00:00 27/08/2024,      11.862,    130, 
11:00:00 27/08/2024,      11.821,    130, 
12:00:00 27/08/2024,      11.696,    130, 
13:00:00 27/08/2024,      11.655,    130, 
14:00:00 27/08/2024,      11.696,    130, 
15:00:00 27/08/2024,      11.737,    130, 
16:00:00 27/08/2024,      11.655,    130, 
17:00:00 27/08/2024,      11.531,    130, 
18:00:00 27/08/2024,      11.613,    130, 
19:00:00 27/08/2024,      11.613,    130, 
20:00:00 27/08/2024,      11.531,    130, 
21:00:00 27/08/2024,      11.572,    130, 
22:00:00 27/08/2024,      11.491,    130, 
23:00:00 27/08/2024,      11.737,    130, 
00:00:00 28/08/2024,      11.450,    130, 
01:00:00 28/08/2024,      11.655,    130, 
02:00:00 28/08/2024,      11.409,    130, 
03:00:00 28/08/2024,      11.696,    130, 
04:00:00 28/08/2024,      11.696,    130, 
04:30:00 28/08/2024,      11.904,    130, 
04:35:00 28/08/2024,      11.491,    130, 
05:00:00 28/08/2024,      11.531,    130, 
06:00:00 28/08/2024,      11.409,    130, 
07:00:00 28/08/2024,      11.531,    130, 
08:00:00 28/08/2024,      11.409,    130, 
09:00:00 28/08/2024,      11.409,    130, 
10:00:00 28/08/2024,      11.531,    130, 
11:00:00 28/08/2024,      11.572,    130, 
12:00:00 28/08/2024,      11.328,    130, 
13:00:00 28/08/2024,      11.450,    130, 
14:00:00 28/08/2024,      11.491,    130, 
15:00:00 28/08/2024,      11.450,    130, 
16:00:00 28/08/2024,      11.248,    130, 
17:00:00 28/08/2024,      11.409,    130, 
18:00:00 28/08/2024,      11.409,    130, 
19:00:00 28/08/2024,      11.531,    130, 
20:00:00 28/08/2024,      11.168,    130, 
21:00:00 28/08/2024,      11.491,    130, 
22:00:00 28/08/2024,      11.328,    130, 
23:00:00 28/08/2024,      11.088,    130, 
00:00:00 29/08/2024,      11.168,    130, 
01:00:00 29/08/2024,      11.248,    130, 
02:00:00 29/08/2024,      11.168,    130, 
03:00:00 29/08/2024,      11.369,    130, 
04:00:00 29/08/2024,      11.168,    130, 
05:00:00 29/08/2024,      11.288,    130, 
06:00:00 29/08/2024,      11.248,    130, 
07:00:00 29/08/2024,      11.208,    130, 
08:00:00 29/08/2024,      11.491,    130, 
09:00:00 29/08/2024,      11.208,    130, 
10:00:00 29/08/2024,      11.369,    130, 
11:00:00 29/08/2024,      11.409,    130, 
12:00:00 29/08/2024,      11.450,    130, 
12:10:00 29/08/2024,      11.088,    130, 
13:00:00 29/08/2024,      11.168,    130, 
14:00:00 29/08/2024,      11.288,    130, 
15:00:00 29/08/2024,      11.328,    130, 
16:00:00 29/08/2024,      11.208,    130, 
17:00:00 29/08/2024,      11.328,    130, 
18:00:00 29/08/2024,      11.409,    130, 
19:00:00 29/08/2024,      11.248,    130, 
20:00:00 29/08/2024,      11.328,    130, 
21:00:00 29/08/2024,      11.208,    130, 
22:00:00 29/08/2024,      11.168,    130, 
23:00:00 29/08/2024,      11.328,    130, 
00:00:00 30/08/2024,      11.208,    130, 
01:00:00 30/08/2024,      11.168,    130, 
02:00:00 30/08/2024,      11.288,    130, 
03:00:00 30/08/2024,      11.208,    130, 
04:00:00 30/08/2024,      10.930,    130, 
05:00:00 30/08/2024,      11.128,    130, 
06:00:00 30/08/2024,      11.088,    130, 
07:00:00 30/08/2024,      10.930,    130, 
08:00:00 30/08/2024,      10.969,    130, 
09:00:00 30/08/2024,      11.208,    130, 
10:00:00 30/08/2024,      11.248,    130, 
11:00:00 30/08/2024,      11.009,    130, 
12:00:00 30/08/2024,      10.930,    130, 
13:00:00 30/08/2024,      10.891,    130, 
14:00:00 30/08/2024,      10.852,    130, 
15:00:00 30/08/2024,      10.891,    130, 
16:00:00 30/08/2024,      10.969,    130, 
17:00:00 30/08/2024,      11.009,    130, 
18:00:00 30/08/2024,      10.930,    130, 
19:00:00 30/08/2024,      10.852,    130, 
20:00:00 30/08/2024,      10.735,    130, 
21:00:00 30/08/2024,      10.774,    130, 
22:00:00 30/08/2024,      10.697,    130, 
23:00:00 30/08/2024,      10.620,    130, 
00:00:00 31/08/2024,      10.581,    130, 
01:00:00 31/08/2024,      10.735,    130, 
02:00:00 31/08/2024,      10.852,    130, 
03:00:00 31/08/2024,      10.852,    130, 
04:00:00 31/08/2024,      10.658,    130, 
05:00:00 31/08/2024,      10.697,    130, 
06:00:00 31/08/2024,      10.774,    130, 
07:00:00 31/08/2024,      10.620,    130, 
08:00:00 31/08/2024,      10.774,    130, 
09:00:00 31/08/2024,      10.774,    130, 
10:00:00 31/08/2024,      10.891,    130, 
11:00:00 31/08/2024,      10.735,    130, 
12:00:00 31/08/2024,      10.697,    130, 
13:00:00 31/08/2024,      10.852,    130, 
14:00:00 31/08/2024,      10.891,    130, 
15:00:00 31/08/2024,      11.009,    130, 
16:00:00 31/08/2024,      10.774,    130, 
17:00:00 31/08/2024,      10.813,    130, 
18:00:00 31/08/2024,      10.813,    130, 
19:00:00 31/08/2024,      10.697,    130, 
20:00:00 31/08/2024,      10.774,    130, 
21:00:00 31/08/2024,      10.774,    130, 
22:00:00 31/08/2024,      10.581,    130, 
23:00:00 31/08/2024,      10.697,    130, 
00:00:00 01/09/2024,      10.658,    130, 
01:00:00 01/09/2024,      10.658,    130, 
02:00:00 01/09/2024,      10.543,    130, 
03:00:00 01/09/2024,      10.697,    130, 
04:00:00 01/09/2024,      10.658,    130, 
05:00:00 01/09/2024,      10.735,    130, 
06:00:00 01/09/2024,      10.735,    130, 
07:00:00 01/09/2024,      10.581,    130, 
08:00:00 01/09/2024,      10.581,    130, 
09:00:00 01/09/2024,      10.620,    130, 
10:00:00 01/09/2024,      10.620,    130, 
11:00:00 01/09/2024,      10.735,    130, 
12:00:00 01/09/2024,      10.543,    130, 
13:00:00 01/09/2024,      10.620,    130, 
14:00:00 01/09/2024,      10.620,    130, 
15:00:00 01/09/2024,      10.620,    130, 
16:00:00 01/09/2024,      10.620,    130, 
17:00:00 01/09/2024,      10.620,    130, 
18:00:00 01/09/2024,      10.658,    130, 
19:00:00 01/09/2024,      10.620,    130, 
20:00:00 01/09/2024,      10.354,    130, 
21:00:00 01/09/2024,      10.543,    130, 
22:00:00 01/09/2024,      10.467,    130, 
23:00:00 01/09/2024,      10.505,    130, 
00:00:00 02/09/2024,      10.354,    130, 
01:00:00 02/09/2024,      10.316,    130, 
02:00:00 02/09/2024,      10.241,    130, 
03:00:00 02/09/2024,      10.429,    130, 
04:00:00 02/09/2024,      10.354,    130, 
05:00:00 02/09/2024,      10.391,    130, 
06:00:00 02/09/2024,      10.279,    130, 
07:00:00 02/09/2024,      10.354,    130, 
08:00:00 02/09/2024,      10.279,    130, 
09:00:00 02/09/2024,      10.429,    130, 
10:00:00 02/09/2024,      10.204,    130, 
11:00:00 02/09/2024,      10.316,    130, 
12:00:00 02/09/2024,      10.167,    130, 
13:00:00 02/09/2024,      10.316,    130, 
14:00:00 02/09/2024,      10.204,    130, 
15:00:00 02/09/2024,      10.316,    130, 
16:00:00 02/09/2024,      10.316,    130, 
17:00:00 02/09/2024,      10.204,    130, 
18:00:00 02/09/2024,      10.204,    130, 
19:00:00 02/09/2024,      10.279,    130, 
20:00:00 02/09/2024,      10.204,    130, 
21:00:00 02/09/2024,      10.241,    130, 
22:00:00 02/09/2024,      10.130,    130, 
23:00:00 02/09/2024,       9.946,    130, 
00:00:00 03/09/2024,      10.093,    130, 
01:00:00 03/09/2024,      10.093,    130, 
02:00:00 03/09/2024,      10.019,    130, 
03:00:00 03/09/2024,      10.130,    130, 
04:00:00 03/09/2024,      10.056,    130, 
05:00:00 03/09/2024,       9.946,    130, 
06:00:00 03/09/2024,      10.056,    130, 
07:00:00 03/09/2024,      10.204,    130, 
08:00:00 03/09/2024,      10.093,    130, 
09:00:00 03/09/2024,      10.204,    130, 
10:00:00 03/09/2024,      10.130,    130, 
11:00:00 03/09/2024,      10.279,    130, 
12:00:00 03/09/2024,      10.167,    130, 
13:00:00 03/09/2024,      10.056,    130, 
14:00:00 03/09/2024,      10.130,    130, 
15:00:00 03/09/2024,      10.093,    130, 
16:00:00 03/09/2024,      10.019,    130, 
17:00:00 03/09/2024,       9.910,    130, 
18:00:00 03/09/2024,      10.019,    130, 
19:00:00 03/09/2024,       9.910,    130, 
20:00:00 03/09/2024,       9.946,    130, 
21:00:00 03/09/2024,       9.837,    130, 
22:00:00 03/09/2024,       9.946,    130, 
23:00:00 03/09/2024,       9.801,    130, 
00:00:00 04/09/2024,       9.873,    130, 
01:00:00 04/09/2024,       9.693,    130, 
02:00:00 04/09/2024,       9.729,    130, 
03:00:00 04/09/2024,       9.729,    130, 
04:00:00 04/09/2024,       9.765,    130, 
05:00:00 04/09/2024,       9.873,    130, 
06:00:00 04/09/2024,      10.056,    130, 
07:00:00 04/09/2024,       9.873,    130, 
08:00:00 04/09/2024,       9.873,    130, 
09:00:00 04/09/2024,      10.130,    130, 

Data use licence: https://water-monitoring.information.qld.gov.au/wini/documents/copyright.pdf
Glossary of terms, abbreviations and metadata: https://water-monitoring.information.qld.gov.au/wini/documents/webglossary.pdf
