Code,Date,FY,Indicator,Units,Supplier,Geographic_Area,Region,Environment,Zone,Sub_Zone,Sample_Type,Water_Type,Management,Lat,Long,Inside_Port_Zone,WQO,LOR,Failure,Stat,Month,Values,N_Months,Val_Min,Val_Twentieth,Val_Mean,Val_Median,Val_Eightieth,Val_Max,Val_Stat,N_Samples
CB16,2022-08-10,2023,FRP,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.011,0.001,high,mean,Aug,5e-4,4,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,4
CB16,2022-08-10,2023,NOX,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.009,0.002,high,mean,Aug,0.001,4,0.001,0.001,0.0015,0.001,0.0018,0.003,0.0015,4
CB16,2022-08-10,2023,Secchi,m,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,1,0.01,low,mean,Aug,1.8,4,0.76,0.952,1.2195,1.159,1.4628,1.8,1.2195,4
CB16,2022-08-10,2023,TN,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.22,0.01,high,mean,Aug,0.12,4,0.06,0.066,0.1,0.095,0.132,0.15,0.1,4
CB16,2022-08-10,2023,TP,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.03,0.005,high,median,Aug,0.0025,4,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,4
CB16,2022-08-10,2023,TSS,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,22,5,high,mean,Aug,6,4,6,6,26.5,13.5,41.8,73,26.5,4
CB16,2022-08-10,2023,Turbidity,NTU,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,4.9,0.1,high,median,Aug,5.7,4,2.63,2.972,5.595,4.45,7.76,10.85,4.45,4
CB16,2022-11-10,2023,FRP,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.011,0.001,high,mean,Nov,5e-4,4,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,4
CB16,2022-11-10,2023,NOX,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.009,0.002,high,mean,Nov,0.001,4,0.001,0.001,0.0015,0.001,0.0018,0.003,0.0015,4
CB16,2022-11-10,2023,Secchi,m,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,1,0.01,low,mean,Nov,0.76,4,0.76,0.952,1.2195,1.159,1.4628,1.8,1.2195,4
CB16,2022-11-10,2023,TN,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.22,0.01,high,mean,Nov,0.06,4,0.06,0.066,0.1,0.095,0.132,0.15,0.1,4
CB16,2022-11-10,2023,TP,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.03,0.005,high,median,Nov,0.0025,4,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,4
CB16,2022-11-10,2023,TSS,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,22,5,high,mean,Nov,21,4,6,6,26.5,13.5,41.8,73,26.5,4
CB16,2022-11-10,2023,Turbidity,NTU,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,4.9,0.1,high,median,Nov,10.85,4,2.63,2.972,5.595,4.45,7.76,10.85,4.45,4
CB16,2023-02-08,2023,FRP,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.011,0.001,high,mean,Feb,5e-4,4,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,4
CB16,2023-02-08,2023,NOX,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.009,0.002,high,mean,Feb,0.003,4,0.001,0.001,0.0015,0.001,0.0018,0.003,0.0015,4
CB16,2023-02-08,2023,Secchi,m,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,1,0.01,low,mean,Feb,1.08,4,0.76,0.952,1.2195,1.159,1.4628,1.8,1.2195,4
CB16,2023-02-08,2023,TN,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.22,0.01,high,mean,Feb,0.15,4,0.06,0.066,0.1,0.095,0.132,0.15,0.1,4
CB16,2023-02-08,2023,TP,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.03,0.005,high,median,Feb,0.0025,4,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,4
CB16,2023-02-08,2023,TSS,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,22,5,high,mean,Feb,73,4,6,6,26.5,13.5,41.8,73,26.5,4
CB16,2023-02-08,2023,Turbidity,NTU,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,4.9,0.1,high,median,Feb,3.2,4,2.63,2.972,5.595,4.45,7.76,10.85,4.45,4
CB16,2023-05-31,2023,FRP,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.011,0.001,high,mean,May,5e-4,4,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,5e-4,4
CB16,2023-05-31,2023,NOX,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.009,0.002,high,mean,May,0.001,4,0.001,0.001,0.0015,0.001,0.0018,0.003,0.0015,4
CB16,2023-05-31,2023,Secchi,m,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,1,0.01,low,mean,May,1.238,4,0.76,0.952,1.2195,1.159,1.4628,1.8,1.2195,4
CB16,2023-05-31,2023,TN,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.22,0.01,high,mean,May,0.07,4,0.06,0.066,0.1,0.095,0.132,0.15,0.1,4
CB16,2023-05-31,2023,TP,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,0.03,0.005,high,median,May,0.0025,4,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,4
CB16,2023-05-31,2023,TSS,mg.L,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,22,5,high,mean,May,6,4,6,6,26.5,13.5,41.8,73,26.5,4
CB16,2023-05-31,2023,Turbidity,NTU,POTL,OC.Inside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,grab,open coastal,MD,-19.2329,146.8485,Y,4.9,0.1,high,median,May,2.63,4,2.63,2.972,5.595,4.45,7.76,10.85,4.45,4
CB2,2022-08-11,2023,Chla,ug.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,2.6,0.1,high,mean,Aug,1.3,11,0.05,0.4,1.5258,1,2.2,10.3,1.5258,31
CB2,2022-08-11,2023,NOX,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.009,0.003,high,mean,Aug,0.0015,11,0.001,0.0015,0.105,0.0043,0.0984,2.09,0.105,44
CB2,2022-08-11,2023,TN,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.22,0.1,high,mean,Aug,0.24,11,0.04,0.084,0.2819,0.19,0.368,2.1,0.2819,38
CB2,2022-08-11,2023,TP,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.03,0.01,high,median,Aug,0.005,11,0.0025,0.005,0.0663,0.005,0.05,1.5,0.005,36
CB2,2022-08-11,2023,TSS,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,15,5,high,mean,Aug,31,11,1,14.5,35.6111,31.5,56,82,35.6111,36
CB2,2022-08-11,2023,Turbidity,NTU,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,4.9,0.1,high,median,Aug,23.5,11,2.35,7.02,29.5056,22.7,45.16,193,22.7,34
CB2,2022-09-08,2023,Chla,ug.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,2.6,0.1,high,mean,Sep,2,11,0.05,0.4,1.5258,1,2.2,10.3,1.5258,31
CB2,2022-09-08,2023,NOX,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.009,0.003,high,mean,Sep,0.0015,11,0.001,0.0015,0.105,0.0043,0.0984,2.09,0.105,44
CB2,2022-09-08,2023,TN,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.22,0.1,high,mean,Sep,0.21,11,0.04,0.084,0.2819,0.19,0.368,2.1,0.2819,38
CB2,2022-09-08,2023,TP,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.03,0.01,high,median,Sep,0.005,11,0.0025,0.005,0.0663,0.005,0.05,1.5,0.005,36
CB2,2022-09-08,2023,TSS,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,15,5,high,mean,Sep,82,11,1,14.5,35.6111,31.5,56,82,35.6111,36
CB2,2022-09-08,2023,Turbidity,NTU,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,4.9,0.1,high,median,Sep,42.8,11,2.35,7.02,29.5056,22.7,45.16,193,22.7,34
CB2,2022-10-06,2023,TP,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.03,0.01,high,median,Oct,0.06,11,0.0025,0.005,0.0663,0.005,0.05,1.5,0.005,36
CB2,2022-11-09,2023,Chla,ug.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,2.6,0.1,high,mean,Nov,2.3,11,0.05,0.4,1.5258,1,2.2,10.3,1.5258,31
CB2,2022-11-09,2023,NOX,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.009,0.003,high,mean,Nov,0.0015,11,0.001,0.0015,0.105,0.0043,0.0984,2.09,0.105,44
CB2,2022-11-09,2023,TN,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.22,0.1,high,mean,Nov,0.16,11,0.04,0.084,0.2819,0.19,0.368,2.1,0.2819,38
CB2,2022-11-09,2023,TP,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.03,0.01,high,median,Nov,0.03,11,0.0025,0.005,0.0663,0.005,0.05,1.5,0.005,36
CB2,2022-11-09,2023,TSS,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,15,5,high,mean,Nov,56,11,1,14.5,35.6111,31.5,56,82,35.6111,36
CB2,2022-11-09,2023,Turbidity,NTU,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,4.9,0.1,high,median,Nov,20.8,11,2.35,7.02,29.5056,22.7,45.16,193,22.7,34
CB2,2022-12-21,2023,Chla,ug.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,2.6,0.1,high,mean,Dec,3.5,11,0.05,0.4,1.5258,1,2.2,10.3,1.5258,31
CB2,2022-12-21,2023,NOX,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.009,0.003,high,mean,Dec,0.0037,11,0.001,0.0015,0.105,0.0043,0.0984,2.09,0.105,44
CB2,2022-12-21,2023,TN,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.22,0.1,high,mean,Dec,0.2,11,0.04,0.084,0.2819,0.19,0.368,2.1,0.2819,38
CB2,2022-12-21,2023,TP,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.03,0.01,high,median,Dec,0.04,11,0.0025,0.005,0.0663,0.005,0.05,1.5,0.005,36
CB2,2022-12-21,2023,TSS,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,15,5,high,mean,Dec,71,11,1,14.5,35.6111,31.5,56,82,35.6111,36
CB2,2022-12-21,2023,Turbidity,NTU,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,4.9,0.1,high,median,Dec,51.8,11,2.35,7.02,29.5056,22.7,45.16,193,22.7,34
CB2,2023-01-19,2023,Chla,ug.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,2.6,0.1,high,mean,Jan,0.2,11,0.05,0.4,1.5258,1,2.2,10.3,1.5258,31
CB2,2023-01-19,2023,NOX,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.009,0.003,high,mean,Jan,0.0665,11,0.001,0.0015,0.105,0.0043,0.0984,2.09,0.105,44
CB2,2023-01-19,2023,TN,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.22,0.1,high,mean,Jan,0.2,11,0.04,0.084,0.2819,0.19,0.368,2.1,0.2819,38
CB2,2023-01-19,2023,TP,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.03,0.01,high,median,Jan,0.09,11,0.0025,0.005,0.0663,0.005,0.05,1.5,0.005,36
CB2,2023-01-19,2023,TSS,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,15,5,high,mean,Jan,37,11,1,14.5,35.6111,31.5,56,82,35.6111,36
CB2,2023-01-19,2023,Turbidity,NTU,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,4.9,0.1,high,median,Jan,36.2,11,2.35,7.02,29.5056,22.7,45.16,193,22.7,34
CB2,2023-02-08,2023,Chla,ug.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,2.6,0.1,high,mean,Feb,10.3,11,0.05,0.4,1.5258,1,2.2,10.3,1.5258,31
CB2,2023-02-08,2023,NOX,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.009,0.003,high,mean,Feb,0.0015,11,0.001,0.0015,0.105,0.0043,0.0984,2.09,0.105,44
CB2,2023-02-08,2023,TN,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.22,0.1,high,mean,Feb,0.11,11,0.04,0.084,0.2819,0.19,0.368,2.1,0.2819,38
CB2,2023-02-08,2023,TP,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.03,0.01,high,median,Feb,0.005,11,0.0025,0.005,0.0663,0.005,0.05,1.5,0.005,36
CB2,2023-02-08,2023,TSS,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,15,5,high,mean,Feb,27,11,1,14.5,35.6111,31.5,56,82,35.6111,36
CB2,2023-02-08,2023,Turbidity,NTU,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,4.9,0.1,high,median,Feb,31.6,11,2.35,7.02,29.5056,22.7,45.16,193,22.7,34
CB2,2023-03-01,2023,Chla,ug.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,2.6,0.1,high,mean,Mar,2,11,0.05,0.4,1.5258,1,2.2,10.3,1.5258,31
CB2,2023-03-01,2023,NOX,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.009,0.003,high,mean,Mar,0.0015,11,0.001,0.0015,0.105,0.0043,0.0984,2.09,0.105,44
CB2,2023-03-01,2023,TN,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.22,0.1,high,mean,Mar,0.1,11,0.04,0.084,0.2819,0.19,0.368,2.1,0.2819,38
CB2,2023-03-01,2023,TP,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.03,0.01,high,median,Mar,0.005,11,0.0025,0.005,0.0663,0.005,0.05,1.5,0.005,36
CB2,2023-03-01,2023,TSS,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,15,5,high,mean,Mar,24,11,1,14.5,35.6111,31.5,56,82,35.6111,36
CB2,2023-03-01,2023,Turbidity,NTU,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,4.9,0.1,high,median,Mar,26.8,11,2.35,7.02,29.5056,22.7,45.16,193,22.7,34
CB2,2023-04-05,2023,Chla,ug.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,2.6,0.1,high,mean,Apr,0.9,11,0.05,0.4,1.5258,1,2.2,10.3,1.5258,31
CB2,2023-04-05,2023,NOX,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.009,0.003,high,mean,Apr,0.0015,11,0.001,0.0015,0.105,0.0043,0.0984,2.09,0.105,44
CB2,2023-04-05,2023,TN,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.22,0.1,high,mean,Apr,0.1,11,0.04,0.084,0.2819,0.19,0.368,2.1,0.2819,38
CB2,2023-04-05,2023,TP,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.03,0.01,high,median,Apr,0.01,11,0.0025,0.005,0.0663,0.005,0.05,1.5,0.005,36
CB2,2023-04-05,2023,TSS,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,15,5,high,mean,Apr,39,11,1,14.5,35.6111,31.5,56,82,35.6111,36
CB2,2023-04-05,2023,Turbidity,NTU,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,4.9,0.1,high,median,Apr,30.7,11,2.35,7.02,29.5056,22.7,45.16,193,22.7,34
CB2,2023-05-03,2023,Chla,ug.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,2.6,0.1,high,mean,May,4,11,0.05,0.4,1.5258,1,2.2,10.3,1.5258,31
CB2,2023-05-03,2023,NOX,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.009,0.003,high,mean,May,0.0015,11,0.001,0.0015,0.105,0.0043,0.0984,2.09,0.105,44
CB2,2023-05-03,2023,TN,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.22,0.1,high,mean,May,0.11,11,0.04,0.084,0.2819,0.19,0.368,2.1,0.2819,38
CB2,2023-05-03,2023,TP,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.03,0.01,high,median,May,0.005,11,0.0025,0.005,0.0663,0.005,0.05,1.5,0.005,36
CB2,2023-05-03,2023,TSS,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,15,5,high,mean,May,37,11,1,14.5,35.6111,31.5,56,82,35.6111,36
CB2,2023-05-03,2023,Turbidity,NTU,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,4.9,0.1,high,median,May,14.6,11,2.35,7.02,29.5056,22.7,45.16,193,22.7,34
CB2,2023-06-01,2023,Chla,ug.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,2.6,0.1,high,mean,Jun,0.05,11,0.05,0.4,1.5258,1,2.2,10.3,1.5258,31
CB2,2023-06-01,2023,NOX,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.009,0.003,high,mean,Jun,0.0038,11,0.001,0.0015,0.105,0.0043,0.0984,2.09,0.105,44
CB2,2023-06-01,2023,TN,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.22,0.1,high,mean,Jun,0.12,11,0.04,0.084,0.2819,0.19,0.368,2.1,0.2819,38
CB2,2023-06-01,2023,TP,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,0.03,0.01,high,median,Jun,0.005,11,0.0025,0.005,0.0663,0.005,0.05,1.5,0.005,36
CB2,2023-06-01,2023,TSS,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,15,5,high,mean,Jun,59,11,1,14.5,35.6111,31.5,56,82,35.6111,36
CB2,2023-06-01,2023,Turbidity,NTU,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2887,146.8643,N,4.9,0.1,high,median,Jun,60.9,11,2.35,7.02,29.5056,22.7,45.16,193,22.7,34
CB6,2022-08-11,2023,Chla,ug.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2823,146.8671,N,2.6,0.1,high,mean,Aug,0.7,11,0.05,0.4,1.5258,1,2.2,10.3,1.5258,31
CB6,2022-08-11,2023,NOX,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2823,146.8671,N,0.009,0.003,high,mean,Aug,0.0015,11,0.001,0.0015,0.105,0.0043,0.0984,2.09,0.105,44
CB6,2022-08-11,2023,TN,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2823,146.8671,N,0.22,0.1,high,mean,Aug,0.19,11,0.04,0.084,0.2819,0.19,0.368,2.1,0.2819,38
CB6,2022-08-11,2023,TP,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2823,146.8671,N,0.03,0.01,high,median,Aug,0.005,11,0.0025,0.005,0.0663,0.005,0.05,1.5,0.005,36
CB6,2022-08-11,2023,TSS,mg.L,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.2823,146.8671,N,15,5,high,mean,Aug,14,11,1,14.5,35.6111,31.5,56,82,35.6111,36
