"","region","basin","sub_basin","year","total_basin_area","vegetation","area","percent_coverage","y_on_y_area_change","y_on_y_percentage_change"
"393","Mackay Whitsunday Isaac","Don","Don","remnant_2009",3746.90336,"Mangroves and Saltmarshes",191.03498,5.09848,0,0
"394","Mackay Whitsunday Isaac","Don","Don","remnant_2009",3746.90336,"Other Coastal Communities",51.41837,1.37229,-0.23586,-0.00629
"395","Mackay Whitsunday Isaac","Don","Don","remnant_2009",3746.90336,"Melaleuca Open Woodlands",49.75327,1.32785,-0.07552,-0.00202
"396","Mackay Whitsunday Isaac","Don","Don","remnant_2011",3746.90336,"Eucalypt Variations",2106.65054,56.22378,-4.10371,-0.10952
"397","Mackay Whitsunday Isaac","Don","Don","remnant_2011",3746.90336,"Non-Remnant Vegetation",1195.53102,31.90718,4.10371,0.10952
"398","Mackay Whitsunday Isaac","Don","Don","remnant_2011",3746.90336,"Mangroves and Saltmarshes",191.03498,5.09848,0,0
"399","Mackay Whitsunday Isaac","Don","Don","remnant_2011",3746.90336,"Other Coastal Communities",51.41837,1.37229,0,0
"400","Mackay Whitsunday Isaac","Don","Don","remnant_2011",3746.90336,"Melaleuca Open Woodlands",49.75327,1.32785,0,0
"401","Mackay Whitsunday Isaac","Don","Don","remnant_2013",3746.90336,"Eucalypt Variations",2105.18808,56.18474,-1.46246,-0.03903
"402","Mackay Whitsunday Isaac","Don","Don","remnant_2013",3746.90336,"Non-Remnant Vegetation",1200.26668,32.03356,4.73567,0.12639
"403","Mackay Whitsunday Isaac","Don","Don","remnant_2013",3746.90336,"Mangroves and Saltmarshes",191.03498,5.09848,0,0
"404","Mackay Whitsunday Isaac","Don","Don","remnant_2013",3746.90336,"Other Coastal Communities",51.13762,1.3648,-0.28075,-0.00749
"405","Mackay Whitsunday Isaac","Don","Don","remnant_2013",3746.90336,"Melaleuca Open Woodlands",49.08993,1.31015,-0.66333,-0.0177
"406","Mackay Whitsunday Isaac","Don","Don","remnant_2015",3746.90336,"Eucalypt Variations",2101.60012,56.08899,-3.58796,-0.09576
"407","Mackay Whitsunday Isaac","Don","Don","remnant_2015",3746.90336,"Non-Remnant Vegetation",1204.22739,32.13927,3.96071,0.10571
"408","Mackay Whitsunday Isaac","Don","Don","remnant_2015",3746.90336,"Mangroves and Saltmarshes",190.98187,5.09706,-0.05311,-0.00142
"409","Mackay Whitsunday Isaac","Don","Don","remnant_2015",3746.90336,"Other Coastal Communities",50.90378,1.35856,-0.23384,-0.00624
"410","Mackay Whitsunday Isaac","Don","Don","remnant_2015",3746.90336,"Melaleuca Open Woodlands",49.01206,1.30807,-0.07788,-0.00208
"411","Mackay Whitsunday Isaac","Don","Don","remnant_2017",3746.90336,"Eucalypt Variations",2098.85427,56.0157,-2.74586,-0.07328
"412","Mackay Whitsunday Isaac","Don","Don","remnant_2017",3746.90336,"Non-Remnant Vegetation",1209.52904,32.28076,5.30165,0.14149
"413","Mackay Whitsunday Isaac","Don","Don","remnant_2017",3746.90336,"Mangroves and Saltmarshes",190.91657,5.09532,-0.0653,-0.00174
"414","Mackay Whitsunday Isaac","Don","Don","remnant_2017",3746.90336,"Other Coastal Communities",50.90378,1.35856,0,0
"415","Mackay Whitsunday Isaac","Don","Don","remnant_2017",3746.90336,"Melaleuca Open Woodlands",48.56702,1.29619,-0.44504,-0.01188
"416","Mackay Whitsunday Isaac","Don","Don","remnant_2019",3746.90336,"Eucalypt Variations",2097.17436,55.97087,-1.67991,-0.04483
"417","Mackay Whitsunday Isaac","Don","Don","remnant_2019",3746.90336,"Non-Remnant Vegetation",1211.34556,32.32924,1.81652,0.04848
"418","Mackay Whitsunday Isaac","Don","Don","remnant_2019",3746.90336,"Mangroves and Saltmarshes",190.91629,5.09531,-0.00029,-0.00001
"419","Mackay Whitsunday Isaac","Don","Don","remnant_2019",3746.90336,"Other Coastal Communities",50.90378,1.35856,0,0
"420","Mackay Whitsunday Isaac","Don","Don","remnant_2019",3746.90336,"Melaleuca Open Woodlands",48.44906,1.29304,-0.11795,-0.00315
"421","Mackay Whitsunday Isaac","Don","Don","remnant_2021",3746.90336,"Eucalypt Variations",2049.53075,54.69932,-47.64361,-1.27155
"422","Mackay Whitsunday Isaac","Don","Don","remnant_2021",3746.90336,"Non-Remnant Vegetation",1224.91407,32.69137,13.56851,0.36213
"423","Mackay Whitsunday Isaac","Don","Don","remnant_2021",3746.90336,"Mangroves and Saltmarshes",191.46184,5.10987,0.54555,0.01456
"424","Mackay Whitsunday Isaac","Don","Don","remnant_2021",3746.90336,"Melaleuca Open Woodlands",73.56899,1.96346,25.11993,0.67042
"425","Mackay Whitsunday Isaac","Don","Don","remnant_2021",3746.90336,"Other Coastal Communities",48.72268,1.30035,-2.1811,-0.05821
"426","Dry Tropics","Haughton","Haughton","pre_clear",4070.55236,"Eucalypt Variations",3081.88208,75.71164,0,0
"427","Dry Tropics","Haughton","Haughton","pre_clear",4070.55236,"Mangroves and Saltmarshes",366.50962,9.00393,0,0
"428","Dry Tropics","Haughton","Haughton","pre_clear",4070.55236,"Melaleuca Open Woodlands",241.38487,5.93003,0,0
"429","Dry Tropics","Haughton","Haughton","pre_clear",4070.55236,"Tussock Grasslands",159.08473,3.90819,0,0
"430","Dry Tropics","Haughton","Haughton","pre_clear",4070.55236,"Wetlands",88.76998,2.18078,0,0
"431","Dry Tropics","Haughton","Haughton","remnant_1997",4070.55237,"Eucalypt Variations",2046.90044,50.28557,-1034.98163,-25.42607
"432","Dry Tropics","Haughton","Haughton","remnant_1997",4070.55237,"Non-Remnant Vegetation",1180.04356,28.98976,1180.04356,28.98976
"433","Dry Tropics","Haughton","Haughton","remnant_1997",4070.55237,"Mangroves and Saltmarshes",327.6736,8.04986,-38.83603,-0.95407
"434","Dry Tropics","Haughton","Haughton","remnant_1997",4070.55237,"Melaleuca Open Woodlands",204.30588,5.01912,-37.07899,-0.91091
"435","Dry Tropics","Haughton","Haughton","remnant_1997",4070.55237,"Wetlands",103.82931,2.55074,15.05932,0.36996
"436","Dry Tropics","Haughton","Haughton","remnant_1999",4070.55237,"Eucalypt Variations",1989.92658,48.88591,-56.97386,-1.39966
"437","Dry Tropics","Haughton","Haughton","remnant_1999",4070.55237,"Non-Remnant Vegetation",1242.03047,30.51258,61.9869,1.52281
"438","Dry Tropics","Haughton","Haughton","remnant_1999",4070.55237,"Mangroves and Saltmarshes",327.54084,8.04659,-0.13275,-0.00326
"439","Dry Tropics","Haughton","Haughton","remnant_1999",4070.55237,"Melaleuca Open Woodlands",203.7443,5.00532,-0.56158,-0.0138
"440","Dry Tropics","Haughton","Haughton","remnant_1999",4070.55237,"Wetlands",103.44169,2.54122,-0.38762,-0.00952
"441","Dry Tropics","Haughton","Haughton","remnant_2000",4070.55237,"Eucalypt Variations",1987.03495,48.81487,-2.89163,-0.07104
"442","Dry Tropics","Haughton","Haughton","remnant_2000",4070.55237,"Non-Remnant Vegetation",1245.12529,30.58861,3.09482,0.07603
"443","Dry Tropics","Haughton","Haughton","remnant_2000",4070.55237,"Mangroves and Saltmarshes",327.54084,8.04659,0,0
"444","Dry Tropics","Haughton","Haughton","remnant_2000",4070.55237,"Melaleuca Open Woodlands",203.54112,5.00033,-0.20319,-0.00499
"445","Dry Tropics","Haughton","Haughton","remnant_2000",4070.55237,"Wetlands",103.44169,2.54122,0,0
"446","Dry Tropics","Haughton","Haughton","remnant_2001",4070.55237,"Eucalypt Variations",1984.49927,48.75258,-2.53568,-0.06229
"447","Dry Tropics","Haughton","Haughton","remnant_2001",4070.55237,"Non-Remnant Vegetation",1247.95213,30.65805,2.82684,0.06945
"448","Dry Tropics","Haughton","Haughton","remnant_2001",4070.55237,"Mangroves and Saltmarshes",327.51532,8.04597,-0.02552,-0.00063
"449","Dry Tropics","Haughton","Haughton","remnant_2001",4070.55237,"Melaleuca Open Woodlands",203.2691,4.99365,-0.27201,-0.00668
"450","Dry Tropics","Haughton","Haughton","remnant_2001",4070.55237,"Wetlands",103.45142,2.54146,0.00973,0.00024
"451","Dry Tropics","Haughton","Haughton","remnant_2003",4070.55237,"Eucalypt Variations",1980.42243,48.65242,-4.07684,-0.10015
"452","Dry Tropics","Haughton","Haughton","remnant_2003",4070.55237,"Non-Remnant Vegetation",1252.03976,30.75847,4.08763,0.10042
"453","Dry Tropics","Haughton","Haughton","remnant_2003",4070.55237,"Mangroves and Saltmarshes",327.41733,8.04356,-0.09799,-0.00241
"454","Dry Tropics","Haughton","Haughton","remnant_2003",4070.55237,"Melaleuca Open Woodlands",203.19836,4.99191,-0.07074,-0.00174
"455","Dry Tropics","Haughton","Haughton","remnant_2003",4070.55237,"Wetlands",103.4367,2.5411,-0.01472,-0.00036
"456","Dry Tropics","Haughton","Haughton","remnant_2005",4070.55237,"Eucalypt Variations",1971.50493,48.43335,-8.9175,-0.21907
"457","Dry Tropics","Haughton","Haughton","remnant_2005",4070.55237,"Non-Remnant Vegetation",1261.67762,30.99524,9.63786,0.23677
"458","Dry Tropics","Haughton","Haughton","remnant_2005",4070.55237,"Mangroves and Saltmarshes",327.41733,8.04356,0,0
"459","Dry Tropics","Haughton","Haughton","remnant_2005",4070.55237,"Melaleuca Open Woodlands",202.45429,4.97363,-0.74407,-0.01828
"460","Dry Tropics","Haughton","Haughton","remnant_2005",4070.55237,"Wetlands",103.44128,2.54121,0.00458,0.00011
"461","Dry Tropics","Haughton","Haughton","remnant_2006",4070.55237,"Eucalypt Variations",1971.23903,48.42682,-0.26589,-0.00653
"462","Dry Tropics","Haughton","Haughton","remnant_2006",4070.55237,"Non-Remnant Vegetation",1261.97134,31.00246,0.29371,0.00722
"463","Dry Tropics","Haughton","Haughton","remnant_2006",4070.55237,"Mangroves and Saltmarshes",327.41733,8.04356,0,0
"464","Dry Tropics","Haughton","Haughton","remnant_2006",4070.55237,"Melaleuca Open Woodlands",202.42733,4.97297,-0.02696,-0.00066
"465","Dry Tropics","Haughton","Haughton","remnant_2006",4070.55237,"Wetlands",103.39527,2.54008,-0.04601,-0.00113
"466","Dry Tropics","Haughton","Haughton","remnant_2006b",4070.55237,"Eucalypt Variations",1970.83127,48.4168,-0.40777,-0.01002
"467","Dry Tropics","Haughton","Haughton","remnant_2006b",4070.55237,"Non-Remnant Vegetation",1262.37974,31.01249,0.4084,0.01003
"468","Dry Tropics","Haughton","Haughton","remnant_2006b",4070.55237,"Mangroves and Saltmarshes",327.41733,8.04356,0,0
"469","Dry Tropics","Haughton","Haughton","remnant_2006b",4070.55237,"Melaleuca Open Woodlands",202.42733,4.97297,0,0
"470","Dry Tropics","Haughton","Haughton","remnant_2006b",4070.55237,"Wetlands",103.39463,2.54006,-0.00064,-0.00002
"471","Dry Tropics","Haughton","Haughton","remnant_2007",4070.55237,"Eucalypt Variations",1969.5521,48.38538,-1.27917,-0.03142
"472","Dry Tropics","Haughton","Haughton","remnant_2007",4070.55237,"Non-Remnant Vegetation",1263.75045,31.04617,1.37071,0.03367
"473","Dry Tropics","Haughton","Haughton","remnant_2007",4070.55237,"Mangroves and Saltmarshes",327.41642,8.04354,-0.00091,-0.00002
"474","Dry Tropics","Haughton","Haughton","remnant_2007",4070.55237,"Melaleuca Open Woodlands",202.42104,4.97282,-0.00628,-0.00015
"475","Dry Tropics","Haughton","Haughton","remnant_2007",4070.55237,"Wetlands",103.39463,2.54006,0,0
"476","Dry Tropics","Haughton","Haughton","remnant_2009",4070.55237,"Eucalypt Variations",1967.46595,48.33413,-2.08615,-0.05125
"477","Dry Tropics","Haughton","Haughton","remnant_2009",4070.55237,"Non-Remnant Vegetation",1266.37007,31.11052,2.61962,0.06436
"478","Dry Tropics","Haughton","Haughton","remnant_2009",4070.55237,"Mangroves and Saltmarshes",327.41642,8.04354,0,0
"479","Dry Tropics","Haughton","Haughton","remnant_2009",4070.55237,"Melaleuca Open Woodlands",201.88757,4.95971,-0.53347,-0.01311
"480","Dry Tropics","Haughton","Haughton","remnant_2009",4070.55237,"Wetlands",103.39463,2.54006,0,0
"481","Dry Tropics","Haughton","Haughton","remnant_2011",4070.55237,"Eucalypt Variations",1967.18159,48.32714,-0.28436,-0.00699
"482","Dry Tropics","Haughton","Haughton","remnant_2011",4070.55237,"Non-Remnant Vegetation",1266.66424,31.11775,0.29417,0.00723
"483","Dry Tropics","Haughton","Haughton","remnant_2011",4070.55237,"Mangroves and Saltmarshes",327.41642,8.04354,0,0
"484","Dry Tropics","Haughton","Haughton","remnant_2011",4070.55237,"Melaleuca Open Woodlands",201.87776,4.95947,-0.00981,-0.00024
"485","Dry Tropics","Haughton","Haughton","remnant_2011",4070.55237,"Wetlands",103.39463,2.54006,0,0
"486","Dry Tropics","Haughton","Haughton","remnant_2013",4070.55237,"Eucalypt Variations",1966.06479,48.29971,-1.1168,-0.02744
"487","Dry Tropics","Haughton","Haughton","remnant_2013",4070.55237,"Non-Remnant Vegetation",1267.84294,31.14671,1.1787,0.02896
"488","Dry Tropics","Haughton","Haughton","remnant_2013",4070.55237,"Mangroves and Saltmarshes",327.41642,8.04354,0,0
"489","Dry Tropics","Haughton","Haughton","remnant_2013",4070.55237,"Melaleuca Open Woodlands",201.63926,4.95361,-0.23849,-0.00586
"490","Dry Tropics","Haughton","Haughton","remnant_2013",4070.55237,"Wetlands",103.39463,2.54006,0,0
"491","Dry Tropics","Haughton","Haughton","remnant_2015",4070.55237,"Eucalypt Variations",1959.07057,48.12788,-6.99422,-0.17182
"492","Dry Tropics","Haughton","Haughton","remnant_2015",4070.55237,"Non-Remnant Vegetation",1274.91214,31.32037,7.06919,0.17367
"493","Dry Tropics","Haughton","Haughton","remnant_2015",4070.55237,"Mangroves and Saltmarshes",327.41642,8.04354,0,0
"494","Dry Tropics","Haughton","Haughton","remnant_2015",4070.55237,"Melaleuca Open Woodlands",201.59579,4.95254,-0.04347,-0.00107
"495","Dry Tropics","Haughton","Haughton","remnant_2015",4070.55237,"Wetlands",103.38057,2.53972,-0.01406,-0.00035
"496","Dry Tropics","Haughton","Haughton","remnant_2017",4070.55237,"Eucalypt Variations",1958.53817,48.1148,-0.53241,-0.01308
"497","Dry Tropics","Haughton","Haughton","remnant_2017",4070.55237,"Non-Remnant Vegetation",1273.80726,31.29323,-1.10488,-0.02714
"498","Dry Tropics","Haughton","Haughton","remnant_2017",4070.55237,"Mangroves and Saltmarshes",327.41642,8.04354,0,0
"499","Dry Tropics","Haughton","Haughton","remnant_2017",4070.55237,"Melaleuca Open Woodlands",201.59579,4.95254,0,0
"500","Dry Tropics","Haughton","Haughton","remnant_2017",4070.55237,"Wetlands",103.37873,2.53967,-0.00184,-0.00005
"501","Dry Tropics","Haughton","Haughton","remnant_2019",4070.55237,"Eucalypt Variations",1955.91048,48.05025,-2.62769,-0.06455
"502","Dry Tropics","Haughton","Haughton","remnant_2019",4070.55237,"Non-Remnant Vegetation",1278.90738,31.41852,5.10013,0.12529
"503","Dry Tropics","Haughton","Haughton","remnant_2019",4070.55237,"Mangroves and Saltmarshes",327.41642,8.04354,0,0
"504","Dry Tropics","Haughton","Haughton","remnant_2019",4070.55237,"Melaleuca Open Woodlands",201.57731,4.95209,-0.01848,-0.00045
"505","Dry Tropics","Haughton","Haughton","remnant_2019",4070.55237,"Wetlands",101.57538,2.49537,-1.80335,-0.0443
"506","Dry Tropics","Haughton","Haughton","remnant_2021",4070.55237,"Eucalypt Variations",1931.28482,47.44528,-24.62565,-0.60497
"507","Dry Tropics","Haughton","Haughton","remnant_2021",4070.55237,"Non-Remnant Vegetation",1288.08973,31.6441,9.18235,0.22558
"508","Dry Tropics","Haughton","Haughton","remnant_2021",4070.55237,"Mangroves and Saltmarshes",328.20227,8.06284,0.78585,0.01931
"509","Dry Tropics","Haughton","Haughton","remnant_2021",4070.55237,"Melaleuca Open Woodlands",206.26242,5.06719,4.68512,0.1151
"510","Dry Tropics","Haughton","Haughton","remnant_2021",4070.55237,"Wetlands",109.38031,2.68711,7.80493,0.19174
"511","Wet Tropics","Herbert","Herbert","pre_clear",9873.45803,"Eucalypt Variations",7685.35929,77.83858,0,0
"512","Wet Tropics","Herbert","Herbert","pre_clear",9873.45803,"Rainforest and Scrubs",983.01368,9.95612,0,0
"513","Wet Tropics","Herbert","Herbert","pre_clear",9873.45803,"Melaleuca Open Woodlands",270.34432,2.73809,0,0
"514","Wet Tropics","Herbert","Herbert","pre_clear",9873.45803,"Other Coastal Communities",235.25474,2.3827,0,0
"515","Wet Tropics","Herbert","Herbert","pre_clear",9873.45803,"Wetlands",209.19929,2.1188,0,0
"516","Wet Tropics","Herbert","Herbert","remnant_1997",9873.45803,"Eucalypt Variations",6918.02598,70.0669,-767.33331,-7.77168
"517","Wet Tropics","Herbert","Herbert","remnant_1997",9873.45803,"Non-Remnant Vegetation",1294.51196,13.11103,1294.51196,13.11103
"518","Wet Tropics","Herbert","Herbert","remnant_1997",9873.45803,"Rainforest and Scrubs",847.00245,8.57858,-136.01124,-1.37754
"519","Wet Tropics","Herbert","Herbert","remnant_1997",9873.45803,"Other Coastal Communities",179.33146,1.8163,-55.92328,-0.5664
"520","Wet Tropics","Herbert","Herbert","remnant_1997",9873.45803,"Mangroves and Saltmarshes",138.07788,1.39848,-13.8165,-0.13994
"521","Wet Tropics","Herbert","Herbert","remnant_1999",9873.45803,"Eucalypt Variations",6904.51084,69.93002,-13.51513,-0.13688
"522","Wet Tropics","Herbert","Herbert","remnant_1999",9873.45803,"Non-Remnant Vegetation",1309.78025,13.26567,15.26829,0.15464
"523","Wet Tropics","Herbert","Herbert","remnant_1999",9873.45803,"Rainforest and Scrubs",846.77927,8.57632,-0.22317,-0.00226
"524","Wet Tropics","Herbert","Herbert","remnant_1999",9873.45803,"Other Coastal Communities",178.60604,1.80895,-0.72542,-0.00735
"525","Wet Tropics","Herbert","Herbert","remnant_1999",9873.45803,"Mangroves and Saltmarshes",138.06126,1.39831,-0.01662,-0.00017
"526","Wet Tropics","Herbert","Herbert","remnant_2000",9873.45803,"Eucalypt Variations",6893.16153,69.81507,-11.34932,-0.11495
"527","Wet Tropics","Herbert","Herbert","remnant_2000",9873.45803,"Non-Remnant Vegetation",1323.13489,13.40093,13.35464,0.13526
"528","Wet Tropics","Herbert","Herbert","remnant_2000",9873.45803,"Rainforest and Scrubs",846.70729,8.57559,-0.07198,-0.00073
"529","Wet Tropics","Herbert","Herbert","remnant_2000",9873.45803,"Other Coastal Communities",177.73547,1.80013,-0.87057,-0.00882
"530","Wet Tropics","Herbert","Herbert","remnant_2000",9873.45803,"Mangroves and Saltmarshes",138.06126,1.39831,0,0
"531","Wet Tropics","Herbert","Herbert","remnant_2001",9873.45803,"Eucalypt Variations",6891.22255,69.79543,-1.93898,-0.01964
"532","Wet Tropics","Herbert","Herbert","remnant_2001",9873.45803,"Non-Remnant Vegetation",1325.28142,13.42267,2.14653,0.02174
"533","Wet Tropics","Herbert","Herbert","remnant_2001",9873.45803,"Rainforest and Scrubs",846.66795,8.57519,-0.03934,-0.0004
"534","Wet Tropics","Herbert","Herbert","remnant_2001",9873.45803,"Other Coastal Communities",177.72887,1.80007,-0.0066,-0.00007
"535","Wet Tropics","Herbert","Herbert","remnant_2001",9873.45803,"Mangroves and Saltmarshes",138.04774,1.39817,-0.01352,-0.00014
"536","Wet Tropics","Herbert","Herbert","remnant_2003",9873.45803,"Eucalypt Variations",6887.5651,69.75839,-3.65745,-0.03704
"537","Wet Tropics","Herbert","Herbert","remnant_2003",9873.45803,"Non-Remnant Vegetation",1329.44592,13.46485,4.1645,0.04218
"538","Wet Tropics","Herbert","Herbert","remnant_2003",9873.45803,"Rainforest and Scrubs",846.62443,8.57475,-0.04352,-0.00044
"539","Wet Tropics","Herbert","Herbert","remnant_2003",9873.45803,"Other Coastal Communities",177.71633,1.79994,-0.01254,-0.00013
"540","Wet Tropics","Herbert","Herbert","remnant_2003",9873.45803,"Mangroves and Saltmarshes",138.01581,1.39785,-0.03193,-0.00032
"541","Wet Tropics","Herbert","Herbert","remnant_2005",9873.45803,"Eucalypt Variations",6872.83211,69.60917,-14.73299,-0.14922
"542","Wet Tropics","Herbert","Herbert","remnant_2005",9873.45803,"Non-Remnant Vegetation",1345.75958,13.63007,16.31366,0.16523
"543","Wet Tropics","Herbert","Herbert","remnant_2005",9873.45803,"Rainforest and Scrubs",846.50987,8.57359,-0.11456,-0.00116
"544","Wet Tropics","Herbert","Herbert","remnant_2005",9873.45803,"Other Coastal Communities",177.63879,1.79915,-0.07754,-0.00079
"545","Wet Tropics","Herbert","Herbert","remnant_2005",9873.45803,"Mangroves and Saltmarshes",138.00462,1.39773,-0.01119,-0.00011
"546","Wet Tropics","Herbert","Herbert","remnant_2006",9873.45803,"Eucalypt Variations",6852.67165,69.40498,-20.16046,-0.20419
"547","Wet Tropics","Herbert","Herbert","remnant_2006",9873.45803,"Non-Remnant Vegetation",1365.94691,13.83453,20.18733,0.20446
"548","Wet Tropics","Herbert","Herbert","remnant_2006",9873.45803,"Rainforest and Scrubs",846.4938,8.57343,-0.01607,-0.00016
"549","Wet Tropics","Herbert","Herbert","remnant_2006",9873.45803,"Other Coastal Communities",177.63877,1.79915,-0.00002,0
"550","Wet Tropics","Herbert","Herbert","remnant_2006",9873.45803,"Mangroves and Saltmarshes",138.00462,1.39773,0,0
"551","Wet Tropics","Herbert","Herbert","remnant_2006b",9873.45803,"Eucalypt Variations",6851.53092,69.39343,-1.14073,-0.01155
"552","Wet Tropics","Herbert","Herbert","remnant_2006b",9873.45803,"Non-Remnant Vegetation",1367.08764,13.84609,1.14073,0.01155
"553","Wet Tropics","Herbert","Herbert","remnant_2006b",9873.45803,"Rainforest and Scrubs",846.49379,8.57343,-0.00001,0
"554","Wet Tropics","Herbert","Herbert","remnant_2006b",9873.45803,"Other Coastal Communities",177.63877,1.79915,0,0
"555","Wet Tropics","Herbert","Herbert","remnant_2006b",9873.45803,"Mangroves and Saltmarshes",138.00462,1.39773,0,0
"556","Wet Tropics","Herbert","Herbert","remnant_2007",9873.45803,"Eucalypt Variations",6850.19421,69.37989,-1.33671,-0.01354
"557","Wet Tropics","Herbert","Herbert","remnant_2007",9873.45803,"Non-Remnant Vegetation",1368.55669,13.86097,1.46905,0.01488
"558","Wet Tropics","Herbert","Herbert","remnant_2007",9873.45803,"Rainforest and Scrubs",846.42407,8.57272,-0.06972,-0.00071
"559","Wet Tropics","Herbert","Herbert","remnant_2007",9873.45803,"Other Coastal Communities",177.6355,1.79912,-0.00327,-0.00003
"560","Wet Tropics","Herbert","Herbert","remnant_2007",9873.45803,"Mangroves and Saltmarshes",138.00007,1.39769,-0.00456,-0.00005
"561","Wet Tropics","Herbert","Herbert","remnant_2009",9873.45803,"Eucalypt Variations",6847.35638,69.35115,-2.83783,-0.02874
"562","Wet Tropics","Herbert","Herbert","remnant_2009",9873.45803,"Non-Remnant Vegetation",1371.42992,13.89007,2.87323,0.0291
"563","Wet Tropics","Herbert","Herbert","remnant_2009",9873.45803,"Rainforest and Scrubs",846.40774,8.57256,-0.01633,-0.00017
"564","Wet Tropics","Herbert","Herbert","remnant_2009",9873.45803,"Other Coastal Communities",177.63388,1.79911,-0.00161,-0.00002
"565","Wet Tropics","Herbert","Herbert","remnant_2009",9873.45803,"Mangroves and Saltmarshes",138.00006,1.39769,0,0
"566","Wet Tropics","Herbert","Herbert","remnant_2011",9873.45803,"Eucalypt Variations",6846.69076,69.34441,-0.66562,-0.00674
"567","Wet Tropics","Herbert","Herbert","remnant_2011",9873.45803,"Non-Remnant Vegetation",1372.09633,13.89682,0.66641,0.00675
"568","Wet Tropics","Herbert","Herbert","remnant_2011",9873.45803,"Rainforest and Scrubs",846.38862,8.57236,-0.01912,-0.00019
"569","Wet Tropics","Herbert","Herbert","remnant_2011",9873.45803,"Other Coastal Communities",177.62781,1.79904,-0.00607,-0.00006
"570","Wet Tropics","Herbert","Herbert","remnant_2011",9873.45803,"Mangroves and Saltmarshes",138.00007,1.39769,0,0
"571","Wet Tropics","Herbert","Herbert","remnant_2013",9873.45803,"Eucalypt Variations",6845.06162,69.32791,-1.62915,-0.0165
"572","Wet Tropics","Herbert","Herbert","remnant_2013",9873.45803,"Non-Remnant Vegetation",1373.72196,13.91328,1.62563,0.01646
"573","Wet Tropics","Herbert","Herbert","remnant_2013",9873.45803,"Rainforest and Scrubs",846.36611,8.57213,-0.02251,-0.00023
"574","Wet Tropics","Herbert","Herbert","remnant_2013",9873.45803,"Other Coastal Communities",177.62781,1.79904,0,0
"575","Wet Tropics","Herbert","Herbert","remnant_2013",9873.45803,"Mangroves and Saltmarshes",138.00007,1.39769,0,0
"576","Wet Tropics","Herbert","Herbert","remnant_2015",9873.45803,"Eucalypt Variations",6842.89852,69.306,-2.16309,-0.02191
"577","Wet Tropics","Herbert","Herbert","remnant_2015",9873.45803,"Non-Remnant Vegetation",1376.41752,13.94058,2.69556,0.0273
"578","Wet Tropics","Herbert","Herbert","remnant_2015",9873.45803,"Rainforest and Scrubs",846.3258,8.57173,-0.04031,-0.00041
"579","Wet Tropics","Herbert","Herbert","remnant_2015",9873.45803,"Other Coastal Communities",177.62566,1.79902,-0.00215,-0.00002
"580","Wet Tropics","Herbert","Herbert","remnant_2015",9873.45803,"Mangroves and Saltmarshes",137.99627,1.39765,-0.00379,-0.00004
"581","Wet Tropics","Herbert","Herbert","remnant_2017",9873.45803,"Eucalypt Variations",6833.27365,69.20851,-9.62487,-0.09748
"582","Wet Tropics","Herbert","Herbert","remnant_2017",9873.45803,"Non-Remnant Vegetation",1386.19943,14.03965,9.78191,0.09907
"583","Wet Tropics","Herbert","Herbert","remnant_2017",9873.45803,"Rainforest and Scrubs",846.30777,8.57154,-0.01803,-0.00018
"584","Wet Tropics","Herbert","Herbert","remnant_2017",9873.45803,"Other Coastal Communities",177.62566,1.79902,0,0
"585","Wet Tropics","Herbert","Herbert","remnant_2017",9873.45803,"Mangroves and Saltmarshes",137.99627,1.39765,0,0
"586","Wet Tropics","Herbert","Herbert","remnant_2019",9873.45803,"Eucalypt Variations",6831.56206,69.19118,-1.71159,-0.01734
"587","Wet Tropics","Herbert","Herbert","remnant_2019",9873.45803,"Non-Remnant Vegetation",1387.97992,14.05769,1.78049,0.01803
"588","Wet Tropics","Herbert","Herbert","remnant_2019",9873.45803,"Rainforest and Scrubs",846.30443,8.57151,-0.00334,-0.00003
"589","Wet Tropics","Herbert","Herbert","remnant_2019",9873.45803,"Other Coastal Communities",177.62566,1.79902,0,0
"590","Wet Tropics","Herbert","Herbert","remnant_2019",9873.45803,"Mangroves and Saltmarshes",137.99627,1.39765,0,0
"591","Wet Tropics","Herbert","Herbert","remnant_2021",9873.45803,"Eucalypt Variations",6825.33394,69.1281,-6.22813,-0.06308
"592","Wet Tropics","Herbert","Herbert","remnant_2021",9873.45803,"Non-Remnant Vegetation",1389.85188,14.07665,1.87195,0.01896
"593","Wet Tropics","Herbert","Herbert","remnant_2021",9873.45803,"Rainforest and Scrubs",847.98476,8.58853,1.68033,0.01702
"594","Wet Tropics","Herbert","Herbert","remnant_2021",9873.45803,"Other Coastal Communities",177.92654,1.80207,0.30088,0.00305
"595","Wet Tropics","Herbert","Herbert","remnant_2021",9873.45803,"Callitris Woodland",138.29968,1.40072,1.17839,0.01193
"596","Wet Tropics","Johnstone","Johnstone","pre_clear",2317.92637,"Rainforest and Scrubs",2041.94076,88.09343,0,0
"597","Wet Tropics","Johnstone","Johnstone","pre_clear",2317.92637,"Eucalypt Variations",138.06721,5.9565,0,0
"598","Wet Tropics","Johnstone","Johnstone","pre_clear",2317.92637,"Melaleuca Open Woodlands",62.76135,2.70765,0,0
"599","Wet Tropics","Johnstone","Johnstone","pre_clear",2317.92637,"Mangroves and Saltmarshes",37.62237,1.6231,0,0
