"","region","basin","sub_basin","year","total_basin_area","vegetation","area","percent_coverage","y_on_y_area_change","y_on_y_percentage_change"
"3000","Wet Tropics","Mossman","Mossman","remnant_2005",465.74279,"Tussock Grasslands",0.03243,0.00696,0,0
"3001","Wet Tropics","Mossman","Mossman","remnant_2006",465.74279,"Tussock Grasslands",0.03243,0.00696,0,0
"3002","Wet Tropics","Mossman","Mossman","remnant_2006b",465.74279,"Tussock Grasslands",0.03243,0.00696,0,0
"3003","Wet Tropics","Mossman","Mossman","remnant_2007",465.74279,"Tussock Grasslands",0.03243,0.00696,0,0
"3004","Wet Tropics","Mossman","Mossman","remnant_2009",465.74279,"Tussock Grasslands",0.03243,0.00696,0,0
"3005","Wet Tropics","Mossman","Mossman","remnant_2011",465.74279,"Tussock Grasslands",0.03243,0.00696,0,0
"3006","Wet Tropics","Mossman","Mossman","remnant_2013",465.74279,"Tussock Grasslands",0.03243,0.00696,0,0
"3007","Wet Tropics","Mossman","Mossman","remnant_2015",465.74279,"Tussock Grasslands",0.03243,0.00696,0,0
"3008","Wet Tropics","Mossman","Mossman","remnant_2017",465.74279,"Tussock Grasslands",0.03243,0.00696,0,0
"3009","Wet Tropics","Mossman","Mossman","remnant_2019",465.74279,"Tussock Grasslands",0.03243,0.00696,0,0
"3010","Wet Tropics","Mossman","Mossman","remnant_2021",465.75909,"Tussock Grasslands",0.03243,0.00696,0,0
"3011","Wet Tropics","Mossman","Mossman","pre_clear",465.75909,"Water",2.04513,0.4391,0,0
"3012","Wet Tropics","Mossman","Mossman","remnant_1997",465.74279,"Water",1.28178,0.27521,-0.76335,-0.16389
"3013","Wet Tropics","Mossman","Mossman","remnant_1999",465.74279,"Water",1.28178,0.27521,0,0
"3014","Wet Tropics","Mossman","Mossman","remnant_2000",465.74279,"Water",1.28178,0.27521,0,0
"3015","Wet Tropics","Mossman","Mossman","remnant_2001",465.74279,"Water",1.28178,0.27521,0,0
"3016","Wet Tropics","Mossman","Mossman","remnant_2003",465.74279,"Water",1.28178,0.27521,0,0
"3017","Wet Tropics","Mossman","Mossman","remnant_2005",465.74279,"Water",1.28178,0.27521,0,0
"3018","Wet Tropics","Mossman","Mossman","remnant_2006",465.74279,"Water",1.28178,0.27521,0,0
"3019","Wet Tropics","Mossman","Mossman","remnant_2006b",465.74279,"Water",1.28178,0.27521,0,0
"3020","Wet Tropics","Mossman","Mossman","remnant_2007",465.74279,"Water",1.28178,0.27521,0,0
"3021","Wet Tropics","Mossman","Mossman","remnant_2009",465.74279,"Water",1.28178,0.27521,0,0
"3022","Wet Tropics","Mossman","Mossman","remnant_2011",465.74279,"Water",1.28178,0.27521,0,0
"3023","Wet Tropics","Mossman","Mossman","remnant_2013",465.74279,"Water",1.28178,0.27521,0,0
"3024","Wet Tropics","Mossman","Mossman","remnant_2015",465.74279,"Water",1.28178,0.27521,0,0
"3025","Wet Tropics","Mossman","Mossman","remnant_2017",465.74279,"Water",1.28178,0.27521,0,0
"3026","Wet Tropics","Mossman","Mossman","remnant_2019",465.74279,"Water",1.28178,0.27521,0,0
"3027","Wet Tropics","Mossman","Mossman","remnant_2021",465.75909,"Water",1.35416,0.29074,0.07238,0.01553
"3028","Wet Tropics","Mossman","Mossman","pre_clear",465.75909,"Wetlands",0.00834,0.00179,0,0
"3029","Wet Tropics","Mossman","Mossman","remnant_2021",465.75909,"Wetlands",0.00299,0.00064,-0.00534,-0.00115
"3030","Wet Tropics","Mulgrave","Mulgrave","pre_clear",1320.34052,"Eucalypt Variations",416.55849,31.54932,0,0
"3031","Wet Tropics","Mulgrave","Mulgrave","remnant_1997",1320.34053,"Eucalypt Variations",286.58029,21.70503,-129.9782,-9.84429
"3032","Wet Tropics","Mulgrave","Mulgrave","remnant_1999",1320.34053,"Eucalypt Variations",286.55698,21.70326,-0.02331,-0.00177
"3033","Wet Tropics","Mulgrave","Mulgrave","remnant_2000",1320.34053,"Eucalypt Variations",286.5467,21.70248,-0.01027,-0.00078
"3034","Wet Tropics","Mulgrave","Mulgrave","remnant_2001",1320.34053,"Eucalypt Variations",286.51543,21.70012,-0.03127,-0.00237
"3035","Wet Tropics","Mulgrave","Mulgrave","remnant_2003",1320.34053,"Eucalypt Variations",286.49306,21.69842,-0.02237,-0.00169
"3036","Wet Tropics","Mulgrave","Mulgrave","remnant_2005",1320.34053,"Eucalypt Variations",286.39941,21.69133,-0.09366,-0.00709
"3037","Wet Tropics","Mulgrave","Mulgrave","remnant_2006",1320.34053,"Eucalypt Variations",286.39807,21.69123,-0.00134,-0.0001
"3038","Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",1320.34053,"Eucalypt Variations",286.39144,21.69073,-0.00663,-0.0005
"3039","Wet Tropics","Mulgrave","Mulgrave","remnant_2007",1320.34053,"Eucalypt Variations",286.27209,21.68169,-0.11935,-0.00904
"3040","Wet Tropics","Mulgrave","Mulgrave","remnant_2009",1320.34053,"Eucalypt Variations",286.17883,21.67462,-0.09325,-0.00706
"3041","Wet Tropics","Mulgrave","Mulgrave","remnant_2011",1320.34053,"Eucalypt Variations",286.16042,21.67323,-0.01842,-0.00139
"3042","Wet Tropics","Mulgrave","Mulgrave","remnant_2013",1320.34053,"Eucalypt Variations",286.14653,21.67218,-0.01389,-0.00105
"3043","Wet Tropics","Mulgrave","Mulgrave","remnant_2015",1320.34053,"Eucalypt Variations",286.13498,21.6713,-0.01154,-0.00087
"3044","Wet Tropics","Mulgrave","Mulgrave","remnant_2017",1320.34053,"Eucalypt Variations",286.11842,21.67005,-0.01656,-0.00125
"3045","Wet Tropics","Mulgrave","Mulgrave","remnant_2019",1320.34053,"Eucalypt Variations",286.11842,21.67005,0,0
"3046","Wet Tropics","Mulgrave","Mulgrave","remnant_2021",1320.34052,"Eucalypt Variations",286.15214,21.6726,0.03372,0.00255
"3047","Wet Tropics","Mulgrave","Mulgrave","pre_clear",1320.34052,"Mangroves and Saltmarshes",50.68866,3.83906,0,0
"3048","Wet Tropics","Mulgrave","Mulgrave","remnant_1997",1320.34053,"Mangroves and Saltmarshes",41.28417,3.12678,-9.40449,-0.71228
"3049","Wet Tropics","Mulgrave","Mulgrave","remnant_1999",1320.34053,"Mangroves and Saltmarshes",41.28417,3.12678,0,0
"3050","Wet Tropics","Mulgrave","Mulgrave","remnant_2000",1320.34053,"Mangroves and Saltmarshes",41.28417,3.12678,0,0
"3051","Wet Tropics","Mulgrave","Mulgrave","remnant_2001",1320.34053,"Mangroves and Saltmarshes",41.15162,3.11674,-0.13255,-0.01004
"3052","Wet Tropics","Mulgrave","Mulgrave","remnant_2003",1320.34053,"Mangroves and Saltmarshes",41.1153,3.11399,-0.03632,-0.00275
"3053","Wet Tropics","Mulgrave","Mulgrave","remnant_2005",1320.34053,"Mangroves and Saltmarshes",41.1153,3.11399,0,0
"3054","Wet Tropics","Mulgrave","Mulgrave","remnant_2006",1320.34053,"Mangroves and Saltmarshes",41.1153,3.11399,0,0
"3055","Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",1320.34053,"Mangroves and Saltmarshes",41.1153,3.11399,0,0
"3056","Wet Tropics","Mulgrave","Mulgrave","remnant_2007",1320.34053,"Mangroves and Saltmarshes",41.1153,3.11399,0,0
"3057","Wet Tropics","Mulgrave","Mulgrave","remnant_2009",1320.34053,"Mangroves and Saltmarshes",41.1153,3.11399,0,0
"3058","Wet Tropics","Mulgrave","Mulgrave","remnant_2011",1320.34053,"Mangroves and Saltmarshes",41.1153,3.11399,0,0
"3059","Wet Tropics","Mulgrave","Mulgrave","remnant_2013",1320.34053,"Mangroves and Saltmarshes",41.1039,3.11313,-0.0114,-0.00086
"3060","Wet Tropics","Mulgrave","Mulgrave","remnant_2015",1320.34053,"Mangroves and Saltmarshes",41.10389,3.11313,-0.00001,0
"3061","Wet Tropics","Mulgrave","Mulgrave","remnant_2017",1320.34053,"Mangroves and Saltmarshes",41.10389,3.11313,0,0
"3062","Wet Tropics","Mulgrave","Mulgrave","remnant_2019",1320.34053,"Mangroves and Saltmarshes",41.10389,3.11313,0,0
"3063","Wet Tropics","Mulgrave","Mulgrave","remnant_2021",1320.34052,"Mangroves and Saltmarshes",41.08252,3.11151,-0.02137,-0.00162
"3064","Wet Tropics","Mulgrave","Mulgrave","pre_clear",1320.34052,"Melaleuca Open Woodlands",34.57515,2.61865,0,0
"3065","Wet Tropics","Mulgrave","Mulgrave","remnant_1997",1320.34053,"Melaleuca Open Woodlands",18.84526,1.4273,-15.72988,-1.19135
"3066","Wet Tropics","Mulgrave","Mulgrave","remnant_1999",1320.34053,"Melaleuca Open Woodlands",18.84526,1.4273,0,0
"3067","Wet Tropics","Mulgrave","Mulgrave","remnant_2000",1320.34053,"Melaleuca Open Woodlands",18.83681,1.42666,-0.00845,-0.00064
"3068","Wet Tropics","Mulgrave","Mulgrave","remnant_2001",1320.34053,"Melaleuca Open Woodlands",18.83078,1.42621,-0.00604,-0.00046
"3069","Wet Tropics","Mulgrave","Mulgrave","remnant_2003",1320.34053,"Melaleuca Open Woodlands",18.77165,1.42173,-0.05912,-0.00448
"3070","Wet Tropics","Mulgrave","Mulgrave","remnant_2005",1320.34053,"Melaleuca Open Woodlands",18.76485,1.42121,-0.0068,-0.00051
"3071","Wet Tropics","Mulgrave","Mulgrave","remnant_2006",1320.34053,"Melaleuca Open Woodlands",18.76485,1.42121,0,0
"3072","Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",1320.34053,"Melaleuca Open Woodlands",18.76485,1.42121,0,0
"3073","Wet Tropics","Mulgrave","Mulgrave","remnant_2007",1320.34053,"Melaleuca Open Woodlands",18.76485,1.42121,0,0
"3074","Wet Tropics","Mulgrave","Mulgrave","remnant_2009",1320.34053,"Melaleuca Open Woodlands",18.76485,1.42121,0,0
"3075","Wet Tropics","Mulgrave","Mulgrave","remnant_2011",1320.34053,"Melaleuca Open Woodlands",18.76485,1.42121,0,0
"3076","Wet Tropics","Mulgrave","Mulgrave","remnant_2013",1320.34053,"Melaleuca Open Woodlands",18.76101,1.42092,-0.00384,-0.00029
"3077","Wet Tropics","Mulgrave","Mulgrave","remnant_2015",1320.34053,"Melaleuca Open Woodlands",18.7434,1.41959,-0.01761,-0.00133
"3078","Wet Tropics","Mulgrave","Mulgrave","remnant_2017",1320.34053,"Melaleuca Open Woodlands",18.7434,1.41959,0,0
"3079","Wet Tropics","Mulgrave","Mulgrave","remnant_2019",1320.34053,"Melaleuca Open Woodlands",18.7434,1.41959,0,0
"3080","Wet Tropics","Mulgrave","Mulgrave","remnant_2021",1320.34052,"Melaleuca Open Woodlands",18.77553,1.42202,0.03213,0.00243
"3081","Wet Tropics","Mulgrave","Mulgrave","pre_clear",1320.34052,"Non-Remnant Vegetation",0,0,0,0
"3082","Wet Tropics","Mulgrave","Mulgrave","remnant_1997",1320.34053,"Non-Remnant Vegetation",317.05836,24.01338,317.05836,24.01338
"3083","Wet Tropics","Mulgrave","Mulgrave","remnant_1999",1320.34053,"Non-Remnant Vegetation",317.09616,24.01624,0.0378,0.00286
"3084","Wet Tropics","Mulgrave","Mulgrave","remnant_2000",1320.34053,"Non-Remnant Vegetation",317.11861,24.01794,0.02245,0.0017
"3085","Wet Tropics","Mulgrave","Mulgrave","remnant_2001",1320.34053,"Non-Remnant Vegetation",317.29188,24.03106,0.17328,0.01312
"3086","Wet Tropics","Mulgrave","Mulgrave","remnant_2003",1320.34053,"Non-Remnant Vegetation",317.41632,24.04049,0.12443,0.00942
"3087","Wet Tropics","Mulgrave","Mulgrave","remnant_2005",1320.34053,"Non-Remnant Vegetation",317.5303,24.04912,0.11399,0.00863
"3088","Wet Tropics","Mulgrave","Mulgrave","remnant_2006",1320.34053,"Non-Remnant Vegetation",317.32854,24.03384,-0.20176,-0.01528
"3089","Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",1320.34053,"Non-Remnant Vegetation",317.33633,24.03443,0.00778,0.00059
"3090","Wet Tropics","Mulgrave","Mulgrave","remnant_2007",1320.34053,"Non-Remnant Vegetation",317.47378,24.04484,0.13745,0.01041
"3091","Wet Tropics","Mulgrave","Mulgrave","remnant_2009",1320.34053,"Non-Remnant Vegetation",317.56989,24.05212,0.09611,0.00728
"3092","Wet Tropics","Mulgrave","Mulgrave","remnant_2011",1320.34053,"Non-Remnant Vegetation",317.62015,24.05593,0.05026,0.00381
"3093","Wet Tropics","Mulgrave","Mulgrave","remnant_2013",1320.34053,"Non-Remnant Vegetation",317.65458,24.05853,0.03443,0.00261
"3094","Wet Tropics","Mulgrave","Mulgrave","remnant_2015",1320.34053,"Non-Remnant Vegetation",317.7043,24.0623,0.04972,0.00377
"3095","Wet Tropics","Mulgrave","Mulgrave","remnant_2017",1320.34053,"Non-Remnant Vegetation",317.76179,24.06665,0.05749,0.00435
"3096","Wet Tropics","Mulgrave","Mulgrave","remnant_2019",1320.34053,"Non-Remnant Vegetation",317.8008,24.06961,0.03901,0.00295
"3097","Wet Tropics","Mulgrave","Mulgrave","remnant_2021",1320.34052,"Non-Remnant Vegetation",317.13976,24.01954,-0.66104,-0.05007
"3098","Wet Tropics","Mulgrave","Mulgrave","pre_clear",1320.34052,"Other Coastal Communities",37.87906,2.86889,0,0
"3099","Wet Tropics","Mulgrave","Mulgrave","remnant_1997",1320.34053,"Other Coastal Communities",37.32042,2.82658,-0.55864,-0.04231
"3100","Wet Tropics","Mulgrave","Mulgrave","remnant_1999",1320.34053,"Other Coastal Communities",37.32042,2.82658,0,0
"3101","Wet Tropics","Mulgrave","Mulgrave","remnant_2000",1320.34053,"Other Coastal Communities",37.32042,2.82658,0,0
"3102","Wet Tropics","Mulgrave","Mulgrave","remnant_2001",1320.34053,"Other Coastal Communities",37.32042,2.82658,0,0
"3103","Wet Tropics","Mulgrave","Mulgrave","remnant_2003",1320.34053,"Other Coastal Communities",37.32042,2.82658,0,0
"3104","Wet Tropics","Mulgrave","Mulgrave","remnant_2005",1320.34053,"Other Coastal Communities",37.32042,2.82658,0,0
"3105","Wet Tropics","Mulgrave","Mulgrave","remnant_2006",1320.34053,"Other Coastal Communities",37.32042,2.82658,0,0
"3106","Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",1320.34053,"Other Coastal Communities",37.32042,2.82658,0,0
"3107","Wet Tropics","Mulgrave","Mulgrave","remnant_2007",1320.34053,"Other Coastal Communities",37.31133,2.82589,-0.00909,-0.00069
"3108","Wet Tropics","Mulgrave","Mulgrave","remnant_2009",1320.34053,"Other Coastal Communities",37.31133,2.82589,0,0
"3109","Wet Tropics","Mulgrave","Mulgrave","remnant_2011",1320.34053,"Other Coastal Communities",37.31133,2.82589,0,0
"3110","Wet Tropics","Mulgrave","Mulgrave","remnant_2013",1320.34053,"Other Coastal Communities",37.31133,2.82589,0,0
"3111","Wet Tropics","Mulgrave","Mulgrave","remnant_2015",1320.34053,"Other Coastal Communities",37.31133,2.82589,0,0
"3112","Wet Tropics","Mulgrave","Mulgrave","remnant_2017",1320.34053,"Other Coastal Communities",37.31133,2.82589,0,0
"3113","Wet Tropics","Mulgrave","Mulgrave","remnant_2019",1320.34053,"Other Coastal Communities",37.31133,2.82589,0,0
"3114","Wet Tropics","Mulgrave","Mulgrave","remnant_2021",1320.34052,"Other Coastal Communities",37.28354,2.82378,-0.02779,-0.00211
"3115","Wet Tropics","Mulgrave","Mulgrave","remnant_1997",1320.34053,"Plantation",3.48701,0.2641,0,0
"3116","Wet Tropics","Mulgrave","Mulgrave","remnant_1999",1320.34053,"Plantation",3.48701,0.2641,0,0
"3117","Wet Tropics","Mulgrave","Mulgrave","remnant_2000",1320.34053,"Plantation",3.48701,0.2641,0,0
"3118","Wet Tropics","Mulgrave","Mulgrave","remnant_2001",1320.34053,"Plantation",3.48701,0.2641,0,0
"3119","Wet Tropics","Mulgrave","Mulgrave","remnant_2003",1320.34053,"Plantation",3.48701,0.2641,0,0
"3120","Wet Tropics","Mulgrave","Mulgrave","remnant_2005",1320.34053,"Plantation",3.48495,0.26394,-0.00206,-0.00016
"3121","Wet Tropics","Mulgrave","Mulgrave","remnant_2006",1320.34053,"Plantation",3.69298,0.2797,0.20803,0.01576
"3122","Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",1320.34053,"Plantation",3.69297,0.2797,0,0
"3123","Wet Tropics","Mulgrave","Mulgrave","remnant_2007",1320.34053,"Plantation",3.68281,0.27893,-0.01016,-0.00077
"3124","Wet Tropics","Mulgrave","Mulgrave","remnant_2009",1320.34053,"Plantation",3.68281,0.27893,0,0
"3125","Wet Tropics","Mulgrave","Mulgrave","remnant_2011",1320.34053,"Plantation",3.65962,0.27717,-0.02319,-0.00176
"3126","Wet Tropics","Mulgrave","Mulgrave","remnant_2013",1320.34053,"Plantation",3.65433,0.27677,-0.00529,-0.0004
"3127","Wet Tropics","Mulgrave","Mulgrave","remnant_2015",1320.34053,"Plantation",3.65433,0.27677,0,0
"3128","Wet Tropics","Mulgrave","Mulgrave","remnant_2017",1320.34053,"Plantation",3.65433,0.27677,0,0
"3129","Wet Tropics","Mulgrave","Mulgrave","remnant_2019",1320.34053,"Plantation",3.65433,0.27677,0,0
"3130","Wet Tropics","Mulgrave","Mulgrave","remnant_2021",1320.34052,"Plantation",3.65623,0.27692,0.0019,0.00014
"3131","Wet Tropics","Mulgrave","Mulgrave","pre_clear",1320.34052,"Rainforest and Scrubs",760.10908,57.56917,0,0
"3132","Wet Tropics","Mulgrave","Mulgrave","remnant_1997",1320.34053,"Rainforest and Scrubs",601.12257,45.52784,-158.98651,-12.04133
"3133","Wet Tropics","Mulgrave","Mulgrave","remnant_1999",1320.34053,"Rainforest and Scrubs",601.10809,45.52675,-0.01448,-0.0011
"3134","Wet Tropics","Mulgrave","Mulgrave","remnant_2000",1320.34053,"Rainforest and Scrubs",601.10437,45.52646,-0.00372,-0.00028
"3135","Wet Tropics","Mulgrave","Mulgrave","remnant_2001",1320.34053,"Rainforest and Scrubs",601.10095,45.52621,-0.00342,-0.00026
"3136","Wet Tropics","Mulgrave","Mulgrave","remnant_2003",1320.34053,"Rainforest and Scrubs",601.09433,45.5257,-0.00662,-0.0005
"3137","Wet Tropics","Mulgrave","Mulgrave","remnant_2005",1320.34053,"Rainforest and Scrubs",601.08285,45.52484,-0.01147,-0.00087
"3138","Wet Tropics","Mulgrave","Mulgrave","remnant_2006",1320.34053,"Rainforest and Scrubs",601.07792,45.52446,-0.00493,-0.00037
"3139","Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",1320.34053,"Rainforest and Scrubs",601.07677,45.52437,-0.00115,-0.00009
"3140","Wet Tropics","Mulgrave","Mulgrave","remnant_2007",1320.34053,"Rainforest and Scrubs",601.07792,45.52446,0.00115,0.00009
"3141","Wet Tropics","Mulgrave","Mulgrave","remnant_2009",1320.34053,"Rainforest and Scrubs",601.07506,45.52425,-0.00286,-0.00022
"3142","Wet Tropics","Mulgrave","Mulgrave","remnant_2011",1320.34053,"Rainforest and Scrubs",601.06641,45.52359,-0.00865,-0.00066
"3143","Wet Tropics","Mulgrave","Mulgrave","remnant_2013",1320.34053,"Rainforest and Scrubs",601.06641,45.52359,0,0
"3144","Wet Tropics","Mulgrave","Mulgrave","remnant_2015",1320.34053,"Rainforest and Scrubs",601.04585,45.52203,-0.02056,-0.00156
"3145","Wet Tropics","Mulgrave","Mulgrave","remnant_2017",1320.34053,"Rainforest and Scrubs",601.00492,45.51893,-0.04093,-0.0031
"3146","Wet Tropics","Mulgrave","Mulgrave","remnant_2019",1320.34053,"Rainforest and Scrubs",600.96591,45.51598,-0.03901,-0.00295
"3147","Wet Tropics","Mulgrave","Mulgrave","remnant_2021",1320.34052,"Rainforest and Scrubs",601.47746,45.55472,0.51155,0.03874
"3148","Wet Tropics","Mulgrave","Mulgrave","pre_clear",1320.34052,"Tussock Grasslands",3.72679,0.28226,0,0
"3149","Wet Tropics","Mulgrave","Mulgrave","pre_clear",1320.34052,"Water",12.56452,0.95161,0,0
"3150","Wet Tropics","Mulgrave","Mulgrave","remnant_1997",1320.34053,"Water",10.58136,0.80141,-1.98316,-0.1502
"3151","Wet Tropics","Mulgrave","Mulgrave","remnant_1999",1320.34053,"Water",10.58136,0.80141,0,0
"3152","Wet Tropics","Mulgrave","Mulgrave","remnant_2000",1320.34053,"Water",10.58136,0.80141,0,0
"3153","Wet Tropics","Mulgrave","Mulgrave","remnant_2001",1320.34053,"Water",10.58136,0.80141,0,0
"3154","Wet Tropics","Mulgrave","Mulgrave","remnant_2003",1320.34053,"Water",10.58136,0.80141,0,0
"3155","Wet Tropics","Mulgrave","Mulgrave","remnant_2005",1320.34053,"Water",10.58136,0.80141,0,0
"3156","Wet Tropics","Mulgrave","Mulgrave","remnant_2006",1320.34053,"Water",10.58136,0.80141,0,0
"3157","Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",1320.34053,"Water",10.58136,0.80141,0,0
"3158","Wet Tropics","Mulgrave","Mulgrave","remnant_2007",1320.34053,"Water",10.58136,0.80141,0,0
"3159","Wet Tropics","Mulgrave","Mulgrave","remnant_2009",1320.34053,"Water",10.58136,0.80141,0,0
"3160","Wet Tropics","Mulgrave","Mulgrave","remnant_2011",1320.34053,"Water",10.58136,0.80141,0,0
"3161","Wet Tropics","Mulgrave","Mulgrave","remnant_2013",1320.34053,"Water",10.58136,0.80141,0,0
"3162","Wet Tropics","Mulgrave","Mulgrave","remnant_2015",1320.34053,"Water",10.58136,0.80141,0,0
"3163","Wet Tropics","Mulgrave","Mulgrave","remnant_2017",1320.34053,"Water",10.58136,0.80141,0,0
"3164","Wet Tropics","Mulgrave","Mulgrave","remnant_2019",1320.34053,"Water",10.58136,0.80141,0,0
"3165","Wet Tropics","Mulgrave","Mulgrave","remnant_2021",1320.34052,"Water",10.68336,0.80914,0.10201,0.00773
"3166","Wet Tropics","Mulgrave","Mulgrave","pre_clear",1320.34052,"Wetlands",4.23879,0.32104,0,0
"3167","Wet Tropics","Mulgrave","Mulgrave","remnant_1997",1320.34053,"Wetlands",4.06109,0.30758,-0.1777,-0.01346
"3168","Wet Tropics","Mulgrave","Mulgrave","remnant_1999",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3169","Wet Tropics","Mulgrave","Mulgrave","remnant_2000",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3170","Wet Tropics","Mulgrave","Mulgrave","remnant_2001",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3171","Wet Tropics","Mulgrave","Mulgrave","remnant_2003",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3172","Wet Tropics","Mulgrave","Mulgrave","remnant_2005",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3173","Wet Tropics","Mulgrave","Mulgrave","remnant_2006",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3174","Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3175","Wet Tropics","Mulgrave","Mulgrave","remnant_2007",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3176","Wet Tropics","Mulgrave","Mulgrave","remnant_2009",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3177","Wet Tropics","Mulgrave","Mulgrave","remnant_2011",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3178","Wet Tropics","Mulgrave","Mulgrave","remnant_2013",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3179","Wet Tropics","Mulgrave","Mulgrave","remnant_2015",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3180","Wet Tropics","Mulgrave","Mulgrave","remnant_2017",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3181","Wet Tropics","Mulgrave","Mulgrave","remnant_2019",1320.34053,"Wetlands",4.06109,0.30758,0,0
"3182","Wet Tropics","Mulgrave","Mulgrave","remnant_2021",1320.34052,"Wetlands",4.08998,0.30977,0.0289,0.00219
"3183","Wet Tropics","Murray","Murray","pre_clear",1526.21633,"Eucalypt Variations",589.60235,38.63164,0,0
"3184","Wet Tropics","Murray","Murray","remnant_1997",1526.19651,"Eucalypt Variations",406.82016,26.65582,-182.78219,-11.97582
"3185","Wet Tropics","Murray","Murray","remnant_1999",1526.19651,"Eucalypt Variations",404.19928,26.48409,-2.62089,-0.17173
"3186","Wet Tropics","Murray","Murray","remnant_2000",1526.19651,"Eucalypt Variations",403.10582,26.41245,-1.09346,-0.07165
"3187","Wet Tropics","Murray","Murray","remnant_2001",1526.19651,"Eucalypt Variations",402.37454,26.36453,-0.73128,-0.04791
"3188","Wet Tropics","Murray","Murray","remnant_2003",1526.19651,"Eucalypt Variations",402.20347,26.35332,-0.17107,-0.01121
"3189","Wet Tropics","Murray","Murray","remnant_2005",1526.19651,"Eucalypt Variations",401.75432,26.32389,-0.44915,-0.02943
"3190","Wet Tropics","Murray","Murray","remnant_2006",1526.19651,"Eucalypt Variations",401.72548,26.322,-0.02884,-0.00189
"3191","Wet Tropics","Murray","Murray","remnant_2006b",1526.19651,"Eucalypt Variations",401.72459,26.32194,-0.00089,-0.00006
"3192","Wet Tropics","Murray","Murray","remnant_2007",1526.19651,"Eucalypt Variations",401.67839,26.31892,-0.0462,-0.00303
"3193","Wet Tropics","Murray","Murray","remnant_2009",1526.19651,"Eucalypt Variations",401.57348,26.31204,-0.10491,-0.00687
"3194","Wet Tropics","Murray","Murray","remnant_2011",1526.19651,"Eucalypt Variations",401.34432,26.29703,-0.22915,-0.01501
"3195","Wet Tropics","Murray","Murray","remnant_2013",1526.19651,"Eucalypt Variations",401.29711,26.29393,-0.04721,-0.00309
"3196","Wet Tropics","Murray","Murray","remnant_2015",1526.19651,"Eucalypt Variations",401.01711,26.27559,-0.28,-0.01835
"3197","Wet Tropics","Murray","Murray","remnant_2017",1526.19651,"Eucalypt Variations",400.71082,26.25552,-0.30629,-0.02007
"3198","Wet Tropics","Murray","Murray","remnant_2019",1526.19651,"Eucalypt Variations",400.66532,26.25254,-0.0455,-0.00298
"3199","Wet Tropics","Murray","Murray","remnant_2021",1526.21632,"Eucalypt Variations",400.13709,26.21759,-0.52823,-0.03495
"3200","Wet Tropics","Murray","Murray","pre_clear",1526.21633,"Mangroves and Saltmarshes",180.69634,11.8395,0,0
"3201","Wet Tropics","Murray","Murray","remnant_1997",1526.19651,"Mangroves and Saltmarshes",180.97599,11.85797,0.27965,0.01848
"3202","Wet Tropics","Murray","Murray","remnant_1999",1526.19651,"Mangroves and Saltmarshes",180.9782,11.85812,0.0022,0.00014
"3203","Wet Tropics","Murray","Murray","remnant_2000",1526.19651,"Mangroves and Saltmarshes",180.97569,11.85795,-0.00251,-0.00016
"3204","Wet Tropics","Murray","Murray","remnant_2001",1526.19651,"Mangroves and Saltmarshes",180.97569,11.85795,0,0
"3205","Wet Tropics","Murray","Murray","remnant_2003",1526.19651,"Mangroves and Saltmarshes",180.97569,11.85795,0,0
"3206","Wet Tropics","Murray","Murray","remnant_2005",1526.19651,"Mangroves and Saltmarshes",180.97569,11.85795,0,0
"3207","Wet Tropics","Murray","Murray","remnant_2006",1526.19651,"Mangroves and Saltmarshes",180.97569,11.85795,0,0
"3208","Wet Tropics","Murray","Murray","remnant_2006b",1526.19651,"Mangroves and Saltmarshes",180.97569,11.85795,0,0
"3209","Wet Tropics","Murray","Murray","remnant_2007",1526.19651,"Mangroves and Saltmarshes",180.97569,11.85795,0,0
"3210","Wet Tropics","Murray","Murray","remnant_2009",1526.19651,"Mangroves and Saltmarshes",180.97569,11.85795,0,0
"3211","Wet Tropics","Murray","Murray","remnant_2011",1526.19651,"Mangroves and Saltmarshes",180.97569,11.85795,0,0
"3212","Wet Tropics","Murray","Murray","remnant_2013",1526.19651,"Mangroves and Saltmarshes",180.97569,11.85795,0,0
