"","region","basin","sub_basin","year","total_basin_area","vegetation","area","percent_coverage","y_on_y_area_change","y_on_y_percentage_change"
"1414","Dry Tropics","Burdekin","Cape Campaspe","remnant_2013",20457.93006,"Tussock Grasslands",246.70986,1.20594,0,0
"1415","Dry Tropics","Burdekin","Cape Campaspe","remnant_2015",20457.93006,"Tussock Grasslands",246.70986,1.20594,0,0
"1416","Dry Tropics","Burdekin","Cape Campaspe","remnant_2017",20457.93006,"Tussock Grasslands",246.42532,1.20455,-0.28454,-0.00139
"1417","Dry Tropics","Burdekin","Cape Campaspe","remnant_2019",20457.93006,"Tussock Grasslands",246.41552,1.2045,-0.00979,-0.00005
"1418","Dry Tropics","Burdekin","Cape Campaspe","remnant_2021",20457.93006,"Tussock Grasslands",288.52896,1.41035,42.11344,0.20585
"1419","Dry Tropics","Burdekin","Cape Campaspe","remnant_1997",20457.93006,"Water",65.54253,0.32038,0,0
"1420","Dry Tropics","Burdekin","Cape Campaspe","remnant_1999",20457.93006,"Water",65.54253,0.32038,0,0
"1421","Dry Tropics","Burdekin","Cape Campaspe","remnant_2000",20457.93006,"Water",65.54253,0.32038,0,0
"1422","Dry Tropics","Burdekin","Cape Campaspe","remnant_2001",20457.93006,"Water",65.54253,0.32038,0,0
"1423","Dry Tropics","Burdekin","Cape Campaspe","remnant_2003",20457.93006,"Water",65.54253,0.32038,0,0
"1424","Dry Tropics","Burdekin","Cape Campaspe","remnant_2005",20457.93006,"Water",65.54253,0.32038,0,0
"1425","Dry Tropics","Burdekin","Cape Campaspe","remnant_2006",20457.93006,"Water",65.54253,0.32038,0,0
"1426","Dry Tropics","Burdekin","Cape Campaspe","remnant_2006b",20457.93006,"Water",65.54253,0.32038,0,0
"1427","Dry Tropics","Burdekin","Cape Campaspe","remnant_2007",20457.93006,"Water",65.54253,0.32038,0,0
"1428","Dry Tropics","Burdekin","Cape Campaspe","remnant_2009",20457.93006,"Water",65.54253,0.32038,0,0
"1429","Dry Tropics","Burdekin","Cape Campaspe","remnant_2011",20457.93006,"Water",65.54253,0.32038,0,0
"1430","Dry Tropics","Burdekin","Cape Campaspe","remnant_2013",20457.93006,"Water",65.60265,0.32067,0.06012,0.00029
"1431","Dry Tropics","Burdekin","Cape Campaspe","remnant_2015",20457.93006,"Water",65.60265,0.32067,0,0
"1432","Dry Tropics","Burdekin","Cape Campaspe","remnant_2017",20457.93006,"Water",65.60265,0.32067,0,0
"1433","Dry Tropics","Burdekin","Cape Campaspe","remnant_2019",20457.93006,"Water",65.60265,0.32067,0,0
"1434","Dry Tropics","Burdekin","Cape Campaspe","remnant_2021",20457.93006,"Water",65.60406,0.32068,0.00141,0.00001
"1435","Dry Tropics","Burdekin","Cape Campaspe","pre_clear",20457.93003,"Wetlands",47.0025,0.22975,0,0
"1436","Dry Tropics","Burdekin","Cape Campaspe","remnant_1997",20457.93006,"Wetlands",93.34602,0.45628,46.34352,0.22653
"1437","Dry Tropics","Burdekin","Cape Campaspe","remnant_1999",20457.93006,"Wetlands",93.27011,0.45591,-0.07592,-0.00037
"1438","Dry Tropics","Burdekin","Cape Campaspe","remnant_2000",20457.93006,"Wetlands",93.16535,0.4554,-0.10475,-0.00051
"1439","Dry Tropics","Burdekin","Cape Campaspe","remnant_2001",20457.93006,"Wetlands",92.92038,0.4542,-0.24498,-0.0012
"1440","Dry Tropics","Burdekin","Cape Campaspe","remnant_2003",20457.93006,"Wetlands",92.92038,0.4542,0,0
"1441","Dry Tropics","Burdekin","Cape Campaspe","remnant_2005",20457.93006,"Wetlands",92.83436,0.45378,-0.08602,-0.00042
"1442","Dry Tropics","Burdekin","Cape Campaspe","remnant_2006",20457.93006,"Wetlands",92.39933,0.45166,-0.43503,-0.00213
"1443","Dry Tropics","Burdekin","Cape Campaspe","remnant_2006b",20457.93006,"Wetlands",92.39933,0.45166,0,0
"1444","Dry Tropics","Burdekin","Cape Campaspe","remnant_2007",20457.93006,"Wetlands",92.39933,0.45166,0,0
"1445","Dry Tropics","Burdekin","Cape Campaspe","remnant_2009",20457.93006,"Wetlands",92.04134,0.44991,-0.35799,-0.00175
"1446","Dry Tropics","Burdekin","Cape Campaspe","remnant_2011",20457.93006,"Wetlands",92.04134,0.44991,0,0
"1447","Dry Tropics","Burdekin","Cape Campaspe","remnant_2013",20457.93006,"Wetlands",92.04134,0.44991,0,0
"1448","Dry Tropics","Burdekin","Cape Campaspe","remnant_2015",20457.93006,"Wetlands",92.04111,0.4499,-0.00023,0
"1449","Dry Tropics","Burdekin","Cape Campaspe","remnant_2017",20457.93006,"Wetlands",92.04111,0.4499,0,0
"1450","Dry Tropics","Burdekin","Cape Campaspe","remnant_2019",20457.93006,"Wetlands",92.04012,0.4499,-0.00099,0
"1451","Dry Tropics","Burdekin","Cape Campaspe","remnant_2021",20457.93006,"Wetlands",43.04062,0.21039,-48.9995,-0.23951
"1452","Dry Tropics","Black","Crystal Creek","pre_clear",239.19389,"Eucalypt Variations",125.28178,52.37666,0,0
"1453","Dry Tropics","Black","Crystal Creek","remnant_1997",239.19388,"Eucalypt Variations",100.30371,41.93406,-24.97807,-10.4426
"1454","Dry Tropics","Black","Crystal Creek","remnant_1999",239.19388,"Eucalypt Variations",100.30371,41.93406,0,0
"1455","Dry Tropics","Black","Crystal Creek","remnant_2000",239.19388,"Eucalypt Variations",100.25284,41.91279,-0.05087,-0.02127
"1456","Dry Tropics","Black","Crystal Creek","remnant_2001",239.19388,"Eucalypt Variations",100.237,41.90617,-0.01584,-0.00662
"1457","Dry Tropics","Black","Crystal Creek","remnant_2003",239.19388,"Eucalypt Variations",100.11043,41.85326,-0.12656,-0.05291
"1458","Dry Tropics","Black","Crystal Creek","remnant_2005",239.19388,"Eucalypt Variations",100.04245,41.82484,-0.06798,-0.02842
"1459","Dry Tropics","Black","Crystal Creek","remnant_2006",239.19388,"Eucalypt Variations",100.03921,41.82348,-0.00325,-0.00136
"1460","Dry Tropics","Black","Crystal Creek","remnant_2006b",239.19388,"Eucalypt Variations",100.03921,41.82348,0,0
"1461","Dry Tropics","Black","Crystal Creek","remnant_2007",239.19388,"Eucalypt Variations",100.0194,41.8152,-0.01981,-0.00828
"1462","Dry Tropics","Black","Crystal Creek","remnant_2009",239.19388,"Eucalypt Variations",100.0194,41.8152,0,0
"1463","Dry Tropics","Black","Crystal Creek","remnant_2011",239.19388,"Eucalypt Variations",99.91965,41.7735,-0.09975,-0.0417
"1464","Dry Tropics","Black","Crystal Creek","remnant_2013",239.19388,"Eucalypt Variations",99.91746,41.77258,-0.00219,-0.00092
"1465","Dry Tropics","Black","Crystal Creek","remnant_2015",239.19388,"Eucalypt Variations",99.81126,41.72818,-0.1062,-0.0444
"1466","Dry Tropics","Black","Crystal Creek","remnant_2017",239.19388,"Eucalypt Variations",99.76685,41.70962,-0.04441,-0.01857
"1467","Dry Tropics","Black","Crystal Creek","remnant_2019",239.19388,"Eucalypt Variations",99.72687,41.6929,-0.03998,-0.01672
"1468","Dry Tropics","Black","Crystal Creek","remnant_2021",239.19388,"Eucalypt Variations",99.32858,41.52639,-0.39829,-0.16651
"1469","Dry Tropics","Black","Crystal Creek","pre_clear",239.19389,"Mangroves and Saltmarshes",2.4397,1.01997,0,0
"1470","Dry Tropics","Black","Crystal Creek","remnant_1997",239.19388,"Mangroves and Saltmarshes",2.37329,0.9922,-0.06641,-0.02776
"1471","Dry Tropics","Black","Crystal Creek","remnant_1999",239.19388,"Mangroves and Saltmarshes",2.37329,0.9922,0,0
"1472","Dry Tropics","Black","Crystal Creek","remnant_2000",239.19388,"Mangroves and Saltmarshes",2.37329,0.9922,0,0
"1473","Dry Tropics","Black","Crystal Creek","remnant_2001",239.19388,"Mangroves and Saltmarshes",2.37329,0.9922,0,0
"1474","Dry Tropics","Black","Crystal Creek","remnant_2003",239.19388,"Mangroves and Saltmarshes",2.37329,0.9922,0,0
"1475","Dry Tropics","Black","Crystal Creek","remnant_2005",239.19388,"Mangroves and Saltmarshes",2.36435,0.98847,-0.00894,-0.00374
"1476","Dry Tropics","Black","Crystal Creek","remnant_2006",239.19388,"Mangroves and Saltmarshes",2.36435,0.98847,0,0
"1477","Dry Tropics","Black","Crystal Creek","remnant_2006b",239.19388,"Mangroves and Saltmarshes",2.36435,0.98847,0,0
"1478","Dry Tropics","Black","Crystal Creek","remnant_2007",239.19388,"Mangroves and Saltmarshes",2.33814,0.97751,-0.02621,-0.01096
"1479","Dry Tropics","Black","Crystal Creek","remnant_2009",239.19388,"Mangroves and Saltmarshes",2.33814,0.97751,0,0
"1480","Dry Tropics","Black","Crystal Creek","remnant_2011",239.19388,"Mangroves and Saltmarshes",2.33814,0.97751,0,0
"1481","Dry Tropics","Black","Crystal Creek","remnant_2013",239.19388,"Mangroves and Saltmarshes",2.33814,0.97751,0,0
"1482","Dry Tropics","Black","Crystal Creek","remnant_2015",239.19388,"Mangroves and Saltmarshes",2.33062,0.97437,-0.00751,-0.00314
"1483","Dry Tropics","Black","Crystal Creek","remnant_2017",239.19388,"Mangroves and Saltmarshes",2.33131,0.97465,0.00069,0.00029
"1484","Dry Tropics","Black","Crystal Creek","remnant_2019",239.19388,"Mangroves and Saltmarshes",2.33131,0.97465,0,0
"1485","Dry Tropics","Black","Crystal Creek","remnant_2021",239.19388,"Mangroves and Saltmarshes",2.29465,0.95933,-0.03666,-0.01533
"1486","Dry Tropics","Black","Crystal Creek","pre_clear",239.19389,"Melaleuca Open Woodlands",28.27562,11.82121,0,0
"1487","Dry Tropics","Black","Crystal Creek","remnant_1997",239.19388,"Melaleuca Open Woodlands",14.51424,6.06798,-13.76138,-5.75323
"1488","Dry Tropics","Black","Crystal Creek","remnant_1999",239.19388,"Melaleuca Open Woodlands",14.4862,6.05626,-0.02805,-0.01173
"1489","Dry Tropics","Black","Crystal Creek","remnant_2000",239.19388,"Melaleuca Open Woodlands",14.09748,5.89375,-0.38871,-0.16251
"1490","Dry Tropics","Black","Crystal Creek","remnant_2001",239.19388,"Melaleuca Open Woodlands",13.9821,5.84551,-0.11538,-0.04824
"1491","Dry Tropics","Black","Crystal Creek","remnant_2003",239.19388,"Melaleuca Open Woodlands",13.95996,5.83625,-0.02214,-0.00926
"1492","Dry Tropics","Black","Crystal Creek","remnant_2005",239.19388,"Melaleuca Open Woodlands",13.95996,5.83625,0,0
"1493","Dry Tropics","Black","Crystal Creek","remnant_2006",239.19388,"Melaleuca Open Woodlands",13.95996,5.83625,0,0
"1494","Dry Tropics","Black","Crystal Creek","remnant_2006b",239.19388,"Melaleuca Open Woodlands",13.95996,5.83625,0,0
"1495","Dry Tropics","Black","Crystal Creek","remnant_2007",239.19388,"Melaleuca Open Woodlands",13.95996,5.83625,0,0
"1496","Dry Tropics","Black","Crystal Creek","remnant_2009",239.19388,"Melaleuca Open Woodlands",13.95996,5.83625,0,0
"1497","Dry Tropics","Black","Crystal Creek","remnant_2011",239.19388,"Melaleuca Open Woodlands",13.92715,5.82253,-0.03281,-0.01372
"1498","Dry Tropics","Black","Crystal Creek","remnant_2013",239.19388,"Melaleuca Open Woodlands",13.906,5.81369,-0.02114,-0.00884
"1499","Dry Tropics","Black","Crystal Creek","remnant_2015",239.19388,"Melaleuca Open Woodlands",13.88888,5.80653,-0.01712,-0.00716
"1500","Dry Tropics","Black","Crystal Creek","remnant_2017",239.19388,"Melaleuca Open Woodlands",13.88887,5.80653,0,0
"1501","Dry Tropics","Black","Crystal Creek","remnant_2019",239.19388,"Melaleuca Open Woodlands",13.87729,5.80169,-0.01159,-0.00484
"1502","Dry Tropics","Black","Crystal Creek","remnant_2021",239.19388,"Melaleuca Open Woodlands",14.15775,5.91894,0.28046,0.11725
"1503","Dry Tropics","Black","Crystal Creek","pre_clear",239.19389,"Non-Remnant Vegetation",0,0,0,0
"1504","Dry Tropics","Black","Crystal Creek","remnant_1997",239.19388,"Non-Remnant Vegetation",39.85657,16.66287,39.85657,16.66287
"1505","Dry Tropics","Black","Crystal Creek","remnant_1999",239.19388,"Non-Remnant Vegetation",39.88462,16.6746,0.02805,0.01173
"1506","Dry Tropics","Black","Crystal Creek","remnant_2000",239.19388,"Non-Remnant Vegetation",40.32421,16.85838,0.43959,0.18378
"1507","Dry Tropics","Black","Crystal Creek","remnant_2001",239.19388,"Non-Remnant Vegetation",40.45543,16.91324,0.13122,0.05486
"1508","Dry Tropics","Black","Crystal Creek","remnant_2003",239.19388,"Non-Remnant Vegetation",40.60413,16.97541,0.1487,0.06217
"1509","Dry Tropics","Black","Crystal Creek","remnant_2005",239.19388,"Non-Remnant Vegetation",40.68106,17.00756,0.07692,0.03216
"1510","Dry Tropics","Black","Crystal Creek","remnant_2006",239.19388,"Non-Remnant Vegetation",40.6843,17.00892,0.00324,0.00136
"1511","Dry Tropics","Black","Crystal Creek","remnant_2006b",239.19388,"Non-Remnant Vegetation",40.6843,17.00892,0,0
"1512","Dry Tropics","Black","Crystal Creek","remnant_2007",239.19388,"Non-Remnant Vegetation",40.73032,17.02816,0.04602,0.01924
"1513","Dry Tropics","Black","Crystal Creek","remnant_2009",239.19388,"Non-Remnant Vegetation",40.73032,17.02816,0,0
"1514","Dry Tropics","Black","Crystal Creek","remnant_2011",239.19388,"Non-Remnant Vegetation",40.86288,17.08358,0.13256,0.05542
"1515","Dry Tropics","Black","Crystal Creek","remnant_2013",239.19388,"Non-Remnant Vegetation",40.88622,17.09334,0.02333,0.00976
"1516","Dry Tropics","Black","Crystal Creek","remnant_2015",239.19388,"Non-Remnant Vegetation",41.02092,17.14965,0.1347,0.05631
"1517","Dry Tropics","Black","Crystal Creek","remnant_2017",239.19388,"Non-Remnant Vegetation",41.06464,17.16793,0.04373,0.01828
"1518","Dry Tropics","Black","Crystal Creek","remnant_2019",239.19388,"Non-Remnant Vegetation",41.11621,17.18949,0.05157,0.02156
"1519","Dry Tropics","Black","Crystal Creek","remnant_2021",239.19388,"Non-Remnant Vegetation",41.24826,17.2447,0.13205,0.0552
"1520","Dry Tropics","Black","Crystal Creek","pre_clear",239.19389,"Other Coastal Communities",10.31781,4.31358,0,0
"1521","Dry Tropics","Black","Crystal Creek","remnant_1997",239.19388,"Other Coastal Communities",10.21795,4.27183,-0.09986,-0.04175
"1522","Dry Tropics","Black","Crystal Creek","remnant_1999",239.19388,"Other Coastal Communities",10.21795,4.27183,0,0
"1523","Dry Tropics","Black","Crystal Creek","remnant_2000",239.19388,"Other Coastal Communities",10.21795,4.27183,0,0
"1524","Dry Tropics","Black","Crystal Creek","remnant_2001",239.19388,"Other Coastal Communities",10.21795,4.27183,0,0
"1525","Dry Tropics","Black","Crystal Creek","remnant_2003",239.19388,"Other Coastal Communities",10.21795,4.27183,0,0
"1526","Dry Tropics","Black","Crystal Creek","remnant_2005",239.19388,"Other Coastal Communities",10.21795,4.27183,0,0
"1527","Dry Tropics","Black","Crystal Creek","remnant_2006",239.19388,"Other Coastal Communities",10.21795,4.27183,0,0
"1528","Dry Tropics","Black","Crystal Creek","remnant_2006b",239.19388,"Other Coastal Communities",10.21795,4.27183,0,0
"1529","Dry Tropics","Black","Crystal Creek","remnant_2007",239.19388,"Other Coastal Communities",10.21795,4.27183,0,0
"1530","Dry Tropics","Black","Crystal Creek","remnant_2009",239.19388,"Other Coastal Communities",10.21795,4.27183,0,0
"1531","Dry Tropics","Black","Crystal Creek","remnant_2011",239.19388,"Other Coastal Communities",10.21795,4.27183,0,0
"1532","Dry Tropics","Black","Crystal Creek","remnant_2013",239.19388,"Other Coastal Communities",10.21795,4.27183,0,0
"1533","Dry Tropics","Black","Crystal Creek","remnant_2015",239.19388,"Other Coastal Communities",10.21845,4.27204,0.0005,0.00021
"1534","Dry Tropics","Black","Crystal Creek","remnant_2017",239.19388,"Other Coastal Communities",10.21845,4.27204,0,0
"1535","Dry Tropics","Black","Crystal Creek","remnant_2019",239.19388,"Other Coastal Communities",10.21845,4.27204,0,0
"1536","Dry Tropics","Black","Crystal Creek","remnant_2021",239.19388,"Other Coastal Communities",10.24312,4.28235,0.02466,0.01031
"1537","Dry Tropics","Black","Crystal Creek","remnant_1997",239.19388,"Plantation",0.1226,0.05126,0,0
"1538","Dry Tropics","Black","Crystal Creek","remnant_1999",239.19388,"Plantation",0.1226,0.05126,0,0
"1539","Dry Tropics","Black","Crystal Creek","remnant_2000",239.19388,"Plantation",0.1226,0.05126,0,0
"1540","Dry Tropics","Black","Crystal Creek","remnant_2001",239.19388,"Plantation",0.1226,0.05126,0,0
"1541","Dry Tropics","Black","Crystal Creek","remnant_2003",239.19388,"Plantation",0.1226,0.05126,0,0
"1542","Dry Tropics","Black","Crystal Creek","remnant_2005",239.19388,"Plantation",0.1226,0.05126,0,0
"1543","Dry Tropics","Black","Crystal Creek","remnant_2006",239.19388,"Plantation",0.1226,0.05126,0,0
"1544","Dry Tropics","Black","Crystal Creek","remnant_2006b",239.19388,"Plantation",0.1226,0.05126,0,0
"1545","Dry Tropics","Black","Crystal Creek","remnant_2007",239.19388,"Plantation",0.1226,0.05126,0,0
"1546","Dry Tropics","Black","Crystal Creek","remnant_2009",239.19388,"Plantation",0.1226,0.05126,0,0
"1547","Dry Tropics","Black","Crystal Creek","remnant_2011",239.19388,"Plantation",0.1226,0.05126,0,0
"1548","Dry Tropics","Black","Crystal Creek","remnant_2013",239.19388,"Plantation",0.1226,0.05126,0,0
"1549","Dry Tropics","Black","Crystal Creek","remnant_2015",239.19388,"Plantation",0.1226,0.05126,0,0
"1550","Dry Tropics","Black","Crystal Creek","remnant_2017",239.19388,"Plantation",0.1226,0.05126,0,0
"1551","Dry Tropics","Black","Crystal Creek","remnant_2019",239.19388,"Plantation",0.1226,0.05126,0,0
"1552","Dry Tropics","Black","Crystal Creek","remnant_2021",239.19388,"Plantation",0.13643,0.05704,0.01382,0.00578
"1553","Dry Tropics","Black","Crystal Creek","pre_clear",239.19389,"Rainforest and Scrubs",72.46852,30.29698,0,0
"1554","Dry Tropics","Black","Crystal Creek","remnant_1997",239.19388,"Rainforest and Scrubs",71.39927,29.84996,-1.06925,-0.44702
"1555","Dry Tropics","Black","Crystal Creek","remnant_1999",239.19388,"Rainforest and Scrubs",71.39927,29.84996,0,0
"1556","Dry Tropics","Black","Crystal Creek","remnant_2000",239.19388,"Rainforest and Scrubs",71.39927,29.84996,0,0
"1557","Dry Tropics","Black","Crystal Creek","remnant_2001",239.19388,"Rainforest and Scrubs",71.39927,29.84996,0,0
"1558","Dry Tropics","Black","Crystal Creek","remnant_2003",239.19388,"Rainforest and Scrubs",71.39927,29.84996,0,0
"1559","Dry Tropics","Black","Crystal Creek","remnant_2005",239.19388,"Rainforest and Scrubs",71.39927,29.84996,0,0
"1560","Dry Tropics","Black","Crystal Creek","remnant_2006",239.19388,"Rainforest and Scrubs",71.39927,29.84996,0,0
"1561","Dry Tropics","Black","Crystal Creek","remnant_2006b",239.19388,"Rainforest and Scrubs",71.39927,29.84996,0,0
"1562","Dry Tropics","Black","Crystal Creek","remnant_2007",239.19388,"Rainforest and Scrubs",71.39927,29.84996,0,0
"1563","Dry Tropics","Black","Crystal Creek","remnant_2009",239.19388,"Rainforest and Scrubs",71.39927,29.84996,0,0
"1564","Dry Tropics","Black","Crystal Creek","remnant_2011",239.19388,"Rainforest and Scrubs",71.39927,29.84996,0,0
"1565","Dry Tropics","Black","Crystal Creek","remnant_2013",239.19388,"Rainforest and Scrubs",71.39927,29.84996,0,0
"1566","Dry Tropics","Black","Crystal Creek","remnant_2015",239.19388,"Rainforest and Scrubs",71.39491,29.84813,-0.00437,-0.00183
"1567","Dry Tropics","Black","Crystal Creek","remnant_2017",239.19388,"Rainforest and Scrubs",71.39491,29.84813,0,0
"1568","Dry Tropics","Black","Crystal Creek","remnant_2019",239.19388,"Rainforest and Scrubs",71.39491,29.84813,0,0
"1569","Dry Tropics","Black","Crystal Creek","remnant_2021",239.19388,"Rainforest and Scrubs",71.37636,29.84038,-0.01854,-0.00775
"1570","Dry Tropics","Black","Crystal Creek","pre_clear",239.19389,"Tussock Grasslands",0.00678,0.00283,0,0
"1571","Dry Tropics","Black","Crystal Creek","remnant_1997",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1572","Dry Tropics","Black","Crystal Creek","remnant_1999",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1573","Dry Tropics","Black","Crystal Creek","remnant_2000",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1574","Dry Tropics","Black","Crystal Creek","remnant_2001",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1575","Dry Tropics","Black","Crystal Creek","remnant_2003",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1576","Dry Tropics","Black","Crystal Creek","remnant_2005",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1577","Dry Tropics","Black","Crystal Creek","remnant_2006",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1578","Dry Tropics","Black","Crystal Creek","remnant_2006b",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1579","Dry Tropics","Black","Crystal Creek","remnant_2007",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1580","Dry Tropics","Black","Crystal Creek","remnant_2009",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1581","Dry Tropics","Black","Crystal Creek","remnant_2011",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1582","Dry Tropics","Black","Crystal Creek","remnant_2013",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1583","Dry Tropics","Black","Crystal Creek","remnant_2015",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1584","Dry Tropics","Black","Crystal Creek","remnant_2017",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1585","Dry Tropics","Black","Crystal Creek","remnant_2019",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1586","Dry Tropics","Black","Crystal Creek","remnant_2021",239.19388,"Tussock Grasslands",0.00678,0.00283,0,0
"1587","Dry Tropics","Black","Crystal Creek","pre_clear",239.19389,"Water",0.3696,0.15452,0,0
"1588","Dry Tropics","Black","Crystal Creek","remnant_1997",239.19388,"Water",0.36859,0.1541,-0.00101,-0.00042
"1589","Dry Tropics","Black","Crystal Creek","remnant_1999",239.19388,"Water",0.36859,0.1541,0,0
"1590","Dry Tropics","Black","Crystal Creek","remnant_2000",239.19388,"Water",0.36859,0.1541,0,0
"1591","Dry Tropics","Black","Crystal Creek","remnant_2001",239.19388,"Water",0.36859,0.1541,0,0
"1592","Dry Tropics","Black","Crystal Creek","remnant_2003",239.19388,"Water",0.36859,0.1541,0,0
"1593","Dry Tropics","Black","Crystal Creek","remnant_2005",239.19388,"Water",0.36859,0.1541,0,0
"1594","Dry Tropics","Black","Crystal Creek","remnant_2006",239.19388,"Water",0.36859,0.1541,0,0
"1595","Dry Tropics","Black","Crystal Creek","remnant_2006b",239.19388,"Water",0.36859,0.1541,0,0
"1596","Dry Tropics","Black","Crystal Creek","remnant_2007",239.19388,"Water",0.36859,0.1541,0,0
"1597","Dry Tropics","Black","Crystal Creek","remnant_2009",239.19388,"Water",0.36859,0.1541,0,0
"1598","Dry Tropics","Black","Crystal Creek","remnant_2011",239.19388,"Water",0.36859,0.1541,0,0
"1599","Dry Tropics","Black","Crystal Creek","remnant_2013",239.19388,"Water",0.36859,0.1541,0,0
"1600","Dry Tropics","Black","Crystal Creek","remnant_2015",239.19388,"Water",0.36859,0.1541,0,0
"1601","Dry Tropics","Black","Crystal Creek","remnant_2017",239.19388,"Water",0.36859,0.1541,0,0
"1602","Dry Tropics","Black","Crystal Creek","remnant_2019",239.19388,"Water",0.36859,0.1541,0,0
"1603","Dry Tropics","Black","Crystal Creek","remnant_2021",239.19388,"Water",0.36789,0.1538,-0.00071,-0.0003
"1604","Dry Tropics","Black","Crystal Creek","pre_clear",239.19389,"Wetlands",0.03408,0.01425,0,0
"1605","Dry Tropics","Black","Crystal Creek","remnant_1997",239.19388,"Wetlands",0.03087,0.01291,-0.00321,-0.00134
"1606","Dry Tropics","Black","Crystal Creek","remnant_1999",239.19388,"Wetlands",0.03087,0.01291,0,0
"1607","Dry Tropics","Black","Crystal Creek","remnant_2000",239.19388,"Wetlands",0.03087,0.01291,0,0
"1608","Dry Tropics","Black","Crystal Creek","remnant_2001",239.19388,"Wetlands",0.03087,0.01291,0,0
"1609","Dry Tropics","Black","Crystal Creek","remnant_2003",239.19388,"Wetlands",0.03087,0.01291,0,0
"1610","Dry Tropics","Black","Crystal Creek","remnant_2005",239.19388,"Wetlands",0.03087,0.01291,0,0
"1611","Dry Tropics","Black","Crystal Creek","remnant_2006",239.19388,"Wetlands",0.03087,0.01291,0,0
"1612","Dry Tropics","Black","Crystal Creek","remnant_2006b",239.19388,"Wetlands",0.03087,0.01291,0,0
"1613","Dry Tropics","Black","Crystal Creek","remnant_2007",239.19388,"Wetlands",0.03087,0.01291,0,0
"1614","Dry Tropics","Black","Crystal Creek","remnant_2009",239.19388,"Wetlands",0.03087,0.01291,0,0
"1615","Dry Tropics","Black","Crystal Creek","remnant_2011",239.19388,"Wetlands",0.03087,0.01291,0,0
"1616","Dry Tropics","Black","Crystal Creek","remnant_2013",239.19388,"Wetlands",0.03087,0.01291,0,0
"1617","Dry Tropics","Black","Crystal Creek","remnant_2015",239.19388,"Wetlands",0.03087,0.01291,0,0
"1618","Dry Tropics","Black","Crystal Creek","remnant_2017",239.19388,"Wetlands",0.03087,0.01291,0,0
"1619","Dry Tropics","Black","Crystal Creek","remnant_2019",239.19388,"Wetlands",0.03087,0.01291,0,0
"1620","Dry Tropics","Black","Crystal Creek","remnant_2021",239.19388,"Wetlands",0.03408,0.01425,0.00321,0.00134
"1621","Wet Tropics","Daintree","Daintree","pre_clear",2105.0472,"Eucalypt Variations",794.47906,37.74163,0,0
"1622","Wet Tropics","Daintree","Daintree","remnant_1997",2105.0472,"Eucalypt Variations",761.90833,36.19436,-32.57073,-1.54727
"1623","Wet Tropics","Daintree","Daintree","remnant_1999",2105.0472,"Eucalypt Variations",761.80845,36.18961,-0.09988,-0.00474
"1624","Wet Tropics","Daintree","Daintree","remnant_2000",2105.0472,"Eucalypt Variations",761.80759,36.18957,-0.00086,-0.00004
"1625","Wet Tropics","Daintree","Daintree","remnant_2001",2105.0472,"Eucalypt Variations",761.80295,36.18935,-0.00464,-0.00022
"1626","Wet Tropics","Daintree","Daintree","remnant_2003",2105.0472,"Eucalypt Variations",761.77239,36.1879,-0.03056,-0.00145
"1627","Wet Tropics","Daintree","Daintree","remnant_2005",2105.0472,"Eucalypt Variations",761.74818,36.18675,-0.02421,-0.00115
"1628","Wet Tropics","Daintree","Daintree","remnant_2006",2105.0472,"Eucalypt Variations",761.73024,36.1859,-0.01794,-0.00085
"1629","Wet Tropics","Daintree","Daintree","remnant_2006b",2105.0472,"Eucalypt Variations",761.73024,36.1859,0,0
"1630","Wet Tropics","Daintree","Daintree","remnant_2007",2105.0472,"Eucalypt Variations",761.72369,36.18559,-0.00656,-0.00031
"1631","Wet Tropics","Daintree","Daintree","remnant_2009",2105.0472,"Eucalypt Variations",761.69698,36.18432,-0.0267,-0.00127
"1632","Wet Tropics","Daintree","Daintree","remnant_2011",2105.0472,"Eucalypt Variations",761.62587,36.18094,-0.07112,-0.00338
"1633","Wet Tropics","Daintree","Daintree","remnant_2013",2105.0472,"Eucalypt Variations",761.58431,36.17897,-0.04155,-0.00197
"1634","Wet Tropics","Daintree","Daintree","remnant_2015",2105.0472,"Eucalypt Variations",761.54584,36.17714,-0.03847,-0.00183
"1635","Wet Tropics","Daintree","Daintree","remnant_2017",2105.0472,"Eucalypt Variations",761.24204,36.16271,-0.3038,-0.01443
