"region","basin","sub_basin","year","total_surveyed_area","vegetation","area","veg_percent_of_total_area","y_on_y_veg_area_change","y_on_y_veg_percent_change","standardised_score"
"Dry Tropics","Black","Crystal Creek","remnant_2019",7.83984,"Saltmarshes",16.7,2.13178,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2021",7.83984,"Saltmarshes",16.9,2.16025,0.2,1.34,81
"Dry Tropics","Black","Crystal Creek","pre_clear",7.83984,"Water",119,15.18318,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_1997",7.83984,"Water",118.9,15.17229,-0.1,-0.07,66
"Dry Tropics","Black","Crystal Creek","remnant_1999",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2000",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2001",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2003",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2005",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2006",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2006b",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2007",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2009",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2011",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2013",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2015",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2017",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2019",7.83984,"Water",118.9,15.17229,0,0,80
"Dry Tropics","Black","Crystal Creek","remnant_2021",7.83984,"Water",118.9,15.16132,-0.1,-0.07,66
"Wet Tropics","Daintree","Daintree","pre_clear",60.19344,"Mangroves",3253.6,54.05303,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_1997",60.19344,"Mangroves",3200.4,53.16864,-53.2,-1.64,31
"Wet Tropics","Daintree","Daintree","remnant_1999",60.19344,"Mangroves",3200.4,53.16864,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2000",60.19344,"Mangroves",3200.4,53.16864,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2001",60.19344,"Mangroves",3200.4,53.16864,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2003",60.19344,"Mangroves",3200.4,53.16864,0,0,81
"Wet Tropics","Daintree","Daintree","remnant_2005",60.19344,"Mangroves",3200.2,53.16535,-0.2,-0.01,79
"Wet Tropics","Daintree","Daintree","remnant_2006",60.19344,"Mangroves",3200.4,53.16864,0.2,0.01,81
"Wet Tropics","Daintree","Daintree","remnant_2006b",60.19344,"Mangroves",3200.4,53.16864,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2007",60.19344,"Mangroves",3200.4,53.16864,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2009",60.19344,"Mangroves",3200.4,53.16884,0,0,81
"Wet Tropics","Daintree","Daintree","remnant_2011",60.19344,"Mangroves",3200.4,53.16884,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2013",60.19344,"Mangroves",3200.4,53.16884,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2015",60.19344,"Mangroves",3200.4,53.16884,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2017",60.19344,"Mangroves",3200.4,53.16884,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2019",60.19344,"Mangroves",3200.4,53.16884,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2021",60.19344,"Mangroves",3203.8,53.22581,3.4,0.11,81
"Wet Tropics","Daintree","Daintree","pre_clear",60.19344,"Mangroves and Saltmarshes Combined",3318.8,55.13541,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_1997",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12922,-60.6,-1.82,30
"Wet Tropics","Daintree","Daintree","remnant_1999",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12922,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2000",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12922,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2001",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12922,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2003",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12922,0,0,81
"Wet Tropics","Daintree","Daintree","remnant_2005",60.19344,"Mangroves and Saltmarshes Combined",3258,54.12593,-0.2,-0.01,79
"Wet Tropics","Daintree","Daintree","remnant_2006",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12922,0.2,0.01,81
"Wet Tropics","Daintree","Daintree","remnant_2006b",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12922,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2007",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12922,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2009",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12942,0,0,81
"Wet Tropics","Daintree","Daintree","remnant_2011",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12942,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2013",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12942,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2015",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12942,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2017",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12942,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2019",60.19344,"Mangroves and Saltmarshes Combined",3258.2,54.12942,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2021",60.19344,"Mangroves and Saltmarshes Combined",3261.1,54.17741,2.9,0.09,81
"Wet Tropics","Daintree","Daintree","pre_clear",60.19344,"Non-Remnant Vegetation",0,0,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_1997",60.19344,"Non-Remnant Vegetation",588.2,9.77164,588.2,100,99
"Wet Tropics","Daintree","Daintree","remnant_1999",60.19344,"Non-Remnant Vegetation",591.6,9.82805,3.4,0.58,81
"Wet Tropics","Daintree","Daintree","remnant_2000",60.19344,"Non-Remnant Vegetation",591.6,9.82805,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2001",60.19344,"Non-Remnant Vegetation",591.6,9.82805,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2003",60.19344,"Non-Remnant Vegetation",591.7,9.82963,0.1,0.02,81
"Wet Tropics","Daintree","Daintree","remnant_2005",60.19344,"Non-Remnant Vegetation",592.6,9.84456,0.9,0.15,81
"Wet Tropics","Daintree","Daintree","remnant_2006",60.19344,"Non-Remnant Vegetation",592.4,9.84127,-0.2,-0.03,74
"Wet Tropics","Daintree","Daintree","remnant_2006b",60.19344,"Non-Remnant Vegetation",592.4,9.84127,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2007",60.19344,"Non-Remnant Vegetation",592.4,9.84127,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2009",60.19344,"Non-Remnant Vegetation",593.5,9.86002,1.1,0.19,81
"Wet Tropics","Daintree","Daintree","remnant_2011",60.19344,"Non-Remnant Vegetation",593.5,9.86002,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2013",60.19344,"Non-Remnant Vegetation",593.5,9.86002,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2015",60.19344,"Non-Remnant Vegetation",593.5,9.86002,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2017",60.19344,"Non-Remnant Vegetation",593.5,9.86002,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2019",60.19344,"Non-Remnant Vegetation",593.5,9.86002,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2021",60.19344,"Non-Remnant Vegetation",598.5,9.94215,4.9,0.83,81
"Wet Tropics","Daintree","Daintree","pre_clear",60.19344,"Other Vegetation",1787.4,29.69444,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_1997",60.19344,"Other Vegetation",1260.5,20.94122,-526.9,-29.48,15
"Wet Tropics","Daintree","Daintree","remnant_1999",60.19344,"Other Vegetation",1257.1,20.88482,-3.4,-0.27,52
"Wet Tropics","Daintree","Daintree","remnant_2000",60.19344,"Other Vegetation",1257.1,20.88482,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2001",60.19344,"Other Vegetation",1257.1,20.88482,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2003",60.19344,"Other Vegetation",1257,20.88323,-0.1,-0.01,79
"Wet Tropics","Daintree","Daintree","remnant_2005",60.19344,"Other Vegetation",1256.3,20.8716,-0.7,-0.06,69
"Wet Tropics","Daintree","Daintree","remnant_2006",60.19344,"Other Vegetation",1256.3,20.8716,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2006b",60.19344,"Other Vegetation",1256.3,20.8716,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2007",60.19344,"Other Vegetation",1256.3,20.8716,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2009",60.19344,"Other Vegetation",1255.2,20.85265,-1.1,-0.09,62
"Wet Tropics","Daintree","Daintree","remnant_2011",60.19344,"Other Vegetation",1255.2,20.85265,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2013",60.19344,"Other Vegetation",1255.2,20.85265,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2015",60.19344,"Other Vegetation",1255.2,20.85265,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2017",60.19344,"Other Vegetation",1255.2,20.85265,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2019",60.19344,"Other Vegetation",1255.2,20.85265,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2021",60.19344,"Other Vegetation",1247.8,20.73041,-7.4,-0.59,40
"Wet Tropics","Daintree","Daintree","pre_clear",60.19344,"Saltmarshes",65.2,1.08238,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_1997",60.19344,"Saltmarshes",57.8,0.96058,-7.3,-11.25,19
"Wet Tropics","Daintree","Daintree","remnant_1999",60.19344,"Saltmarshes",57.8,0.96058,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2000",60.19344,"Saltmarshes",57.8,0.96058,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2001",60.19344,"Saltmarshes",57.8,0.96058,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2003",60.19344,"Saltmarshes",57.8,0.96058,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2005",60.19344,"Saltmarshes",57.8,0.96058,0,0,81
"Wet Tropics","Daintree","Daintree","remnant_2006",60.19344,"Saltmarshes",57.8,0.96058,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2006b",60.19344,"Saltmarshes",57.8,0.96058,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2007",60.19344,"Saltmarshes",57.8,0.96058,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2009",60.19344,"Saltmarshes",57.8,0.96058,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2011",60.19344,"Saltmarshes",57.8,0.96058,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2013",60.19344,"Saltmarshes",57.8,0.96058,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2015",60.19344,"Saltmarshes",57.8,0.96058,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2017",60.19344,"Saltmarshes",57.8,0.96058,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2019",60.19344,"Saltmarshes",57.8,0.96058,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2021",60.19344,"Saltmarshes",57.3,0.9516,-0.5,-0.94,37
"Wet Tropics","Daintree","Daintree","pre_clear",60.19344,"Water",913.1,15.17015,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_1997",60.19344,"Water",912.4,15.15792,-0.7,-0.08,64
"Wet Tropics","Daintree","Daintree","remnant_1999",60.19344,"Water",912.4,15.15792,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2000",60.19344,"Water",912.4,15.15792,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2001",60.19344,"Water",912.4,15.15792,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2003",60.19344,"Water",912.4,15.15792,0,0,81
"Wet Tropics","Daintree","Daintree","remnant_2005",60.19344,"Water",912.4,15.15792,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2006",60.19344,"Water",912.4,15.15792,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2006b",60.19344,"Water",912.4,15.15792,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2007",60.19344,"Water",912.4,15.15792,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2009",60.19344,"Water",912.4,15.15792,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2011",60.19344,"Water",912.4,15.15792,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2013",60.19344,"Water",912.4,15.15792,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2015",60.19344,"Water",912.4,15.15792,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2017",60.19344,"Water",912.4,15.15792,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2019",60.19344,"Water",912.4,15.15792,0,0,80
"Wet Tropics","Daintree","Daintree","remnant_2021",60.19344,"Water",911.9,15.15003,-0.5,-0.05,70
"Mackay Whitsunday Isaac","Don","Don","pre_clear",260.29493,"Mangroves",8198.7,31.49762,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_1997",260.29493,"Mangroves",8267.2,31.76107,68.6,0.84,81
"Mackay Whitsunday Isaac","Don","Don","remnant_1999",260.29493,"Mangroves",8248,31.68721,-19.2,-0.23,54
"Mackay Whitsunday Isaac","Don","Don","remnant_2000",260.29493,"Mangroves",8248,31.68721,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2001",260.29493,"Mangroves",8245.4,31.67708,-2.6,-0.03,74
"Mackay Whitsunday Isaac","Don","Don","remnant_2003",260.29493,"Mangroves",8245.4,31.67708,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2005",260.29493,"Mangroves",8245.4,31.67708,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2006",260.29493,"Mangroves",8245.4,31.67708,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2006b",260.29493,"Mangroves",8245.4,31.67708,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2007",260.29493,"Mangroves",8245.4,31.67708,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2009",260.29493,"Mangroves",8245.4,31.67708,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2011",260.29493,"Mangroves",8245.4,31.67708,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2013",260.29493,"Mangroves",8245.4,31.67708,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2015",260.29493,"Mangroves",8245.4,31.67708,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2017",260.29493,"Mangroves",8245.4,31.67706,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2019",260.29493,"Mangroves",8245.4,31.67706,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2021",260.29493,"Mangroves",8245.4,31.67706,0,0,80
"Mackay Whitsunday Isaac","Don","Don","pre_clear",260.29493,"Mangroves and Saltmarshes Combined",19078,73.29382,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_1997",260.29493,"Mangroves and Saltmarshes Combined",18772.9,72.1217,-305.1,-1.6,32
"Mackay Whitsunday Isaac","Don","Don","remnant_1999",260.29493,"Mangroves and Saltmarshes Combined",18739.7,71.99398,-33.2,-0.18,57
"Mackay Whitsunday Isaac","Don","Don","remnant_2000",260.29493,"Mangroves and Saltmarshes Combined",18739.7,71.99398,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2001",260.29493,"Mangroves and Saltmarshes Combined",18737,71.98359,-2.7,-0.01,78
"Mackay Whitsunday Isaac","Don","Don","remnant_2003",260.29493,"Mangroves and Saltmarshes Combined",18737,71.98359,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2005",260.29493,"Mangroves and Saltmarshes Combined",18737,71.98359,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2006",260.29493,"Mangroves and Saltmarshes Combined",18736.7,71.98277,-0.2,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2006b",260.29493,"Mangroves and Saltmarshes Combined",18736.7,71.98277,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2007",260.29493,"Mangroves and Saltmarshes Combined",18736.7,71.98277,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2009",260.29493,"Mangroves and Saltmarshes Combined",18736.7,71.98277,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2011",260.29493,"Mangroves and Saltmarshes Combined",18736.7,71.98277,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2013",260.29493,"Mangroves and Saltmarshes Combined",18736.7,71.98277,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2015",260.29493,"Mangroves and Saltmarshes Combined",18732,71.96437,-4.8,-0.03,75
"Mackay Whitsunday Isaac","Don","Don","remnant_2017",260.29493,"Mangroves and Saltmarshes Combined",18729.7,71.95582,-2.2,-0.01,78
"Mackay Whitsunday Isaac","Don","Don","remnant_2019",260.29493,"Mangroves and Saltmarshes Combined",18729.7,71.95582,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2021",260.29493,"Mangroves and Saltmarshes Combined",18731.2,71.96126,1.4,0.01,81
"Mackay Whitsunday Isaac","Don","Don","pre_clear",260.29493,"Non-Remnant Vegetation",0,0,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_1997",260.29493,"Non-Remnant Vegetation",1085.5,4.17016,1085.5,100,99
"Mackay Whitsunday Isaac","Don","Don","remnant_1999",260.29493,"Non-Remnant Vegetation",1197.7,4.60128,112.2,10.34,82
"Mackay Whitsunday Isaac","Don","Don","remnant_2000",260.29493,"Non-Remnant Vegetation",1199.2,4.60689,1.5,0.12,81
"Mackay Whitsunday Isaac","Don","Don","remnant_2001",260.29493,"Non-Remnant Vegetation",1205.9,4.63292,6.8,0.56,81
"Mackay Whitsunday Isaac","Don","Don","remnant_2003",260.29493,"Non-Remnant Vegetation",1206.8,4.63636,0.9,0.07,81
"Mackay Whitsunday Isaac","Don","Don","remnant_2005",260.29493,"Non-Remnant Vegetation",1206.8,4.63636,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2006",260.29493,"Non-Remnant Vegetation",1210,4.64858,3.2,0.26,81
"Mackay Whitsunday Isaac","Don","Don","remnant_2006b",260.29493,"Non-Remnant Vegetation",1210,4.64858,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2007",260.29493,"Non-Remnant Vegetation",1210,4.64858,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2009",260.29493,"Non-Remnant Vegetation",1210.9,4.65192,0.9,0.07,81
"Mackay Whitsunday Isaac","Don","Don","remnant_2011",260.29493,"Non-Remnant Vegetation",1210.9,4.65192,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2013",260.29493,"Non-Remnant Vegetation",1210.9,4.65192,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2015",260.29493,"Non-Remnant Vegetation",1240.2,4.76472,29.4,2.42,81
"Mackay Whitsunday Isaac","Don","Don","remnant_2017",260.29493,"Non-Remnant Vegetation",1242.5,4.77349,2.3,0.18,81
"Mackay Whitsunday Isaac","Don","Don","remnant_2019",260.29493,"Non-Remnant Vegetation",1243.5,4.77735,1,0.08,81
"Mackay Whitsunday Isaac","Don","Don","remnant_2021",260.29493,"Non-Remnant Vegetation",1243.5,4.77735,0,0,80
"Mackay Whitsunday Isaac","Don","Don","pre_clear",260.29493,"Other Vegetation",5048.3,19.39458,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_1997",260.29493,"Other Vegetation",4464.2,17.15056,-584.1,-11.57,19
"Mackay Whitsunday Isaac","Don","Don","remnant_1999",260.29493,"Other Vegetation",4385.2,16.84717,-79,-1.77,30
"Mackay Whitsunday Isaac","Don","Don","remnant_2000",260.29493,"Other Vegetation",4383.8,16.84155,-1.5,-0.03,74
"Mackay Whitsunday Isaac","Don","Don","remnant_2001",260.29493,"Other Vegetation",4379.7,16.82592,-4.1,-0.09,62
"Mackay Whitsunday Isaac","Don","Don","remnant_2003",260.29493,"Other Vegetation",4378.8,16.82247,-0.9,-0.02,76
"Mackay Whitsunday Isaac","Don","Don","remnant_2005",260.29493,"Other Vegetation",4378.8,16.82247,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2006",260.29493,"Other Vegetation",4375.8,16.81108,-3,-0.07,67
"Mackay Whitsunday Isaac","Don","Don","remnant_2006b",260.29493,"Other Vegetation",4375.8,16.81108,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2007",260.29493,"Other Vegetation",4375.8,16.81108,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2009",260.29493,"Other Vegetation",4375,16.80774,-0.9,-0.02,76
"Mackay Whitsunday Isaac","Don","Don","remnant_2011",260.29493,"Other Vegetation",4375,16.80774,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2013",260.29493,"Other Vegetation",4375,16.80774,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2015",260.29493,"Other Vegetation",4350.4,16.71334,-24.6,-0.56,40
"Mackay Whitsunday Isaac","Don","Don","remnant_2017",260.29493,"Other Vegetation",4350.3,16.71311,-0.1,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2019",260.29493,"Other Vegetation",4349.3,16.70925,-1,-0.02,76
"Mackay Whitsunday Isaac","Don","Don","remnant_2021",260.29493,"Other Vegetation",4347.9,16.70381,-1.4,-0.03,74
"Mackay Whitsunday Isaac","Don","Don","pre_clear",260.29493,"Saltmarshes",10879.3,41.7962,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_1997",260.29493,"Saltmarshes",10505.7,40.36063,-373.7,-3.43,20
"Mackay Whitsunday Isaac","Don","Don","remnant_1999",260.29493,"Saltmarshes",10491.6,40.30677,-14,-0.13,59
"Mackay Whitsunday Isaac","Don","Don","remnant_2000",260.29493,"Saltmarshes",10491.6,40.30677,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2001",260.29493,"Saltmarshes",10491.6,40.30651,-0.1,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2003",260.29493,"Saltmarshes",10491.6,40.30651,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2005",260.29493,"Saltmarshes",10491.6,40.30651,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2006",260.29493,"Saltmarshes",10491.4,40.30569,-0.2,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2006b",260.29493,"Saltmarshes",10491.4,40.30569,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2007",260.29493,"Saltmarshes",10491.4,40.30569,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2009",260.29493,"Saltmarshes",10491.4,40.30569,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2011",260.29493,"Saltmarshes",10491.4,40.30569,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2013",260.29493,"Saltmarshes",10491.4,40.30569,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2015",260.29493,"Saltmarshes",10486.6,40.28729,-4.8,-0.05,71
"Mackay Whitsunday Isaac","Don","Don","remnant_2017",260.29493,"Saltmarshes",10484.4,40.27877,-2.2,-0.02,76
"Mackay Whitsunday Isaac","Don","Don","remnant_2019",260.29493,"Saltmarshes",10484.4,40.27877,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2021",260.29493,"Saltmarshes",10485.8,40.28421,1.4,0.01,81
"Mackay Whitsunday Isaac","Don","Don","pre_clear",260.29493,"Water",1903.2,7.3116,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_1997",260.29493,"Water",1706.9,6.55757,-196.3,-10.31,19
"Mackay Whitsunday Isaac","Don","Don","remnant_1999",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2000",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2001",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2003",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2005",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2006",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2006b",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2007",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2009",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2011",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2013",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2015",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2017",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2019",260.29493,"Water",1706.9,6.55757,0,0,80
"Mackay Whitsunday Isaac","Don","Don","remnant_2021",260.29493,"Water",1706.9,6.55757,0,0,80
"Burdekin","Haughton","Haughton","pre_clear",391.33763,"Mangroves",14183.1,36.2427,0,0,80
"Burdekin","Haughton","Haughton","remnant_1997",391.33763,"Mangroves",14525.1,37.11657,342,2.41,81
"Burdekin","Haughton","Haughton","remnant_1999",391.33763,"Mangroves",14521.9,37.10836,-3.2,-0.02,76
"Burdekin","Haughton","Haughton","remnant_2000",391.33763,"Mangroves",14521.9,37.10836,0,0,80
"Burdekin","Haughton","Haughton","remnant_2001",391.33763,"Mangroves",14521.6,37.10766,-0.3,0,80
"Burdekin","Haughton","Haughton","remnant_2003",391.33763,"Mangroves",14521.4,37.10701,-0.3,0,80
"Burdekin","Haughton","Haughton","remnant_2005",391.33763,"Mangroves",14521.4,37.10701,0,0,80
"Burdekin","Haughton","Haughton","remnant_2006",391.33763,"Mangroves",14521.4,37.10701,0,0,80
"Burdekin","Haughton","Haughton","remnant_2006b",391.33763,"Mangroves",14521.4,37.10701,0,0,80
"Burdekin","Haughton","Haughton","remnant_2007",391.33763,"Mangroves",14521.4,37.10701,0,0,80
"Burdekin","Haughton","Haughton","remnant_2009",391.33763,"Mangroves",14521.4,37.10701,0,0,80
"Burdekin","Haughton","Haughton","remnant_2011",391.33763,"Mangroves",14521.4,37.10701,0,0,80
"Burdekin","Haughton","Haughton","remnant_2013",391.33763,"Mangroves",14521.4,37.10701,0,0,80
"Burdekin","Haughton","Haughton","remnant_2015",391.33763,"Mangroves",14521.4,37.10701,0,0,80
