"region","basin","sub_basin","year","total_surveyed_area","vegetation","area","veg_percent_of_total_area","y_on_y_veg_area_change","y_on_y_veg_percent_change","standardised_score"
"Wet Tropics","Mossman","Mossman","remnant_2015",27.10016,"Water",257.2,9.49191,0,0,80
"Wet Tropics","Mossman","Mossman","remnant_2017",27.10016,"Water",257.2,9.49191,0,0,80
"Wet Tropics","Mossman","Mossman","remnant_2019",27.10016,"Water",257.2,9.49191,0,0,80
"Wet Tropics","Mossman","Mossman","remnant_2021",27.14362,"Water",265,9.76219,7.7,3.01,81
"Wet Tropics","Mulgrave","Mulgrave","pre_clear",71.90972,"Mangroves",4228.3,58.79953,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_1997",71.90972,"Mangroves",3923.6,54.56353,-304.6,-7.2,19
"Wet Tropics","Mulgrave","Mulgrave","remnant_1999",71.90972,"Mangroves",3923.6,54.56353,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2000",71.90972,"Mangroves",3923.6,54.56353,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2001",71.90972,"Mangroves",3911,54.38813,-12.6,-0.32,50
"Wet Tropics","Mulgrave","Mulgrave","remnant_2003",71.90972,"Mangroves",3907.4,54.33763,-3.6,-0.09,62
"Wet Tropics","Mulgrave","Mulgrave","remnant_2005",71.90972,"Mangroves",3907.4,54.33763,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2006",71.90972,"Mangroves",3907.4,54.33763,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",71.90972,"Mangroves",3907.4,54.33763,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2007",71.90972,"Mangroves",3907.4,54.33763,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2009",71.90972,"Mangroves",3907.4,54.33763,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2011",71.90972,"Mangroves",3907.4,54.33763,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2013",71.90972,"Mangroves",3906.3,54.32177,-1.1,-0.03,75
"Wet Tropics","Mulgrave","Mulgrave","remnant_2015",71.90972,"Mangroves",3906.3,54.32175,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2017",71.90972,"Mangroves",3906.3,54.32175,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2019",71.90972,"Mangroves",3906.3,54.32175,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2021",71.90972,"Mangroves",3904.1,54.29104,-2.2,-0.06,69
"Wet Tropics","Mulgrave","Mulgrave","pre_clear",71.90972,"Mangroves and Saltmarshes Combined",4640.4,64.53101,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_1997",71.90972,"Mangroves and Saltmarshes Combined",4184.9,58.19694,-455.5,-9.82,19
"Wet Tropics","Mulgrave","Mulgrave","remnant_1999",71.90972,"Mangroves and Saltmarshes Combined",4184.9,58.19694,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2000",71.90972,"Mangroves and Saltmarshes Combined",4184.9,58.19694,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2001",71.90972,"Mangroves and Saltmarshes Combined",4171.7,58.01261,-13.3,-0.32,50
"Wet Tropics","Mulgrave","Mulgrave","remnant_2003",71.90972,"Mangroves and Saltmarshes Combined",4168,57.96211,-3.6,-0.09,63
"Wet Tropics","Mulgrave","Mulgrave","remnant_2005",71.90972,"Mangroves and Saltmarshes Combined",4168,57.96211,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2006",71.90972,"Mangroves and Saltmarshes Combined",4168,57.96211,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",71.90972,"Mangroves and Saltmarshes Combined",4168,57.96211,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2007",71.90972,"Mangroves and Saltmarshes Combined",4168,57.96211,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2009",71.90972,"Mangroves and Saltmarshes Combined",4168,57.96211,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2011",71.90972,"Mangroves and Saltmarshes Combined",4168,57.96211,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2013",71.90972,"Mangroves and Saltmarshes Combined",4166.9,57.94625,-1.1,-0.03,75
"Wet Tropics","Mulgrave","Mulgrave","remnant_2015",71.90972,"Mangroves and Saltmarshes Combined",4166.9,57.94624,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2017",71.90972,"Mangroves and Saltmarshes Combined",4166.9,57.94624,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2019",71.90972,"Mangroves and Saltmarshes Combined",4166.9,57.94624,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2021",71.90972,"Mangroves and Saltmarshes Combined",4165.7,57.92961,-1.2,-0.03,75
"Wet Tropics","Mulgrave","Mulgrave","pre_clear",71.90972,"Non-Remnant Vegetation",0,0,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_1997",71.90972,"Non-Remnant Vegetation",1246.8,17.33884,1246.8,100,99
"Wet Tropics","Mulgrave","Mulgrave","remnant_1999",71.90972,"Non-Remnant Vegetation",1246.8,17.33884,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2000",71.90972,"Non-Remnant Vegetation",1246.8,17.33884,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2001",71.90972,"Non-Remnant Vegetation",1260.1,17.52317,13.3,1.06,81
"Wet Tropics","Mulgrave","Mulgrave","remnant_2003",71.90972,"Non-Remnant Vegetation",1269.6,17.65589,9.5,0.76,81
"Wet Tropics","Mulgrave","Mulgrave","remnant_2005",71.90972,"Non-Remnant Vegetation",1269.6,17.6559,0,0,81
"Wet Tropics","Mulgrave","Mulgrave","remnant_2006",71.90972,"Non-Remnant Vegetation",1269.6,17.65589,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",71.90972,"Non-Remnant Vegetation",1269.6,17.65589,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2007",71.90972,"Non-Remnant Vegetation",1269.6,17.65589,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2009",71.90972,"Non-Remnant Vegetation",1269.6,17.65589,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2011",71.90972,"Non-Remnant Vegetation",1269.6,17.65589,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2013",71.90972,"Non-Remnant Vegetation",1270.8,17.67175,1.1,0.09,81
"Wet Tropics","Mulgrave","Mulgrave","remnant_2015",71.90972,"Non-Remnant Vegetation",1271.2,17.67723,0.4,0.03,81
"Wet Tropics","Mulgrave","Mulgrave","remnant_2017",71.90972,"Non-Remnant Vegetation",1271.2,17.67723,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2019",71.90972,"Non-Remnant Vegetation",1271.2,17.67723,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2021",71.90972,"Non-Remnant Vegetation",1268.7,17.64273,-2.5,-0.2,56
"Wet Tropics","Mulgrave","Mulgrave","pre_clear",71.90972,"Other Vegetation",1215.1,16.89741,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_1997",71.90972,"Other Vegetation",633.6,8.81109,-581.5,-47.86,11
"Wet Tropics","Mulgrave","Mulgrave","remnant_1999",71.90972,"Other Vegetation",633.6,8.81109,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2000",71.90972,"Other Vegetation",633.6,8.81109,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2001",71.90972,"Other Vegetation",633.6,8.81109,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2003",71.90972,"Other Vegetation",627.7,8.72887,-5.9,-0.93,37
"Wet Tropics","Mulgrave","Mulgrave","remnant_2005",71.90972,"Other Vegetation",627.7,8.72887,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2006",71.90972,"Other Vegetation",627.7,8.72887,0,0,81
"Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",71.90972,"Other Vegetation",627.7,8.72887,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2007",71.90972,"Other Vegetation",627.7,8.72887,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2009",71.90972,"Other Vegetation",627.7,8.72887,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2011",71.90972,"Other Vegetation",627.7,8.72887,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2013",71.90972,"Other Vegetation",627.7,8.72887,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2015",71.90972,"Other Vegetation",627.3,8.72341,-0.4,-0.06,68
"Wet Tropics","Mulgrave","Mulgrave","remnant_2017",71.90972,"Other Vegetation",627.3,8.72341,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2019",71.90972,"Other Vegetation",627.3,8.72341,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2021",71.90972,"Other Vegetation",626.9,8.71828,-0.4,-0.06,69
"Wet Tropics","Mulgrave","Mulgrave","pre_clear",71.90972,"Saltmarshes",412.1,5.73148,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_1997",71.90972,"Saltmarshes",261.3,3.63341,-150.9,-36.61,13
"Wet Tropics","Mulgrave","Mulgrave","remnant_1999",71.90972,"Saltmarshes",261.3,3.63341,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2000",71.90972,"Saltmarshes",261.3,3.63341,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2001",71.90972,"Saltmarshes",260.6,3.62449,-0.6,-0.25,53
"Wet Tropics","Mulgrave","Mulgrave","remnant_2003",71.90972,"Saltmarshes",260.6,3.62449,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2005",71.90972,"Saltmarshes",260.6,3.62448,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2006",71.90972,"Saltmarshes",260.6,3.62449,0,0,81
"Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",71.90972,"Saltmarshes",260.6,3.62449,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2007",71.90972,"Saltmarshes",260.6,3.62449,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2009",71.90972,"Saltmarshes",260.6,3.62449,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2011",71.90972,"Saltmarshes",260.6,3.62449,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2013",71.90972,"Saltmarshes",260.6,3.62448,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2015",71.90972,"Saltmarshes",260.6,3.62449,0,0,81
"Wet Tropics","Mulgrave","Mulgrave","remnant_2017",71.90972,"Saltmarshes",260.6,3.62449,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2019",71.90972,"Saltmarshes",260.6,3.62449,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2021",71.90972,"Saltmarshes",261.6,3.63857,1,0.39,81
"Wet Tropics","Mulgrave","Mulgrave","pre_clear",71.90972,"Water",1335.5,18.57158,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_1997",71.90972,"Water",1125.6,15.65312,-209.9,-15.71,18
"Wet Tropics","Mulgrave","Mulgrave","remnant_1999",71.90972,"Water",1125.6,15.65312,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2000",71.90972,"Water",1125.6,15.65312,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2001",71.90972,"Water",1125.6,15.65312,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2003",71.90972,"Water",1125.6,15.65312,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2005",71.90972,"Water",1125.6,15.65312,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2006",71.90972,"Water",1125.6,15.65312,0,0,81
"Wet Tropics","Mulgrave","Mulgrave","remnant_2006b",71.90972,"Water",1125.6,15.65312,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2007",71.90972,"Water",1125.6,15.65312,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2009",71.90972,"Water",1125.6,15.65312,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2011",71.90972,"Water",1125.6,15.65312,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2013",71.90972,"Water",1125.6,15.65312,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2015",71.90972,"Water",1125.6,15.65312,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2017",71.90972,"Water",1125.6,15.65312,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2019",71.90972,"Water",1125.6,15.65312,0,0,80
"Wet Tropics","Mulgrave","Mulgrave","remnant_2021",71.90972,"Water",1129.7,15.70938,4,0.36,81
"Wet Tropics","Murray","Murray","pre_clear",272.72538,"Mangroves",17340.1,63.58088,0,0,80
"Wet Tropics","Murray","Murray","remnant_1997",272.72538,"Mangroves",17336,63.56566,-4.2,-0.02,76
"Wet Tropics","Murray","Murray","remnant_1999",272.72538,"Mangroves",17336.2,63.56647,0.2,0,81
"Wet Tropics","Murray","Murray","remnant_2000",272.72538,"Mangroves",17336.2,63.56669,0.1,0,81
"Wet Tropics","Murray","Murray","remnant_2001",272.72538,"Mangroves",17336.2,63.56669,0,0,80
"Wet Tropics","Murray","Murray","remnant_2003",272.72538,"Mangroves",17336.2,63.56669,0,0,80
"Wet Tropics","Murray","Murray","remnant_2005",272.72538,"Mangroves",17336.2,63.56669,0,0,80
"Wet Tropics","Murray","Murray","remnant_2006",272.72538,"Mangroves",17336.2,63.56669,0,0,80
"Wet Tropics","Murray","Murray","remnant_2006b",272.72538,"Mangroves",17336.2,63.56669,0,0,80
"Wet Tropics","Murray","Murray","remnant_2007",272.72538,"Mangroves",17336.2,63.56669,0,0,80
"Wet Tropics","Murray","Murray","remnant_2009",272.72538,"Mangroves",17336.2,63.56669,0,0,80
"Wet Tropics","Murray","Murray","remnant_2011",272.72538,"Mangroves",17336.2,63.56669,0,0,80
"Wet Tropics","Murray","Murray","remnant_2013",272.72538,"Mangroves",17336.2,63.56669,0,0,80
"Wet Tropics","Murray","Murray","remnant_2015",272.72538,"Mangroves",17336.2,63.56669,0,0,80
"Wet Tropics","Murray","Murray","remnant_2017",272.72538,"Mangroves",17336.1,63.5662,-0.1,0,80
"Wet Tropics","Murray","Murray","remnant_2019",272.72538,"Mangroves",17336.1,63.5662,0,0,80
"Wet Tropics","Murray","Murray","remnant_2021",272.76328,"Mangroves",17257.7,63.26975,-78.5,-0.45,43
"Wet Tropics","Murray","Murray","pre_clear",272.72538,"Mangroves and Saltmarshes Combined",19062.1,69.89476,0,0,80
"Wet Tropics","Murray","Murray","remnant_1997",272.72538,"Mangroves and Saltmarshes Combined",19022,69.7479,-40.1,-0.21,55
"Wet Tropics","Murray","Murray","remnant_1999",272.72538,"Mangroves and Saltmarshes Combined",19022.2,69.74871,0.2,0,81
"Wet Tropics","Murray","Murray","remnant_2000",272.72538,"Mangroves and Saltmarshes Combined",19022,69.74779,-0.3,0,80
"Wet Tropics","Murray","Murray","remnant_2001",272.72538,"Mangroves and Saltmarshes Combined",19022,69.74779,0,0,80
"Wet Tropics","Murray","Murray","remnant_2003",272.72538,"Mangroves and Saltmarshes Combined",19022,69.74779,0,0,80
"Wet Tropics","Murray","Murray","remnant_2005",272.72538,"Mangroves and Saltmarshes Combined",19022,69.74779,0,0,80
"Wet Tropics","Murray","Murray","remnant_2006",272.72538,"Mangroves and Saltmarshes Combined",19022,69.74779,0,0,80
"Wet Tropics","Murray","Murray","remnant_2006b",272.72538,"Mangroves and Saltmarshes Combined",19022,69.74779,0,0,80
"Wet Tropics","Murray","Murray","remnant_2007",272.72538,"Mangroves and Saltmarshes Combined",19022,69.74779,0,0,80
"Wet Tropics","Murray","Murray","remnant_2009",272.72538,"Mangroves and Saltmarshes Combined",19022,69.74779,0,0,80
"Wet Tropics","Murray","Murray","remnant_2011",272.72538,"Mangroves and Saltmarshes Combined",19022,69.74779,0,0,80
"Wet Tropics","Murray","Murray","remnant_2013",272.72538,"Mangroves and Saltmarshes Combined",19022,69.74779,0,0,80
"Wet Tropics","Murray","Murray","remnant_2015",272.72538,"Mangroves and Saltmarshes Combined",19022,69.74785,0,0,81
"Wet Tropics","Murray","Murray","remnant_2017",272.72538,"Mangroves and Saltmarshes Combined",19021.9,69.74737,-0.1,0,80
"Wet Tropics","Murray","Murray","remnant_2019",272.72538,"Mangroves and Saltmarshes Combined",19021.9,69.74737,0,0,80
"Wet Tropics","Murray","Murray","remnant_2021",272.76328,"Mangroves and Saltmarshes Combined",18971.9,69.55428,-50,-0.26,53
"Wet Tropics","Murray","Murray","pre_clear",272.72538,"Non-Remnant Vegetation",0,0,0,0,80
"Wet Tropics","Murray","Murray","remnant_1997",272.72538,"Non-Remnant Vegetation",267,0.97913,267,100,99
"Wet Tropics","Murray","Murray","remnant_1999",272.72538,"Non-Remnant Vegetation",268.3,0.98362,1.2,0.46,81
"Wet Tropics","Murray","Murray","remnant_2000",272.72538,"Non-Remnant Vegetation",288.2,1.05689,20,7.45,82
"Wet Tropics","Murray","Murray","remnant_2001",272.72538,"Non-Remnant Vegetation",288.2,1.05689,0,0,80
"Wet Tropics","Murray","Murray","remnant_2003",272.72538,"Non-Remnant Vegetation",291.7,1.06963,3.5,1.21,81
"Wet Tropics","Murray","Murray","remnant_2005",272.72538,"Non-Remnant Vegetation",291.7,1.06963,0,0,80
"Wet Tropics","Murray","Murray","remnant_2006",272.72538,"Non-Remnant Vegetation",291.7,1.06963,0,0,80
"Wet Tropics","Murray","Murray","remnant_2006b",272.72538,"Non-Remnant Vegetation",291.7,1.06963,0,0,80
"Wet Tropics","Murray","Murray","remnant_2007",272.72538,"Non-Remnant Vegetation",291.7,1.06963,0,0,80
"Wet Tropics","Murray","Murray","remnant_2009",272.72538,"Non-Remnant Vegetation",291.7,1.06963,0,0,80
"Wet Tropics","Murray","Murray","remnant_2011",272.72538,"Non-Remnant Vegetation",292.3,1.07177,0.6,0.2,81
"Wet Tropics","Murray","Murray","remnant_2013",272.72538,"Non-Remnant Vegetation",292.3,1.07177,0,0,80
"Wet Tropics","Murray","Murray","remnant_2015",272.72538,"Non-Remnant Vegetation",292.5,1.07238,0.2,0.06,81
"Wet Tropics","Murray","Murray","remnant_2017",272.72538,"Non-Remnant Vegetation",293.9,1.07772,1.5,0.5,81
"Wet Tropics","Murray","Murray","remnant_2019",272.72538,"Non-Remnant Vegetation",293.9,1.07772,0,0,80
"Wet Tropics","Murray","Murray","remnant_2021",272.76328,"Non-Remnant Vegetation",292.9,1.07397,-1,-0.33,49
"Wet Tropics","Murray","Murray","pre_clear",272.72538,"Other Vegetation",4668.1,17.11643,0,0,80
"Wet Tropics","Murray","Murray","remnant_1997",272.72538,"Other Vegetation",4440,16.28011,-228.1,-4.89,20
"Wet Tropics","Murray","Murray","remnant_1999",272.72538,"Other Vegetation",4438.6,16.27481,-1.4,-0.03,74
"Wet Tropics","Murray","Murray","remnant_2000",272.72538,"Other Vegetation",4418.8,16.20246,-19.7,-0.44,43
"Wet Tropics","Murray","Murray","remnant_2001",272.72538,"Other Vegetation",4418.8,16.20246,0,0,80
"Wet Tropics","Murray","Murray","remnant_2003",272.72538,"Other Vegetation",4415.3,16.18973,-3.5,-0.08,65
"Wet Tropics","Murray","Murray","remnant_2005",272.72538,"Other Vegetation",4415.3,16.18972,0,0,80
"Wet Tropics","Murray","Murray","remnant_2006",272.72538,"Other Vegetation",4415.3,16.18972,0,0,80
"Wet Tropics","Murray","Murray","remnant_2006b",272.72538,"Other Vegetation",4415.3,16.18972,0,0,80
"Wet Tropics","Murray","Murray","remnant_2007",272.72538,"Other Vegetation",4415.3,16.18972,0,0,80
"Wet Tropics","Murray","Murray","remnant_2009",272.72538,"Other Vegetation",4415.3,16.18972,0,0,80
"Wet Tropics","Murray","Murray","remnant_2011",272.72538,"Other Vegetation",4414.8,16.18758,-0.6,-0.01,78
"Wet Tropics","Murray","Murray","remnant_2013",272.72538,"Other Vegetation",4414.8,16.18758,0,0,80
"Wet Tropics","Murray","Murray","remnant_2015",272.72538,"Other Vegetation",4414.6,16.18691,-0.2,0,80
"Wet Tropics","Murray","Murray","remnant_2017",272.72538,"Other Vegetation",4413.3,16.18205,-1.3,-0.03,74
"Wet Tropics","Murray","Murray","remnant_2019",272.72538,"Other Vegetation",4413.3,16.18205,0,0,80
"Wet Tropics","Murray","Murray","remnant_2021",272.76328,"Other Vegetation",4454.9,16.33252,41.7,0.94,81
"Wet Tropics","Murray","Murray","pre_clear",272.72538,"Saltmarshes",1722,6.31388,0,0,80
"Wet Tropics","Murray","Murray","remnant_1997",272.72538,"Saltmarshes",1686.1,6.18224,-35.9,-2.08,28
"Wet Tropics","Murray","Murray","remnant_1999",272.72538,"Saltmarshes",1686.1,6.18224,0,0,80
"Wet Tropics","Murray","Murray","remnant_2000",272.72538,"Saltmarshes",1685.7,6.1811,-0.3,-0.02,77
"Wet Tropics","Murray","Murray","remnant_2001",272.72538,"Saltmarshes",1685.7,6.1811,0,0,80
"Wet Tropics","Murray","Murray","remnant_2003",272.72538,"Saltmarshes",1685.7,6.1811,0,0,81
"Wet Tropics","Murray","Murray","remnant_2005",272.72538,"Saltmarshes",1685.7,6.1811,0,0,80
"Wet Tropics","Murray","Murray","remnant_2006",272.72538,"Saltmarshes",1685.7,6.1811,0,0,81
"Wet Tropics","Murray","Murray","remnant_2006b",272.72538,"Saltmarshes",1685.7,6.1811,0,0,80
"Wet Tropics","Murray","Murray","remnant_2007",272.72538,"Saltmarshes",1685.7,6.1811,0,0,81
"Wet Tropics","Murray","Murray","remnant_2009",272.72538,"Saltmarshes",1685.7,6.1811,0,0,80
"Wet Tropics","Murray","Murray","remnant_2011",272.72538,"Saltmarshes",1685.7,6.1811,0,0,81
"Wet Tropics","Murray","Murray","remnant_2013",272.72538,"Saltmarshes",1685.7,6.1811,0,0,80
"Wet Tropics","Murray","Murray","remnant_2015",272.72538,"Saltmarshes",1685.8,6.18117,0,0,81
"Wet Tropics","Murray","Murray","remnant_2017",272.72538,"Saltmarshes",1685.8,6.18117,0,0,80
"Wet Tropics","Murray","Murray","remnant_2019",272.72538,"Saltmarshes",1685.8,6.18117,0,0,81
"Wet Tropics","Murray","Murray","remnant_2021",272.76328,"Saltmarshes",1714.2,6.28453,28.4,1.69,81
"Wet Tropics","Murray","Murray","pre_clear",272.72538,"Water",3542.4,12.98881,0,0,80
"Wet Tropics","Murray","Murray","remnant_1997",272.72538,"Water",3543.5,12.99286,1.1,0.03,81
"Wet Tropics","Murray","Murray","remnant_1999",272.72538,"Water",3543.5,12.99286,0,0,80
"Wet Tropics","Murray","Murray","remnant_2000",272.72538,"Water",3543.5,12.99286,0,0,80
"Wet Tropics","Murray","Murray","remnant_2001",272.72538,"Water",3543.5,12.99286,0,0,80
"Wet Tropics","Murray","Murray","remnant_2003",272.72538,"Water",3543.5,12.99286,0,0,80
"Wet Tropics","Murray","Murray","remnant_2005",272.72538,"Water",3543.5,12.99286,0,0,81
"Wet Tropics","Murray","Murray","remnant_2006",272.72538,"Water",3543.5,12.99286,0,0,80
"Wet Tropics","Murray","Murray","remnant_2006b",272.72538,"Water",3543.5,12.99286,0,0,80
"Wet Tropics","Murray","Murray","remnant_2007",272.72538,"Water",3543.5,12.99286,0,0,80
"Wet Tropics","Murray","Murray","remnant_2009",272.72538,"Water",3543.5,12.99286,0,0,80
"Wet Tropics","Murray","Murray","remnant_2011",272.72538,"Water",3543.5,12.99286,0,0,80
"Wet Tropics","Murray","Murray","remnant_2013",272.72538,"Water",3543.5,12.99286,0,0,80
"Wet Tropics","Murray","Murray","remnant_2015",272.72538,"Water",3543.5,12.99286,0,0,80
"Wet Tropics","Murray","Murray","remnant_2017",272.72538,"Water",3543.5,12.99286,0,0,80
"Wet Tropics","Murray","Murray","remnant_2019",272.72538,"Water",3543.5,12.99286,0,0,80
"Wet Tropics","Murray","Murray","remnant_2021",272.76328,"Water",3556.6,13.03923,13.1,0.37,81
"Mackay Whitsunday Isaac","O'Connell","O'Connell","pre_clear",208.57904,"Mangroves",10476.7,50.22912,0,0,80
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_1997",208.57904,"Mangroves",10442.7,50.06602,-34,-0.32,49
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_1999",208.57904,"Mangroves",10432.5,50.01686,-10.3,-0.1,61
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2000",208.57904,"Mangroves",10431.5,50.01234,-0.9,-0.01,79
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2001",208.57904,"Mangroves",10428.2,49.99661,-3.3,-0.03,74
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2003",208.57904,"Mangroves",10426.2,49.98702,-2,-0.02,77
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2005",208.57904,"Mangroves",10431.3,50.0114,5.1,0.05,81
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2006",208.57904,"Mangroves",10430.4,50.00676,-1,-0.01,79
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2006b",208.57904,"Mangroves",10431,50.00964,0.6,0.01,81
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2007",208.57904,"Mangroves",10431.2,50.01061,0.2,0,81
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2009",208.57904,"Mangroves",10427.1,49.9913,-4,-0.04,73
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2011",208.57904,"Mangroves",10427,49.99083,-0.1,0,80
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2013",208.57904,"Mangroves",10427.1,49.9913,0.1,0,81
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2015",208.57904,"Mangroves",10428.2,49.99618,1,0.01,81
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2017",208.57904,"Mangroves",10428.2,49.99618,0,0,80
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2019",208.57904,"Mangroves",10428.4,49.99721,0.2,0,81
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2021",208.54438,"Mangroves",10426.5,49.99635,-1.9,-0.02,77
"Mackay Whitsunday Isaac","O'Connell","O'Connell","pre_clear",208.57904,"Mangroves and Saltmarshes Combined",13648.3,65.43483,0,0,80
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_1997",208.57904,"Mangroves and Saltmarshes Combined",13376.4,64.13113,-271.9,-1.99,29
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_1999",208.57904,"Mangroves and Saltmarshes Combined",13364.1,64.0723,-12.3,-0.09,62
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2000",208.57904,"Mangroves and Saltmarshes Combined",13363.2,64.06781,-0.9,-0.01,79
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2001",208.57904,"Mangroves and Saltmarshes Combined",13357.9,64.04219,-5.3,-0.04,72
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2003",208.57904,"Mangroves and Saltmarshes Combined",13353.1,64.01914,-4.8,-0.04,73
"Mackay Whitsunday Isaac","O'Connell","O'Connell","remnant_2005",208.57904,"Mangroves and Saltmarshes Combined",13358,64.04266,4.9,0.04,81
