Region,Region_2,Region_3,Zone,Site_ID,Site,Secondary Name,Grade,Event,Lat,Long,fyear
DT,,,Cleveland Bay,7,Rowes Bay,,,2320,-19.23644287,146.7870855,2012
DT,,,Cleveland Bay,7,Rowes Bay,,,2414,-19.2334039,146.7850256,2012
DT,,,Cleveland Bay,7,Rowes Bay,,,2431,-19.23707092,146.7876005,2012
DT,,,Cleveland Bay,7,Rowes Bay,,,4902,-19.23433586,146.7855835,2015
DT,,,Cleveland Bay,7,Rowes Bay,,,11463,-19.24227754,146.7932439,2018
DT,,,Cleveland Bay,7,Rowes Bay,,,11464,-19.21661479,146.7780083,2018
DT,,,Cleveland Bay,7,Rowes Bay,,,15023,-19.24312841,146.7950678,2019
DT,,,Cleveland Bay,7,Rowes Bay,,,14870,-19.21568367,146.7773918,2019
DT,,,Cleveland Bay,7,Rowes Bay,,,14900,-19.21816261,146.7781377,2019
DT,,DT,Halifax Bay,985,Balgal Beach,,,3765,-19.02779881,146.419065,2013
DT,,DT,Halifax Bay,985,Balgal Beach,,,6293,-19.02714968,146.418786,2016
DT,,DT,Halifax Bay,985,Balgal Beach,,,14932,-19.02523271,146.4172733,2019
DT,,DT,Halifax Bay,985,Balgal Beach,,,8331,-19.02666283,146.4184427,2017
DT,,DT,Halifax Bay,3014,Balgal Beach North Section,,,10504,-19.01441002,146.4083576,2018
DT,,DT,Halifax Bay,3014,Balgal Beach North Section,,,14931,-19.00916578,146.4056486,2019
DT,WT,DT,Halifax Bay,3152,"Big Rock Bay, Orpheus Island",,,11200,-18.60818055,146.4996815,2018
DT,WT,DT,Halifax Bay,3152,"Big Rock Bay, Orpheus Island",,,13467,-18.60720442,146.500411,2018
DT,,,Cleveland Bay,1275,"Radical Bay, Magnetic Island",,,4994,-19.1129,146.875,2015
DT,,,Cleveland Bay,1553,"Nelly Bay Beach, Magnetic Island",,,5951,-19.16707883,146.8480313,2015
DT,,,Cleveland Bay,1553,"Nelly Bay Beach, Magnetic Island",,,7652,-19.1669174,146.8480897,2016
DT,,,Cleveland Bay,1553,"Nelly Bay Beach, Magnetic Island",,,10562,-19.16787,146.8478107,2018
DT,,,Cleveland Bay,1553,"Nelly Bay Beach, Magnetic Island",,,13440,-19.163551,146.8490982,2018
DT,,,Cleveland Bay,1553,"Nelly Bay Beach, Magnetic Island",,,14933,-19.16093817,146.8502998,2019
DT,,,Cleveland Bay,1553,"Nelly Bay Beach, Magnetic Island",,,18417,-19.16661337,146.8481863,2019
DT,,,Cleveland Bay,1553,"Nelly Bay Beach, Magnetic Island",,,20999,-19.17059603,146.8471026,2019
DT,WT,DT,Halifax Bay,3152,"Big Rock Bay, Orpheus Island",,,18695,-18.60793652,146.5000784,2019
DT,,DT,Halifax Bay,3359,"Boulder Beach, Orpheus Island",,,18696,-18.65421994,146.5035063,2019
DT,,DT,Halifax Bay,3346,"Cattle Bay, Orpheus Island",,,18683,-18.57016338,146.4831805,2019
DT,,DT,Halifax Bay,1359,"Crystal Beach, Mutarnee",,,8729,-18.92840822,146.3220224,2017
DT,,,Cleveland Bay,2742,"Horseshoe Bay, Magnetic Island",,,7650,-19.1177,146.859,2016
DT,,,Cleveland Bay,2742,"Horseshoe Bay, Magnetic Island",,,13425,-19.11867205,146.8528748,2018
DT,,,Cleveland Bay,2742,"Horseshoe Bay, Magnetic Island",,,14665,-19.11654326,146.8628311,2019
DT,,,Cleveland Bay,2742,"Horseshoe Bay, Magnetic Island",,,14834,-19.11437389,146.8646336,2019
DT,,,Cleveland Bay,2742,"Horseshoe Bay, Magnetic Island",,,17921,-19.11690313,146.861946,2019
DT,,,Cleveland Bay,2743,"Alma Bay, Magnetic Island",,,7651,-19.1483,146.869,2016
DT,,,Cleveland Bay,2743,"Alma Bay, Magnetic Island",,,13439,-19.14834562,146.8688875,2018
DT,,,Cleveland Bay,2743,"Alma Bay, Magnetic Island",,,14827,-19.14824934,146.8689197,2019
DT,,,Cleveland Bay,2743,"Alma Bay, Magnetic Island",,,18419,-19.14839123,146.8688822,2019
DT,,,Cleveland Bay,2743,"Alma Bay, Magnetic Island",,,20995,-19.14800102,146.8690485,2019
DT,,DT,Halifax Bay,1359,"Crystal Beach, Mutarnee",,,15683,-18.9065707,146.3040304,2019
DT,WT,DT,Halifax Bay,1253,"Fig Tree Beach, Orpheus Island",,,11198,-18.61106823,146.4996815,2018
DT,WT,DT,Halifax Bay,1253,"Fig Tree Beach, Orpheus Island",,,13466,-18.61287808,146.5001214,2018
DT,WT,DT,Halifax Bay,1253,"Fig Tree Beach, Orpheus Island",,,17852,-18.61215618,146.4998102,2019
DT,WT,DT,Halifax Bay,1253,"Fig Tree Beach, Orpheus Island",,,4895,-18.61151052,146.4996332,2015
DT,WT,DT,Halifax Bay,1253,"Fig Tree Beach, Orpheus Island",,,6187,-18.61169863,146.4995956,2016
DT,WT,DT,Halifax Bay,1253,"Fig Tree Beach, Orpheus Island",,,7273,-18.61190198,146.4996171,2016
DT,WT,DT,Halifax Bay,1253,"Fig Tree Beach, Orpheus Island",,,4895,-18.61151052,146.4996332,2015
DT,WT,DT,Halifax Bay,1253,"Fig Tree Beach, Orpheus Island",,,6187,-18.61169863,146.4995956,2016
DT,WT,DT,Halifax Bay,1253,"Fig Tree Beach, Orpheus Island",,,7273,-18.61190198,146.4996171,2016
DT,WT,,Halifax Bay,1638,Forrest Beach,,,6296,-18.7155,146.298,2016
DT,WT,DT,Halifax Bay,3358,"Hazard Bay, Orpheus Island",,,18686,-18.6337358,146.504547,2019
DT,,,Ross,2643,Aplins Weir Rotary Park,,,12619,-19.30362016,146.780895,2018
DT,,,Ross,2643,Aplins Weir Rotary Park,,,13442,-19.30402519,146.7809165,2018
DT,,,Ross,2643,Aplins Weir Rotary Park,,,15017,-19.30373661,146.7807662,2019
DT,,,Ross,2643,Aplins Weir Rotary Park,,,18703.5,-19.30368851,146.7814086,2019
DT,,,Ross,2643,Aplins Weir Rotary Park,,,19054.4,-19.30329206,146.7813036,2019
DT,,,Cleveland Bay,2641,"Southern Port Road North West Site, South Townsville",,,12620,-19.27209594,146.8397856,2018
DT,,,Cleveland Bay,2641,"Southern Port Road North West Site, South Townsville",,,13470,-19.27170373,146.8396022,2018
DT,,,Cleveland Bay,2641,"Southern Port Road North West Site, South Townsville",,,15296,-19.27157943,146.8391955,2019
DT,,,Cleveland Bay,2652,"Shelly Cove, Cape Pallarenda Conservation Park",,,12729,-19.18719447,146.7699087,2018
DT,,,Cleveland Bay,2652,"Shelly Cove, Cape Pallarenda Conservation Park",,,14921,-19.18503616,146.7678916,2019
DT,,,Cleveland Bay,2652,"Shelly Cove, Cape Pallarenda Conservation Park",,,18711.5,-19.18563021,146.7681545,2019
DT,,,Cleveland Bay,2652,"Shelly Cove, Cape Pallarenda Conservation Park",,,17792,-19.18854214,146.7732131,2019
DT,,,Cleveland Bay,2652,"Shelly Cove, Cape Pallarenda Conservation Park",,,19072,-19.18580931,146.7682511,2019
DT,,,Cleveland Bay,538,Pallarenda Beach,,,13912,-19.19601995,146.7744255,2018
DT,,,Cleveland Bay,538,Pallarenda Beach,,,13351,-19.19717503,146.7745543,2018
DT,,,Cleveland Bay,538,Pallarenda Beach,,,13727,-19.20086312,146.7749029,2019
DT,,,Cleveland Bay,538,Pallarenda Beach,,,14641,-19.19760058,146.7746133,2019
DT,,,Cleveland Bay,1540,"Geoffrey Bay, Magnetic Island",,,13426,-19.15122907,146.8646979,2018
DT,,,Cleveland Bay,1540,"Geoffrey Bay, Magnetic Island",,,14833,-19.15050441,146.8664521,2019
DT,,,Cleveland Bay,2744,"Hawkings Point, Magnetic Island",,,13441,-19.17537915,146.8451393,2018
DT,,,Bowling Green Bay,2482,"Cape Cleveland, Cungulla",,,14172,-19.39150244,147.1138859,2019
DT,,,Ross,2935,"Apex Park, Condon",,,14694,-19.36273827,146.7325348,2019
DT,,,Ross,2973,"Ross River, Annadale",,,14715,-19.30810577,146.7649412,2015
DT,,,Ross,2973,"Ross River, Annadale",,,15117,-19.307721,146.7644691,2015
DT,,,Ross,2973,"Ross River, Annadale",,,14959,-19.30795389,146.7608213,2015
DT,,,Ross,2973,"Ross River, Annadale",,,15120,-19.30796401,146.7609394,2016
DT,,,Ross,2973,"Ross River, Annadale",,,15121,-19.30830828,146.7593193,2016
DT,,,Cleveland Bay,1247,"Arthur Bay, Magnetic Island",,,14835,-19.12894057,146.8760812,2019
DT,,,Ross,2980,"Black Weir, Ross River",,,14929,-19.31590213,146.7367297,2015
DT,,,Ross,2980,"Black Weir, Ross River",,,14930,-19.31430239,146.7397928,2015
DT,,,Ross,2980,"Black Weir, Ross River",,,14960,-19.31436314,146.7405009,2016
DT,,,Ross,2980,"Black Weir, Ross River",,,15118,-19.31580088,146.736896,2016
DT,,,Cleveland Bay,2967,"Florence Bay, Magnetic Island",,,14942,-19.12191081,146.8778408,2019
DT,,,Black,3061,"Rollingstone Creek Bushy Park, Rollingstone",,,15021,-19.04574013,146.3942599,2019
DT,WT,DT,Halifax Bay,1626,"Horseshoe Bay, Orpheus Island",,,6519,-18.62869826,146.5040588,2016
DT,WT,DT,Halifax Bay,1626,"Horseshoe Bay, Orpheus Island",,,16616,-18.62807809,146.5049064,2018
DT,WT,DT,Halifax Bay,1626,"Horseshoe Bay, Orpheus Island",,,6256,-18.62839326,146.5042305,2016
DT,WT,DT,Halifax Bay,1626,"Horseshoe Bay, Orpheus Island",,,7272,-18.62861693,146.5040588,2016
DT,WT,DT,Halifax Bay,1626,"Horseshoe Bay, Orpheus Island",,,16616,-18.62807809,146.5049064,2018
DT,,,Ross,3275,"Ross River, Thuringowa Central",,,17971,-19.32006847,146.7327064,2019
DT,,,Cleveland Bay,3312,"Nelly Bay, Magnetic Island UW",,,18418,-19.16677552,146.8503428,2019
DT,,,Cleveland Bay,3312,"Nelly Bay, Magnetic Island UW",,,21000,-19.17055043,146.8473655,2019
DT,,,Cleveland Bay,3314,"Alma Bay, Magnetic Island UW",,,18420,-19.14847231,146.8697727,2019
DT,,,Cleveland Bay,3314,"Alma Bay, Magnetic Island UW",,,20998,-19.14854833,146.87047,2019
DT,WT,DT,Halifax Bay,1626,"Horseshoe Bay, Orpheus Island",,,6256,-18.62839326,146.5042305,2016
DT,WT,DT,Halifax Bay,1626,"Horseshoe Bay, Orpheus Island",,,7272,-18.62861693,146.5040588,2016
DT,WT,DT,Halifax Bay,632,Jetty Beach Palm Island,,,2642,-18.7375,146.576,2013
DT,WT,DT,Halifax Bay,632,Jetty Beach Palm Island,,,4851,-18.7375,146.576,2015
DT,,,Cleveland Bay,3378,"Shelly Beach, Pallarenda",,,18799,-19.18178851,146.7281091,2019
DT,,,Cleveland Bay,7,Rowes Bay,,,549,-19.23733429,146.7879009,2009
DT,,,Cleveland Bay,7,Rowes Bay,,,6435,-19.23376858,146.7850685,2016
DT,,,Cleveland Bay,7,Rowes Bay,,,6622,-19.23773948,146.7881584,2016
DT,,,Cleveland Bay,7,Rowes Bay,,,9461,-19.23174257,146.7839527,2017
DT,,,Cleveland Bay,7,Rowes Bay,,,14887,-19.21702287,146.7779768,2019
DT,,,Cleveland Bay,538,Pallarenda Beach,,,2370,-19.1999715,146.7747527,2012
DT,,,Cleveland Bay,538,Pallarenda Beach,,,3068,-19.19996137,146.7747742,2013
DT,,,Cleveland Bay,538,Pallarenda Beach,,,3243,-19.19993604,146.7747581,2013
DT,,,Cleveland Bay,538,Pallarenda Beach,,,3773,-19.19999683,146.7747205,2014
DT,,,Cleveland Bay,538,Pallarenda Beach,,,4346,-19.19993604,146.7747635,2014
DT,,,Cleveland Bay,538,Pallarenda Beach,,,5648,-19.1999411,146.7747796,2015
DT,,,Ross,559,Keyatta Lake,,,2393,-19.2718,146.788,2012
DT,WT,DT,Halifax Bay,632,Jetty Beach Palm Island,,,6200,-18.7375,146.576,2016
DT,WT,DT,Halifax Bay,632,Jetty Beach Palm Island,,,2642,-18.7375,146.576,2013
DT,WT,DT,Halifax Bay,632,Jetty Beach Palm Island,,,4851,-18.7375,146.576,2015
DT,WT,DT,Halifax Bay,632,Jetty Beach Palm Island,,,6200,-18.7375,146.576,2016
DT,,,Cleveland Bay,1247,"Arthur Bay, Magnetic Island",,,4858,-19.1287,146.876,2015
DT,,,Cleveland Bay,1247,"Arthur Bay, Magnetic Island",,,7967,-19.1287,146.876,2017
DT,WT,,Halifax Bay,630,Lucinda Beach,,,2639,-18.52562107,146.3362666,2013
DT,WT,,Halifax Bay,630,Lucinda Beach,,,3653,-18.52555697,146.3360901,2013
DT,,DT,Halifax Bay,1195,Ollera Beach,,,4633,-18.96500822,146.3592682,2014
DT,,DT,Halifax Bay,1195,Ollera Beach,,,4635,-18.9651647,146.35938,2014
DT,,DT,Halifax Bay,1195,Ollera Beach,,,7402,-18.96507528,146.3594471,2016
DT,WT,DT,Halifax Bay,2414,Orpheus Island Research Station,,,11199,-18.61331529,146.4900255,2018
DT,WT,DT,Halifax Bay,2414,Orpheus Island Research Station,,,13468,-18.61388976,146.489237,2018
DT,WT,DT,Halifax Bay,2414,Orpheus Island Research Station,,,13469,-18.6138796,146.4894193,2018
DT,,,Ross,2169,"Weir Park, Ross River, Townsville",,,8577,-19.30518963,146.7809486,2017
DT,,,Ross,2169,"Weir Park, Ross River, Townsville",,,9353,-19.30520988,146.7809969,2017
DT,,,Ross,2180,"Pioneer Park, Ross River, Townsville",,,8226,-19.32024565,146.7309415,2017
DT,,,Bowling Green Bay,2482,"Cape Cleveland, Cungulla",,,11722,-19.38904827,147.1128988,2018
DT,,,Ross,2578,Oonoonba Wetlands,,,9015,-19.28651703,146.8161392,2017
DT,,,Cleveland Bay,2641,"Southern Port Road North West Site, South Townsville",,,18320,-19.27177186,146.8401289,2019
DT,,,Cleveland Bay,2652,"Shelly Cove, Cape Pallarenda Conservation Park",,,4347,-19.187,146.77,2014
DT,,,Cleveland Bay,2652,"Shelly Cove, Cape Pallarenda Conservation Park",,,5949,-19.18712354,146.7698765,2015
DT,,,Cleveland Bay,2652,"Shelly Cove, Cape Pallarenda Conservation Park",,,7096,-19.18711341,146.7698336,2016
DT,,,Cleveland Bay,2652,"Shelly Cove, Cape Pallarenda Conservation Park",,,8091,-19.18709821,146.7698014,2017
DT,,,Cleveland Bay,2652,"Shelly Cove, Cape Pallarenda Conservation Park",,,9002,-19.18710834,146.7697585,2017
DT,,,Cleveland Bay,2742,"Horseshoe Bay, Magnetic Island",,,9387,-19.1177,146.859,2017
DT,,,Ross,2828,"Queens Gardens, Townsville",,,9527,-19.25239149,146.8095088,2017
DT,,,Black,2993,"Crystal Creek, Mutarnee",,,15025,-18.95534446,146.2832272,2019
DT,WT,DT,Halifax Bay,2414,Orpheus Island Research Station,,,17225,-18.61339663,146.4899719,2019
DT,WT,DT,Halifax Bay,3019,"Picnic Bay, Orpheus Island",,,18694,-18.63951024,146.504311,2019
DT,,,Ross,3583,"Loam Island, Ross River, Rasmussen",,,7105,-19.35258053,146.7326528,2016
GHHP,,,Boyne Estuary,1450,Bray Park to Boyne River mouth,,,5580,-23.9398,151.354,2015
GHHP,,,Boyne Estuary,1450,Bray Park to Boyne River mouth,,,7203,-23.9398,151.354,2016
GHHP,,,Boyne Estuary,1450,Bray Park to Boyne River mouth,,,7366,-23.9398,151.354,2016
GHHP,,,Boyne Estuary,1450,Bray Park to Boyne River mouth,,,15240,-23.93652561,151.3542545,2019
GHHP,,,Calliope,2263,Lake Callemondah,,,7188,-23.86033669,151.2340572,2016
GHHP,,,Calliope,2263,Lake Callemondah,,,7671,-23.86121237,151.2341666,2016
GHHP,,,Calliope,2263,Lake Callemondah,,,10422,-23.85899488,151.2330884,2017
GHHP,,,Calliope,2263,Lake Callemondah,,,12601,-23.85962775,151.2333244,2018
GHHP,,,Calliope,2263,Lake Callemondah,,,12810,-23.85931377,151.2331152,2018
GHHP,,,Calliope,2263,Lake Callemondah,,,13083,-23.8595836,151.2332439,2018
GHHP,,,Calliope,2263,Lake Callemondah,,,14286,-23.85920584,151.2334692,2019
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,7189,-23.78012353,151.1503235,2016
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,7553,-23.78025766,151.1499882,2016
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,11349,-23.78207061,151.149323,2018
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,11738,-23.78166317,151.1492908,2018
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,11974,-23.78161899,151.1493659,2018
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,12339,-23.7778047,151.1482823,2018
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,12721,-23.77105456,151.1445755,2018
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,13234,-23.77874813,151.1488694,2018
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,13344,-23.78122627,151.1489636,2018
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,13820,-23.7789436,151.1489958,2019
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,14346,-23.7809661,151.1488509,2019
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,14347,-23.77843306,151.1488295,2019
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,14767,-23.77896324,151.1490387,2019
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,18176.8,-23.78070153,151.1488713,2019
GHHP,,,Western Basin,1629,"Fisherman's Landing, Gladstone",,,19459,-23.78044952,151.1492054,2019
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,7191,-23.93509391,151.3547587,2016
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,10302,-23.93556461,151.3547266,2017
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,10297,-23.93546164,151.3547856,2017
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,10305,-23.93553519,151.3546515,2017
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,10301,-23.93552048,151.3547534,2017
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,10254,-23.93058624,151.3525647,2017
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,9992,-23.93560383,151.3548231,2018
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,11307,-23.93039665,151.3524735,2018
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,12210,-23.92530693,151.3502795,2018
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,12183,-23.90553949,151.3340735,2018
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,12623,-23.9268172,151.3511592,2018
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,12624,-23.92267864,151.3482571,2018
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,12625,-23.92425758,151.349287,2018
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,12599,-23.93568228,151.3546783,2018
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,13017,-23.911753,151.3378018,2018
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,13346,-23.93642755,151.3545281,2018
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,13537,-23.9290041,151.3519049,2018
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,13542,-23.91814765,151.3441318,2018
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,13571,-23.91445508,151.3403392,2018
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,13819,-23.93154891,151.353026,2019
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,13805,-23.92935714,151.3520765,2019
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,14298,-23.92983277,151.3521731,2019
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,14903,-23.93090168,151.3526827,2019
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,15159,-23.91761805,151.34359,2019
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,16178,-23.9321324,151.3533372,2019
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,16180,-23.93111743,151.3525915,2019
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,19141,-23.936354,151.3545442,2019
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,16803,-23.90183184,151.332829,2019
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,17813,-23.93295614,151.3540345,2019
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,17128,-23.91424421,151.3400173,2019
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,19061,-23.93639126,151.3543403,2019
GHHP,,,Boyne Estuary,1451,Lilleys Beach,,,18736,-23.91744642,151.3432413,2019
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,7205,-23.9511653,151.3768494,2015
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,9505,-23.95112117,151.3769567,2016
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,10299,-23.95221443,151.3773966,2017
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,10296,-23.95237621,151.3773698,2018
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,9968,-23.95297921,151.3776326,2018
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,10788,-23.95199872,151.3773537,2018
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,11741,-23.95130257,151.3765383,2018
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,11296,-23.95152808,151.3767153,2018
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,11963,-23.95304784,151.3777131,2018
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,11964,-23.95087605,151.3769674,2018
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,13066,-23.95153789,151.3767207,2018
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,13188,-23.9519595,151.3770372,2018
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,13325,-23.95287234,151.3777378,2018
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,14335,-23.94912584,151.377756,2019
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,14364,-23.95139571,151.3766724,2019
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,15733,-23.95065544,151.3763773,2019
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,15732,-23.95155259,151.3767421,2019
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,19135,-23.95121432,151.3764846,2019
GHHP,,,Outer Harbour,2112,"Wild Cattle Creek Mouth, Tannum Sands",,,19138,-23.95182223,151.3769674,2019
GHHP,,,Calliope,2671,"Briffney Creek, Gladstone",,,8864,-23.8747,151.229,2017
GHHP,,,Calliope,2671,"Briffney Creek, Gladstone",,,12809,-23.88169293,151.2250042,2018
GHHP,,,Calliope,2671,"Briffney Creek, Gladstone",,,17804,-23.88258566,151.2247306,2019
GHHP,,,Calliope Estuary,2172,"Barney Point, Gladstone",,,9245,-23.84742603,151.2732089,2017
GHHP,,,Calliope Estuary,2172,"Barney Point, Gladstone",,,10335,-23.84737696,151.2731981,2018
GHHP,,,Calliope Estuary,2172,"Barney Point, Gladstone",,,10336,-23.84715127,151.2731016,2018
GHHP,,,Calliope Estuary,2172,"Barney Point, Gladstone",,,11798,-23.84741622,151.2732142,2018
GHHP,,,Calliope Estuary,2172,"Barney Point, Gladstone",,,12805,-23.84750453,151.2732518,2018
GHHP,,,Calliope Estuary,2172,"Barney Point, Gladstone",,,18066,-23.84745547,151.2730694,2019
GHHP,,,Calliope Estuary,2172,"Barney Point, Gladstone",,,18608,-23.84688632,151.2729406,2019
GHHP,,,Calliope Estuary,2172,"Barney Point, Gladstone",,,18792,-23.84811783,151.2736005,2019
GHHP,,,Calliope,2444,"Tigalee Creek, Sun Valley Park, Gladstone",,,9509,-23.87913242,151.2569761,2017
GHHP,,,Calliope,2444,"Tigalee Creek, Sun Valley Park, Gladstone",,,12990,-23.87848984,151.2586498,2018
GHHP,,,Calliope,2444,"Tigalee Creek, Sun Valley Park, Gladstone",,,12993,-23.87821024,151.2586445,2018
GHHP,,,Calliope,2444,"Tigalee Creek, Sun Valley Park, Gladstone",,,13084,-23.87857813,151.2584567,2018
GHHP,,,Calliope,2444,"Tigalee Creek, Sun Valley Park, Gladstone",,,13343,-23.8791128,151.2571317,2018
GHHP,,,Calliope,2444,"Tigalee Creek, Sun Valley Park, Gladstone",,,15241,-23.87818571,151.2587893,2019
GHHP,,,Calliope,2444,"Tigalee Creek, Sun Valley Park, Gladstone",,,16182,-23.87953465,151.2569761,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,11973,-23.9368394,151.3573766,2017
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,9570,-23.93785433,151.3643825,2017
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,10423,-23.93772195,151.3621402,2017
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,9571,-23.93784452,151.3644415,2017
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,9569,-23.93784943,151.3643932,2017
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,9572,-23.93677912,151.3661469,2018
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,11303,-23.93807006,151.3629556,2018
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,11297,-23.93777098,151.3623118,2018
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,11304,-23.93818283,151.3633794,2018
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,11743,-23.93782491,151.3635457,2018
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,12806,-23.93793768,151.3631058,2018
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,14288,-23.93713359,151.3661635,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,14324,-23.93638342,151.358487,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,15242,-23.93787884,151.3626069,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,16177,-23.93777588,151.3645327,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,18074,-23.93778078,151.3624191,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,18239,-23.9369963,151.3620758,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,18242,-23.93778078,151.3629341,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,17812,-23.937315,151.3621026,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,18069,-23.93778078,151.3632774,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,18070,-23.93793768,151.3624191,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,18249,-23.93793768,151.3629341,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,18071,-23.93809458,151.3629341,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,17829,-23.93767978,151.3635188,2019
GHHP,,,Mid Harbour,796,"Canoe Point, Tannum Sands",,,18072,-23.93809458,151.3625908,2019
