Region,Region_2,Region_3,Zone,Site_ID,Site,Secondary Name,Grade,Event,Lat,Long,fyear
WT,,,North Zone,3319,Turtle Cove Beach,,,18228,-16.62624082,145.5482805,2019
WT,,,Daintree,3357,Rocky Point Boat Ramp and Park,,,18505,-16.38784288,145.4184186,2019
WT,,,Central Zone,3364,"Welcome Bay, Fitzroy Island UW",,,21007,-16.930818,145.9884417,2019
WT,,,Central Zone,3364,"Welcome Bay, Fitzroy Island UW",,,18756,-16.93017138,145.9883559,2019
WT,,,Central Zone,3364,"Welcome Bay, Fitzroy Island UW",,,20988,-16.92964792,145.988667,2019
WT,,,Central Zone,3364,"Welcome Bay, Fitzroy Island UW",,,18758,-16.92944264,145.9886885,2019
WT,,,North Zone,163,"Woody Island, Queensland",,,18759,-16.38442044,145.5666375,2019
WT,,,Mulgrave-Russell,3365,"Mick Creek, Giangurru",,,18770,-16.90151252,145.8203745,2019
WT,,,Central Zone,3388,"Nudey Beach, Fitzroy Island UW",,,20993,-16.93524679,145.9821332,2019
WT,,,North Zone,105,"Dickson Inlet, Port Douglas",,,18731.5,-16.49217782,145.4617511,2019
WT,,,North Zone,105,"Dickson Inlet, Port Douglas",,,19773,-16.49223187,145.4617407,2019
WT,,,South Zone,1362,"Googarra Beach, Tully Heads",,,18719.5,-18.01101098,146.0616741,2019
WT,,,South Zone,1362,"Googarra Beach, Tully Heads",,,19898.6,-18.01141859,146.0614611,2019
WT,,,Central Zone,3239,Coconuts Beach,,,18722.5,-17.50769571,146.0647827,2019
WT,,,Central Zone,3239,Coconuts Beach,,,19909,-17.50711403,146.0654608,2019
WT,,,Tully,3240,"Hull River Estuary, Hull Heads",,,18715.5,-17.99375671,146.072423,2019
WT,,,Tully,3240,"Hull River Estuary, Hull Heads",,,19787.4,-17.9938283,146.0722798,2019
WT,,,Central Zone,3471,Flying Fish Point Beach,,,20057.6,-17.48867322,146.0766166,2019
WT,,,North Zone,1,Newell Beach,,,14251,-16.42048943,145.4080975,2019
WT,,,North Zone,4,Yule Point,,,1016,-16.5744,145.513,2010
WT,,,North Zone,4,Yule Point,,,3787,-16.5744,145.513,2014
WT,,,North Zone,4,Yule Point,,,5336,-16.5744,145.513,2015
WT,,,North Zone,4,Yule Point,,,6182,-16.5744,145.513,2016
WT,,,North Zone,4,Yule Point,,,7275,-16.5744,145.513,2016
WT,,,North Zone,4,Yule Point,,,7314,-16.5744,145.513,2016
WT,,,North Zone,10,"Four Mile Beach, North End",,,3671,-16.4870368,145.468353,2014
WT,,,North Zone,10,"Four Mile Beach, North End",,,6085,-16.4919913,145.4677116,2015
WT,,,North Zone,10,"Four Mile Beach, North End",,,7559,-16.4870368,145.468353,2016
WT,,,North Zone,10,"Four Mile Beach, North End",,,9458,-16.4919913,145.4677116,2017
WT,,,North Zone,11,"Four Mile Beach, Middle Section",,,6266,-16.5053908,145.4671688,2016
WT,,,North Zone,11,"Four Mile Beach, Middle Section",,,6510,-16.5053908,145.4671688,2016
WT,,,North Zone,11,"Four Mile Beach, Middle Section",,,6603,-16.5053908,145.4671688,2016
WT,,,North Zone,11,"Four Mile Beach, Middle Section",,,6689,-16.5053908,145.4671688,2016
WT,,,North Zone,11,"Four Mile Beach, Middle Section",,,6813,-16.5053908,145.4671688,2016
WT,,,North Zone,11,"Four Mile Beach, Middle Section",,,8738,-16.5053908,145.4671688,2017
WT,,,North Zone,11,"Four Mile Beach, Middle Section",,,8992,-16.5053908,145.4671688,2017
WT,,,North Zone,11,"Four Mile Beach, Middle Section",,,9396,-16.5053908,145.4671688,2017
WT,,,North Zone,11,"Four Mile Beach, Middle Section",,,14242,-16.51353815,145.4690388,2019
WT,,,North Zone,116,Low Isles,,,742,-16.3841,145.56,2009
WT,,,North Zone,116,Low Isles,,,792,-16.3841,145.56,2009
WT,,,North Zone,116,Low Isles,,,853,-16.3841,145.56,2009
WT,,,North Zone,116,Low Isles,,,918,-16.3841,145.56,2009
WT,,,North Zone,116,Low Isles,,,954,-16.3841,145.56,2009
WT,,,North Zone,116,Low Isles,,,968,-16.3841,145.56,2009
WT,,,North Zone,116,Low Isles,,,1007,-16.3841,145.56,2009
WT,,,North Zone,116,Low Isles,,,1015,-16.3841,145.56,2010
WT,,,North Zone,116,Low Isles,,,1040,-16.3841,145.56,2010
WT,,,North Zone,116,Low Isles,,,1063,-16.3841,145.56,2010
WT,,,North Zone,116,Low Isles,,,1087,-16.3841,145.56,2010
WT,,,North Zone,116,Low Isles,,,1172,-16.3841,145.56,2010
WT,,,North Zone,116,Low Isles,,,1201,-16.3841,145.56,2010
WT,,,North Zone,116,Low Isles,,,1241,-16.3841,145.56,2010
WT,,,North Zone,116,Low Isles,,,1266,-16.3841,145.56,2010
WT,,,North Zone,116,Low Isles,,,1429,-16.3841,145.56,2011
WT,,,North Zone,116,Low Isles,,,1547,-16.3841,145.56,2011
WT,,,North Zone,116,Low Isles,,,1601,-16.3841,145.56,2011
WT,,,North Zone,116,Low Isles,,,1649,-16.3841,145.56,2011
WT,,,North Zone,116,Low Isles,,,1688,-16.3841,145.56,2011
WT,,,North Zone,116,Low Isles,,,1731,-16.3841,145.56,2011
WT,,,North Zone,116,Low Isles,,,1799,-16.3841,145.56,2011
WT,,,North Zone,116,Low Isles,,,1844,-16.3841,145.56,2011
WT,,,North Zone,116,Low Isles,,,1891,-16.3841,145.56,2011
WT,,,North Zone,116,Low Isles,,,1933,-16.3841,145.56,2011
WT,,,North Zone,116,Low Isles,,,1975,-16.3841,145.56,2012
WT,,,North Zone,116,Low Isles,,,2009,-16.3841,145.56,2012
WT,,,North Zone,116,Low Isles,,,2178,-16.3841,145.56,2012
WT,,,North Zone,116,Low Isles,,,2294,-16.3841,145.56,2012
WT,,,North Zone,116,Low Isles,,,2629,-16.3841,145.56,2013
WT,,,North Zone,116,Low Isles,,,2716,-16.3841,145.56,2013
WT,,,North Zone,116,Low Isles,,,2863,-16.3841,145.56,2013
WT,,,North Zone,116,Low Isles,,,2960,-16.3841,145.56,2013
WT,,,North Zone,116,Low Isles,,,3767,-16.3841,145.56,2014
WT,,,North Zone,116,Low Isles,,,4228,-16.3841,145.56,2014
WT,,,North Zone,116,Low Isles,,,7653,-16.3841,145.56,2015
WT,,,North Zone,116,Low Isles,,,7655,-16.3841,145.56,2015
WT,,,North Zone,116,Low Isles,,,7657,-16.3841,145.56,2015
WT,,,North Zone,116,Low Isles,,,7659,-16.3841,145.56,2016
WT,,,North Zone,116,Low Isles,,,7660,-16.3841,145.56,2016
WT,,,North Zone,116,Low Isles,,,7662,-16.3841,145.56,2016
WT,,,North Zone,116,Low Isles,,,7664,-16.3841,145.56,2016
WT,,,North Zone,163,"Woody Island, Queensland",,,1843,-16.3878972,145.5714416,2011
WT,,,North Zone,163,"Woody Island, Queensland",,,2454,-16.38878231,145.5714901,2012
WT,,,North Zone,163,"Woody Island, Queensland",,,3639,-16.38976059,145.5711745,2014
WT,,,North Zone,163,"Woody Island, Queensland",,,4862,-16.38945779,145.5712231,2015
WT,,,North Zone,163,"Woody Island, Queensland",,,6175,-16.38929474,145.5713688,2016
WT,,,North Zone,164,"Snapper Island, Queensland",,,2703,-16.29357802,145.4968846,2013
WT,,,North Zone,164,"Snapper Island, Queensland",,,3964,-16.2932385,145.4966074,2014
WT,,,North Zone,164,"Snapper Island, Queensland",,,5220,-16.29361228,145.4969189,2015
WT,,,North Zone,164,"Snapper Island, Queensland",,,6600,-16.29357179,145.4968846,2016
WT,,,North Zone,164,"Snapper Island, Queensland",,,8223,-16.29342539,145.4967476,2017
WT,,,North Zone,165,Cooya Beach,,,1004,-16.44819106,145.4085007,2009
WT,,,North Zone,165,Cooya Beach,,,1191,-16.44817318,145.4084605,2010
WT,,,North Zone,165,Cooya Beach,,,1542,-16.44817765,145.4084292,2011
WT,,,North Zone,165,Cooya Beach,,,3478,-16.44815529,145.4084739,2013
WT,,,North Zone,166,Wonga Beach North End,,,2399,-16.34657131,145.4154984,2012
WT,,,North Zone,166,Wonga Beach North End,,,5097,-16.32730571,145.4257679,2015
WT,,,North Zone,166,Wonga Beach North End,,,6186,-16.33331857,145.4213905,2016
WT,,,North Zone,166,Wonga Beach North End,,,8340,-16.34666476,145.4154205,2017
WT,,,North Zone,167,"Four Mile Beach, South End",,,521,-16.5255,145.476,2009
WT,,,North Zone,167,"Four Mile Beach, South End",,,2471,-16.52475796,145.4755926,2012
WT,,,North Zone,167,"Four Mile Beach, South End",,,3627,-16.5255,145.476,2014
WT,,,North Zone,167,"Four Mile Beach, South End",,,3670,-16.5255,145.476,2014
WT,,,North Zone,186,Buchan Point,,,1017,-16.73668085,145.6691612,2010
WT,,,North Zone,187,Ellis Beach,,,1023,-16.7307,145.656,2010
WT,,,North Zone,188,Holloways Beach,,,1050,-16.8394,145.741,2010
WT,,,North Zone,188,Holloways Beach,,,3468,-16.8394,145.741,2013
WT,,,North Zone,188,Holloways Beach,,,3635,-16.8394,145.741,2014
WT,,,North Zone,188,Holloways Beach,,,8088,-16.8394,145.741,2017
WT,,,North Zone,189,Kewarra Beach,,,1048,-16.7787,145.686,2010
WT,,,North Zone,189,Kewarra Beach,,,3770,-16.7787,145.686,2014
WT,,,North Zone,189,Kewarra Beach,,,5384,-16.7787,145.686,2015
WT,,,North Zone,190,Machans Beach,,,1049,-16.85092555,145.7497007,2010
WT,,,North Zone,190,Machans Beach,,,2631,-16.85089801,145.74967,2013
WT,,,North Zone,191,"Reed Road, Trinity Park",,,1022,-16.79732978,145.710317,2010
WT,,,North Zone,192,Wangetti Beach,,,977,-16.65356824,145.5685976,2009
WT,,,North Zone,192,Wangetti Beach,,,1019,-16.65345647,145.56862,2010
WT,,,North Zone,192,Wangetti Beach,,,3638,-16.65361295,145.5685082,2014
WT,,,North Zone,192,Wangetti Beach,,,4113,-16.65345647,145.5685976,2014
WT,,,North Zone,192,Wangetti Beach,,,4975,-16.65374707,145.5685753,2015
WT,,,North Zone,192,Wangetti Beach,,,5100,-16.65334471,145.56862,2015
WT,,,North Zone,192,Wangetti Beach,,,5382,-16.65334471,145.5686871,2015
WT,,,North Zone,192,Wangetti Beach,,,6201,-16.65343412,145.5687094,2016
WT,,,North Zone,192,Wangetti Beach,,,6414,-16.65347883,145.56862,2016
WT,,,North Zone,193,Yorkeys Knob,,,1046,-16.8092,145.727,2010
WT,,,North Zone,193,Yorkeys Knob,,,7942,-16.8092,145.727,2017
WT,,,South Zone,360,Wongaling Beach,,,1430,-17.9062222,146.097393,2011
WT,,,South Zone,360,Wongaling Beach,,,2013,-17.90491542,146.097393,2012
WT,,,South Zone,360,Wongaling Beach,,,6575,-17.90565165,146.0973894,2016
WT,,,South Zone,360,Wongaling Beach,,,7606,-17.9052,146.0975762,2016
WT,,,South Zone,360,Wongaling Beach,,,11236,-17.90066834,146.0977364,2018
WT,,,South Zone,361,Narragon Beach,,,6499,-17.8459,146.105,2016
WT,,,Mulgrave-Russell,368,"O'Leary's Creek, Gordonvale",,,1736,-17.08960286,145.7831078,2011
WT,,,Mulgrave-Russell,368,"O'Leary's Creek, Gordonvale",,,1742,-17.08973954,145.7831025,2011
WT,,,Mulgrave-Russell,368,"O'Leary's Creek, Gordonvale",,,2020,-17.08983417,145.7830762,2012
WT,,,North Zone,403,Cape Kimberley,,,1357,-16.27721879,145.4744983,2011
WT,,,North Zone,403,Cape Kimberley,,,1377,-16.27723939,145.4744554,2011
WT,,,North Zone,403,Cape Kimberley,,,1381,-16.27614772,145.4759789,2011
WT,,,North Zone,403,Cape Kimberley,,,1382,-16.28397468,145.4664516,2011
WT,,,North Zone,403,Cape Kimberley,,,1409,-16.28364513,145.4667091,2011
WT,,,North Zone,403,Cape Kimberley,,,1749,-16.27697162,145.4748631,2011
WT,,,North Zone,403,Cape Kimberley,,,2018,-16.28273887,145.4678249,2012
WT,,,North Zone,403,Cape Kimberley,,,2252,-16.28175021,145.4688549,2012
WT,,,North Zone,403,Cape Kimberley,,,2420,-16.28397468,145.4663658,2012
WT,,,North Zone,403,Cape Kimberley,,,2606,-16.2857872,145.4644775,2013
WT,,,North Zone,403,Cape Kimberley,,,2694,-16.2875997,145.4626751,2013
WT,,,North Zone,403,Cape Kimberley,,,2974,-16.28488094,145.4655933,2013
WT,,,North Zone,403,Cape Kimberley,,,3204,-16.28479856,145.4656363,2013
WT,,,North Zone,403,Cape Kimberley,,,3308,-16.28479856,145.4655075,2013
WT,,,North Zone,403,Cape Kimberley,,,3480,-16.28372752,145.4667091,2014
WT,,,North Zone,403,Cape Kimberley,,,3905,-16.28257409,145.4678249,2014
WT,,,North Zone,403,Cape Kimberley,,,4190,-16.28348036,145.466795,2014
WT,,,North Zone,403,Cape Kimberley,,,4395,-16.28364513,145.466795,2014
WT,,,North Zone,403,Cape Kimberley,,,4805,-16.28554004,145.4648209,2015
WT,,,North Zone,403,Cape Kimberley,,,5024,-16.28537527,145.4649067,2015
WT,,,North Zone,403,Cape Kimberley,,,5479,-16.28348036,145.466795,2015
WT,,,North Zone,403,Cape Kimberley,,,5808,-16.28685823,145.4634476,2015
WT,,,North Zone,403,Cape Kimberley,,,6172,-16.28735254,145.4630184,2016
WT,,,North Zone,403,Cape Kimberley,,,6515,-16.28586959,145.4643917,2016
WT,,,North Zone,403,Cape Kimberley,,,6808,-16.28380991,145.4666233,2016
WT,,,North Zone,403,Cape Kimberley,,,7168,-16.28537527,145.4648209,2016
WT,,,North Zone,403,Cape Kimberley,,,7823,-16.28603436,145.46422,2017
WT,,,North Zone,403,Cape Kimberley,,,8092,-16.28290364,145.4675674,2017
WT,,,North Zone,403,Cape Kimberley,,,8757,-16.28562243,145.464735,2017
WT,,,North Zone,403,Cape Kimberley,,,9273,-16.2838923,145.4664516,2017
WT,,,North Zone,403,Cape Kimberley,,,15520,-16.27946392,145.4716873,2019
WT,,,North Zone,537,"Green Island, Cairns",,,2335,-16.7584,145.971,2012
WT,,,North Zone,537,"Green Island, Cairns",,,4282,-16.7584,145.971,2014
WT,,,North Zone,537,"Green Island, Cairns",,,5477,-16.7584,145.971,2015
WT,,,North Zone,537,"Green Island, Cairns",,,8969,-16.7584,145.971,2017
WT,,,North Zone,539,Oak Beach,,,2364,-16.59964471,145.5227988,2012
WT,,,North Zone,539,Oak Beach,,,7061,-16.5996,145.5227318,2016
WT,,,North Zone,540,Pretty Beach,,,3239,-16.6373,145.559,2013
WT,,,North Zone,540,Pretty Beach,,,3637,-16.6373,145.559,2014
WT,,,North Zone,578,East Trinity Reserve Bund Wall,,,2477,-16.93078721,145.7882309,2012
WT,,,North Zone,578,East Trinity Reserve Bund Wall,,,2541,-16.9295,145.788,2012
WT,,,North Zone,578,East Trinity Reserve Bund Wall,,,2566,-16.9295,145.788,2012
WT,,,North Zone,578,East Trinity Reserve Bund Wall,,,2910,-16.9295,145.788,2013
WT,,,North Zone,580,Yarrabah Browns Beach,,,2540,-16.8825,145.835,2012
WT,,,North Zone,580,Yarrabah Browns Beach,,,2548,-16.8825,145.835,2012
WT,,,South Zone,583,Edmund Kennedy National Park,,,2485,-18.2151,146.013,2012
WT,,,South Zone,583,Edmund Kennedy National Park,,,2525,-18.2151,146.013,2012
WT,,,South Zone,583,Edmund Kennedy National Park,,,2637,-18.2151,146.013,2013
WT,,,South Zone,583,Edmund Kennedy National Park,,,2707,-18.2151,146.013,2013
WT,,,South Zone,583,Edmund Kennedy National Park,,,3654,-18.2151,146.013,2013
WT,,,South Zone,583,Edmund Kennedy National Park,,,3656,-18.2151,146.013,2013
WT,,,South Zone,583,Edmund Kennedy National Park,,,3657,-18.2151,146.013,2013
WT,,,South Zone,583,Edmund Kennedy National Park,,,3633,-18.2151,146.013,2014
WT,,,South Zone,583,Edmund Kennedy National Park,,,4637,-18.2151,146.013,2014
WT,,,South Zone,583,Edmund Kennedy National Park,,,4636,-18.2151,146.013,2014
WT,,,South Zone,583,Edmund Kennedy National Park,,,6502,-18.2151,146.013,2016
WT,,,North Zone,589,"Giangurra Beach, Yarrabah",,,2478,-16.90206541,145.8160685,2012
WT,,,North Zone,589,"Giangurra Beach, Yarrabah",,,2567,-16.90209656,145.8160654,2012
WT,,,North Zone,589,"Giangurra Beach, Yarrabah",,,2687,-16.90210902,145.8160405,2013
WT,,,North Zone,589,"Giangurra Beach, Yarrabah",,,5500,-16.90209033,145.8160654,2015
WT,,,North Zone,589,"Giangurra Beach, Yarrabah",,,5501,-16.9023838,145.8159963,2015
WT,,,North Zone,589,"Giangurra Beach, Yarrabah",,,12357,-16.90132261,145.8184111,2018
WT,,,North Zone,593,Yarrabah Beach,,,2237,-16.90453053,145.8642125,2012
WT,,,North Zone,593,Yarrabah Beach,,,14670,-16.90417458,145.8637765,2019
WT,,,South Zone,613,South Mission Beach,,,2600,-17.93662361,146.0952523,2013
WT,,,South Zone,613,South Mission Beach,,,15094,-17.93419304,146.0960466,2019
WT,,,North Zone,620,Noah Beach,,,2605,-16.1362,145.452,2013
WT,,,North Zone,620,Noah Beach,,,4482,-16.1362,145.452,2014
WT,,,North Zone,620,Noah Beach,,,5873,-16.1362,145.452,2015
WT,,,North Zone,621,Rocky Point,,,2630,-16.38969046,145.418365,2013
WT,,,North Zone,621,Rocky Point,,,4075,-16.38931992,145.4185367,2014
WT,,,North Zone,621,Rocky Point,,,5150,-16.38925816,145.4185581,2015
WT,,,North Zone,621,Rocky Point,,,6362,-16.38966987,145.4183435,2016
WT,,,North Zone,621,Rocky Point,,,7947,-16.38925816,145.4185367,2017
WT,,,North Zone,621,Rocky Point,,,12541,-16.38987573,145.4182684,2018
DT,WT,DT,Halifax Bay,3019,"Picnic Bay, Orpheus Island",,,15529,-18.63957632,146.5039301,2019
DT,WT,DT,Halifax Bay,3019,"Picnic Bay, Orpheus Island",,,15529,-18.63957632,146.5039301,2019
DT,WT,DT,Halifax Bay,3232,"Pioneer Bay, Orpheus Island",,,7274,-18.61272521,146.4901443,2016
DT,WT,DT,Halifax Bay,3232,"Pioneer Bay, Orpheus Island",,,17224,-18.61244087,146.4903635,2019
DT,WT,DT,Halifax Bay,3018,"South Beach, Orpheus Island",,,17862,-18.65761,146.5017414,2019
WT,,,North Zone,643,Wonga Beach South End,,,2530,-16.36029251,145.4152019,2012
WT,,,North Zone,643,Wonga Beach South End,,,3014,-16.35983268,145.415415,2013
WT,,,North Zone,643,Wonga Beach South End,,,8325,-16.35917099,145.4156168,2017
WT,,,South Zone,656,Kurrimine Beach,,,2664,-17.77775061,146.1076705,2013
WT,,,South Zone,656,Kurrimine Beach,,,3769,-17.77756476,146.1078635,2014
WT,,,South Zone,656,Kurrimine Beach,,,8495,-17.77742895,146.1079564,2017
WT,,,North Zone,892,Daintree Rivermouth,,,3603,-16.28612238,145.4551533,2013
WT,,,North Zone,942,Cape Tribulation North,,,3579,-16.07538415,145.4691439,2013
WT,,,North Zone,966,Low Isles UW,,,3640,-16.38549093,145.5602431,2014
WT,,,North Zone,966,Low Isles UW,,,20994,-16.38536741,145.5621529,2019
WT,,,South Zone,982,Goold Island,,,3759,-18.17517087,146.1541057,2012
WT,,,South Zone,983,Garden Island off Goold Island,,,3760,-18.18434482,146.1432052,2012
WT,,,Central Zone,986,Wungu Beach,,,3771,-16.9524,145.925,2014
WT,,,Central Zone,986,Wungu Beach,,,13795,-16.95258117,145.9250075,2018
WT,,,Central Zone,1010,Jilgi Beach,,,5502,-16.9793573,145.9018263,2013
WT,,,Central Zone,1010,Jilgi Beach,,,3894,-16.97794629,145.9029551,2014
WT,,,Central Zone,1141,"Nudey Beach, Fitzroy Island",,,6503,-16.9356,145.983,2016
WT,,,North Zone,1155,Palm Cove,,,8089,-16.74554514,145.6713651,2017
DT,WT,DT,Halifax Bay,3018,"South Beach, Orpheus Island",,,18698,-18.66278391,146.4934158,2019
DT,WT,DT,Halifax Bay,3018,"South Beach, Orpheus Island",,,18697,-18.65728472,146.502192,2019
DT,WT,DT,Halifax Bay,3018,"South Beach, Orpheus Island",,,15522,-18.66128969,146.4978576,2019
WT,,,South Zone,1337,"Sunken Reef Beach, Hinchinbrook Island",,,5237,-18.4333,146.336,2015
WT,,,North Zone,1351,Coconut Beach,,,5308,-16.10862887,145.4611403,2015
WT,,,North Zone,1351,Coconut Beach,,,6031,-16.10826998,145.4614318,2015
WT,,,North Zone,1351,Coconut Beach,,,6688,-16.10737277,145.4621272,2016
WT,,,Mossman,1357,South Mossman Creek,,,11704,-16.48559632,145.3837967,2018
WT,,,Mulgrave-Russell,1377,"Lily Creek, Cairns",,,5383,-16.91637564,145.7630464,2015
WT,,,Central Zone,1379,"Welcome Bay, Fitzroy Island",,,6505,-16.92662459,145.9905016,2016
WT,,,North Zone,1445,"Myall Beach, Cape Tribulation",,,5570,-16.08488083,145.4689179,2015
WT,,,Barron,1478,"Northern Boardwalk, Cairns Airport",,,6612,-16.8832047,145.7611009,2016
WT,,,Central Zone,1549,"Buddabadoo, Yarrabah",,,7012,-17.0089442,145.8990303,2016
WT,,,South Zone,1564,"Picnic Beach, Hinchinbrook Island",,,5985,-18.48602846,146.3227899,2015
WT,,,North Zone,1606,Banabilla,,,6194,-15.92284947,145.3640244,2016
WT,,,Mulgrave-Russell,1614,"Mulgrave River, Goldsborough",,,6225,-17.1424,145.751,2016
DT,WT,DT,Halifax Bay,3018,"South Beach, Orpheus Island",,,15522,-18.66128969,146.4978576,2019
DT,,DT,Halifax Bay,984,Toolakea,,,3764,-19.1453,146.579,2013
DT,,DT,Halifax Bay,984,Toolakea,,,16523,-19.14128628,146.5610826,2019
WT,,,South Zone,1687,"Kennedy Bay, South Mission",,,6532,-17.9798,146.087,2016
WT,,,South Zone,1687,"Kennedy Bay, South Mission",,,8494,-17.97892522,146.0880542,2017
WT,,,South Zone,1712,"Stephens Island, Barnard Island Group",,,6606,-17.73828445,146.1562576,2016
WT,,,South Zone,1713,Bingil Bay Camp Ground,,,6617,-17.8307,146.1,2016
WT,,,Central Zone,2182,"Etty Bay, Innisfail",,,14338,-17.55868659,146.0902691,2019
WT,,,North Zone,2452,Black Rock Reef Beach,,,11706,-16.24434745,145.4802704,2018
WT,,,Central Zone,2463,Bramston Beach,,,9307,-17.35498036,146.025939,2017
WT,,,North Zone,2497,"Mission Beach, Yarrabah",,,14672,-16.90738425,145.8744264,2019
WT,,,North Zone,2497,"Mission Beach, Yarrabah",,,15103,-16.90713789,145.8727366,2019
WT,,,South Zone,2879,Kurrimine Beach Conservation Park,,,14340,-17.79054359,146.0940159,2019
WT,,,Mossman,3013,Four Mile Beach North End Carpark,,,15022,-16.48529283,145.4684901,2019
DT,,DT,Halifax Bay,3123,"Yanks Jetty, Orpheus Island",,,15983,-18.65161254,146.4871716,2019
DT,,DT,Halifax Bay,3123,"Yanks Jetty, Orpheus Island",,,18507,-18.65559732,146.4883089,2019
WT,,,Mossman,3360,"Coast Watcher Park, Trinity Beach",,,18706,-16.79000751,145.6933022,2019
WT,,,Mossman,3360,"Coast Watcher Park, Trinity Beach",,,19130,-16.78994588,145.6933182,2019
WT,,,South Zone,3474,"Zoe Bay, Hinchinbrook Island NP",,,5238,-18.40142896,146.3257757,2015
DT,,,Halifax Bay,,"Little Pioneer Bay, Orpheus Island. Underwater",Little Pioneer Bay,VLP,,-18.5995547,146.489485,2023
DT,,,Halifax Bay,,"Fig Tree Bay, Orpheus Island QLD",Fig Tree Bay,HP,,-18.6021019,146.5025445,2023
DT,,,Halifax Bay,,"Big Rock Bay, Orpheus Island QLD",Big Rock Bay,VHP,,-18.60801188,146.499938,2023
DT,,,Halifax Bay,,"Pioneer Bay, Orpheus Island",Pioneer Bay,VLP,,-18.61263796,146.490235,2023
DT,,,Halifax Bay,,"Picnic Bay, Orpheus Island",Picnic Bay,VHP,,-18.63967202,146.5040569,2023
DT,,,Halifax Bay,,"Fantome Island, Northern End","Fantome Island, Northern End",MP,,-18.66140522,146.5097123,2023
DT,,,Halifax Bay,,"North West Beach, Fantome Island","Fantome Island, North West Beach",LP,,-18.66209428,146.5068237,2023
DT,,,Halifax Bay,,"Bushland Beach, Townsville",Bushland Beach,MP,,-19.19012164,146.6772294,2023
DT,,,Cleveland Bay,,"Radical Bay, Magnetic Island QLD",Radical Bay,VLP,,-19.1129952,146.8744987,2023
DT,,,Cleveland Bay,,"Horseshoe Bay, Magnetic Island",Horseshoe Bay,VLP,,-19.11690747,146.8606649,2023
DT,,,Cleveland Bay,,"Florence Bay, Magnetic Island QLD",Florence Bay,MP,,-19.12189054,146.877932,2023
DT,,,Cleveland Bay,,"Alma Bay, Magnetic Island QLD",Alma Bay,LP,,-19.14876568,146.8692049,2023
DT,,,Cleveland Bay,,"Alma Bay, Magnetic Island UW QLD","Alma Bay, UW",VLP,,-19.14913981,146.8707639,2023
DT,,,Cleveland Bay,,"Nelly Bay Beach, Magnetic Island",Nelly Bay Beach,LP,,-19.16811021,146.847773,2023
DT,,,Cleveland Bay,,"Nelly Bay, Magnetic Island UW",Nelly Bay UW,VLP,,-19.17011786,146.8479596,2023
DT,,,Cleveland Bay,,"Shelly Beach, Pallarenda",Shelly Beach,MP,,-19.181721,146.72741,2023
DT,,,Cleveland Bay,,"Shelly Cove, Cape Pallarenda Conservation Park",Shelly Cove,VLP,,-19.1865734,146.7693576,2023
DT,,,Cleveland Bay,,Pallarenda Beach,Pallarenda Beach,VLP,,-19.19899225,146.7746926,2023
DT,,,Cleveland Bay,,Rowes Bay,Rowes Bay,VLP,,-19.23524249,146.7878317,2023
DT,,,Cleveland Bay,,"Secret Beach, Ross River, Townsville, QLD","Secret Beach, Ross River",VLP,,-19.26787127,146.8354547,2023
DT,,,Ross,,"Strand Rock Pool, Townsville",Strand Rock Pool,LP,,-19.23991081,146.8065931,2023
DT,,,Ross,,Jezzine Barracks Townsville Heritage Precinct,Jezzine Barracks,LP,,-19.24017567,146.804029,2023
DT,,,Ross,,"West End, Townsville",West End,LP,,-19.241766,146.7924607,2023
DT,,,Ross,,"Ross Creek, Townsville",Ross Creek,MP,,-19.26514103,146.8160614,2023
DT,,,Ross,,"Aplins Weir Rotary Park, Townsville QLD",Aplins Weir,LP,,-19.30349155,146.7813467,2023
DT,,,Ross,,Lake Idalia Wetland Foreshore,Lake Idalia,MP,,-19.30939169,146.8159407,2023
