Region,BasinOrZone,SubBasinOrSubZone,FinalScore,BarrierClassification,geom
Dry Tropics,Ross,Ross River (Lower),349.45180229886427,4.3,"c(482716.078054668, 7869383.79013517)"
Dry Tropics,Ross,Ross River (Upper),102.20235255048792,2,"c(485656.819745321, 7841540.70735797)"
Dry Tropics,Ross,Ross River (Upper),104.6269924138985,2,"c(485520.295269905, 7841989.98349902)"
Dry Tropics,Ross,Ross River (Upper),46.03798781382663,2,"c(484802.316433045, 7846678.76422296)"
Dry Tropics,Ross,Ross River (Upper),130.89432618483977,2,"c(484771.406693932, 7850999.48569117)"
Dry Tropics,Ross,Ross River (Upper),13.386160023283212,2,"c(482399.946572669, 7854737.9184023)"
Dry Tropics,Ross,Ross River (Upper),141.05872363435495,2,"c(481478.755138773, 7852484.20896815)"
Dry Tropics,Ross,Ross River (Upper),118.66313130210757,4,"c(486643.552099652, 7851360.58446332)"
Dry Tropics,Ross,Ross River (Upper),108.97304380867016,2,"c(479241.271318832, 7836008.3990221)"
Dry Tropics,Ross,Ross River (Upper),151.92097798670332,3,"c(480354.279182765, 7835903.72735951)"
Dry Tropics,Ross,Ross River (Upper),110.30451418637266,2,"c(486681.533829173, 7841754.64689513)"
Dry Tropics,Ross,Ross River (Upper),114.59384982714879,2,"c(486824.046744187, 7841409.87939066)"
Dry Tropics,Ross,Ross River (Upper),32.71680342441477,2,"c(482062.70549017, 7853067.56300114)"
Dry Tropics,Ross,Ross River (Upper),80.45456102148161,2,"c(484808.138462293, 7851068.59130961)"
Dry Tropics,Ross,Ross River (Upper),16.764728544572204,4,"c(479057.995429451, 7836026.32412387)"
Dry Tropics,Ross,Ross River (Upper),116.25446756426447,4,"c(479003.781643376, 7836031.9118557)"
Dry Tropics,Ross,Ross River (Upper),49.78710895324192,3,"c(476678.007588648, 7836271.46839349)"
Dry Tropics,Ross,Ross River (Upper),116.64693316209721,3,"c(477560.004772288, 7831384.70112122)"
Dry Tropics,Ross,Ross River (Upper),106.16612555878129,3,"c(479108.773484458, 7838918.33144879)"
Dry Tropics,Ross,Ross River (Upper),228.98104125033012,4,"c(467734.946708856, 7844694.93920831)"
Dry Tropics,Ross,Ross River (Upper),114.7420126250462,3,"c(468589.746939863, 7832127.14800724)"
Dry Tropics,Ross,Ross River (Upper),21.722122891655857,2,"c(468679.200756733, 7830412.55559152)"
Dry Tropics,Ross,Ross River (Upper),19.990187103654378,3,"c(468764.148073903, 7830644.74029048)"
Dry Tropics,Ross,Ross River (Upper),12.845927891540923,3,"c(468085.632425563, 7830507.30582485)"
Dry Tropics,Ross,Ross River (Upper),111.29836924598017,3,"c(467980.741656695, 7830456.0015375)"
Dry Tropics,Ross,Ross River (Upper),14.303492628709337,3,"c(468378.496561766, 7830186.45678045)"
Dry Tropics,Ross,Ross River (Upper),14.21468935052167,3,"c(468195.170404847, 7830318.15231677)"
Dry Tropics,Ross,Ross River (Upper),138.68397711434648,4,"c(484512.760881865, 7846646.4045664)"
Dry Tropics,Ross,Ross River (Upper),35.02836241056203,3,"c(486026.264724793, 7842013.581941)"
Dry Tropics,Ross,Ross River (Upper),105.14157103717115,4,"c(481846.343241042, 7836879.67765175)"
Dry Tropics,Ross,Ross River (Upper),33.063596306049185,3,"c(481926.932890411, 7836784.96527612)"
Dry Tropics,Ross,Ross River (Upper),136.59260864904084,3,"c(468722.627635329, 7833430.40114425)"
Dry Tropics,Ross,Ross River (Upper),203.21192294342154,2,"c(471160.121595495, 7832887.45709647)"
Dry Tropics,Ross,Ross River (Upper),182.7165811055288,3,"c(470480.21964748, 7832944.7367549)"
Dry Tropics,Ross,Ross River (Upper),110,3,"c(486487.92271563, 7842787.73692328)"
Dry Tropics,Ross,Ross River (Upper),119.23179814679449,2,"c(486573.211597692, 7843161.34411435)"
Dry Tropics,Ross,Ross River (Upper),132.6418454263561,3,"c(480310.035440457, 7839087.10126317)"
Dry Tropics,Ross,Ross River (Upper),244.45587961227363,4,"c(474145.155525072, 7840804.86191325)"
Dry Tropics,Ross,Ross River (Upper),135.9711448666087,3,"c(475083.115087628, 7837414.46658133)"
Dry Tropics,Ross,Ross River (Upper),118.34576410339805,3,"c(476441.782026107, 7824840.51250879)"
Dry Tropics,Ross,Ross River (Upper),116.70425696008337,3,"c(474516.854539382, 7824394.42500708)"
Dry Tropics,Ross,Ross River (Upper),129.56533332261301,3,"c(489600.375253612, 7848892.80689224)"
Dry Tropics,Ross,Ross River (Upper),124.67930302545106,3,"c(476703.086535188, 7832351.09988602)"
Dry Tropics,Ross,Ross River (Upper),111.6391914492758,2,"c(479350.918981192, 7833769.71820685)"
Dry Tropics,Ross,Ross River (Upper),115.45708368347655,2,"c(479934.874250695, 7833716.15846368)"
Dry Tropics,Ross,Ross River (Upper),112.409921727643,2,"c(479038.878049559, 7833798.33033477)"
Dry Tropics,Ross,Ross River (Upper),75.80071340087031,4.3,"c(480445.585359307, 7833666.93027947)"
Dry Tropics,Ross,Ross River (Upper),144.69729719235588,2,"c(484869.529127511, 7846694.22716064)"
Dry Tropics,Ross,Ross River (Upper),65.19232193640727,3,"c(479740.764999984, 7830958.27155366)"
Dry Tropics,Ross,Ross River (Upper),30.594278686843918,2,"c(485720.889033856, 7841557.20831589)"
Dry Tropics,Ross,Ross River (Upper),22.41218055715145,2,"c(485582.126367542, 7842014.73047897)"
Dry Tropics,Ross,Ross River (Upper),119.4255591954779,3,"c(461101.874891127, 7846562.84770575)"
Dry Tropics,Ross,Ross River (Upper),115.25428749272979,3,"c(457946.292746297, 7849209.00889983)"
Dry Tropics,Ross,Ross River (Upper),112.7419137192582,3,"c(458626.207469405, 7848484.66121099)"
Dry Tropics,Ross,Ross River (Upper),144.83837162709366,3,"c(461133.136994184, 7846428.16944569)"
Dry Tropics,Ross,Ross River (Upper),123.96995016874506,3,"c(457681.182700076, 7849739.93518903)"
Dry Tropics,Ross,Ross River (Upper),94.75604433434006,2,"c(462954.176032331, 7845808.13004184)"
Dry Tropics,Ross,Ross River (Upper),61.74348219625774,2,"c(481444.232022585, 7835618.45328516)"
Dry Tropics,Ross,Ross River (Upper),117.49530984516835,4,"c(488730.826681793, 7847114.04346882)"
Dry Tropics,Ross,Ross River (Upper),90.00921257805686,3,"c(476371.941574451, 7835238.52544945)"
Dry Tropics,Ross,Ross River (Upper),194.85788719921976,4,"c(466667.503618923, 7844398.2910933)"
Dry Tropics,Ross,Ross River (Upper),129.66650836960477,2,"c(481477.07364531, 7853132.60554904)"
Dry Tropics,Ross,Ross River (Upper),110,2,"c(482604.571744639, 7854746.49998057)"
Dry Tropics,Ross,Ross River (Upper),203.9152092565206,3,"c(468531.286231656, 7834253.36679123)"
Dry Tropics,Ross,Ross River (Upper),206.04078213249593,3,"c(467748.786684991, 7834865.19322355)"
Dry Tropics,Ross,Ross River (Upper),110.54407716115402,3,"c(466418.535754478, 7838780.03791684)"
Dry Tropics,Ross,Ross River (Upper),218.18100460300508,3,"c(468607.834866619, 7833702.95350115)"
Dry Tropics,Ross,Ross River (Upper),235.79626141872882,3,"c(467354.287580736, 7843536.8782861)"
Dry Tropics,Ross,Ross River (Upper),219.54700458149478,3,"c(466969.822290071, 7835980.80561653)"
Dry Tropics,Ross,Ross River (Upper),117.42399355687992,3,"c(466693.412333787, 7839301.14017552)"
Dry Tropics,Ross,Ross River (Upper),30.846955361055386,3,"c(482358.843792707, 7853890.97462293)"
Dry Tropics,Ross,Ross River (Upper),249.81378683548337,3,"c(468438.242919449, 7845321.98630287)"
Dry Tropics,Ross,Ross River (Upper),238.83312475752996,1,"c(468319.046085732, 7846823.8230984)"
Dry Tropics,Ross,Ross River (Upper),111.74408717140824,2,"c(482008.899307039, 7852640.81891019)"
Dry Tropics,Ross,Ross River (Upper),112.86255029989987,3,"c(475150.34751573, 7827190.93962809)"
Dry Tropics,Ross,Ross River (Upper),73.82297228462846,3,"c(475680.173477083, 7827057.91672339)"
Dry Tropics,Ross,Ross River (Upper),113.01236315263789,3,"c(474883.706931591, 7827433.24210546)"
Dry Tropics,Ross,Ross River (Upper),97.62349950408006,3,"c(478133.105708443, 7830045.14422438)"
Dry Tropics,Ross,Ross River (Upper),100,3,"c(476491.070402137, 7839714.9381455)"
Dry Tropics,Ross,Ross River (Upper),110,3,"c(474679.601471532, 7838401.68353319)"
Dry Tropics,Ross,Stuart Creek,200,3,"c(485637.874535963, 7862463.54457752)"
Dry Tropics,Ross,Stuart Creek,110,2,"c(485701.196733969, 7861375.31817535)"
Dry Tropics,Ross,Stuart Creek,110,2,"c(487974.551113803, 7861974.22293128)"
Dry Tropics,Ross,Stuart Creek,100,2,"c(487832.494335072, 7862334.79611957)"
Dry Tropics,Ross,Stuart Creek,38.64131105749029,3,"c(482406.583662611, 7856863.93565038)"
Dry Tropics,Ross,Stuart Creek,18.134549760851463,2,"c(482815.632322566, 7857861.42241866)"
Dry Tropics,Ross,Stuart Creek,71.63272203575727,2,"c(483703.718578787, 7858500.7375927)"
Dry Tropics,Ross,Stuart Creek,132.27616237231805,4.3,"c(483200.416757042, 7860741.8097955)"
Dry Tropics,Ross,Stuart Creek,117.41119749183301,4.3,"c(483455.953164078, 7865723.76684113)"
Dry Tropics,Ross,Stuart Creek,140.56979205596747,4.3,"c(484055.88334725, 7866923.62299743)"
Dry Tropics,Ross,Stuart Creek,133.04213822520313,3,"c(487249.863758738, 7854565.97778651)"
Dry Tropics,Ross,Stuart Creek,88.7954163068049,4.3,"c(485675.958803974, 7855586.89992771)"
Dry Tropics,Ross,Stuart Creek,129.02088471356112,2,"c(482245.895504616, 7856504.227522)"
Dry Tropics,Ross,Stuart Creek,26.2144949702724,3,"c(481720.095850973, 7857011.84054478)"
Dry Tropics,Ross,Stuart Creek,124.46324991706066,3,"c(481595.182134993, 7856976.05289775)"
Dry Tropics,Ross,Stuart Creek,62.965220153038075,3,"c(483628.304811643, 7858103.73848084)"
Dry Tropics,Ross,Stuart Creek,196,2,"c(483963.056751755, 7858162.99702589)"
Dry Tropics,Ross,Stuart Creek,33.46033751714885,3,"c(482551.757845234, 7857113.16471522)"
Dry Tropics,Ross,Stuart Creek,123.37886142806049,4.3,"c(482344.701240289, 7859343.06728654)"
Dry Tropics,Ross,Stuart Creek,110,2,"c(483187.592489522, 7865547.44425946)"
Dry Tropics,Ross,Stuart Creek,50.61743327937093,4.3,"c(482434.242287645, 7857906.82212216)"
Dry Tropics,Ross,Stuart Creek,30.958327412786865,4.2,"c(482517.039068436, 7856919.7819487)"
Dry Tropics,Ross,Stuart Creek,24.957659938842195,4.3,"c(482756.647662349, 7857864.99770611)"
Dry Tropics,Ross,Stuart Creek,30.673287964530438,2,"c(481931.841739293, 7857258.29876624)"
