Code,Date,FY,Indicator,Units,Values,Supplier,Geographic_Area,Region,Environment,Zone,Sub_Zone,Sample_Type,Water_Type,Management,Lat,Long,Inside_Port_Zone,WQO,LOR,Failure,Stat
Beagle,2021-04-06,2021,Turbidity,NTU,2.215104166666667,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-04-07,2021,Turbidity,NTU,1.8417894736842104,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-04-08,2021,Turbidity,NTU,1.6888541666666668,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-04-09,2021,Turbidity,NTU,1.6391666666666667,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-04-10,2021,Turbidity,NTU,1.7375,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-04-11,2021,Turbidity,NTU,1.6959375,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-04-12,2021,Turbidity,NTU,1.6898958333333334,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-04-13,2021,Turbidity,NTU,1.7396875,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-04-14,2021,Turbidity,NTU,1.6941666666666666,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-04-15,2021,Turbidity,NTU,1.6829166666666666,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-04-16,2021,Turbidity,NTU,1.73125,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-04-30,2021,Turbidity,NTU,3.6957142857142857,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-01,2021,Turbidity,NTU,3.379583333333333,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-02,2021,Turbidity,NTU,2.6878125,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-03,2021,Turbidity,NTU,2.2777083333333334,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-04,2021,Turbidity,NTU,2.2671875,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-05,2021,Turbidity,NTU,2.1478125,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-06,2021,Turbidity,NTU,2.1565625,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-07,2021,Turbidity,NTU,2.2226041666666667,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-08,2021,Turbidity,NTU,2.2895833333333333,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-09,2021,Turbidity,NTU,2.40375,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-10,2021,Turbidity,NTU,2.4459375,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-11,2021,Turbidity,NTU,2.3346875,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-12,2021,Turbidity,NTU,2.2129166666666666,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-13,2021,Turbidity,NTU,2.1241666666666665,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-14,2021,Turbidity,NTU,2.1644791666666667,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-15,2021,Turbidity,NTU,2.1313541666666667,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-16,2021,Turbidity,NTU,2.1828125,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-17,2021,Turbidity,NTU,2.1954166666666666,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-18,2021,Turbidity,NTU,3.5401041666666666,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-19,2021,Turbidity,NTU,4.206145833333333,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-20,2021,Turbidity,NTU,5.293020833333333,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-21,2021,Turbidity,NTU,6.633020833333333,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-22,2021,Turbidity,NTU,6.553020833333333,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-23,2021,Turbidity,NTU,5.101666666666667,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-24,2021,Turbidity,NTU,5.3546875,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-25,2021,Turbidity,NTU,5.297789473684211,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-26,2021,Turbidity,NTU,4.560833333333333,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-27,2021,Turbidity,NTU,3.7594791666666665,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-28,2021,Turbidity,NTU,3.3647916666666666,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-29,2021,Turbidity,NTU,3.4922916666666666,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-30,2021,Turbidity,NTU,3.7375,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-05-31,2021,Turbidity,NTU,4.5890625,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-01,2021,Turbidity,NTU,3.8634375,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-02,2021,Turbidity,NTU,2.6602083333333333,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-03,2021,Turbidity,NTU,2.258125,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-04,2021,Turbidity,NTU,2.18375,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-05,2021,Turbidity,NTU,2.2495833333333333,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-06,2021,Turbidity,NTU,2.2476041666666666,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-07,2021,Turbidity,NTU,2.768125,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-08,2021,Turbidity,NTU,2.6719791666666666,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-09,2021,Turbidity,NTU,2.381875,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-10,2021,Turbidity,NTU,2.277604166666667,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-11,2021,Turbidity,NTU,2.155520833333333,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-12,2021,Turbidity,NTU,1.9889583333333334,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-13,2021,Turbidity,NTU,2.0136458333333334,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-14,2021,Turbidity,NTU,2.185208333333333,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-15,2021,Turbidity,NTU,2.3796875,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-16,2021,Turbidity,NTU,2.4557291666666665,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-17,2021,Turbidity,NTU,2.5635416666666666,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-18,2021,Turbidity,NTU,2.4902083333333334,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-19,2021,Turbidity,NTU,2.228315789473684,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-20,2021,Turbidity,NTU,2.4863541666666666,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-21,2021,Turbidity,NTU,2.9088541666666665,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-22,2021,Turbidity,NTU,2.7738541666666667,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-23,2021,Turbidity,NTU,2.964375,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-24,2021,Turbidity,NTU,3.444367816091954,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-25,2021,Turbidity,NTU,3.9677083333333334,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-26,2021,Turbidity,NTU,3.8620833333333335,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-27,2021,Turbidity,NTU,3.8913541666666664,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-28,2021,Turbidity,NTU,4.056145833333333,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-29,2021,Turbidity,NTU,5.8746875,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
Beagle,2021-06-30,2021,Turbidity,NTU,7.858804347826087,POTL,Magnetic Island,DT,Inshore,Cleveland Bay,Magnetic Island,logger,open coastal,SD,-19.15908294,146.8641128,N,2.7,0.1,high,median
CB1,2018-03-15,2018,Chla,ug.L,0.8,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2018-03-15,2018,NOX,mg.L,0.04,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,0.009,0.003,high,median
CB1,2018-03-15,2018,TN,mg.L,0.05,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,0.22,0.1,high,mean
CB1,2018-03-15,2018,TP,mg.L,0.05,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,0.03,0.01,high,median
CB1,2018-03-15,2018,TSS,mg.L,18,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
CB1,2018-03-15,2018,Turbidity,NTU,12.3,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,4.9,0.1,high,median
CB1,2018-08-09,2019,Chla,ug.L,15.4,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2018-08-09,2019,NOX,mg.L,0.005,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,0.009,0.003,high,median
CB1,2018-08-09,2019,TN,mg.L,0.23,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,0.22,0.1,high,mean
CB1,2018-08-09,2019,TP,mg.L,0.05,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,0.03,0.01,high,median
CB1,2018-08-09,2019,TSS,mg.L,4,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
CB1,2018-08-09,2019,Turbidity,NTU,5.9,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,4.9,0.1,high,median
CB1,2018-10-10,2019,Chla,ug.L,0.2,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2018-10-10,2019,NOX,mg.L,0.03,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,0.009,0.003,high,median
CB1,2018-10-10,2019,TN,mg.L,0.21,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,0.22,0.1,high,mean
CB1,2018-10-10,2019,TP,mg.L,0.01,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,0.03,0.01,high,median
CB1,2018-10-10,2019,TSS,mg.L,49,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
CB1,2018-10-10,2019,Turbidity,NTU,11.5,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,4.9,0.1,high,median
CB1,2018-12-07,2019,Chla,ug.L,27.6,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2018-12-07,2019,NOX,mg.L,0.005,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,0.009,0.003,high,median
CB1,2018-12-07,2019,TN,mg.L,0.15,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,0.22,0.1,high,mean
CB1,2018-12-07,2019,TP,mg.L,0.21,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,0.03,0.01,high,median
CB1,2018-12-07,2019,TSS,mg.L,62,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
CB1,2018-12-07,2019,Turbidity,NTU,21.3,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,4.9,0.1,high,median
CB1,2019-01-09,2019,Chla,ug.L,3.3,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2019-01-09,2019,TSS,mg.L,17,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
CB1,2019-01-09,2019,Turbidity,NTU,11.7,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,4.9,0.1,high,median
CB1,2019-03-20,2019,Chla,ug.L,1.6,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2019-03-20,2019,TSS,mg.L,38,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
CB1,2019-03-20,2019,Turbidity,NTU,81.3,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,4.9,0.1,high,median
CB1,2019-05-16,2019,Chla,ug.L,2.4,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2019-05-16,2019,TSS,mg.L,39,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
CB1,2019-05-16,2019,Turbidity,NTU,28.6,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,4.9,0.1,high,median
CB1,2019-06-13,2019,Chla,ug.L,0.9,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2019-06-13,2019,TSS,mg.L,36,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
CB1,2019-06-13,2019,Turbidity,NTU,18,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,4.9,0.1,high,median
CB1,2019-07-31,2020,Chla,ug.L,1.5,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2019-07-31,2020,TSS,mg.L,30,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
CB1,2019-07-31,2020,Turbidity,NTU,16,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,4.9,0.1,high,median
CB1,2019-08-30,2020,Chla,ug.L,0.3,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2019-08-30,2020,TSS,mg.L,28,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
CB1,2019-08-30,2020,Turbidity,NTU,11.2,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,4.9,0.1,high,median
CB1,2019-09-26,2020,Chla,ug.L,0.1,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2019-09-26,2020,TSS,mg.L,69,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
CB1,2019-09-26,2020,Turbidity,NTU,33.1,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,4.9,0.1,high,median
CB1,2019-10-31,2020,Chla,ug.L,0.7,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2019-10-31,2020,TSS,mg.L,25,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
CB1,2019-10-31,2020,Turbidity,NTU,40.8,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,4.9,0.1,high,median
CB1,2019-11-27,2020,Chla,ug.L,0.9,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2019-11-27,2020,TSS,mg.L,17,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
CB1,2019-11-27,2020,Turbidity,NTU,15.2,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,4.9,0.1,high,median
CB1,2019-12-12,2020,Chla,ug.L,0.2,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,2.6,0.1,high,mean
CB1,2019-12-12,2020,TSS,mg.L,52,TCC,EC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Enclosed Coastal,grab,enclosed coastal,MD,-19.288985619,146.866152,N,15,5,high,mean
