Code,Date,FY,Indicator,Units,Values,Sub_Basin,Supplier,Region,Environment,Basin,Watercourse,Sub_Basin_Area,Sub_Basin_Proportion_of_Basin,Watercourse_Area,Watercourse_Proportion_of_Sub_Basin,Lat,Long,WQO,LOR,SF,Failure,Stat,Month,N_Months,Val_Min,Val_Twentieth,Val_Mean,Val_Median,Val_Eightieth,Val_Max,N_Samples
BWC6.1,2022-09-12T10:45:28Z,2023,DIN,mg.L,0.003,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.002,0.05,high,median,Sep,12,0.003,0.006000000000000001,0.017416666666666667,0.0135,0.024000000000000004,0.055999999999999994,12
BWC6.1,2022-09-12T10:45:28Z,2023,FRP,mg.L,0.002,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,NA,NA,high,median,Sep,12,0.001,0.002,0.00275,0.0025,0.003,0.006,12
BWC6.1,2022-09-12T10:45:28Z,2023,High_DO,%.Sat,90.5,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,105,0.5,120,high,median,Sep,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2022-09-12T10:45:28Z,2023,Low_DO,%.Sat,90.5,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,90,0.5,70,low,median,Sep,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2022-09-12T10:45:28Z,2023,TP,mg.L,0.015,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.004,0.03,high,median,Sep,12,0.009,0.01,0.01225,0.01,0.0148,0.019,12
BWC6.1,2022-09-12T10:45:28Z,2023,Turbidity,NTU,1.12,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,5,0.1,10,high,median,Sep,12,0.88,1.236,4.0008333333333335,2.865,7.468,9.3,12
BWC6.1,2022-10-19T07:53:54Z,2023,DIN,mg.L,0.055999999999999994,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.002,0.05,high,median,Oct,12,0.003,0.006000000000000001,0.017416666666666667,0.0135,0.024000000000000004,0.055999999999999994,12
BWC6.1,2022-10-19T07:53:54Z,2023,FRP,mg.L,0.002,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,NA,NA,high,median,Oct,12,0.001,0.002,0.00275,0.0025,0.003,0.006,12
BWC6.1,2022-10-19T07:53:54Z,2023,High_DO,%.Sat,23.3,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,105,0.5,120,high,median,Oct,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2022-10-19T07:53:54Z,2023,Low_DO,%.Sat,23.3,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,90,0.5,70,low,median,Oct,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2022-10-19T07:53:54Z,2023,TP,mg.L,0.019,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.004,0.03,high,median,Oct,12,0.009,0.01,0.01225,0.01,0.0148,0.019,12
BWC6.1,2022-10-19T07:53:54Z,2023,Turbidity,NTU,0.88,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,5,0.1,10,high,median,Oct,12,0.88,1.236,4.0008333333333335,2.865,7.468,9.3,12
BWC6.1,2022-11-23T10:05:48Z,2023,DIN,mg.L,0.01,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.002,0.05,high,median,Nov,12,0.003,0.006000000000000001,0.017416666666666667,0.0135,0.024000000000000004,0.055999999999999994,12
BWC6.1,2022-11-23T10:05:48Z,2023,FRP,mg.L,0.006,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,NA,NA,high,median,Nov,12,0.001,0.002,0.00275,0.0025,0.003,0.006,12
BWC6.1,2022-11-23T10:05:48Z,2023,High_DO,%.Sat,68.3,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,105,0.5,120,high,median,Nov,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2022-11-23T10:05:48Z,2023,Low_DO,%.Sat,68.3,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,90,0.5,70,low,median,Nov,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2022-11-23T10:05:48Z,2023,TP,mg.L,0.01,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.004,0.03,high,median,Nov,12,0.009,0.01,0.01225,0.01,0.0148,0.019,12
BWC6.1,2022-11-23T10:05:48Z,2023,Turbidity,NTU,3.31,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,5,0.1,10,high,median,Nov,12,0.88,1.236,4.0008333333333335,2.865,7.468,9.3,12
BWC6.1,2022-12-21T09:52:52Z,2023,DIN,mg.L,0.004,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.002,0.05,high,median,Dec,12,0.003,0.006000000000000001,0.017416666666666667,0.0135,0.024000000000000004,0.055999999999999994,12
BWC6.1,2022-12-21T09:52:52Z,2023,FRP,mg.L,0.002,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,NA,NA,high,median,Dec,12,0.001,0.002,0.00275,0.0025,0.003,0.006,12
BWC6.1,2022-12-21T09:52:52Z,2023,High_DO,%.Sat,86.8,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,105,0.5,120,high,median,Dec,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2022-12-21T09:52:52Z,2023,Low_DO,%.Sat,86.8,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,90,0.5,70,low,median,Dec,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2022-12-21T09:52:52Z,2023,TP,mg.L,0.009,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.004,0.03,high,median,Dec,12,0.009,0.01,0.01225,0.01,0.0148,0.019,12
BWC6.1,2022-12-21T09:52:52Z,2023,Turbidity,NTU,2.69,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,5,0.1,10,high,median,Dec,12,0.88,1.236,4.0008333333333335,2.865,7.468,9.3,12
BWC6.1,2023-01-23T13:41:50Z,2023,DIN,mg.L,0.035,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.002,0.05,high,median,Jan,12,0.003,0.006000000000000001,0.017416666666666667,0.0135,0.024000000000000004,0.055999999999999994,12
BWC6.1,2023-01-23T13:41:50Z,2023,FRP,mg.L,0.003,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,NA,NA,high,median,Jan,12,0.001,0.002,0.00275,0.0025,0.003,0.006,12
BWC6.1,2023-01-23T13:41:50Z,2023,High_DO,%.Sat,104.2,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,105,0.5,120,high,median,Jan,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2023-01-23T13:41:50Z,2023,Low_DO,%.Sat,104.2,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,90,0.5,70,low,median,Jan,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2023-01-23T13:41:50Z,2023,TP,mg.L,0.01,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.004,0.03,high,median,Jan,12,0.009,0.01,0.01225,0.01,0.0148,0.019,12
BWC6.1,2023-01-23T13:41:50Z,2023,Turbidity,NTU,9.3,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,5,0.1,10,high,median,Jan,12,0.88,1.236,4.0008333333333335,2.865,7.468,9.3,12
BWC6.1,2023-02-27T13:48:52Z,2023,DIN,mg.L,0.015,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.002,0.05,high,median,Feb,12,0.003,0.006000000000000001,0.017416666666666667,0.0135,0.024000000000000004,0.055999999999999994,12
BWC6.1,2023-02-27T13:48:52Z,2023,FRP,mg.L,0.003,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,NA,NA,high,median,Feb,12,0.001,0.002,0.00275,0.0025,0.003,0.006,12
BWC6.1,2023-02-27T13:48:52Z,2023,High_DO,%.Sat,99.6,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,105,0.5,120,high,median,Feb,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2023-02-27T13:48:52Z,2023,Low_DO,%.Sat,99.6,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,90,0.5,70,low,median,Feb,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2023-02-27T13:48:52Z,2023,TP,mg.L,0.01,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.004,0.03,high,median,Feb,12,0.009,0.01,0.01225,0.01,0.0148,0.019,12
BWC6.1,2023-02-27T13:48:52Z,2023,Turbidity,NTU,7.53,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,5,0.1,10,high,median,Feb,12,0.88,1.236,4.0008333333333335,2.865,7.468,9.3,12
BWC6.1,2023-03-21T17:05:23Z,2023,DIN,mg.L,0.013000000000000001,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.002,0.05,high,median,Mar,12,0.003,0.006000000000000001,0.017416666666666667,0.0135,0.024000000000000004,0.055999999999999994,12
BWC6.1,2023-03-21T17:05:23Z,2023,FRP,mg.L,0.002,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,NA,NA,high,median,Mar,12,0.001,0.002,0.00275,0.0025,0.003,0.006,12
BWC6.1,2023-03-21T17:05:23Z,2023,High_DO,%.Sat,103.7,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,105,0.5,120,high,median,Mar,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2023-03-21T17:05:23Z,2023,Low_DO,%.Sat,103.7,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,90,0.5,70,low,median,Mar,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2023-03-21T17:05:23Z,2023,TP,mg.L,0.013,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.004,0.03,high,median,Mar,12,0.009,0.01,0.01225,0.01,0.0148,0.019,12
BWC6.1,2023-03-21T17:05:23Z,2023,Turbidity,NTU,7.38,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,5,0.1,10,high,median,Mar,12,0.88,1.236,4.0008333333333335,2.865,7.468,9.3,12
BWC6.1,2023-04-19T10:02:08Z,2023,DIN,mg.L,0.016,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.002,0.05,high,median,Apr,12,0.003,0.006000000000000001,0.017416666666666667,0.0135,0.024000000000000004,0.055999999999999994,12
BWC6.1,2023-04-19T10:02:08Z,2023,FRP,mg.L,0.001,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,NA,NA,high,median,Apr,12,0.001,0.002,0.00275,0.0025,0.003,0.006,12
BWC6.1,2023-04-19T10:02:08Z,2023,High_DO,%.Sat,97.6,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,105,0.5,120,high,median,Apr,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2023-04-19T10:02:08Z,2023,Low_DO,%.Sat,97.6,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,90,0.5,70,low,median,Apr,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2023-04-19T10:02:08Z,2023,TP,mg.L,0.014,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.004,0.03,high,median,Apr,12,0.009,0.01,0.01225,0.01,0.0148,0.019,12
BWC6.1,2023-04-19T10:02:08Z,2023,Turbidity,NTU,7.49,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,5,0.1,10,high,median,Apr,12,0.88,1.236,4.0008333333333335,2.865,7.468,9.3,12
BWC6.1,2023-05-17T08:54:40Z,2023,DIN,mg.L,0.012,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.002,0.05,high,median,May,12,0.003,0.006000000000000001,0.017416666666666667,0.0135,0.024000000000000004,0.055999999999999994,12
BWC6.1,2023-05-17T08:54:40Z,2023,FRP,mg.L,0.002,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,NA,NA,high,median,May,12,0.001,0.002,0.00275,0.0025,0.003,0.006,12
BWC6.1,2023-05-17T08:54:40Z,2023,High_DO,%.Sat,86.5,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,105,0.5,120,high,median,May,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2023-05-17T08:54:40Z,2023,Low_DO,%.Sat,86.5,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,90,0.5,70,low,median,May,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2023-05-17T08:54:40Z,2023,TP,mg.L,0.01,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.004,0.03,high,median,May,12,0.009,0.01,0.01225,0.01,0.0148,0.019,12
BWC6.1,2023-05-17T08:54:40Z,2023,Turbidity,NTU,2.7,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,5,0.1,10,high,median,May,12,0.88,1.236,4.0008333333333335,2.865,7.468,9.3,12
BWC6.1,2023-06-22T10:07:24Z,2023,DIN,mg.L,0.026,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.002,0.05,high,median,Jun,12,0.003,0.006000000000000001,0.017416666666666667,0.0135,0.024000000000000004,0.055999999999999994,12
BWC6.1,2023-06-22T10:07:24Z,2023,FRP,mg.L,0.003,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,NA,NA,high,median,Jun,12,0.001,0.002,0.00275,0.0025,0.003,0.006,12
BWC6.1,2023-06-22T10:07:24Z,2023,High_DO,%.Sat,90.2,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,105,0.5,120,high,median,Jun,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2023-06-22T10:07:24Z,2023,Low_DO,%.Sat,90.2,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,90,0.5,70,low,median,Jun,12,23.3,86.56,85.95833333333333,90.35,99.19999999999999,104.2,12
BWC6.1,2023-06-22T10:07:24Z,2023,TP,mg.L,0.01,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,0.02,0.004,0.03,high,median,Jun,12,0.009,0.01,0.01225,0.01,0.0148,0.019,12
BWC6.1,2023-06-22T10:07:24Z,2023,Turbidity,NTU,1.38,Bluewater Creek,DES,DT,Freshwater,Black,Bluewater Creek,162,0.24,86,0.1274074074074074,-19.17718,146.55208,5,0.1,10,high,median,Jun,12,0.88,1.236,4.0008333333333335,2.865,7.468,9.3,12
CLMP.BR,2022-07-04T10:30:00Z,2023,DIN,mg.L,0.004,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,0.002,0.05,high,median,Jul,12,0.002,0.011,0.04123809523809524,0.019000000000000003,0.0766,0.155,63
CLMP.BR,2022-07-04T10:30:00Z,2023,FRP,mg.L,0.002,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,0.001,NA,high,median,Jul,12,0.001,0.003,0.00907936507936508,0.006,0.013600000000000001,0.043,63
CLMP.BR,2022-07-04T10:30:00Z,2023,High_DO,%.Sat,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,105,NA,120,high,median,Jul,12,77.6,95.53999999999999,104.4,102.65,114.94,144.3,63
CLMP.BR,2022-07-04T10:30:00Z,2023,Low_DO,%.Sat,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,90,NA,70,low,median,Jul,12,77.6,95.53999999999999,104.4,102.65,114.94,144.3,63
CLMP.BR,2022-07-04T10:30:00Z,2023,TP,mg.L,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,NA,0.03,high,median,Jul,12,0.012,0.0182,0.022583333333333334,0.0235,0.0258,0.033,63
CLMP.BR,2022-07-04T10:30:00Z,2023,Turbidity,NTU,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,5,NA,10,high,median,Jul,12,0.08,0.13800000000000004,4.275,2.525,6.984000000000002,18.38,63
CLMP.BR,2022-07-05T06:50:00Z,2023,DIN,mg.L,0.012,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,0.002,0.05,high,median,Jul,12,0.002,0.011,0.04123809523809524,0.019000000000000003,0.0766,0.155,63
CLMP.BR,2022-07-05T06:50:00Z,2023,FRP,mg.L,0.008,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,0.001,NA,high,median,Jul,12,0.001,0.003,0.00907936507936508,0.006,0.013600000000000001,0.043,63
CLMP.BR,2022-07-05T06:50:00Z,2023,High_DO,%.Sat,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,105,NA,120,high,median,Jul,12,77.6,95.53999999999999,104.4,102.65,114.94,144.3,63
CLMP.BR,2022-07-05T06:50:00Z,2023,Low_DO,%.Sat,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,90,NA,70,low,median,Jul,12,77.6,95.53999999999999,104.4,102.65,114.94,144.3,63
CLMP.BR,2022-07-05T06:50:00Z,2023,TP,mg.L,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,NA,0.03,high,median,Jul,12,0.012,0.0182,0.022583333333333334,0.0235,0.0258,0.033,63
CLMP.BR,2022-07-05T06:50:00Z,2023,Turbidity,NTU,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,5,NA,10,high,median,Jul,12,0.08,0.13800000000000004,4.275,2.525,6.984000000000002,18.38,63
CLMP.BR,2022-07-30T12:30:00Z,2023,DIN,mg.L,0.018000000000000002,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,0.002,0.05,high,median,Jul,12,0.002,0.011,0.04123809523809524,0.019000000000000003,0.0766,0.155,63
CLMP.BR,2022-07-30T12:30:00Z,2023,FRP,mg.L,0.006,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,0.001,NA,high,median,Jul,12,0.001,0.003,0.00907936507936508,0.006,0.013600000000000001,0.043,63
CLMP.BR,2022-07-30T12:30:00Z,2023,High_DO,%.Sat,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,105,NA,120,high,median,Jul,12,77.6,95.53999999999999,104.4,102.65,114.94,144.3,63
CLMP.BR,2022-07-30T12:30:00Z,2023,Low_DO,%.Sat,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,90,NA,70,low,median,Jul,12,77.6,95.53999999999999,104.4,102.65,114.94,144.3,63
CLMP.BR,2022-07-30T12:30:00Z,2023,TP,mg.L,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,NA,0.03,high,median,Jul,12,0.012,0.0182,0.022583333333333334,0.0235,0.0258,0.033,63
CLMP.BR,2022-07-30T12:30:00Z,2023,Turbidity,NTU,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,5,NA,10,high,median,Jul,12,0.08,0.13800000000000004,4.275,2.525,6.984000000000002,18.38,63
CLMP.BR,2022-08-29T11:00:00Z,2023,DIN,mg.L,0.025,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,0.002,0.05,high,median,Aug,12,0.002,0.011,0.04123809523809524,0.019000000000000003,0.0766,0.155,63
CLMP.BR,2022-08-29T11:00:00Z,2023,FRP,mg.L,0.009,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,0.001,NA,high,median,Aug,12,0.001,0.003,0.00907936507936508,0.006,0.013600000000000001,0.043,63
CLMP.BR,2022-08-29T11:00:00Z,2023,High_DO,%.Sat,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,105,NA,120,high,median,Aug,12,77.6,95.53999999999999,104.4,102.65,114.94,144.3,63
CLMP.BR,2022-08-29T11:00:00Z,2023,Low_DO,%.Sat,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,90,NA,70,low,median,Aug,12,77.6,95.53999999999999,104.4,102.65,114.94,144.3,63
CLMP.BR,2022-08-29T11:00:00Z,2023,TP,mg.L,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,NA,0.03,high,median,Aug,12,0.012,0.0182,0.022583333333333334,0.0235,0.0258,0.033,63
CLMP.BR,2022-08-29T11:00:00Z,2023,Turbidity,NTU,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,5,NA,10,high,median,Aug,12,0.08,0.13800000000000004,4.275,2.525,6.984000000000002,18.38,63
CLMP.BR,2022-10-02T16:00:00Z,2023,DIN,mg.L,0.006,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,0.002,0.05,high,median,Oct,12,0.002,0.011,0.04123809523809524,0.019000000000000003,0.0766,0.155,63
CLMP.BR,2022-10-02T16:00:00Z,2023,FRP,mg.L,0.007,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,0.001,NA,high,median,Oct,12,0.001,0.003,0.00907936507936508,0.006,0.013600000000000001,0.043,63
CLMP.BR,2022-10-02T16:00:00Z,2023,High_DO,%.Sat,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,105,NA,120,high,median,Oct,12,77.6,95.53999999999999,104.4,102.65,114.94,144.3,63
CLMP.BR,2022-10-02T16:00:00Z,2023,Low_DO,%.Sat,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,90,NA,70,low,median,Oct,12,77.6,95.53999999999999,104.4,102.65,114.94,144.3,63
CLMP.BR,2022-10-02T16:00:00Z,2023,TP,mg.L,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,NA,0.03,high,median,Oct,12,0.012,0.0182,0.022583333333333334,0.0235,0.0258,0.033,63
CLMP.BR,2022-10-02T16:00:00Z,2023,Turbidity,NTU,NA,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,5,NA,10,high,median,Oct,12,0.08,0.13800000000000004,4.275,2.525,6.984000000000002,18.38,63
CLMP.BR,2022-10-21T16:00:00Z,2023,DIN,mg.L,0.019,Black River,CLMP,DT,Freshwater,Black,Black River,250,0.37,250,0.37037037037037035,-19.23769724,146.6328731,0.02,0.002,0.05,high,median,Oct,12,0.002,0.011,0.04123809523809524,0.019000000000000003,0.0766,0.155,63
