basin,region,fyear,rainfall,cumulative_mean,units
Mossman,Wet Tropics,1967,2008.016,1834.802,mm
Mossman,Wet Tropics,1968,2092.423,1839.321,mm
Mossman,Wet Tropics,1969,1687.157,1836.698,mm
Mossman,Wet Tropics,1970,1665.248,1833.792,mm
Mossman,Wet Tropics,1971,2381.516,1842.921,mm
Mossman,Wet Tropics,1972,2352.252,1851.27,mm
Mossman,Wet Tropics,1973,2088.764,1855.101,mm
Mossman,Wet Tropics,1974,2961.031,1872.655,mm
Mossman,Wet Tropics,1975,1706.173,1870.054,mm
Mossman,Wet Tropics,1976,2425.061,1878.592,mm
Mossman,Wet Tropics,1977,2463.593,1887.456,mm
Mossman,Wet Tropics,1978,1320.72,1878.997,mm
Mossman,Wet Tropics,1979,3745.326,1906.443,mm
Mossman,Wet Tropics,1980,1357.929,1898.494,mm
Mossman,Wet Tropics,1981,2480.678,1906.811,mm
Mossman,Wet Tropics,1982,2000.463,1908.13,mm
Mossman,Wet Tropics,1983,1622.552,1904.163,mm
Mossman,Wet Tropics,1984,1556.791,1899.405,mm
Mossman,Wet Tropics,1985,2148.73,1902.774,mm
Mossman,Wet Tropics,1986,1650.041,1899.404,mm
Mossman,Wet Tropics,1987,1621.847,1895.752,mm
Mossman,Wet Tropics,1988,1293.434,1887.93,mm
Mossman,Wet Tropics,1989,2432.526,1894.912,mm
Mossman,Wet Tropics,1990,2066.473,1897.084,mm
Mossman,Wet Tropics,1991,1945.646,1897.691,mm
Mossman,Wet Tropics,1992,1096.014,1887.794,mm
Mossman,Wet Tropics,1993,1890.914,1887.832,mm
Mossman,Wet Tropics,1994,1761.791,1886.313,mm
Mossman,Wet Tropics,1995,1971.436,1887.326,mm
Mossman,Wet Tropics,1996,2225.2,1891.301,mm
Mossman,Wet Tropics,1997,2015.349,1892.744,mm
Mossman,Wet Tropics,1998,2229.923,1896.619,mm
Mossman,Wet Tropics,1999,2227.686,1900.382,mm
Mossman,Wet Tropics,2000,2816.141,1910.671,mm
Mossman,Wet Tropics,2001,2283.971,1914.819,mm
Mossman,Wet Tropics,2002,994.107,1904.701,mm
Mossman,Wet Tropics,2003,1257.354,1897.665,mm
Mossman,Wet Tropics,2004,2474.68,1903.869,mm
Mossman,Wet Tropics,2005,1604.33,1900.683,mm
Mossman,Wet Tropics,2006,2757.664,1909.703,mm
Mossman,Wet Tropics,2007,1891.363,1909.512,mm
Mossman,Wet Tropics,2008,2191.265,1912.417,mm
Mossman,Wet Tropics,2009,2136.676,1914.705,mm
Mossman,Wet Tropics,2010,2156.274,1917.145,mm
Mossman,Wet Tropics,2011,3006.416,1928.038,mm
Mossman,Wet Tropics,2012,2598.276,1934.674,mm
Mossman,Wet Tropics,2013,1503.51,1930.447,mm
Mossman,Wet Tropics,2014,2401.653,1935.022,mm
Mossman,Wet Tropics,2015,1376.662,1929.653,mm
Mossman,Wet Tropics,2016,1884.169,1929.22,mm
Mossman,Wet Tropics,2017,1817.692,1928.168,mm
Mossman,Wet Tropics,2018,2314.347,1931.777,mm
Mossman,Wet Tropics,2019,3008.201,1941.744,mm
Mossman,Wet Tropics,2020,1367.835,1936.479,mm
Mossman,Wet Tropics,2021,2005.338,1937.105,mm
Mossman,Wet Tropics,2022,1958.89,1937.301,mm
Tully,Wet Tropics,1912,2290.429,2290.429,mm
Tully,Wet Tropics,1913,3631.208,2960.819,mm
Tully,Wet Tropics,1914,2774.241,2898.626,mm
Tully,Wet Tropics,1915,1388.674,2521.138,mm
Tully,Wet Tropics,1916,2036.42,2424.194,mm
Tully,Wet Tropics,1917,3018.571,2523.257,mm
Tully,Wet Tropics,1918,3179.646,2617.027,mm
Tully,Wet Tropics,1919,2095.367,2551.819,mm
Tully,Wet Tropics,1920,2467.629,2542.465,mm
Tully,Wet Tropics,1921,3594.283,2647.647,mm
Tully,Wet Tropics,1922,3029.317,2682.344,mm
Tully,Wet Tropics,1923,1652.483,2596.522,mm
Tully,Wet Tropics,1924,2375.636,2579.531,mm
Tully,Wet Tropics,1925,3027.884,2611.556,mm
Tully,Wet Tropics,1926,1538.56,2540.023,mm
Tully,Wet Tropics,1927,3346.277,2590.414,mm
Tully,Wet Tropics,1928,2208.738,2567.963,mm
Tully,Wet Tropics,1929,3182.991,2602.131,mm
Tully,Wet Tropics,1930,2819.053,2613.548,mm
Tully,Wet Tropics,1931,2239.63,2594.852,mm
Tully,Wet Tropics,1932,2806.128,2604.913,mm
Tully,Wet Tropics,1933,2777.691,2612.766,mm
Tully,Wet Tropics,1934,4498.734,2694.765,mm
Tully,Wet Tropics,1935,2877.615,2702.384,mm
Tully,Wet Tropics,1936,3327.835,2727.402,mm
Tully,Wet Tropics,1937,2277.55,2710.1,mm
Tully,Wet Tropics,1938,2107.521,2687.782,mm
Tully,Wet Tropics,1939,3629.698,2721.422,mm
Tully,Wet Tropics,1940,3429.234,2745.829,mm
Tully,Wet Tropics,1941,3179.008,2760.268,mm
Tully,Wet Tropics,1942,2082.696,2738.411,mm
Tully,Wet Tropics,1943,2394.5,2727.664,mm
Tully,Wet Tropics,1944,2059.783,2707.425,mm
Tully,Wet Tropics,1945,3728.835,2737.467,mm
Tully,Wet Tropics,1946,2632.726,2734.474,mm
Tully,Wet Tropics,1947,1896.682,2711.202,mm
Tully,Wet Tropics,1948,2814.033,2713.981,mm
Tully,Wet Tropics,1949,2954.359,2720.307,mm
Tully,Wet Tropics,1950,3130.548,2730.826,mm
Tully,Wet Tropics,1951,2819.207,2733.035,mm
Tully,Wet Tropics,1952,1934.402,2713.557,mm
Tully,Wet Tropics,1953,2788.45,2715.34,mm
Tully,Wet Tropics,1954,2685.061,2714.636,mm
Tully,Wet Tropics,1955,3632.361,2735.493,mm
Tully,Wet Tropics,1956,2910.567,2739.384,mm
Tully,Wet Tropics,1957,3228.023,2750.006,mm
Tully,Wet Tropics,1958,2644.753,2747.767,mm
Tully,Wet Tropics,1959,2708.03,2746.939,mm
Tully,Wet Tropics,1960,2497.988,2741.858,mm
Tully,Wet Tropics,1961,1597.834,2718.978,mm
Tully,Wet Tropics,1962,2281.918,2710.408,mm
Tully,Wet Tropics,1963,3069.187,2717.308,mm
Tully,Wet Tropics,1964,2363.842,2710.638,mm
Tully,Wet Tropics,1965,3247.933,2720.588,mm
Tully,Wet Tropics,1966,1773.679,2703.372,mm
Tully,Wet Tropics,1967,3045.888,2709.488,mm
Tully,Wet Tropics,1968,2302.668,2702.351,mm
Tully,Wet Tropics,1969,2189.254,2693.504,mm
Tully,Wet Tropics,1970,2254.291,2686.06,mm
Tully,Wet Tropics,1971,3056.447,2692.233,mm
Tully,Wet Tropics,1972,2997.397,2697.236,mm
Tully,Wet Tropics,1973,2631.225,2696.171,mm
Tully,Wet Tropics,1974,4134.386,2719,mm
Tully,Wet Tropics,1975,2404.433,2714.085,mm
Tully,Wet Tropics,1976,3016.8,2718.742,mm
Tully,Wet Tropics,1977,3756.241,2734.462,mm
Tully,Wet Tropics,1978,2286.454,2727.775,mm
Tully,Wet Tropics,1979,3854.927,2744.351,mm
Tully,Wet Tropics,1980,1931.513,2732.571,mm
Tully,Wet Tropics,1981,3370.034,2741.677,mm
Tully,Wet Tropics,1982,2953.814,2744.665,mm
Tully,Wet Tropics,1983,1987.651,2734.151,mm
Tully,Wet Tropics,1984,2544.689,2731.556,mm
Tully,Wet Tropics,1985,2542.844,2729.005,mm
Tully,Wet Tropics,1986,2827.344,2730.317,mm
Tully,Wet Tropics,1987,2127.515,2722.385,mm
Tully,Wet Tropics,1988,2136.96,2714.782,mm
Tully,Wet Tropics,1989,3504.625,2724.908,mm
Tully,Wet Tropics,1990,2965.111,2727.949,mm
Tully,Wet Tropics,1991,3002.991,2731.387,mm
Tully,Wet Tropics,1992,1524.297,2716.485,mm
Tully,Wet Tropics,1993,2001.498,2707.765,mm
Tully,Wet Tropics,1994,2565.151,2706.047,mm
Tully,Wet Tropics,1995,2014.527,2697.815,mm
Tully,Wet Tropics,1996,2690.908,2697.733,mm
Tully,Wet Tropics,1997,2794.53,2698.859,mm
Tully,Wet Tropics,1998,2777.242,2699.76,mm
Tully,Wet Tropics,1999,4063.913,2715.262,mm
Tully,Wet Tropics,2000,3983.309,2729.509,mm
Tully,Wet Tropics,2001,2800.55,2730.299,mm
Tully,Wet Tropics,2002,1529.77,2717.106,mm
Tully,Wet Tropics,2003,1647.023,2705.475,mm
Tully,Wet Tropics,2004,2760.247,2706.064,mm
Tully,Wet Tropics,2005,1895.328,2697.439,mm
Tully,Wet Tropics,2006,2781.397,2698.323,mm
Tully,Wet Tropics,2007,2745.163,2698.81,mm
Tully,Wet Tropics,2008,2497.284,2696.733,mm
Tully,Wet Tropics,2009,3013.361,2699.964,mm
Tully,Wet Tropics,2010,2189.631,2694.809,mm
Tully,Wet Tropics,2011,4208.676,2709.948,mm
Tully,Wet Tropics,2012,2746.587,2710.31,mm
Tully,Wet Tropics,2013,2130.996,2704.631,mm
Tully,Wet Tropics,2014,2781.531,2705.377,mm
Tully,Wet Tropics,2015,1708.121,2695.788,mm
Tully,Wet Tropics,2016,1973.805,2688.912,mm
Tully,Wet Tropics,2017,2344.595,2685.664,mm
Tully,Wet Tropics,2018,2999.18,2688.594,mm
Tully,Wet Tropics,2019,2693.705,2688.641,mm
Tully,Wet Tropics,2020,1918.563,2681.576,mm
Tully,Wet Tropics,2021,3036.982,2684.807,mm
Tully,Wet Tropics,2022,2442.681,2682.626,mm
Herbert,Wet Tropics,1912,975.24,975.24,mm
Herbert,Wet Tropics,1913,1561.645,1268.443,mm
Herbert,Wet Tropics,1914,1260.129,1265.671,mm
Herbert,Wet Tropics,1915,502.821,1074.959,mm
Herbert,Wet Tropics,1916,891.11,1038.189,mm
Herbert,Wet Tropics,1917,1557.626,1124.762,mm
Herbert,Wet Tropics,1918,1687.688,1205.18,mm
Herbert,Wet Tropics,1919,769.877,1150.767,mm
Herbert,Wet Tropics,1920,1186.493,1154.737,mm
Herbert,Wet Tropics,1921,1233.569,1162.62,mm
Herbert,Wet Tropics,1922,1395.856,1183.823,mm
Herbert,Wet Tropics,1923,669.011,1140.922,mm
Herbert,Wet Tropics,1924,921.005,1124.005,mm
Herbert,Wet Tropics,1925,1333.758,1138.988,mm
Herbert,Wet Tropics,1926,662.162,1107.199,mm
Herbert,Wet Tropics,1927,1719.819,1145.488,mm
Herbert,Wet Tropics,1928,1019.64,1138.085,mm
Herbert,Wet Tropics,1929,1501.413,1158.27,mm
Herbert,Wet Tropics,1930,1264.573,1163.865,mm
Herbert,Wet Tropics,1931,839.464,1147.645,mm
Herbert,Wet Tropics,1932,1086.962,1144.755,mm
Herbert,Wet Tropics,1933,1067.3,1141.235,mm
Herbert,Wet Tropics,1934,1907.843,1174.565,mm
Herbert,Wet Tropics,1935,959.877,1165.62,mm
Herbert,Wet Tropics,1936,1389.76,1174.586,mm
Herbert,Wet Tropics,1937,1008.095,1168.182,mm
Herbert,Wet Tropics,1938,1159.22,1167.85,mm
Herbert,Wet Tropics,1939,1448.948,1177.889,mm
Herbert,Wet Tropics,1940,1683.717,1195.332,mm
Herbert,Wet Tropics,1941,1362.511,1200.904,mm
Herbert,Wet Tropics,1942,937.887,1192.42,mm
Herbert,Wet Tropics,1943,1214.137,1193.099,mm
Herbert,Wet Tropics,1944,961.523,1186.081,mm
Herbert,Wet Tropics,1945,1645.906,1199.605,mm
Herbert,Wet Tropics,1946,1273.698,1201.722,mm
Herbert,Wet Tropics,1947,995.522,1195.995,mm
Herbert,Wet Tropics,1948,1156.25,1194.92,mm
Herbert,Wet Tropics,1949,1385.182,1199.927,mm
Herbert,Wet Tropics,1950,1639.014,1211.186,mm
Herbert,Wet Tropics,1951,1347.932,1214.605,mm
Herbert,Wet Tropics,1952,756.386,1203.429,mm
Herbert,Wet Tropics,1953,1341.025,1206.705,mm
Herbert,Wet Tropics,1954,1310.445,1209.117,mm
Herbert,Wet Tropics,1955,1655.847,1219.27,mm
Herbert,Wet Tropics,1956,1809.575,1232.388,mm
Herbert,Wet Tropics,1957,1465.29,1237.451,mm
Herbert,Wet Tropics,1958,1210.869,1236.886,mm
Herbert,Wet Tropics,1959,1192.849,1235.968,mm
Herbert,Wet Tropics,1960,1192.635,1235.084,mm
Herbert,Wet Tropics,1961,761.621,1225.614,mm
Herbert,Wet Tropics,1962,1068.422,1222.532,mm
Herbert,Wet Tropics,1963,1621.964,1230.214,mm
Herbert,Wet Tropics,1964,1017.858,1226.207,mm
Herbert,Wet Tropics,1965,1309.694,1227.753,mm
Herbert,Wet Tropics,1966,813.699,1220.225,mm
Herbert,Wet Tropics,1967,1316.406,1221.942,mm
Herbert,Wet Tropics,1968,1222.66,1221.955,mm
Herbert,Wet Tropics,1969,911.759,1216.607,mm
Herbert,Wet Tropics,1970,918.122,1211.548,mm
Herbert,Wet Tropics,1971,1568.836,1217.502,mm
Herbert,Wet Tropics,1972,1655.736,1224.687,mm
Herbert,Wet Tropics,1973,1079.879,1222.351,mm
Herbert,Wet Tropics,1974,2313.931,1239.678,mm
Herbert,Wet Tropics,1975,1122.023,1237.839,mm
Herbert,Wet Tropics,1976,1501.598,1241.897,mm
Herbert,Wet Tropics,1977,1866.798,1251.365,mm
Herbert,Wet Tropics,1978,943.753,1246.774,mm
Herbert,Wet Tropics,1979,1758.527,1254.3,mm
Herbert,Wet Tropics,1980,1035.085,1251.123,mm
Herbert,Wet Tropics,1981,1734.942,1258.035,mm
Herbert,Wet Tropics,1982,1268.312,1258.179,mm
Herbert,Wet Tropics,1983,950.739,1253.909,mm
Herbert,Wet Tropics,1984,1134.365,1252.272,mm
Herbert,Wet Tropics,1985,984.525,1248.653,mm
Herbert,Wet Tropics,1986,1247.823,1248.642,mm
Herbert,Wet Tropics,1987,823.173,1243.044,mm
Herbert,Wet Tropics,1988,845.429,1237.88,mm
Herbert,Wet Tropics,1989,1639.811,1243.033,mm
Herbert,Wet Tropics,1990,1461.879,1245.803,mm
Herbert,Wet Tropics,1991,1674.103,1251.157,mm
Herbert,Wet Tropics,1992,782.623,1245.373,mm
Herbert,Wet Tropics,1993,814.743,1240.121,mm
Herbert,Wet Tropics,1994,1061.129,1237.965,mm
Herbert,Wet Tropics,1995,836.929,1233.19,mm
Herbert,Wet Tropics,1996,1083.216,1231.426,mm
Herbert,Wet Tropics,1997,1329.45,1232.566,mm
Herbert,Wet Tropics,1998,1497.085,1235.606,mm
Herbert,Wet Tropics,1999,1797.971,1241.997,mm
Herbert,Wet Tropics,2000,1949.238,1249.943,mm
Herbert,Wet Tropics,2001,1309.065,1250.6,mm
Herbert,Wet Tropics,2002,783.806,1245.471,mm
Herbert,Wet Tropics,2003,661.686,1239.125,mm
Herbert,Wet Tropics,2004,1148.782,1238.154,mm
Herbert,Wet Tropics,2005,833.67,1233.851,mm
Herbert,Wet Tropics,2006,1389.363,1235.488,mm
Herbert,Wet Tropics,2007,1343.853,1236.617,mm
Herbert,Wet Tropics,2008,1202.643,1236.266,mm
Herbert,Wet Tropics,2009,1894.029,1242.978,mm
Herbert,Wet Tropics,2010,1115.01,1241.686,mm
Herbert,Wet Tropics,2011,2298.746,1252.256,mm
Herbert,Wet Tropics,2012,1336.286,1253.088,mm
Herbert,Wet Tropics,2013,1031.589,1250.917,mm
Herbert,Wet Tropics,2014,1198.387,1250.407,mm
Herbert,Wet Tropics,2015,712.565,1245.235,mm
Herbert,Wet Tropics,2016,919.423,1242.132,mm
Herbert,Wet Tropics,2017,1068.684,1240.496,mm
Herbert,Wet Tropics,2018,1471.538,1242.655,mm
Herbert,Wet Tropics,2019,1567.309,1245.661,mm
Herbert,Wet Tropics,2020,918.406,1242.659,mm
Herbert,Wet Tropics,2021,1607.045,1245.971,mm
Herbert,Wet Tropics,2022,1197.574,1245.535,mm
Barron,Wet Tropics,1912,885.137,885.137,mm
Barron,Wet Tropics,1913,1914.948,1400.043,mm
Barron,Wet Tropics,1914,1504.5,1434.862,mm
Barron,Wet Tropics,1915,550.445,1213.757,mm
Barron,Wet Tropics,1916,1015,1174.006,mm
Barron,Wet Tropics,1917,1466.74,1222.795,mm
Barron,Wet Tropics,1918,1505.319,1263.156,mm
Barron,Wet Tropics,1919,907.122,1218.651,mm
Barron,Wet Tropics,1920,1109.068,1206.475,mm
Barron,Wet Tropics,1921,1984.296,1284.257,mm
Barron,Wet Tropics,1922,1440.129,1298.428,mm
Barron,Wet Tropics,1923,965.435,1270.678,mm
Barron,Wet Tropics,1924,909.588,1242.902,mm
Barron,Wet Tropics,1925,1768.162,1280.421,mm
Barron,Wet Tropics,1926,940.87,1257.784,mm
Barron,Wet Tropics,1927,1676.096,1283.928,mm
Barron,Wet Tropics,1928,1117.165,1274.119,mm
Barron,Wet Tropics,1929,1806.046,1303.67,mm
Barron,Wet Tropics,1930,1448.892,1311.314,mm
Barron,Wet Tropics,1931,1115.712,1301.533,mm
Barron,Wet Tropics,1932,1527.219,1312.28,mm
Barron,Wet Tropics,1933,1460.055,1318.997,mm
Barron,Wet Tropics,1934,2331.162,1363.005,mm
Barron,Wet Tropics,1935,1275.487,1359.358,mm
Barron,Wet Tropics,1936,1514.75,1365.574,mm
Barron,Wet Tropics,1937,978.842,1350.699,mm
Barron,Wet Tropics,1938,1120.088,1342.158,mm
Barron,Wet Tropics,1939,2096.369,1369.094,mm
Barron,Wet Tropics,1940,1668.48,1379.418,mm
Barron,Wet Tropics,1941,1477.54,1382.689,mm
Barron,Wet Tropics,1942,834.3,1364.999,mm
Barron,Wet Tropics,1943,1242.469,1361.17,mm
Barron,Wet Tropics,1944,1107.902,1353.495,mm
Barron,Wet Tropics,1945,2170.767,1377.532,mm
Barron,Wet Tropics,1946,1096.327,1369.498,mm
Barron,Wet Tropics,1947,809.053,1353.93,mm
Barron,Wet Tropics,1948,1213.276,1350.129,mm
Barron,Wet Tropics,1949,1698.92,1359.307,mm
Barron,Wet Tropics,1950,1609.073,1365.712,mm
Barron,Wet Tropics,1951,1365.571,1365.708,mm
Barron,Wet Tropics,1952,992.845,1356.614,mm
Barron,Wet Tropics,1953,1593.909,1362.264,mm
Barron,Wet Tropics,1954,1170.805,1357.811,mm
Barron,Wet Tropics,1955,1641.125,1364.25,mm
Barron,Wet Tropics,1956,1584.721,1369.149,mm
Barron,Wet Tropics,1957,1572.461,1373.569,mm
Barron,Wet Tropics,1958,1554.419,1377.417,mm
Barron,Wet Tropics,1959,1411.121,1378.119,mm
Barron,Wet Tropics,1960,1350.811,1377.562,mm
Barron,Wet Tropics,1961,769.847,1365.408,mm
Barron,Wet Tropics,1962,1234.204,1362.835,mm
Barron,Wet Tropics,1963,1781.333,1370.883,mm
Barron,Wet Tropics,1964,1478.937,1372.922,mm
Barron,Wet Tropics,1965,1536.208,1375.946,mm
Barron,Wet Tropics,1966,702.033,1363.693,mm
Barron,Wet Tropics,1967,1747.633,1370.549,mm
Barron,Wet Tropics,1968,1413.465,1371.302,mm
Barron,Wet Tropics,1969,1037.958,1365.554,mm
Barron,Wet Tropics,1970,1219.173,1363.073,mm
Barron,Wet Tropics,1971,1823.024,1370.739,mm
Barron,Wet Tropics,1972,2050.535,1381.883,mm
Barron,Wet Tropics,1973,1248.029,1379.724,mm
Barron,Wet Tropics,1974,2612.543,1399.293,mm
Barron,Wet Tropics,1975,1275.004,1397.351,mm
Barron,Wet Tropics,1976,1701.381,1402.028,mm
Barron,Wet Tropics,1977,2382.545,1416.885,mm
Barron,Wet Tropics,1978,893.028,1409.066,mm
Barron,Wet Tropics,1979,2622.568,1426.912,mm
Barron,Wet Tropics,1980,975.064,1420.363,mm
Barron,Wet Tropics,1981,1831.526,1426.237,mm
Barron,Wet Tropics,1982,1350.644,1425.172,mm
Barron,Wet Tropics,1983,1234.946,1422.53,mm
Barron,Wet Tropics,1984,1140.762,1418.67,mm
Barron,Wet Tropics,1985,1571.558,1420.736,mm
Barron,Wet Tropics,1986,1338.008,1419.633,mm
Barron,Wet Tropics,1987,1041.574,1414.659,mm
Barron,Wet Tropics,1988,956.564,1408.709,mm
Barron,Wet Tropics,1989,1968.905,1415.891,mm
Barron,Wet Tropics,1990,1669.172,1419.098,mm
Barron,Wet Tropics,1991,1688.249,1422.462,mm
Barron,Wet Tropics,1992,868.586,1415.624,mm
Barron,Wet Tropics,1993,1043.085,1411.081,mm
Barron,Wet Tropics,1994,1280.1,1409.503,mm
Barron,Wet Tropics,1995,1313.782,1408.363,mm
Barron,Wet Tropics,1996,1498.108,1409.419,mm
Barron,Wet Tropics,1997,1435.578,1409.723,mm
Barron,Wet Tropics,1998,1304.658,1408.516,mm
Barron,Wet Tropics,1999,2061.688,1415.938,mm
Barron,Wet Tropics,2000,2104.405,1423.674,mm
Barron,Wet Tropics,2001,1570.036,1425.3,mm
Barron,Wet Tropics,2002,813.132,1418.573,mm
Barron,Wet Tropics,2003,969.544,1413.692,mm
Barron,Wet Tropics,2004,1964.385,1419.613,mm
Barron,Wet Tropics,2005,1268.208,1418.003,mm
Barron,Wet Tropics,2006,1782.022,1421.834,mm
Barron,Wet Tropics,2007,1328.301,1420.86,mm
Barron,Wet Tropics,2008,1955.859,1426.376,mm
Barron,Wet Tropics,2009,1675.201,1428.915,mm
Barron,Wet Tropics,2010,1344.714,1428.064,mm
Barron,Wet Tropics,2011,2343.143,1437.215,mm
Barron,Wet Tropics,2012,1681.782,1439.636,mm
Barron,Wet Tropics,2013,1096.351,1436.271,mm
Barron,Wet Tropics,2014,1537.683,1437.255,mm
Barron,Wet Tropics,2015,1180.053,1434.782,mm
Barron,Wet Tropics,2016,1049.089,1431.109,mm
Barron,Wet Tropics,2017,1246.794,1429.37,mm
Barron,Wet Tropics,2018,1777.135,1432.62,mm
Barron,Wet Tropics,2019,2004.607,1437.917,mm
Barron,Wet Tropics,2020,1099.473,1434.812,mm
Barron,Wet Tropics,2021,1635.621,1436.637,mm
Barron,Wet Tropics,2022,1514.464,1437.338,mm
Russell,Wet Tropics,1912,3024.067,3024.067,mm
Russell,Wet Tropics,1913,4574.518,3799.292,mm
Russell,Wet Tropics,1914,3614.785,3737.79,mm
Russell,Wet Tropics,1915,2083.211,3324.145,mm
Russell,Wet Tropics,1916,2981.917,3255.7,mm
Russell,Wet Tropics,1917,3717.486,3332.664,mm
Russell,Wet Tropics,1918,3841.29,3405.325,mm
Russell,Wet Tropics,1919,2849.499,3335.847,mm
Russell,Wet Tropics,1920,3232.147,3324.324,mm
Russell,Wet Tropics,1921,5060.022,3497.894,mm
Russell,Wet Tropics,1922,4123.258,3554.745,mm
Russell,Wet Tropics,1923,2260.262,3446.872,mm
Russell,Wet Tropics,1924,3403.025,3443.499,mm
Russell,Wet Tropics,1925,4514.122,3519.972,mm
Russell,Wet Tropics,1926,2200.407,3432.001,mm
Russell,Wet Tropics,1927,4025.748,3469.11,mm
Russell,Wet Tropics,1928,2991.551,3441.019,mm
Russell,Wet Tropics,1929,3989.718,3471.502,mm
Russell,Wet Tropics,1930,3714.484,3484.29,mm
Russell,Wet Tropics,1931,3341.724,3477.162,mm
Russell,Wet Tropics,1932,4089.17,3506.305,mm
Russell,Wet Tropics,1933,4070.711,3531.96,mm
Russell,Wet Tropics,1934,6221.762,3648.908,mm
Russell,Wet Tropics,1935,3566.245,3645.464,mm
Russell,Wet Tropics,1936,4268.223,3670.374,mm
Russell,Wet Tropics,1937,2967.237,3643.33,mm
Russell,Wet Tropics,1938,3292.849,3630.35,mm
Russell,Wet Tropics,1939,5709.336,3704.599,mm
Russell,Wet Tropics,1940,4206.726,3721.914,mm
Russell,Wet Tropics,1941,4498.443,3747.798,mm
Russell,Wet Tropics,1942,2616.182,3711.294,mm
Russell,Wet Tropics,1943,3240.604,3696.585,mm
Russell,Wet Tropics,1944,2679.919,3665.777,mm
Russell,Wet Tropics,1945,5613.353,3723.059,mm
Russell,Wet Tropics,1946,3141.482,3706.442,mm
Russell,Wet Tropics,1947,2219.226,3665.131,mm
Russell,Wet Tropics,1948,3188.514,3652.249,mm
Russell,Wet Tropics,1949,4180.773,3666.158,mm
Russell,Wet Tropics,1950,3693.313,3666.854,mm
Russell,Wet Tropics,1951,3521.854,3663.229,mm
Russell,Wet Tropics,1952,2895.111,3644.494,mm
Russell,Wet Tropics,1953,3684.037,3645.436,mm
Russell,Wet Tropics,1954,3441.802,3640.7,mm
Russell,Wet Tropics,1955,4420.567,3658.425,mm
Russell,Wet Tropics,1956,3175.574,3647.695,mm
Russell,Wet Tropics,1957,4069.968,3656.874,mm
Russell,Wet Tropics,1958,3563.23,3654.882,mm
Russell,Wet Tropics,1959,4265.205,3667.597,mm
Russell,Wet Tropics,1960,3181.273,3657.672,mm
Russell,Wet Tropics,1961,2219.112,3628.901,mm
Russell,Wet Tropics,1962,3055.919,3617.666,mm
Russell,Wet Tropics,1963,3846.638,3622.069,mm
Russell,Wet Tropics,1964,3958.475,3628.416,mm
Russell,Wet Tropics,1965,4815.634,3650.402,mm
Russell,Wet Tropics,1966,2082.251,3621.89,mm
Russell,Wet Tropics,1967,3979.133,3628.269,mm
Russell,Wet Tropics,1968,3233.56,3621.345,mm
Russell,Wet Tropics,1969,3032.992,3611.201,mm
Russell,Wet Tropics,1970,3386.108,3607.386,mm
Russell,Wet Tropics,1971,4283.363,3618.652,mm
Russell,Wet Tropics,1972,4166.338,3627.63,mm
Russell,Wet Tropics,1973,3692.09,3628.67,mm
Russell,Wet Tropics,1974,5323.536,3655.573,mm
Russell,Wet Tropics,1975,3399.968,3651.579,mm
Russell,Wet Tropics,1976,4356.659,3662.426,mm
Russell,Wet Tropics,1977,5595.886,3691.721,mm
Russell,Wet Tropics,1978,2836.742,3678.96,mm
Russell,Wet Tropics,1979,5112.552,3700.042,mm
Russell,Wet Tropics,1980,2583.695,3683.863,mm
Russell,Wet Tropics,1981,4730.688,3698.818,mm
Russell,Wet Tropics,1982,3608.855,3697.551,mm
Russell,Wet Tropics,1983,3061.975,3688.724,mm
Russell,Wet Tropics,1984,3446.859,3685.41,mm
Russell,Wet Tropics,1985,3820.747,3687.239,mm
Russell,Wet Tropics,1986,3847.682,3689.378,mm
Russell,Wet Tropics,1987,2936.69,3679.475,mm
Russell,Wet Tropics,1988,2962.172,3670.159,mm
Russell,Wet Tropics,1989,4788.961,3684.503,mm
Russell,Wet Tropics,1990,3808.588,3686.073,mm
Russell,Wet Tropics,1991,3984.357,3689.802,mm
Russell,Wet Tropics,1992,1881.768,3667.481,mm
Russell,Wet Tropics,1993,2849.632,3657.507,mm
Russell,Wet Tropics,1994,4035.355,3662.059,mm
Russell,Wet Tropics,1995,3473.215,3659.811,mm
Russell,Wet Tropics,1996,4052.961,3664.436,mm
Russell,Wet Tropics,1997,3489.729,3662.405,mm
Russell,Wet Tropics,1998,3498.991,3660.527,mm
Russell,Wet Tropics,1999,5814.143,3684.999,mm
Russell,Wet Tropics,2000,5545.893,3705.908,mm
Russell,Wet Tropics,2001,4285.956,3712.353,mm
Russell,Wet Tropics,2002,2112.753,3694.775,mm
Russell,Wet Tropics,2003,2401.24,3680.715,mm
Russell,Wet Tropics,2004,4191.827,3686.211,mm
Russell,Wet Tropics,2005,3065.502,3679.608,mm
Russell,Wet Tropics,2006,4379.822,3686.978,mm
Russell,Wet Tropics,2007,4041.822,3690.675,mm
Russell,Wet Tropics,2008,3720.239,3690.979,mm
Russell,Wet Tropics,2009,4349.867,3697.703,mm
Russell,Wet Tropics,2010,3795.832,3698.694,mm
Russell,Wet Tropics,2011,6132.342,3723.03,mm
Russell,Wet Tropics,2012,4367.584,3729.412,mm
Russell,Wet Tropics,2013,3100.603,3723.247,mm
Russell,Wet Tropics,2014,4107.614,3726.979,mm
Russell,Wet Tropics,2015,2735.036,3717.441,mm
Russell,Wet Tropics,2016,3111.097,3711.666,mm
Russell,Wet Tropics,2017,3198.55,3706.826,mm
