basin,region,fyear,rainfall,cumulative_mean,units
Russell,Wet Tropics,2018,4182.162,3711.268,mm
Russell,Wet Tropics,2019,4128.395,3715.13,mm
Russell,Wet Tropics,2020,2818.108,3706.901,mm
Russell,Wet Tropics,2021,4035.763,3709.891,mm
Russell,Wet Tropics,2022,3818.735,3710.871,mm
Mulgrave,Wet Tropics,1912,1923.729,1923.729,mm
Mulgrave,Wet Tropics,1913,3079.335,2501.532,mm
Mulgrave,Wet Tropics,1914,2656.733,2553.266,mm
Mulgrave,Wet Tropics,1915,1344.159,2250.989,mm
Mulgrave,Wet Tropics,1916,2015.899,2203.971,mm
Mulgrave,Wet Tropics,1917,2460.781,2246.773,mm
Mulgrave,Wet Tropics,1918,2673.569,2307.744,mm
Mulgrave,Wet Tropics,1919,1788.039,2242.78,mm
Mulgrave,Wet Tropics,1920,2248.828,2243.452,mm
Mulgrave,Wet Tropics,1921,3826.261,2401.733,mm
Mulgrave,Wet Tropics,1922,2681.518,2427.168,mm
Mulgrave,Wet Tropics,1923,1599.589,2358.203,mm
Mulgrave,Wet Tropics,1924,2087.976,2337.417,mm
Mulgrave,Wet Tropics,1925,3194.482,2398.636,mm
Mulgrave,Wet Tropics,1926,1656.676,2349.172,mm
Mulgrave,Wet Tropics,1927,2942.473,2386.253,mm
Mulgrave,Wet Tropics,1928,1918.091,2358.714,mm
Mulgrave,Wet Tropics,1929,2990.814,2393.831,mm
Mulgrave,Wet Tropics,1930,2515.931,2400.257,mm
Mulgrave,Wet Tropics,1931,2428.381,2401.663,mm
Mulgrave,Wet Tropics,1932,2927.613,2426.708,mm
Mulgrave,Wet Tropics,1933,2990.597,2452.34,mm
Mulgrave,Wet Tropics,1934,4056.978,2522.107,mm
Mulgrave,Wet Tropics,1935,2466.051,2519.771,mm
Mulgrave,Wet Tropics,1936,2868.376,2533.715,mm
Mulgrave,Wet Tropics,1937,1804.912,2505.684,mm
Mulgrave,Wet Tropics,1938,1941.769,2484.799,mm
Mulgrave,Wet Tropics,1939,3998.91,2538.874,mm
Mulgrave,Wet Tropics,1940,2798.733,2547.835,mm
Mulgrave,Wet Tropics,1941,2941.655,2560.962,mm
Mulgrave,Wet Tropics,1942,1692.24,2532.939,mm
Mulgrave,Wet Tropics,1943,2247.239,2524.011,mm
Mulgrave,Wet Tropics,1944,1854.232,2503.714,mm
Mulgrave,Wet Tropics,1945,4114.071,2551.078,mm
Mulgrave,Wet Tropics,1946,2004.181,2535.452,mm
Mulgrave,Wet Tropics,1947,1365.809,2502.962,mm
Mulgrave,Wet Tropics,1948,2212.397,2495.109,mm
Mulgrave,Wet Tropics,1949,2941.191,2506.848,mm
Mulgrave,Wet Tropics,1950,2747.563,2513.02,mm
Mulgrave,Wet Tropics,1951,2346.116,2508.847,mm
Mulgrave,Wet Tropics,1952,1991.509,2496.229,mm
Mulgrave,Wet Tropics,1953,2874.98,2505.247,mm
Mulgrave,Wet Tropics,1954,2258.074,2499.499,mm
Mulgrave,Wet Tropics,1955,3141.45,2514.089,mm
Mulgrave,Wet Tropics,1956,2400.31,2511.56,mm
Mulgrave,Wet Tropics,1957,2682.062,2515.267,mm
Mulgrave,Wet Tropics,1958,2626.227,2517.628,mm
Mulgrave,Wet Tropics,1959,2830.555,2524.147,mm
Mulgrave,Wet Tropics,1960,2119.133,2515.882,mm
Mulgrave,Wet Tropics,1961,1368.846,2492.941,mm
Mulgrave,Wet Tropics,1962,2056.211,2484.378,mm
Mulgrave,Wet Tropics,1963,2827.509,2490.976,mm
Mulgrave,Wet Tropics,1964,2774.814,2496.332,mm
Mulgrave,Wet Tropics,1965,3224.974,2509.825,mm
Mulgrave,Wet Tropics,1966,1330.371,2488.38,mm
Mulgrave,Wet Tropics,1967,3111.564,2499.509,mm
Mulgrave,Wet Tropics,1968,2432.879,2498.34,mm
Mulgrave,Wet Tropics,1969,1977.957,2489.368,mm
Mulgrave,Wet Tropics,1970,2331.128,2486.686,mm
Mulgrave,Wet Tropics,1971,3125.656,2497.335,mm
Mulgrave,Wet Tropics,1972,3334.718,2511.063,mm
Mulgrave,Wet Tropics,1973,2357.996,2508.594,mm
Mulgrave,Wet Tropics,1974,4150.721,2534.659,mm
Mulgrave,Wet Tropics,1975,2248.465,2530.188,mm
Mulgrave,Wet Tropics,1976,2988.609,2537.24,mm
Mulgrave,Wet Tropics,1977,4180.553,2562.139,mm
Mulgrave,Wet Tropics,1978,1767.383,2550.277,mm
Mulgrave,Wet Tropics,1979,3958.34,2570.984,mm
Mulgrave,Wet Tropics,1980,1724.804,2558.72,mm
Mulgrave,Wet Tropics,1981,3273.638,2568.933,mm
Mulgrave,Wet Tropics,1982,2484.083,2567.738,mm
Mulgrave,Wet Tropics,1983,2209.162,2562.758,mm
Mulgrave,Wet Tropics,1984,2103.965,2556.473,mm
Mulgrave,Wet Tropics,1985,2791.44,2559.648,mm
Mulgrave,Wet Tropics,1986,2353.953,2556.906,mm
Mulgrave,Wet Tropics,1987,1894.609,2548.191,mm
Mulgrave,Wet Tropics,1988,1713.221,2537.348,mm
Mulgrave,Wet Tropics,1989,3604.228,2551.026,mm
Mulgrave,Wet Tropics,1990,2804.105,2554.229,mm
Mulgrave,Wet Tropics,1991,2861.413,2558.069,mm
Mulgrave,Wet Tropics,1992,1352.378,2543.184,mm
Mulgrave,Wet Tropics,1993,1880.807,2535.106,mm
Mulgrave,Wet Tropics,1994,2487.45,2534.532,mm
Mulgrave,Wet Tropics,1995,2388.458,2532.793,mm
Mulgrave,Wet Tropics,1996,2692.182,2534.668,mm
Mulgrave,Wet Tropics,1997,2462.478,2533.829,mm
Mulgrave,Wet Tropics,1998,2350.076,2531.717,mm
Mulgrave,Wet Tropics,1999,3852.335,2546.724,mm
Mulgrave,Wet Tropics,2000,3857.423,2561.451,mm
Mulgrave,Wet Tropics,2001,2926.023,2565.501,mm
Mulgrave,Wet Tropics,2002,1347.473,2552.116,mm
Mulgrave,Wet Tropics,2003,1652.476,2542.338,mm
Mulgrave,Wet Tropics,2004,3286.965,2550.344,mm
Mulgrave,Wet Tropics,2005,2238.903,2547.031,mm
Mulgrave,Wet Tropics,2006,3217.784,2554.092,mm
Mulgrave,Wet Tropics,2007,2667.469,2555.273,mm
Mulgrave,Wet Tropics,2008,3181.041,2561.724,mm
Mulgrave,Wet Tropics,2009,2991.905,2566.114,mm
Mulgrave,Wet Tropics,2010,2674.761,2567.211,mm
Mulgrave,Wet Tropics,2011,4165.344,2583.192,mm
Mulgrave,Wet Tropics,2012,3259.029,2589.884,mm
Mulgrave,Wet Tropics,2013,1984.161,2583.945,mm
Mulgrave,Wet Tropics,2014,2823.785,2586.274,mm
Mulgrave,Wet Tropics,2015,2171.973,2582.29,mm
Mulgrave,Wet Tropics,2016,2027.425,2577.006,mm
Mulgrave,Wet Tropics,2017,2248.063,2573.903,mm
Mulgrave,Wet Tropics,2018,3280.884,2580.51,mm
Mulgrave,Wet Tropics,2019,3415.433,2588.241,mm
Mulgrave,Wet Tropics,2020,1891.97,2581.853,mm
Mulgrave,Wet Tropics,2021,3042.282,2586.039,mm
Mulgrave,Wet Tropics,2022,2930.795,2589.145,mm
