Code,Date,FY,Indicator,Units,Values,Sub_Basin,Supplier,Region,Environment,Basin,Watercourse,Sub_Basin_Area,Sub_Basin_Proportion_of_Basin,Watercourse_Area,Watercourse_Proportion_of_Sub_Basin,Lat,Long,WQO,LOR,SF,Failure,Stat
RLS7,2022-08-15T10:08:01Z,2023,DIN,mg.L,0.015,Upper Ross River,TCC_Other,DT,Freshwater,Ross,Ross Lake,458,0.32,NA,NA,-19.44,146.738,0.02,0.02,0.38,high,median
RLS7,2022-09-12T10:08:01Z,2023,DIN,mg.L,0.015,Upper Ross River,TCC_Other,DT,Freshwater,Ross,Ross Lake,458,0.32,NA,NA,-19.44,146.738,0.02,0.02,0.38,high,median
RLS7,2022-10-17T10:27:01Z,2023,DIN,mg.L,0.015,Upper Ross River,TCC_Other,DT,Freshwater,Ross,Ross Lake,458,0.32,NA,NA,-19.44,146.738,0.02,0.02,0.38,high,median
RLS7,2022-11-16T10:46:01Z,2023,DIN,mg.L,0.015,Upper Ross River,TCC_Other,DT,Freshwater,Ross,Ross Lake,458,0.32,NA,NA,-19.44,146.738,0.02,0.02,0.38,high,median
RLS7,2022-12-20T10:20:01Z,2023,DIN,mg.L,0.015,Upper Ross River,TCC_Other,DT,Freshwater,Ross,Ross Lake,458,0.32,NA,NA,-19.44,146.738,0.02,0.02,0.38,high,median
RLS7,2023-01-17T10:17:01Z,2023,DIN,mg.L,0.02,Upper Ross River,TCC_Other,DT,Freshwater,Ross,Ross Lake,458,0.32,NA,NA,-19.44,146.738,0.02,0.02,0.38,high,median
RLS7,2023-02-13T09:42:01Z,2023,DIN,mg.L,0.04,Upper Ross River,TCC_Other,DT,Freshwater,Ross,Ross Lake,458,0.32,NA,NA,-19.44,146.738,0.02,0.02,0.38,high,median
RLS7,2023-03-13T07:40:01Z,2023,DIN,mg.L,0.015,Upper Ross River,TCC_Other,DT,Freshwater,Ross,Ross Lake,458,0.32,NA,NA,-19.44,146.738,0.02,0.02,0.38,high,median
RLS7,2023-05-02T10:40:01Z,2023,DIN,mg.L,0.015,Upper Ross River,TCC_Other,DT,Freshwater,Ross,Ross Lake,458,0.32,NA,NA,-19.44,146.738,0.02,0.02,0.38,high,median
RLS7,2023-05-29T10:44:01Z,2023,DIN,mg.L,0.015,Upper Ross River,TCC_Other,DT,Freshwater,Ross,Ross Lake,458,0.32,NA,NA,-19.44,146.738,0.02,0.02,0.38,high,median
RLS7,2023-06-19T11:20:01Z,2023,DIN,mg.L,0.015,Upper Ross River,TCC_Other,DT,Freshwater,Ross,Ross Lake,458,0.32,NA,NA,-19.44,146.738,0.02,0.02,0.38,high,median
