Code,Date,FY,Indicator,Units,Values,Basin,Supplier,Region,Environment,Sub_Basin,Watercourse,Sub_Basin_Area,Sub_Basin_Proportion_of_Basin,Watercourse_Area,Watercourse_Proportion_of_Sub_Basin,Lat,Long,WQO,LOR,SF,Failure,Stat
CB9,2020-03-11T00:00:01Z,2020,Turbidity,NTU,23.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-04-17T00:00:01Z,2020,DIN,mg.L,0.01196,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-04-17T00:00:01Z,2020,High_DO,%.Sat,92.62,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-04-17T00:00:01Z,2020,Low_DO,%.Sat,92.62,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-04-17T00:00:01Z,2020,TP,mg.L,0.01,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-04-17T00:00:01Z,2020,Turbidity,NTU,13.2,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-06-07T00:00:01Z,2020,DIN,mg.L,0.0312,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-06-07T00:00:01Z,2020,High_DO,%.Sat,91.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-06-07T00:00:01Z,2020,Low_DO,%.Sat,91.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-06-07T00:00:01Z,2020,TP,mg.L,0.03,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-06-07T00:00:01Z,2020,Turbidity,NTU,13.2,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-07-03T00:00:01Z,2021,DIN,mg.L,0.041100000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-07-03T00:00:01Z,2021,High_DO,%.Sat,87.81,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-07-03T00:00:01Z,2021,Low_DO,%.Sat,87.81,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-07-03T00:00:01Z,2021,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-07-03T00:00:01Z,2021,Turbidity,NTU,14.9,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-08-20T00:00:01Z,2021,DIN,mg.L,0.00726,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-08-20T00:00:01Z,2021,High_DO,%.Sat,90.83,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-08-20T00:00:01Z,2021,Low_DO,%.Sat,90.83,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-08-20T00:00:01Z,2021,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-08-20T00:00:01Z,2021,Turbidity,NTU,19.9,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-09-30T00:00:01Z,2021,DIN,mg.L,0.0045000000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-09-30T00:00:01Z,2021,High_DO,%.Sat,92.31,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-09-30T00:00:01Z,2021,Low_DO,%.Sat,92.31,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-09-30T00:00:01Z,2021,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-09-30T00:00:01Z,2021,Turbidity,NTU,21,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-10-15T00:00:01Z,2021,DIN,mg.L,0.00662,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-10-15T00:00:01Z,2021,High_DO,%.Sat,91.39,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-10-15T00:00:01Z,2021,Low_DO,%.Sat,91.39,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-10-15T00:00:01Z,2021,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-10-15T00:00:01Z,2021,Turbidity,NTU,19.3,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-11-27T00:00:01Z,2021,DIN,mg.L,0.0053,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-11-27T00:00:01Z,2021,High_DO,%.Sat,92.11,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-11-27T00:00:01Z,2021,Low_DO,%.Sat,92.11,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-11-27T00:00:01Z,2021,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-11-27T00:00:01Z,2021,Turbidity,NTU,19.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2020-12-16T00:00:01Z,2021,DIN,mg.L,0.0045000000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2020-12-16T00:00:01Z,2021,High_DO,%.Sat,95.29,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2020-12-16T00:00:01Z,2021,Low_DO,%.Sat,95.29,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2020-12-16T00:00:01Z,2021,TP,mg.L,0.04,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2020-12-16T00:00:01Z,2021,Turbidity,NTU,37.1,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-01-14T00:00:01Z,2021,DIN,mg.L,0.00987,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-01-14T00:00:01Z,2021,High_DO,%.Sat,95.08,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-01-14T00:00:01Z,2021,Low_DO,%.Sat,95.08,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-01-14T00:00:01Z,2021,TP,mg.L,0.07,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-01-14T00:00:01Z,2021,Turbidity,NTU,91.3,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-02-11T00:00:01Z,2021,DIN,mg.L,0.01139,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-02-11T00:00:01Z,2021,High_DO,%.Sat,89.16,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-02-11T00:00:01Z,2021,Low_DO,%.Sat,89.16,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-02-11T00:00:01Z,2021,TP,mg.L,0.07,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-02-11T00:00:01Z,2021,Turbidity,NTU,76.9,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-03-11T00:00:01Z,2021,DIN,mg.L,0.0045000000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-03-11T00:00:01Z,2021,High_DO,%.Sat,92.64,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-03-11T00:00:01Z,2021,Low_DO,%.Sat,92.64,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-03-11T00:00:01Z,2021,TP,mg.L,0.03,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-03-11T00:00:01Z,2021,Turbidity,NTU,65,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-04-28T00:00:01Z,2021,DIN,mg.L,0.022099999999999998,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-04-28T00:00:01Z,2021,High_DO,%.Sat,95.52,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-04-28T00:00:01Z,2021,Low_DO,%.Sat,95.52,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-04-28T00:00:01Z,2021,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-04-28T00:00:01Z,2021,Turbidity,NTU,19.5,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-05-27T00:00:01Z,2021,DIN,mg.L,0.0215,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-05-27T00:00:01Z,2021,High_DO,%.Sat,91.65,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-05-27T00:00:01Z,2021,Low_DO,%.Sat,91.65,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-05-27T00:00:01Z,2021,TP,mg.L,0.03,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-05-27T00:00:01Z,2021,Turbidity,NTU,16,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-06-24T00:00:01Z,2021,DIN,mg.L,0.0045000000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-06-24T00:00:01Z,2021,High_DO,%.Sat,90.08,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-06-24T00:00:01Z,2021,Low_DO,%.Sat,90.08,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-06-24T00:00:01Z,2021,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-06-24T00:00:01Z,2021,Turbidity,NTU,22.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-07-22T00:00:01Z,2022,DIN,mg.L,0.0458,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-07-22T00:00:01Z,2022,High_DO,%.Sat,89.4,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-07-22T00:00:01Z,2022,Low_DO,%.Sat,89.4,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-07-22T00:00:01Z,2022,TP,mg.L,0.02,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-07-22T00:00:01Z,2022,Turbidity,NTU,7.5,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-08-24T00:00:01Z,2022,DIN,mg.L,0.0668,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-08-24T00:00:01Z,2022,High_DO,%.Sat,86.91,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-08-24T00:00:01Z,2022,Low_DO,%.Sat,86.91,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-08-24T00:00:01Z,2022,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-08-24T00:00:01Z,2022,Turbidity,NTU,9.2,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-09-24T00:00:01Z,2022,DIN,mg.L,0.019899999999999998,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-09-24T00:00:01Z,2022,High_DO,%.Sat,94.16,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-09-24T00:00:01Z,2022,Low_DO,%.Sat,94.16,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-09-24T00:00:01Z,2022,TP,mg.L,0.01,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-09-24T00:00:01Z,2022,Turbidity,NTU,33.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-10-20T00:00:01Z,2022,DIN,mg.L,0.00673,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-10-20T00:00:01Z,2022,High_DO,%.Sat,98.94,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-10-20T00:00:01Z,2022,Low_DO,%.Sat,98.94,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-10-20T00:00:01Z,2022,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-10-20T00:00:01Z,2022,Turbidity,NTU,55.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-11-17T00:00:01Z,2022,DIN,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-11-17T00:00:01Z,2022,High_DO,%.Sat,94.37,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-11-17T00:00:01Z,2022,Low_DO,%.Sat,94.37,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-11-17T00:00:01Z,2022,TP,mg.L,0.04,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-11-17T00:00:01Z,2022,Turbidity,NTU,24.4,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2021-12-16T00:00:01Z,2022,DIN,mg.L,0.05548,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2021-12-16T00:00:01Z,2022,High_DO,%.Sat,90.2,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2021-12-16T00:00:01Z,2022,Low_DO,%.Sat,90.2,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2021-12-16T00:00:01Z,2022,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2021-12-16T00:00:01Z,2022,Turbidity,NTU,16.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2022-01-20T00:00:01Z,2022,DIN,mg.L,0.0165,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2022-01-20T00:00:01Z,2022,High_DO,%.Sat,94.62,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2022-01-20T00:00:01Z,2022,Low_DO,%.Sat,94.62,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2022-01-20T00:00:01Z,2022,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2022-01-20T00:00:01Z,2022,Turbidity,NTU,17.7,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2022-02-14T00:00:01Z,2022,DIN,mg.L,0.005900000000000001,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2022-02-14T00:00:01Z,2022,High_DO,%.Sat,93.86,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2022-02-14T00:00:01Z,2022,Low_DO,%.Sat,93.86,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2022-02-14T00:00:01Z,2022,TP,mg.L,0.04,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2022-02-14T00:00:01Z,2022,Turbidity,NTU,39.6,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2022-03-15T00:00:01Z,2022,DIN,mg.L,0.0045000000000000005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2022-03-15T00:00:01Z,2022,High_DO,%.Sat,87.99,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2022-03-15T00:00:01Z,2022,Low_DO,%.Sat,87.99,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2022-03-15T00:00:01Z,2022,TP,mg.L,0.005,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2022-03-15T00:00:01Z,2022,Turbidity,NTU,27.9,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2022-04-13T00:00:01Z,2022,DIN,mg.L,0.0161,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2022-04-13T00:00:01Z,2022,High_DO,%.Sat,87.22,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
CB9,2022-04-13T00:00:01Z,2022,Low_DO,%.Sat,87.22,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,85,0.5,70,low,median
CB9,2022-04-13T00:00:01Z,2022,TP,mg.L,0.02,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.05,0.01,0.09,high,median
CB9,2022-04-13T00:00:01Z,2022,Turbidity,NTU,19.9,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,20,0.1,45,high,median
CB9,2022-05-16T00:00:01Z,2022,DIN,mg.L,0.055,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,0.07,0.003,0.09,high,median
CB9,2022-05-16T00:00:01Z,2022,High_DO,%.Sat,89.79,Ross,TCC,DT,Estuarine,Stuart Creek,Sandfly Creek,28,0.02248995983935743,28,1,-19.296915236,146.859235351,105,0.5,120,high,median
