Region,n3_sst_1,LayerName,MonthlyMeanSst,LayerDate,Year,Month,Fyear,AnnualMeanSst,AnnualLtm,MonthlyLtm,MonthlyMeanSstPercentileRank,AnnualMeanSstPercentileRank,AnnualAnomaly,MonthlyAnomaly,AnnualPercentageOfLtm,MonthlyPercentageOfLtm
Dry Tropics,28.64336395263672,n3_sst_67,22.9,1990-07-31T12:00:00Z,1990,Jul,1991,25.4,26.2,23.5,10,0,-0.8,-0.6,96.9,97.4
Dry Tropics,28.64336395263672,n3_sst_68,23.3,1990-08-31T12:00:00Z,1990,Aug,1991,25.4,26.2,23.5,40,0,-0.8,-0.2,96.9,99.1
Dry Tropics,28.64336395263672,n3_sst_69,23.5,1990-09-30T12:00:00Z,1990,Sep,1991,25.4,26.2,24.3,0,0,-0.8,-0.8,96.9,96.7
Dry Tropics,28.64336395263672,n3_sst_70,24.7,1990-10-31T12:00:00Z,1990,Oct,1991,25.4,26.2,25.5,3.3,0,-0.8,-0.8,96.9,96.9
Dry Tropics,28.64336395263672,n3_sst_71,26.6,1990-11-30T12:00:00Z,1990,Nov,1991,25.4,26.2,26.9,23.3,0,-0.8,-0.3,96.9,98.9
Dry Tropics,28.64336395263672,n3_sst_72,27.1,1990-12-31T12:00:00Z,1990,Dec,1991,25.4,26.2,28,6.7,0,-0.8,-0.9,96.9,96.8
Dry Tropics,28.64336395263672,n3_sst_73,28.1,1991-01-31T12:00:00Z,1991,Jan,1991,25.4,26.2,28.6,13.3,0,-0.8,-0.5,96.9,98.3
Dry Tropics,28.64336395263672,n3_sst_74,28.5,1991-02-28T12:00:00Z,1991,Feb,1991,25.4,26.2,28.9,23.3,0,-0.8,-0.4,96.9,98.6
Dry Tropics,28.64336395263672,n3_sst_75,26.4,1991-03-31T12:00:00Z,1991,Mar,1991,25.4,26.2,28.2,0,0,-0.8,-1.8,96.9,93.6
Dry Tropics,28.64336395263672,n3_sst_76,26,1991-04-30T12:00:00Z,1991,Apr,1991,25.4,26.2,27.2,3.3,0,-0.8,-1.2,96.9,95.6
Dry Tropics,28.64336395263672,n3_sst_77,24.2,1991-05-31T12:00:00Z,1991,May,1991,25.4,26.2,25.8,0,0,-0.8,-1.6,96.9,93.8
Dry Tropics,28.64336395263672,n3_sst_78,23.1,1991-06-30T12:00:00Z,1991,Jun,1991,25.4,26.2,24.4,0,0,-0.8,-1.3,96.9,94.7
Dry Tropics,28.64336395263672,n3_sst_79,23.1,1991-07-31T12:00:00Z,1991,Jul,1992,26,26.2,23.5,16.7,19.4,-0.2,-0.4,99.2,98.3
Dry Tropics,28.64336395263672,n3_sst_80,23.3,1991-08-31T12:00:00Z,1991,Aug,1992,26,26.2,23.5,40,19.4,-0.2,-0.2,99.2,99.1
Dry Tropics,28.64336395263672,n3_sst_81,24.2,1991-09-30T12:00:00Z,1991,Sep,1992,26,26.2,24.3,40,19.4,-0.2,-0.1,99.2,99.6
Dry Tropics,28.64336395263672,n3_sst_82,25.8,1991-10-31T12:00:00Z,1991,Oct,1992,26,26.2,25.5,73.3,19.4,-0.2,0.3,99.2,101.2
Dry Tropics,28.64336395263672,n3_sst_83,26.6,1991-11-30T12:00:00Z,1991,Nov,1992,26,26.2,26.9,23.3,19.4,-0.2,-0.3,99.2,98.9
Dry Tropics,28.64336395263672,n3_sst_84,27.7,1991-12-31T12:00:00Z,1991,Dec,1992,26,26.2,28,23.3,19.4,-0.2,-0.3,99.2,98.9
Dry Tropics,28.64336395263672,n3_sst_85,27.9,1992-01-31T12:00:00Z,1992,Jan,1992,26,26.2,28.6,0,19.4,-0.2,-0.7,99.2,97.6
Dry Tropics,28.64336395263672,n3_sst_86,28.3,1992-02-29T12:00:00Z,1992,Feb,1992,26,26.2,28.9,13.3,19.4,-0.2,-0.6,99.2,97.9
Dry Tropics,28.64336395263672,n3_sst_87,28.6,1992-03-31T12:00:00Z,1992,Mar,1992,26,26.2,28.2,80,19.4,-0.2,0.4,99.2,101.4
Dry Tropics,28.64336395263672,n3_sst_88,27.3,1992-04-30T12:00:00Z,1992,Apr,1992,26,26.2,27.2,56.7,19.4,-0.2,0.1,99.2,100.4
Dry Tropics,28.64336395263672,n3_sst_89,25.6,1992-05-31T12:00:00Z,1992,May,1992,26,26.2,25.8,33.3,19.4,-0.2,-0.2,99.2,99.2
Dry Tropics,28.64336395263672,n3_sst_90,23.9,1992-06-30T12:00:00Z,1992,Jun,1992,26,26.2,24.4,20,19.4,-0.2,-0.5,99.2,98
Dry Tropics,28.64336395263672,n3_sst_91,23.2,1992-07-31T12:00:00Z,1992,Jul,1993,25.8,26.2,23.5,26.7,9.7,-0.4,-0.3,98.5,98.7
Dry Tropics,28.64336395263672,n3_sst_92,23.1,1992-08-31T12:00:00Z,1992,Aug,1993,25.8,26.2,23.5,23.3,9.7,-0.4,-0.4,98.5,98.3
Dry Tropics,28.64336395263672,n3_sst_93,24.9,1992-09-30T12:00:00Z,1992,Sep,1993,25.8,26.2,24.3,83.3,9.7,-0.4,0.6,98.5,102.5
Dry Tropics,28.64336395263672,n3_sst_94,25.2,1992-10-31T12:00:00Z,1992,Oct,1993,25.8,26.2,25.5,16.7,9.7,-0.4,-0.3,98.5,98.8
Dry Tropics,28.64336395263672,n3_sst_95,26.3,1992-11-30T12:00:00Z,1992,Nov,1993,25.8,26.2,26.9,6.7,9.7,-0.4,-0.6,98.5,97.8
Dry Tropics,28.64336395263672,n3_sst_96,27.7,1992-12-31T12:00:00Z,1992,Dec,1993,25.8,26.2,28,23.3,9.7,-0.4,-0.3,98.5,98.9
Dry Tropics,28.64336395263672,n3_sst_97,27.9,1993-01-31T12:00:00Z,1993,Jan,1993,25.8,26.2,28.6,0,9.7,-0.4,-0.7,98.5,97.6
Dry Tropics,28.64336395263672,n3_sst_98,27.5,1993-02-28T12:00:00Z,1993,Feb,1993,25.8,26.2,28.9,0,9.7,-0.4,-1.4,98.5,95.2
Dry Tropics,28.64336395263672,n3_sst_99,28,1993-03-31T12:00:00Z,1993,Mar,1993,25.8,26.2,28.2,23.3,9.7,-0.4,-0.2,98.5,99.3
Dry Tropics,28.64336395263672,n3_sst_100,26.9,1993-04-30T12:00:00Z,1993,Apr,1993,25.8,26.2,27.2,20,9.7,-0.4,-0.3,98.5,98.9
Dry Tropics,28.64336395263672,n3_sst_101,25.1,1993-05-31T12:00:00Z,1993,May,1993,25.8,26.2,25.8,10,9.7,-0.4,-0.7,98.5,97.3
Dry Tropics,28.64336395263672,n3_sst_102,23.9,1993-06-30T12:00:00Z,1993,Jun,1993,25.8,26.2,24.4,20,9.7,-0.4,-0.5,98.5,98
Dry Tropics,28.64336395263672,n3_sst_103,23.6,1993-07-31T12:00:00Z,1993,Jul,1994,26.1,26.2,23.5,56.7,22.6,-0.1,0.1,99.6,100.4
Dry Tropics,28.64336395263672,n3_sst_104,24.3,1993-08-31T12:00:00Z,1993,Aug,1994,26.1,26.2,23.5,86.7,22.6,-0.1,0.8,99.6,103.4
Dry Tropics,28.64336395263672,n3_sst_105,24.3,1993-09-30T12:00:00Z,1993,Sep,1994,26.1,26.2,24.3,50,22.6,-0.1,0,99.6,100
Dry Tropics,28.64336395263672,n3_sst_106,25.3,1993-10-31T12:00:00Z,1993,Oct,1994,26.1,26.2,25.5,26.7,22.6,-0.1,-0.2,99.6,99.2
Dry Tropics,28.64336395263672,n3_sst_107,27.1,1993-11-30T12:00:00Z,1993,Nov,1994,26.1,26.2,26.9,66.7,22.6,-0.1,0.2,99.6,100.7
Dry Tropics,28.64336395263672,n3_sst_108,27.4,1993-12-31T12:00:00Z,1993,Dec,1994,26.1,26.2,28,16.7,22.6,-0.1,-0.6,99.6,97.9
Dry Tropics,28.64336395263672,n3_sst_109,29.2,1994-01-31T12:00:00Z,1994,Jan,1994,26.1,26.2,28.6,86.7,22.6,-0.1,0.6,99.6,102.1
Dry Tropics,28.64336395263672,n3_sst_110,28.8,1994-02-28T12:00:00Z,1994,Feb,1994,26.1,26.2,28.9,36.7,22.6,-0.1,-0.1,99.6,99.7
Dry Tropics,28.64336395263672,n3_sst_111,28.1,1994-03-31T12:00:00Z,1994,Mar,1994,26.1,26.2,28.2,33.3,22.6,-0.1,-0.1,99.6,99.6
Dry Tropics,28.64336395263672,n3_sst_112,26.8,1994-04-30T12:00:00Z,1994,Apr,1994,26.1,26.2,27.2,13.3,22.6,-0.1,-0.4,99.6,98.5
Dry Tropics,28.64336395263672,n3_sst_113,25.1,1994-05-31T12:00:00Z,1994,May,1994,26.1,26.2,25.8,10,22.6,-0.1,-0.7,99.6,97.3
Dry Tropics,28.64336395263672,n3_sst_114,23.6,1994-06-30T12:00:00Z,1994,Jun,1994,26.1,26.2,24.4,10,22.6,-0.1,-0.8,99.6,96.7
Dry Tropics,28.64336395263672,n3_sst_115,23.4,1994-07-31T12:00:00Z,1994,Jul,1995,26.1,26.2,23.5,43.3,22.6,-0.1,-0.1,99.6,99.6
Dry Tropics,28.64336395263672,n3_sst_116,22.7,1994-08-31T12:00:00Z,1994,Aug,1995,26.1,26.2,23.5,6.7,22.6,-0.1,-0.8,99.6,96.6
Dry Tropics,28.64336395263672,n3_sst_117,23.6,1994-09-30T12:00:00Z,1994,Sep,1995,26.1,26.2,24.3,3.3,22.6,-0.1,-0.7,99.6,97.1
Dry Tropics,28.64336395263672,n3_sst_118,25.2,1994-10-31T12:00:00Z,1994,Oct,1995,26.1,26.2,25.5,16.7,22.6,-0.1,-0.3,99.6,98.8
Dry Tropics,28.64336395263672,n3_sst_119,26.8,1994-11-30T12:00:00Z,1994,Nov,1995,26.1,26.2,26.9,40,22.6,-0.1,-0.1,99.6,99.6
Dry Tropics,28.64336395263672,n3_sst_120,27.2,1994-12-31T12:00:00Z,1994,Dec,1995,26.1,26.2,28,13.3,22.6,-0.1,-0.8,99.6,97.1
Dry Tropics,28.64336395263672,n3_sst_121,28.6,1995-01-31T12:00:00Z,1995,Jan,1995,26.1,26.2,28.6,40,22.6,-0.1,0,99.6,100
Dry Tropics,28.64336395263672,n3_sst_122,29.4,1995-02-28T12:00:00Z,1995,Feb,1995,26.1,26.2,28.9,86.7,22.6,-0.1,0.5,99.6,101.7
Dry Tropics,28.64336395263672,n3_sst_123,27.7,1995-03-31T12:00:00Z,1995,Mar,1995,26.1,26.2,28.2,16.7,22.6,-0.1,-0.5,99.6,98.2
Dry Tropics,28.64336395263672,n3_sst_124,27.7,1995-04-30T12:00:00Z,1995,Apr,1995,26.1,26.2,27.2,83.3,22.6,-0.1,0.5,99.6,101.8
Dry Tropics,28.64336395263672,n3_sst_125,26.3,1995-05-31T12:00:00Z,1995,May,1995,26.1,26.2,25.8,80,22.6,-0.1,0.5,99.6,101.9
Dry Tropics,28.64336395263672,n3_sst_126,24.4,1995-06-30T12:00:00Z,1995,Jun,1995,26.1,26.2,24.4,40,22.6,-0.1,0,99.6,100
Dry Tropics,28.64336395263672,n3_sst_127,23.3,1995-07-31T12:00:00Z,1995,Jul,1996,26.2,26.2,23.5,33.3,35.6,0,-0.2,100,99.1
Dry Tropics,28.64336395263672,n3_sst_128,22.7,1995-08-31T12:00:00Z,1995,Aug,1996,26.2,26.2,23.5,6.7,35.6,0,-0.8,100,96.6
Dry Tropics,28.64336395263672,n3_sst_129,23.6,1995-09-30T12:00:00Z,1995,Sep,1996,26.2,26.2,24.3,3.3,35.6,0,-0.7,100,97.1
Dry Tropics,28.64336395263672,n3_sst_130,25,1995-10-31T12:00:00Z,1995,Oct,1996,26.2,26.2,25.5,6.7,35.6,0,-0.5,100,98
Dry Tropics,28.64336395263672,n3_sst_131,27.3,1995-11-30T12:00:00Z,1995,Nov,1996,26.2,26.2,26.9,86.7,35.6,0,0.4,100,101.5
Dry Tropics,28.64336395263672,n3_sst_132,28.3,1995-12-31T12:00:00Z,1995,Dec,1996,26.2,26.2,28,60,35.6,0,0.3,100,101.1
Dry Tropics,28.64336395263672,n3_sst_133,28.2,1996-01-31T12:00:00Z,1996,Jan,1996,26.2,26.2,28.6,20,35.6,0,-0.4,100,98.6
Dry Tropics,28.64336395263672,n3_sst_134,28.8,1996-02-29T12:00:00Z,1996,Feb,1996,26.2,26.2,28.9,36.7,35.6,0,-0.1,100,99.7
Dry Tropics,28.64336395263672,n3_sst_135,27.9,1996-03-31T12:00:00Z,1996,Mar,1996,26.2,26.2,28.2,20,35.6,0,-0.3,100,98.9
Dry Tropics,28.64336395263672,n3_sst_136,27.5,1996-04-30T12:00:00Z,1996,Apr,1996,26.2,26.2,27.2,73.3,35.6,0,0.3,100,101.1
Dry Tropics,28.64336395263672,n3_sst_137,26.6,1996-05-31T12:00:00Z,1996,May,1996,26.2,26.2,25.8,90,35.6,0,0.8,100,103.1
Dry Tropics,28.64336395263672,n3_sst_138,24.9,1996-06-30T12:00:00Z,1996,Jun,1996,26.2,26.2,24.4,83.3,35.6,0,0.5,100,102
Dry Tropics,28.64336395263672,n3_sst_139,24,1996-07-31T12:00:00Z,1996,Jul,1997,25.8,26.2,23.5,80,9.7,-0.4,0.5,98.5,102.1
Dry Tropics,28.64336395263672,n3_sst_140,23.8,1996-08-31T12:00:00Z,1996,Aug,1997,25.8,26.2,23.5,66.7,9.7,-0.4,0.3,98.5,101.3
Dry Tropics,28.64336395263672,n3_sst_141,24.2,1996-09-30T12:00:00Z,1996,Sep,1997,25.8,26.2,24.3,40,9.7,-0.4,-0.1,98.5,99.6
Dry Tropics,28.64336395263672,n3_sst_142,25.5,1996-10-31T12:00:00Z,1996,Oct,1997,25.8,26.2,25.5,46.7,9.7,-0.4,0,98.5,100
Dry Tropics,28.64336395263672,n3_sst_143,26.6,1996-11-30T12:00:00Z,1996,Nov,1997,25.8,26.2,26.9,23.3,9.7,-0.4,-0.3,98.5,98.9
Dry Tropics,28.64336395263672,n3_sst_144,28.1,1996-12-31T12:00:00Z,1996,Dec,1997,25.8,26.2,28,46.7,9.7,-0.4,0.1,98.5,100.4
Dry Tropics,28.64336395263672,n3_sst_145,28.1,1997-01-31T12:00:00Z,1997,Jan,1997,25.8,26.2,28.6,13.3,9.7,-0.4,-0.5,98.5,98.3
Dry Tropics,28.64336395263672,n3_sst_146,28.4,1997-02-28T12:00:00Z,1997,Feb,1997,25.8,26.2,28.9,16.7,9.7,-0.4,-0.5,98.5,98.3
Dry Tropics,28.64336395263672,n3_sst_147,27.2,1997-03-31T12:00:00Z,1997,Mar,1997,25.8,26.2,28.2,3.3,9.7,-0.4,-1,98.5,96.5
Dry Tropics,28.64336395263672,n3_sst_148,25.7,1997-04-30T12:00:00Z,1997,Apr,1997,25.8,26.2,27.2,0,9.7,-0.4,-1.5,98.5,94.5
Dry Tropics,28.64336395263672,n3_sst_149,24.8,1997-05-31T12:00:00Z,1997,May,1997,25.8,26.2,25.8,3.3,9.7,-0.4,-1,98.5,96.1
Dry Tropics,28.64336395263672,n3_sst_150,23.7,1997-06-30T12:00:00Z,1997,Jun,1997,25.8,26.2,24.4,13.3,9.7,-0.4,-0.7,98.5,97.1
Dry Tropics,28.64336395263672,n3_sst_151,22.6,1997-07-31T12:00:00Z,1997,Jul,1998,26.3,26.2,23.5,0,48.5,0.1,-0.9,100.4,96.2
Dry Tropics,28.64336395263672,n3_sst_152,23,1997-08-31T12:00:00Z,1997,Aug,1998,26.3,26.2,23.5,16.7,48.5,0.1,-0.5,100.4,97.9
Dry Tropics,28.64336395263672,n3_sst_153,23.9,1997-09-30T12:00:00Z,1997,Sep,1998,26.3,26.2,24.3,23.3,48.5,0.1,-0.4,100.4,98.4
Dry Tropics,28.64336395263672,n3_sst_154,25.3,1997-10-31T12:00:00Z,1997,Oct,1998,26.3,26.2,25.5,26.7,48.5,0.1,-0.2,100.4,99.2
Dry Tropics,28.64336395263672,n3_sst_155,26.5,1997-11-30T12:00:00Z,1997,Nov,1998,26.3,26.2,26.9,13.3,48.5,0.1,-0.4,100.4,98.5
Dry Tropics,28.64336395263672,n3_sst_156,28.4,1997-12-31T12:00:00Z,1997,Dec,1998,26.3,26.2,28,63.3,48.5,0.1,0.4,100.4,101.4
Dry Tropics,28.64336395263672,n3_sst_157,28.2,1998-01-31T12:00:00Z,1998,Jan,1998,26.3,26.2,28.6,20,48.5,0.1,-0.4,100.4,98.6
Dry Tropics,28.64336395263672,n3_sst_158,29.5,1998-02-28T12:00:00Z,1998,Feb,1998,26.3,26.2,28.9,93.3,48.5,0.1,0.6,100.4,102.1
Dry Tropics,28.64336395263672,n3_sst_159,28.3,1998-03-31T12:00:00Z,1998,Mar,1998,26.3,26.2,28.2,46.7,48.5,0.1,0.1,100.4,100.4
Dry Tropics,28.64336395263672,n3_sst_160,27.8,1998-04-30T12:00:00Z,1998,Apr,1998,26.3,26.2,27.2,90,48.5,0.1,0.6,100.4,102.2
Dry Tropics,28.64336395263672,n3_sst_161,26.7,1998-05-31T12:00:00Z,1998,May,1998,26.3,26.2,25.8,96.7,48.5,0.1,0.9,100.4,103.5
Dry Tropics,28.64336395263672,n3_sst_162,25.2,1998-06-30T12:00:00Z,1998,Jun,1998,26.3,26.2,24.4,96.7,48.5,0.1,0.8,100.4,103.3
Dry Tropics,28.64336395263672,n3_sst_163,24.1,1998-07-31T12:00:00Z,1998,Jul,1999,26.6,26.2,23.5,86.7,80.9,0.4,0.6,101.5,102.6
Dry Tropics,28.64336395263672,n3_sst_164,24.3,1998-08-31T12:00:00Z,1998,Aug,1999,26.6,26.2,23.5,86.7,80.9,0.4,0.8,101.5,103.4
Dry Tropics,28.64336395263672,n3_sst_165,25.3,1998-09-30T12:00:00Z,1998,Sep,1999,26.6,26.2,24.3,90,80.9,0.4,1,101.5,104.1
Dry Tropics,28.64336395263672,n3_sst_166,26.6,1998-10-31T12:00:00Z,1998,Oct,1999,26.6,26.2,25.5,96.7,80.9,0.4,1.1,101.5,104.3
Dry Tropics,28.64336395263672,n3_sst_167,27.6,1998-11-30T12:00:00Z,1998,Nov,1999,26.6,26.2,26.9,100,80.9,0.4,0.7,101.5,102.6
Dry Tropics,28.64336395263672,n3_sst_168,28.4,1998-12-31T12:00:00Z,1998,Dec,1999,26.6,26.2,28,63.3,80.9,0.4,0.4,101.5,101.4
Dry Tropics,28.64336395263672,n3_sst_169,28.8,1999-01-31T12:00:00Z,1999,Jan,1999,26.6,26.2,28.6,53.3,80.9,0.4,0.2,101.5,100.7
Dry Tropics,28.64336395263672,n3_sst_170,28.9,1999-02-28T12:00:00Z,1999,Feb,1999,26.6,26.2,28.9,46.7,80.9,0.4,0,101.5,100
Dry Tropics,28.64336395263672,n3_sst_171,28.2,1999-03-31T12:00:00Z,1999,Mar,1999,26.6,26.2,28.2,40,80.9,0.4,0,101.5,100
Dry Tropics,28.64336395263672,n3_sst_172,26.9,1999-04-30T12:00:00Z,1999,Apr,1999,26.6,26.2,27.2,20,80.9,0.4,-0.3,101.5,98.9
Dry Tropics,28.64336395263672,n3_sst_173,25.1,1999-05-31T12:00:00Z,1999,May,1999,26.6,26.2,25.8,10,80.9,0.4,-0.7,101.5,97.3
Dry Tropics,28.64336395263672,n3_sst_174,24.5,1999-06-30T12:00:00Z,1999,Jun,1999,26.6,26.2,24.4,50,80.9,0.4,0.1,101.5,100.4
Dry Tropics,28.64336395263672,n3_sst_175,23.3,1999-07-31T12:00:00Z,1999,Jul,2000,25.6,26.2,23.5,33.3,3.2,-0.6,-0.2,97.7,99.1
Dry Tropics,28.64336395263672,n3_sst_176,22.5,1999-08-31T12:00:00Z,1999,Aug,2000,25.6,26.2,23.5,0,3.2,-0.6,-1,97.7,95.7
Dry Tropics,28.64336395263672,n3_sst_177,23.7,1999-09-30T12:00:00Z,1999,Sep,2000,25.6,26.2,24.3,13.3,3.2,-0.6,-0.6,97.7,97.5
Dry Tropics,28.64336395263672,n3_sst_178,25.1,1999-10-31T12:00:00Z,1999,Oct,2000,25.6,26.2,25.5,13.3,3.2,-0.6,-0.4,97.7,98.4
Dry Tropics,28.64336395263672,n3_sst_179,26.5,1999-11-30T12:00:00Z,1999,Nov,2000,25.6,26.2,26.9,13.3,3.2,-0.6,-0.4,97.7,98.5
Dry Tropics,28.64336395263672,n3_sst_180,26.8,1999-12-31T12:00:00Z,1999,Dec,2000,25.6,26.2,28,0,3.2,-0.6,-1.2,97.7,95.7
Dry Tropics,28.64336395263672,n3_sst_181,28,2000-01-31T12:00:00Z,2000,Jan,2000,25.6,26.2,28.6,10,3.2,-0.6,-0.6,97.7,97.9
Dry Tropics,28.64336395263672,n3_sst_182,28,2000-02-29T12:00:00Z,2000,Feb,2000,25.6,26.2,28.9,3.3,3.2,-0.6,-0.9,97.7,96.9
Dry Tropics,28.64336395263672,n3_sst_183,27.4,2000-03-31T12:00:00Z,2000,Mar,2000,25.6,26.2,28.2,6.7,3.2,-0.6,-0.8,97.7,97.2
Dry Tropics,28.64336395263672,n3_sst_184,26.8,2000-04-30T12:00:00Z,2000,Apr,2000,25.6,26.2,27.2,13.3,3.2,-0.6,-0.4,97.7,98.5
Dry Tropics,28.64336395263672,n3_sst_185,25.4,2000-05-31T12:00:00Z,2000,May,2000,25.6,26.2,25.8,23.3,3.2,-0.6,-0.4,97.7,98.4
Dry Tropics,28.64336395263672,n3_sst_186,23.4,2000-06-30T12:00:00Z,2000,Jun,2000,25.6,26.2,24.4,3.3,3.2,-0.6,-1,97.7,95.9
Dry Tropics,28.64336395263672,n3_sst_187,22.8,2000-07-31T12:00:00Z,2000,Jul,2001,26.1,26.2,23.5,6.7,22.6,-0.1,-0.7,99.6,97
Dry Tropics,28.64336395263672,n3_sst_188,22.6,2000-08-31T12:00:00Z,2000,Aug,2001,26.1,26.2,23.5,3.3,22.6,-0.1,-0.9,99.6,96.2
Dry Tropics,28.64336395263672,n3_sst_189,23.9,2000-09-30T12:00:00Z,2000,Sep,2001,26.1,26.2,24.3,23.3,22.6,-0.1,-0.4,99.6,98.4
Dry Tropics,28.64336395263672,n3_sst_190,25.3,2000-10-31T12:00:00Z,2000,Oct,2001,26.1,26.2,25.5,26.7,22.6,-0.1,-0.2,99.6,99.2
Dry Tropics,28.64336395263672,n3_sst_191,27.1,2000-11-30T12:00:00Z,2000,Nov,2001,26.1,26.2,26.9,66.7,22.6,-0.1,0.2,99.6,100.7
Dry Tropics,28.64336395263672,n3_sst_192,27.1,2000-12-31T12:00:00Z,2000,Dec,2001,26.1,26.2,28,6.7,22.6,-0.1,-0.9,99.6,96.8
Dry Tropics,28.64336395263672,n3_sst_193,27.9,2001-01-31T12:00:00Z,2001,Jan,2001,26.1,26.2,28.6,0,22.6,-0.1,-0.7,99.6,97.6
Dry Tropics,28.64336395263672,n3_sst_194,28.7,2001-02-28T12:00:00Z,2001,Feb,2001,26.1,26.2,28.9,30,22.6,-0.1,-0.2,99.6,99.3
Dry Tropics,28.64336395263672,n3_sst_195,29,2001-03-31T12:00:00Z,2001,Mar,2001,26.1,26.2,28.2,93.3,22.6,-0.1,0.8,99.6,102.8
Dry Tropics,28.64336395263672,n3_sst_196,27,2001-04-30T12:00:00Z,2001,Apr,2001,26.1,26.2,27.2,33.3,22.6,-0.1,-0.2,99.6,99.3
Dry Tropics,28.64336395263672,n3_sst_197,26.6,2001-05-31T12:00:00Z,2001,May,2001,26.1,26.2,25.8,90,22.6,-0.1,0.8,99.6,103.1
Dry Tropics,28.64336395263672,n3_sst_198,24.7,2001-06-30T12:00:00Z,2001,Jun,2001,26.1,26.2,24.4,63.3,22.6,-0.1,0.3,99.6,101.2
Dry Tropics,28.64336395263672,n3_sst_199,23.9,2001-07-31T12:00:00Z,2001,Jul,2002,26.5,26.2,23.5,76.7,71.2,0.3,0.4,101.1,101.7
Dry Tropics,28.64336395263672,n3_sst_200,23.5,2001-08-31T12:00:00Z,2001,Aug,2002,26.5,26.2,23.5,53.3,71.2,0.3,0,101.1,100
Dry Tropics,28.64336395263672,n3_sst_201,24.3,2001-09-30T12:00:00Z,2001,Sep,2002,26.5,26.2,24.3,50,71.2,0.3,0,101.1,100
Dry Tropics,28.64336395263672,n3_sst_202,25.6,2001-10-31T12:00:00Z,2001,Oct,2002,26.5,26.2,25.5,60,71.2,0.3,0.1,101.1,100.4
Dry Tropics,28.64336395263672,n3_sst_203,27.2,2001-11-30T12:00:00Z,2001,Nov,2002,26.5,26.2,26.9,73.3,71.2,0.3,0.3,101.1,101.1
Dry Tropics,28.64336395263672,n3_sst_204,28.5,2001-12-31T12:00:00Z,2001,Dec,2002,26.5,26.2,28,83.3,71.2,0.3,0.5,101.1,101.8
Dry Tropics,28.64336395263672,n3_sst_205,29.2,2002-01-31T12:00:00Z,2002,Jan,2002,26.5,26.2,28.6,86.7,71.2,0.3,0.6,101.1,102.1
Dry Tropics,28.64336395263672,n3_sst_206,29.3,2002-02-28T12:00:00Z,2002,Feb,2002,26.5,26.2,28.9,83.3,71.2,0.3,0.4,101.1,101.4
Dry Tropics,28.64336395263672,n3_sst_207,28.5,2002-03-31T12:00:00Z,2002,Mar,2002,26.5,26.2,28.2,66.7,71.2,0.3,0.3,101.1,101.1
Dry Tropics,28.64336395263672,n3_sst_208,27.2,2002-04-30T12:00:00Z,2002,Apr,2002,26.5,26.2,27.2,36.7,71.2,0.3,0,101.1,100
Dry Tropics,28.64336395263672,n3_sst_209,25.9,2002-05-31T12:00:00Z,2002,May,2002,26.5,26.2,25.8,53.3,71.2,0.3,0.1,101.1,100.4
Dry Tropics,28.64336395263672,n3_sst_210,24.7,2002-06-30T12:00:00Z,2002,Jun,2002,26.5,26.2,24.4,63.3,71.2,0.3,0.3,101.1,101.2
Dry Tropics,28.64336395263672,n3_sst_211,23.3,2002-07-31T12:00:00Z,2002,Jul,2003,26.2,26.2,23.5,33.3,35.6,0,-0.2,100,99.1
Dry Tropics,28.64336395263672,n3_sst_212,23.3,2002-08-31T12:00:00Z,2002,Aug,2003,26.2,26.2,23.5,40,35.6,0,-0.2,100,99.1
Dry Tropics,28.64336395263672,n3_sst_213,24.3,2002-09-30T12:00:00Z,2002,Sep,2003,26.2,26.2,24.3,50,35.6,0,0,100,100
Dry Tropics,28.64336395263672,n3_sst_214,25.2,2002-10-31T12:00:00Z,2002,Oct,2003,26.2,26.2,25.5,16.7,35.6,0,-0.3,100,98.8
Dry Tropics,28.64336395263672,n3_sst_215,26.2,2002-11-30T12:00:00Z,2002,Nov,2003,26.2,26.2,26.9,3.3,35.6,0,-0.7,100,97.4
Dry Tropics,28.64336395263672,n3_sst_216,27.7,2002-12-31T12:00:00Z,2002,Dec,2003,26.2,26.2,28,23.3,35.6,0,-0.3,100,98.9
Dry Tropics,28.64336395263672,n3_sst_217,28.3,2003-01-31T12:00:00Z,2003,Jan,2003,26.2,26.2,28.6,26.7,35.6,0,-0.3,100,99
Dry Tropics,28.64336395263672,n3_sst_218,28.8,2003-02-28T12:00:00Z,2003,Feb,2003,26.2,26.2,28.9,36.7,35.6,0,-0.1,100,99.7
Dry Tropics,28.64336395263672,n3_sst_219,28.3,2003-03-31T12:00:00Z,2003,Mar,2003,26.2,26.2,28.2,46.7,35.6,0,0.1,100,100.4
Dry Tropics,28.64336395263672,n3_sst_220,27.6,2003-04-30T12:00:00Z,2003,Apr,2003,26.2,26.2,27.2,76.7,35.6,0,0.4,100,101.5
Dry Tropics,28.64336395263672,n3_sst_221,26,2003-05-31T12:00:00Z,2003,May,2003,26.2,26.2,25.8,70,35.6,0,0.2,100,100.8
Dry Tropics,28.64336395263672,n3_sst_222,24.9,2003-06-30T12:00:00Z,2003,Jun,2003,26.2,26.2,24.4,83.3,35.6,0,0.5,100,102
Dry Tropics,28.64336395263672,n3_sst_223,23.8,2003-07-31T12:00:00Z,2003,Jul,2004,26.4,26.2,23.5,66.7,55,0.2,0.3,100.8,101.3
